Time	[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[VIII_f]	[VIII_l]	[VIIIa_f]	[VIIIa_l]	[IX_f]	[IX_l]	[IXa_f]	[IXa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[VIIIai_f]	[VIIIai_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_IX_l]	[TF_VIIa_IXa_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[IXa_VIIIa_l]	[Xa_Va_l]	[IXa_VIIIa_X_l]	[V_Xa_l]	[VIII_Xa_l]	[IIa_f]	[V_IIa_l]	[VIII_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[XI_f]	[XI_IIa_l]	[XIa_l]	[APC_PS_l]	[APC_PS_VIIIa_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[IXa_AT_f]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[VIII_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[XIa_IX_l]	[LIPID]	[alpha2M_l]	[alpha2M_IIa_l]	[alpha2M_Xa_l]	[AT_XIa_l]
46	583.671	816.324	7.77469e-05	0.00268635	0.176536	19.7998	0.000116902	0.0128078	0.389415	9.5954	0.0015187	0.108843	0.00427586	0.695374	3.25448e-06	0.000158959	0.63191	89.3621	3.79197e-05	0.00537394	62.6798	107.3	0.00186428	0.00537197	1.20117e-05	5.63014e-05	3.64454	296.353	5.55554e-10	2.74031e-08	2.135e-08	2.3596e-06	24.8522	35.145	0.000218077	0.00117446	0.0022506	0.00043147	0	0.00037062	0.000554545	1.00709e-08	2.08172e-07	5.70407e-05	1.16734e-07	0.00994946	0.000173851	0.000208683	5.66517e-05	9.78945e-07	4.1166e-05	6.59793e-06	29.9994	5.41861e-05	0.000351616	0.00257999	1.82479e-08	2.49854	3400	3.44013e-05	0.0014614	2.17441e-07	1.47946e-06	1.17275e-06	0.000287092	4.29371e-05	0.00065654	1.25993e-05	0.999581	0.000310755	0.000107842	1.24652e-05	0.000180433	32525.6	2600	9.62916e-06	0.000133634	1.7181e-05
47	583.671	816.324	8.81443e-05	0.00304529	0.176523	19.7983	0.000127373	0.0139553	0.38939	9.59476	0.00152771	0.109489	0.00427572	0.695351	3.59572e-06	0.000175628	0.631909	89.3619	3.91968e-05	0.00555489	62.6796	107.3	0.0019116	0.00550789	1.38322e-05	6.48245e-05	3.64454	296.352	7.20182e-10	3.55161e-08	2.73297e-08	3.01989e-06	24.8521	35.1447	0.000213101	0.00117722	0.00224953	0.000432501	0	0.000371491	0.000555903	1.0321e-08	2.38149e-07	6.37923e-05	1.33547e-07	0.0102079	0.000178307	0.000235898	6.40482e-05	1.10669e-06	4.60388e-05	7.37902e-06	29.9993	6.12604e-05	0.000403963	0.00298314	2.33396e-08	2.49846	3400	3.95575e-05	0.00153636	2.34815e-07	1.86611e-06	1.23698e-06	0.000301856	4.40211e-05	0.000744365	1.42839e-05	0.999525	0.000352543	0.000122365	1.43891e-05	0.000207587	32525.6	2600	1.10724e-05	0.000140506	2.01312e-05
48	583.671	816.323	9.97685e-05	0.00344656	0.176509	19.7966	0.000138816	0.0152091	0.389363	9.59411	0.00153694	0.110151	0.00427557	0.695326	3.97343e-06	0.000194079	0.631908	89.3616	4.05131e-05	0.00574141	62.6794	107.299	0.00195868	0.00564312	1.58904e-05	7.44595e-05	3.64454	296.352	9.30495e-10	4.58788e-08	3.48631e-08	3.85164e-06	24.8519	35.1444	0.000208552	0.0011799	0.00224824	0.000433496	0	0.000372334	0.000557214	1.05685e-08	2.7234e-07	7.12963e-05	1.52722e-07	0.010465	0.000182741	0.000266279	7.23047e-05	1.24928e-06	5.14547e-05	8.24716e-06	29.9992	6.9158e-05	0.000463048	0.00344015	2.97755e-08	2.49839	3400	4.53818e-05	0.00161318	2.53105e-07	2.34787e-06	1.30337e-06	0.000316989	4.50993e-05	0.000842544	1.61672e-05	0.999462	0.000399257	0.000138601	1.65685e-05	0.000238262	32525.6	2600	1.27027e-05	0.00014755	2.35166e-05
49	583.671	816.323	0.000112756	0.00389489	0.176493	19.7949	0.000151331	0.0165806	0.389337	9.59345	0.0015464	0.11083	0.0042754	0.695298	4.3916e-06	0.000214506	0.631906	89.3614	4.18733e-05	0.00593418	62.6792	107.299	0.00200551	0.00577759	1.82139e-05	8.53356e-05	3.64453	296.352	1.1985e-09	5.90824e-08	4.43312e-08	4.89686e-06	24.8517	35.1441	0.000204388	0.00118249	0.00224675	0.000434461	0	0.000373152	0.000558481	1.08133e-08	3.11357e-07	7.9639e-05	1.74603e-07	0.0107207	0.00018715	0.00030018	8.1517e-05	1.4084e-06	5.74758e-05	9.21233e-06	29.9991	7.7971e-05	0.00052965	0.00395736	3.78959e-08	2.49831	3400	5.19518e-05	0.00169185	2.72334e-07	2.94728e-06	1.37199e-06	0.000332489	4.61714e-05	0.000952229	1.82713e-05	0.999392	0.000451442	0.000156739	1.90333e-05	0.000272866	32525.6	2600	1.45417e-05	0.000154765	2.73929e-05
50	583.671	816.322	0.000127261	0.00439555	0.176476	19.793	0.00016503	0.0180819	0.389309	9.59276	0.00155609	0.111525	0.00427522	0.695268	4.85471e-06	0.000237129	0.631905	89.3612	4.32826e-05	0.00613394	62.679	107.298	0.00205206	0.00591127	2.08334e-05	9.75962e-05	3.64453	296.351	1.53926e-09	7.58675e-08	5.62047e-08	6.20748e-06	24.8514	35.1437	0.000200572	0.00118501	0.00224506	0.000435397	0	0.000373947	0.000559709	1.10553e-08	3.55911e-07	8.89167e-05	1.99588e-07	0.0109749	0.000191532	0.000337997	9.17923e-05	1.58589e-06	6.41717e-05	1.02857e-05	29.999	8.78022e-05	0.000604633	0.00454177	4.81247e-08	2.49823	3400	5.93537e-05	0.00177235	2.92526e-07	3.69206e-06	1.44292e-06	0.000348354	4.72368e-05	0.0010747	2.06209e-05	0.999313	0.000509707	0.000176992	2.18171e-05	0.000311853	32525.6	2600	1.66135e-05	0.00016215	3.18221e-05
51	583.671	816.321	0.000143452	0.00495441	0.176458	19.7909	0.00018004	0.0197269	0.389281	9.59207	0.001566	0.112236	0.00427503	0.695236	5.36771e-06	0.00026219	0.631904	89.3609	4.47467e-05	0.00634151	62.6789	107.298	0.00209831	0.00604409	2.37829e-05	0.000111401	3.64452	296.35	1.97157e-09	9.71602e-08	7.10656e-08	7.84768e-06	24.8511	35.1433	0.000197069	0.00118747	0.0022432	0.000436309	0	0.000374721	0.000560904	1.12945e-08	4.06824e-07	9.92374e-05	2.28139e-07	0.0112274	0.000195887	0.000380171	0.00010325	1.78381e-06	7.16204e-05	1.14797e-05	29.9988	9.87661e-05	0.000688962	0.00520119	6.09899e-08	2.49815	3400	6.76835e-05	0.00185468	3.13704e-07	4.61643e-06	1.51624e-06	0.000364582	4.82952e-05	0.0012114	2.32435e-05	0.999226	0.000574732	0.000199594	2.49569e-05	0.000355727	32525.5	2600	1.89451e-05	0.000169703	3.68737e-05
52	583.671	816.32	0.000161519	0.00557804	0.176438	19.7887	0.000196499	0.0215307	0.389253	9.59135	0.00157613	0.112962	0.00427481	0.6952	5.93611e-06	0.000289957	0.631902	89.3606	4.62724e-05	0.00655784	62.6787	107.298	0.00214425	0.006176	2.71006e-05	0.000126927	3.64452	296.35	2.51897e-09	1.24118e-07	8.96324e-08	9.89673e-06	24.8508	35.1428	0.000193848	0.00118987	0.00224119	0.000437199	0	0.000375478	0.000562067	1.15307e-08	4.65051e-07	0.000110722	2.60789e-07	0.0114781	0.000200211	0.000427196	0.000116023	2.00447e-06	7.99091e-05	1.28084e-05	29.9987	0.000110991	0.000783707	0.00594428	7.71482e-08	2.49806	3400	7.70479e-05	0.00193882	3.35891e-07	5.76255e-06	1.59205e-06	0.000381171	4.9346e-05	0.00136391	2.61698e-05	0.999128	0.000647272	0.000224808	2.8494e-05	0.000405049	32525.5	2600	2.15662e-05	0.000177425	4.26247e-05
53	583.671	816.319	0.000181675	0.00627375	0.176417	19.7862	0.000214561	0.0235105	0.389224	9.59063	0.00158649	0.113705	0.00427458	0.695161	6.56603e-06	0.00032073	0.631901	89.3604	4.78667e-05	0.00678396	62.6785	107.297	0.00218984	0.00630692	3.08284e-05	0.000144372	3.64451	296.349	3.21083e-09	1.58187e-07	1.12792e-07	1.24524e-05	24.8505	35.1423	0.00019088	0.00119222	0.00223904	0.00043807	0	0.000376219	0.000563204	1.1764e-08	5.31702e-07	0.000123506	2.9816e-07	0.0117269	0.000204502	0.000479621	0.00013026	2.25046e-06	8.91353e-05	1.42874e-05	29.9985	0.00012462	0.000890063	0.00678068	9.74167e-08	2.49797	3400	8.75659e-05	0.00202476	3.59111e-07	7.18239e-06	1.67046e-06	0.000398118	5.03888e-05	0.00153402	2.94341e-05	0.999019	0.000728172	0.000252928	3.24746e-05	0.000460443	32525.5	2600	2.45103e-05	0.000185313	4.91611e-05
54	583.671	816.318	0.000204156	0.0070497	0.176394	19.7836	0.0002344	0.0256849	0.389194	9.58988	0.00159706	0.114464	0.00427432	0.695118	7.26428e-06	0.000354841	0.6319	89.3601	4.95379e-05	0.00702101	62.6784	107.297	0.00223508	0.00643678	3.50135e-05	0.000163956	3.6445	296.348	4.08381e-09	2.01169e-07	1.4164e-07	1.56356e-05	24.8501	35.1417	0.000188141	0.00119452	0.00223675	0.000438923	0	0.000376945	0.000564317	1.19941e-08	6.08069e-07	0.00013774	3.40978e-07	0.0119737	0.000208758	0.000538063	0.000146128	2.52465e-06	9.94085e-05	1.59342e-05	29.9983	0.000139813	0.00100936	0.00772108	1.22811e-07	2.49789	3400	9.93699e-05	0.00211248	3.83388e-07	8.94003e-06	1.75158e-06	0.000415419	5.14228e-05	0.00172371	3.30745e-05	0.998897	0.000818374	0.000284282	3.69498e-05	0.000522604	32525.4	2600	2.78143e-05	0.000193366	5.65789e-05
55	583.67	816.317	0.000229228	0.00791504	0.176368	19.7807	0.000256205	0.0280751	0.389164	9.58912	0.00160785	0.115237	0.00427404	0.695071	8.03844e-06	0.000392661	0.631898	89.3597	5.12951e-05	0.00727031	62.6782	107.296	0.00227992	0.00656552	3.97079e-05	0.000185922	3.6445	296.347	5.18357e-09	2.55313e-07	1.77527e-07	1.95953e-05	24.8496	35.141	0.000185608	0.00119679	0.00223435	0.000439761	0	0.00037766	0.000565408	1.2221e-08	6.95664e-07	0.000153595	3.90087e-07	0.0122183	0.000212977	0.000603209	0.000163812	2.83026e-06	0.000110851	1.77685e-05	29.998	0.000156749	0.00114307	0.0087774	1.54593e-07	2.4978	3400	0.000112608	0.00220196	4.08744e-07	1.11145e-05	1.83557e-06	0.000433073	5.24476e-05	0.00193521	3.71338e-05	0.998762	0.00091893	0.000319233	4.19765e-05	0.000592307	32525.4	2600	3.15196e-05	0.000201584	6.4985e-05
56	583.67	816.316	0.000257184	0.00887996	0.17634	19.7775	0.00028019	0.0307042	0.389133	9.58835	0.00161886	0.116027	0.00427372	0.695019	8.89692e-06	0.000434601	0.631896	89.3594	5.31482e-05	0.00753327	62.678	107.296	0.00232434	0.00669303	4.49698e-05	0.000210542	3.64449	296.346	6.56705e-09	3.2342e-07	2.2212e-07	2.45152e-05	24.8491	35.1403	0.000183259	0.00119902	0.00223184	0.000440585	0	0.000378363	0.000566481	1.24445e-08	7.96251e-07	0.000171259	4.46477e-07	0.0124604	0.000217156	0.00067583	0.000183519	3.17089e-06	0.000123599	1.98122e-05	29.9978	0.000175627	0.00129285	0.00996289	1.9433e-07	2.49771	3400	0.000127443	0.0022932	4.35202e-07	1.38032e-05	1.92255e-06	0.000451076	5.34625e-05	0.00217098	4.16597e-05	0.998611	0.00103102	0.000358191	4.76183e-05	0.000670415	32525.4	2600	3.56723e-05	0.000209964	7.44984e-05
57	583.67	816.314	0.000288356	0.00995585	0.17631	19.774	0.000306591	0.0335983	0.389101	9.58756	0.00163007	0.116831	0.00427338	0.694962	9.84908e-06	0.000481119	0.631895	89.359	5.51087e-05	0.00781152	62.6779	107.296	0.00236832	0.00681924	5.0864e-05	0.00023812	3.64447	296.344	8.30512e-09	4.08975e-07	2.77477e-07	3.06224e-05	24.8486	35.1394	0.000181076	0.00120123	0.00222923	0.000441398	0	0.000379057	0.000567537	1.26644e-08	9.11902e-07	0.000190945	5.11307e-07	0.0127	0.00022129	0.000756786	0.000205481	3.55055e-06	0.000137807	2.20898e-05	29.9975	0.000196672	0.00146055	0.0112923	2.4397e-07	2.49761	3400	0.00014406	0.00238617	4.62786e-07	1.71265e-05	2.01272e-06	0.000469425	5.44666e-05	0.00243378	4.67054e-05	0.998442	0.00115594	0.00040161	5.3946e-05	0.00075789	32525.3	2600	4.03235e-05	0.000218505	8.52519e-05
58	583.67	816.313	0.000323112	0.0111554	0.176277	19.7703	0.000335671	0.0367862	0.389069	9.58676	0.0016415	0.117651	0.004273	0.694899	1.09054e-05	0.000532722	0.631893	89.3586	5.71891e-05	0.00810683	62.6777	107.295	0.0024118	0.00694403	5.74625e-05	0.000268991	3.64446	296.343	1.0486e-08	5.16317e-07	3.46135e-07	3.81966e-05	24.8479	35.1385	0.000179042	0.0012034	0.00222653	0.000442201	0	0.000379743	0.000568579	1.28806e-08	1.04505e-06	0.00021289	5.85939e-07	0.0129369	0.000225378	0.000847039	0.000229957	3.97375e-06	0.000153644	2.46288e-05	29.9972	0.000220133	0.0016482	0.012782	3.0593e-07	2.49752	3400	0.000162663	0.00248085	4.91518e-07	2.12325e-05	2.10624e-06	0.000488115	5.54592e-05	0.00272671	5.23302e-05	0.998255	0.00129517	0.000449999	6.10384e-05	0.000855805	32525.3	2600	4.55306e-05	0.000227205	9.73934e-05
59	583.669	816.311	0.000361864	0.0124929	0.17624	19.7661	0.000367723	0.0403	0.389037	9.58595	0.00165314	0.118485	0.00427259	0.69483	1.20773e-05	0.000589979	0.631891	89.3582	5.94034e-05	0.00842121	62.6776	107.295	0.00245475	0.00706729	6.48456e-05	0.000303532	3.64445	296.341	1.32193e-08	6.50844e-07	4.31224e-07	4.75832e-05	24.8472	35.1374	0.000177142	0.00120556	0.00222374	0.000442995	0	0.000380422	0.000569609	1.3093e-08	1.19856e-06	0.000237359	6.71979e-07	0.0131707	0.000229414	0.000947665	0.000257236	4.4455e-06	0.000171303	2.74598e-05	29.9968	0.000246289	0.00185811	0.0144502	3.83209e-07	2.49742	3400	0.00018348	0.00257722	5.21421e-07	2.63042e-05	2.20334e-06	0.000507144	5.64393e-05	0.00305319	5.86007e-05	0.998046	0.00145035	0.000503925	6.89835e-05	0.000965356	32525.2	2600	5.13575e-05	0.000236062	0.000111088
60	583.669	816.309	0.000405073	0.0139843	0.1762	19.7615	0.000403073	0.0441754	0.389004	9.58512	0.00166498	0.119334	0.00427213	0.694754	1.33779e-05	0.000653519	0.631889	89.3578	6.17673e-05	0.00875689	62.6774	107.294	0.00249714	0.0071889	7.31027e-05	0.000342161	3.64443	296.339	1.66415e-08	8.19265e-07	5.36608e-07	5.92082e-05	24.8465	35.1362	0.000175361	0.0012077	0.00222087	0.000443781	0	0.000381095	0.000570628	1.33013e-08	1.37582e-06	0.000264647	7.7132e-07	0.0134013	0.000233396	0.00105987	0.00028764	4.97141e-06	0.000190996	3.06171e-05	29.9964	0.000275455	0.00209282	0.0163173	4.79533e-07	2.49732	3400	0.000206766	0.00267525	5.52518e-07	3.25676e-05	2.30426e-06	0.000526506	5.74061e-05	0.00341707	6.55909e-05	0.997813	0.00162329	0.000564023	7.78793e-05	0.00108788	32525.2	2600	5.78753e-05	0.000245074	0.000126519
61	583.669	816.306	0.000453253	0.0156472	0.176156	19.7565	0.000442082	0.0484521	0.388971	9.58427	0.00167702	0.120197	0.00427162	0.694669	1.48214e-05	0.000724042	0.631887	89.3573	6.42981e-05	0.00911633	62.6773	107.294	0.00253891	0.00730872	8.23334e-05	0.000385344	3.64441	296.337	2.09221e-08	1.02992e-06	6.67054e-07	7.35973e-05	24.8456	35.1349	0.000173688	0.00120982	0.00221794	0.000444561	0	0.000381763	0.000571638	1.35052e-08	1.58083e-06	0.000295085	8.86202e-07	0.0136283	0.000237317	0.001185	0.000321531	5.55778e-06	0.000212962	3.4139e-05	29.996	0.000307978	0.0023552	0.0184059	5.9952e-07	2.49722	3400	0.000232805	0.00277494	5.84831e-07	4.03014e-05	2.40924e-06	0.000546197	5.83582e-05	0.00382263	7.33836e-05	0.997553	0.00181605	0.000631	8.78352e-05	0.00122486	32525.1	2600	6.51638e-05	0.00025424	0.000143892
62	583.668	816.304	0.00050698	0.0175016	0.176107	19.751	0.000485153	0.0531743	0.388937	9.58341	0.00168926	0.121075	0.00427106	0.694576	1.64238e-05	0.000802329	0.631885	89.3567	6.70154e-05	0.00950232	62.6772	107.293	0.00258002	0.00742661	9.26486e-05	0.000433599	3.64439	296.335	2.62717e-08	1.29317e-06	8.28443e-07	9.13992e-05	24.8446	35.1334	0.000172112	0.00121192	0.00221493	0.000445335	0	0.000382426	0.00057264	1.37046e-08	1.81833e-06	0.00032904	1.01928e-06	0.0138515	0.000241174	0.00132456	0.000359311	6.21159e-06	0.000237467	3.80679e-05	29.9955	0.00034425	0.00264841	0.0207412	7.48903e-07	2.49712	3400	0.000261914	0.00287624	6.18382e-07	4.98499e-05	2.5186e-06	0.000566213	5.92947e-05	0.00427466	8.20713e-05	0.997263	0.0020309	0.000705646	9.89731e-05	0.00137798	32525	2600	7.33116e-05	0.000263557	0.000163434
63	583.668	816.301	0.000566896	0.0195696	0.176054	19.7449	0.000532735	0.0583911	0.388902	9.58254	0.0017017	0.121966	0.00427044	0.694473	1.82029e-05	0.000889246	0.631882	89.3561	6.99407e-05	0.00991793	62.6771	107.293	0.00262039	0.00754239	0.000104172	0.000487503	3.64437	296.332	3.29519e-08	1.62187e-06	1.02803e-06	0.000113415	24.8435	35.1317	0.000170621	0.00121402	0.00221186	0.000446105	0	0.000383086	0.000573636	1.38991e-08	2.09397e-06	0.000366923	1.17371e-06	0.0140705	0.00024496	0.00148023	0.000401429	6.94069e-06	0.000264806	4.24515e-05	29.9949	0.000384709	0.00297603	0.0233511	9.34788e-07	2.49702	3400	0.000294447	0.00297912	6.53193e-07	6.16381e-05	2.63266e-06	0.000586547	6.02142e-05	0.00477847	9.17571e-05	0.996941	0.00227038	0.000788844	0.000111429	0.00154907	32524.9	2600	8.24179e-05	0.000273022	0.000185402
64	583.667	816.298	0.000633719	0.0218759	0.175995	19.7382	0.000585326	0.0641572	0.388868	9.58165	0.00171433	0.122871	0.00426976	0.694358	2.01783e-05	0.000985756	0.631879	89.3555	7.30983e-05	0.0103666	62.677	107.292	0.00265999	0.00765589	0.000117041	0.000547702	3.64435	296.329	4.12875e-08	2.03202e-06	1.27479e-06	0.000140632	24.8422	35.1299	0.000169208	0.00121611	0.00220874	0.00044687	0	0.000383743	0.000574626	1.40885e-08	2.41447e-06	0.00040919	1.35326e-06	0.014285	0.000248669	0.00165389	0.000448387	7.75382e-06	0.000295309	4.73425e-05	29.9943	0.000429841	0.00334202	0.026267	1.16599e-06	2.49692	3400	0.000330801	0.00308357	6.89287e-07	7.61911e-05	2.75177e-06	0.000607194	6.11153e-05	0.00534001	0.000102556	0.996581	0.00253733	0.000881576	0.000125355	0.00174022	32524.8	2600	9.25935e-05	0.000282632	0.00021008
65	583.667	816.294	0.00070825	0.0244483	0.17593	19.7308	0.000643479	0.0705333	0.388833	9.58076	0.00172714	0.12379	0.004269	0.694232	2.2372e-05	0.00109293	0.631877	89.3548	7.65152e-05	0.0108522	62.6769	107.292	0.00269873	0.00776693	0.000131409	0.000614911	3.64432	296.326	5.16817e-08	2.54343e-06	1.57977e-06	0.00017427	24.8409	35.1278	0.000167863	0.00121819	0.00220556	0.000447633	0	0.000384398	0.000575613	1.42724e-08	2.78784e-06	0.000456348	1.5624e-06	0.0144946	0.000252295	0.00184766	0.000500742	8.66074e-06	0.000329341	5.27998e-05	29.9936	0.000480194	0.00375081	0.0295236	1.45344e-06	2.49681	3400	0.000371416	0.00318954	7.26683e-07	9.41571e-05	2.87636e-06	0.000628147	6.19964e-05	0.0059659	0.000114597	0.99618	0.00283493	0.00098494	0.000140921	0.00195374	32524.7	2600	0.000103962	0.000292386	0.000237783
66	583.666	816.29	0.000791383	0.0273176	0.175858	19.7227	0.00070781	0.0775868	0.388797	9.57984	0.00174014	0.124722	0.00426816	0.694091	2.48083e-05	0.00121196	0.631873	89.354	8.02213e-05	0.0113789	62.6768	107.291	0.00273655	0.00787528	0.000147446	0.000689928	3.64429	296.322	6.46349e-08	3.18072e-06	1.95663e-06	0.000215837	24.8393	35.1255	0.000166581	0.00122026	0.00220233	0.000448394	0	0.000385051	0.000576595	1.44504e-08	3.22367e-06	0.000508962	1.8065e-06	0.0146988	0.000255831	0.00206386	0.000559118	9.67233e-06	0.00036731	5.88887e-05	29.9928	0.000536377	0.00420736	0.0331594	1.81068e-06	2.4967	3400	0.000416787	0.003297	7.65404e-07	0.000116337	3.00688e-06	0.0006494	6.28558e-05	0.0066635	0.000128022	0.995733	0.00316669	0.00110016	0.000158316	0.00219222	32524.6	2600	0.000116662	0.000302278	0.000268867
67	583.666	816.286	0.000884115	0.0305181	0.175779	19.7136	0.000779002	0.0853926	0.388761	9.57892	0.00175332	0.125666	0.00426722	0.693936	2.75144e-05	0.00134417	0.63187	89.3532	8.42503e-05	0.0119517	62.6767	107.291	0.00277337	0.00798073	0.000165343	0.000773641	3.64425	296.318	8.07677e-08	3.97442e-06	2.42224e-06	0.00026719	24.8376	35.1229	0.000165353	0.00122234	0.00219906	0.000449152	0	0.000385703	0.000577576	1.46223e-08	3.73347e-06	0.000567655	2.092e-06	0.0148971	0.000259268	0.00230514	0.000624208	1.08007e-05	0.000409665	6.56816e-05	29.9919	0.000599069	0.0047172	0.0372175	2.2545e-06	2.49659	3400	0.000467464	0.00340591	8.0547e-07	0.00014372	3.14384e-06	0.000670944	6.36919e-05	0.00744099	0.000142991	0.995235	0.00353656	0.00122859	0.000177751	0.00245855	32524.5	2600	0.000130847	0.000312306	0.000303725
68	583.665	816.281	0.000987558	0.0340883	0.175691	19.7036	0.000857813	0.0940339	0.388725	9.57799	0.00176667	0.126623	0.00426619	0.693763	3.05201e-05	0.00149101	0.631866	89.3523	8.86396e-05	0.0125757	62.6767	107.29	0.0028091	0.00808303	0.000185311	0.000867037	3.64421	296.314	1.0085e-07	4.9624e-06	2.99741e-06	0.000330628	24.8357	35.12	0.000164174	0.00122441	0.00219574	0.000449909	0	0.000386355	0.000578554	1.47875e-08	4.33103e-06	0.000633119	2.42661e-06	0.0150891	0.000262598	0.00257441	0.000696782	1.20595e-05	0.000456907	7.32586e-05	29.9909	0.00066903	0.00528651	0.0417457	2.80569e-06	2.49648	3400	0.000524064	0.00351622	8.46902e-07	0.000177528	3.2878e-06	0.000692772	6.45026e-05	0.00830748	0.000159681	0.994679	0.00394892	0.00137175	0.000199461	0.00275595	32524.3	2600	0.000146689	0.000322467	0.000342799
69	583.664	816.276	0.00110295	0.0380709	0.175594	19.6926	0.000945083	0.103603	0.388688	9.57704	0.00178019	0.127591	0.00426504	0.693572	3.38589e-05	0.00165413	0.631862	89.3512	9.34308e-05	0.0132569	62.6767	107.29	0.00284366	0.00818193	0.000207583	0.000971214	3.64417	296.309	1.25838e-07	6.19162e-06	3.70786e-06	0.000408984	24.8335	35.1167	0.00016304	0.00122648	0.00219238	0.000450665	0	0.000387005	0.000579531	1.49457e-08	5.03298e-06	0.000706119	2.81963e-06	0.0152741	0.000265813	0.00287493	0.000777697	1.34636e-05	0.000509585	8.17084e-05	29.9899	0.000747106	0.00592217	0.0467972	3.48998e-06	2.49637	3400	0.000587272	0.0036279	8.89719e-07	0.000219269	3.43941e-06	0.000714875	6.52861e-05	0.00927308	0.000178289	0.99406	0.00440863	0.00153133	0.000223709	0.00308802	32524.2	2600	0.000164382	0.000332755	0.000386579
70	583.663	816.27	0.00123167	0.0425135	0.175487	19.6804	0.00104175	0.114202	0.388652	9.57608	0.00179387	0.128571	0.00426376	0.693359	3.75674e-05	0.00183531	0.631858	89.3501	9.86706e-05	0.014002	62.6767	107.289	0.00287696	0.00827717	0.000232422	0.00108739	3.64412	296.303	1.56913e-07	7.72029e-06	4.58532e-06	0.000505759	24.8311	35.1131	0.000161945	0.00122855	0.00218898	0.000451421	0	0.000387656	0.000580508	1.50963e-08	5.85933e-06	0.000787495	3.28224e-06	0.0154517	0.000268903	0.00321034	0.000867903	1.50298e-05	0.000568308	9.11286e-05	29.9886	0.00083424	0.0066319	0.052431	4.33925e-06	2.49626	3400	0.000657856	0.00374089	9.33942e-07	0.000270805	3.59936e-06	0.000737244	6.604e-05	0.010349	0.000199035	0.99337	0.00492111	0.00170919	0.000250789	0.00345878	32524	2600	0.000184139	0.000343167	0.000435614
71	583.662	816.263	0.00137525	0.0474689	0.175368	19.6668	0.00114883	0.125943	0.388615	9.57511	0.00180771	0.129563	0.00426234	0.693123	4.16866e-05	0.00203654	0.631853	89.3489	0.000104411	0.0148183	62.6767	107.289	0.0029089	0.00836846	0.000260117	0.00121692	3.64407	296.297	1.95543e-07	9.62054e-06	5.669e-06	0.000625277	24.8285	35.1091	0.000160884	0.00123062	0.00218554	0.000452176	0	0.000388307	0.000581484	1.5239e-08	6.83427e-06	0.000878176	3.82797e-06	0.0156212	0.000271857	0.00358468	0.000968455	1.67768e-05	0.000633745	0.000101627	29.9873	0.000931479	0.00742427	0.0587125	5.39292e-06	2.49614	3400	0.000736674	0.00385513	9.79588e-07	0.000334436	3.76846e-06	0.000759867	6.67623e-05	0.0115476	0.000222161	0.9926	0.00549237	0.00190741	0.000281028	0.00387272	32523.8	2600	0.0002062	0.000353698	0.000490517
72	583.66	816.255	0.0015354	0.0529959	0.175236	19.6518	0.00126748	0.138952	0.388578	9.57413	0.0018217	0.130565	0.00426077	0.69286	4.62614e-05	0.00226003	0.631848	89.3475	0.00011071	0.0157141	62.6767	107.288	0.00293938	0.00845552	0.000290989	0.00136131	3.64401	296.29	2.43545e-07	1.19817e-05	7.00729e-06	0.000772874	24.8255	35.1046	0.000159856	0.00123269	0.00218206	0.000452931	0	0.000388959	0.000582461	1.53732e-08	7.98701e-06	0.000979179	4.47314e-06	0.0157819	0.000274666	0.00400246	0.00108052	1.87251e-05	0.00070663	0.000113321	29.9858	0.00103999	0.00830888	0.0657145	6.69969e-06	2.49603	3400	0.000824679	0.00397058	1.02668e-06	0.000412995	3.94757e-06	0.000782735	6.74507e-05	0.0128826	0.000247937	0.991743	0.00612909	0.00212829	0.00031479	0.00433485	32523.6	2600	0.000230834	0.000364342	0.00055197
