Time	[EGF]	[I]	[RE]	[Rd]	[Rp]	[GS]	[Rp_GS]	[Shc]	[Rp_Shc]	[Rp_pShc]	[pShc]	[Rp_pShc_GS]	[PI3K]	[Rp_PI3K]	[RasGAP]	[Rp_RasGAP]	[IRL]	[IRp]	[IRp_PI3K]	[IRp_RasGAP]	[IRS]	[IRp_IRS]	[IRp_IRSp]	[IRSp]	[iSrc]	[mIRS]	[mIRSp]	[mIRSp_GS]	[mIRSp_PI3K]	[SHP2]	[mIRSp_SHP2]	[GAB]	[mGAB]	[mGABp]	[mGABp_GS]	[mGABp_PI3K]	[mGABp_SHP2]	[mGABp_pSHP2]	[PIP3]	[dRas]	[Raf]	[aRaf]	[Mek]	[Erk]	[pErk]	[PDK1]	[Akt]	[pAkt]	[mTOR]	[Null]	[aaRaf]	[PKA]	[pShc_GS]	[ppMek]	[mGABp_pSHP2_GS]	[R]	[ppErk]	[IR]	[mPDK1]	[tRas]	[tRas_PI3K]	[ppAkt]	[mGABp_RasGAP]	[amTOR]	[iGS]	[imGAB]	[imIRS]	[aSrc]	[Ri]	[IRi]	[iPX]	[aPX]	[aPX_GS]	[IRSp_PI3K]	[IRSp_GS]	[IRSp_SHP2]	[GABp]	[GABp_PI3K]	[GABp_GS]	[GABp_RasGAP]	[GABp_SHP2]	[GABp_pSHP2]	[GABp_pSHP2_GS]	[imGABp]	[bRasGAP]	[phosphorylated_Akt]
48	0.026966	1.04475e-29	2.72381	0.468587	0.0888804	186.767	0.637902	262.637	0.681665	0.204571	0.122728	1.19952	167.009	1.43434	49.9969	0.00174684	1.63669e-25	4.06721e-25	-8.78265e-27	1.61663e-29	69.6985	5.53942e-26	-1.16222e-23	0.000654086	513.53	228.573	0.0255164	4.76145e-05	0.37452	299.468	0.00368702	179.614	5.35149	2.08227	6.05168	30.4686	0.49185	0.000878273	41.9717	108.77	79.1066	0.466648	168.851	358.837	36.6023	71.7604	81.8504	17.7774	96.3622	1901.7	20.4267	100	5.15403	31.1487	0.00170606	66.9168	4.56084	150	28.2396	41.2303	0	0.372197	0.00130482	3.63779	0.0491514	0.00636938	1.31405	4.47001	10.4225	1.61482e-23	200	0	0	0.00956778	1.22155e-06	0.000263996	0.047947	0.704406	0.139006	3.28166e-05	0.0330715	5.98016e-05	0.000116197	0.00511087	1e-05	18.1496
49	0.0265813	1.14877e-29	2.71248	0.467174	0.0880428	186.349	0.644504	262.664	0.67456	0.202536	0.122677	1.18251	165.186	1.40619	49.9968	0.00176166	1.60834e-25	-1.11949e-25	1.3354e-26	1.41542e-29	65.6085	1.45684e-25	-1.06372e-23	0.000650567	513.592	232.375	0.02554	4.75524e-05	0.377954	299.437	0.00369288	176.845	5.69508	2.20354	6.46324	32.2779	0.521873	0.000921205	44.5022	107.589	78.5562	0.484295	167.477	356.22	38.6256	70.5068	79.0379	20.4577	95.7324	2045.65	20.9595	100	5.15381	32.5227	0.00178888	66.9038	5.15395	150	29.4932	42.4108	0	0.504366	0.00138269	4.26763	0.0572824	0.00789504	1.59878	4.40781	10.4839	1.59159e-23	200	0	0	0.00959814	1.21231e-06	0.000259882	0.0504753	0.742499	0.147674	3.47719e-05	0.0345626	6.17425e-05	0.000119934	0.00629023	1e-05	20.9621
50	0.0262336	1.24499e-29	2.70244	0.465999	0.0872539	185.912	0.650935	262.692	0.667863	0.200637	0.122579	1.16626	163.306	1.37852	49.9967	0.00177537	1.57585e-25	-2.80685e-25	-4.56893e-26	1.20892e-29	61.8055	-6.37015e-26	-1.00619e-23	0.000646839	513.652	235.84	0.0255595	4.74776e-05	0.381031	299.404	0.00369802	173.984	6.04732	2.32823	6.895	34.1437	0.552916	0.000965271	47.1144	106.328	77.9935	0.502981	166.083	353.529	40.6708	69.2528	76.1159	23.2181	95.058	2198.17	21.5036	100	5.15061	33.9168	0.00187378	66.8919	5.80037	150	30.7472	43.672	0	0.666067	0.00146304	4.94198	0.066431	0.00972306	1.93353	4.34806	10.5421	1.55533e-23	200	0	0	0.00961682	1.2026e-06	0.000255685	0.0530466	0.781375	0.156683	3.67893e-05	0.0360579	6.36642e-05	0.000123627	0.00769599	1e-05	23.8841
51	0.0259196	1.33301e-29	2.69356	0.465034	0.0865113	185.456	0.657202	262.722	0.661555	0.19887	0.122438	1.15073	161.373	1.35132	49.9966	0.00178796	1.5376e-25	1.60604e-25	-9.07612e-26	1.02436e-29	58.2799	-6.8527e-25	-9.57523e-24	0.000642943	513.709	238.975	0.0255758	4.73916e-05	0.383764	299.37	0.00370257	171.037	6.40679	2.45598	7.34694	36.0619	0.584902	0.00101038	49.8021	104.987	77.4176	0.522681	164.668	350.763	42.7347	68.0033	73.14	26.0028	94.3512	2359.52	22.0597	100	5.14465	35.3315	0.00196054	66.8813	6.50271	150	31.9967	45.0127	0	0.857238	0.00154565	5.64877	0.0766826	0.0118998	2.32161	4.29076	10.5973	1.51742e-23	200	0	0	0.00962452	1.19247e-06	0.000251437	0.0556512	0.820914	0.166024	3.88636e-05	0.0375512	6.55609e-05	0.000127263	0.0093623	1e-05	26.86
52	0.0256363	1.41336e-29	2.68575	0.464259	0.0858127	184.98	0.66331	262.753	0.655618	0.19723	0.122259	1.13593	159.391	1.32459	49.9965	0.00179942	1.50314e-25	-1.92447e-25	-1.61889e-25	8.46043e-30	55.0198	-2.47424e-25	-9.23424e-24	0.000638915	513.764	241.789	0.0255896	4.72959e-05	0.386166	299.336	0.00370665	168.013	6.77195	2.58636	7.81896	38.0273	0.617743	0.00105642	52.5583	103.569	76.8278	0.543368	163.232	347.922	44.8145	66.7631	70.1638	28.7602	93.625	2529.93	22.6289	100	5.13617	36.7675	0.00204893	66.8716	7.26364	150	33.2369	46.4314	0	1.07608	0.00163029	6.37504	0.0881262	0.0144761	2.76535	4.23589	10.6498	1.47432e-23	200	0	0	0.00962198	1.18201e-06	0.000247169	0.0582787	0.860988	0.175688	4.09887e-05	0.0390365	6.7427e-05	0.000130831	0.0113268	1e-05	29.8362
53	0.0253809	1.48625e-29	2.6789	0.463651	0.0851555	184.484	0.669266	262.785	0.650034	0.195712	0.122046	1.12182	157.368	1.29833	49.9964	0.00180975	1.46592e-25	-1.14414e-25	1.7043e-27	7.54104e-30	52.0113	-5.82149e-25	-8.99369e-24	0.00063479	513.817	244.295	0.0256015	4.71917e-05	0.388252	299.301	0.00371035	164.919	7.14111	2.71891	8.31075	40.0342	0.651333	0.00110327	55.3749	102.074	76.2233	0.565004	161.775	345.007	46.9072	65.537	67.2357	31.445	92.8921	2709.62	23.2117	100	5.12538	38.2253	0.00213869	66.8629	8.08583	150	34.463	47.9263	0	1.31923	0.00171667	7.10787	0.100854	0.0175075	3.26606	4.18341	10.6995	1.45648e-23	200	0	0	0.00960993	1.17129e-06	0.000242907	0.0609182	0.901455	0.185662	4.31577e-05	0.0405074	6.92572e-05	0.000134319	0.0136307	1e-05	32.7643
54	0.0251507	1.55107e-29	2.67293	0.463193	0.0845376	183.969	0.675075	262.818	0.644784	0.194313	0.121802	1.10838	155.309	1.27254	49.9963	0.00181895	1.39994e-25	4.77876e-27	-1.03464e-25	5.50486e-30	49.2394	-6.33551e-25	-8.36753e-24	0.0006306	513.867	246.507	0.0256122	4.70799e-05	0.390037	299.265	0.00371377	161.764	7.51254	2.85313	8.82187	42.0765	0.685559	0.00115079	58.2434	100.505	75.6034	0.587547	160.294	342.018	49.0101	64.3295	64.3973	34.0206	92.1649	2898.78	23.809	100	5.11249	39.7057	0.00222952	66.8551	8.972	150	35.6705	49.4954	0	1.58208	0.00180449	7.83508	0.114961	0.0210542	3.82399	4.1333	10.7468	1.38745e-23	200	0	0	0.00958914	1.16036e-06	0.000238677	0.0635584	0.942169	0.19593	4.5363e-05	0.0419581	7.10462e-05	0.000137715	0.0163189	1e-05	35.6027
55	0.0249436	1.60928e-29	2.66776	0.462867	0.0839565	183.435	0.680742	262.852	0.63985	0.193027	0.121531	1.09559	153.222	1.24722	49.9962	0.00182702	1.3879e-25	-3.23716e-25	-1.09357e-25	4.76335e-30	46.6885	-3.90163e-25	-8.38725e-24	0.000626371	513.915	248.442	0.025622	4.69616e-05	0.391532	299.229	0.00371696	158.559	7.88439	2.98848	9.35171	44.147	0.720292	0.00119882	61.1543	98.8639	74.9677	0.610944	158.791	338.955	51.1202	63.1446	61.6817	36.459	91.4541	3097.57	24.4214	100	5.09768	41.2093	0.00232109	66.8481	9.92491	150	36.8554	51.1361	0	1.85924	0.00189343	8.54587	0.130547	0.025181	4.43849	4.0855	10.7918	1.36523e-23	200	0	0	0.00956034	1.14928e-06	0.000234503	0.0661875	0.982977	0.206474	4.75962e-05	0.0433826	7.2789e-05	0.00014101	0.01944	1e-05	38.3183
56	0.0247574	1.6604e-29	2.6633	0.46266	0.08341	182.882	0.686271	262.887	0.635214	0.191849	0.121237	1.08342	151.113	1.22237	49.9961	0.00183396	1.33053e-25	1.97274e-25	-1.75272e-25	3.36851e-30	44.343	-8.13364e-25	-8.00206e-24	0.000622131	513.96	250.116	0.0256312	4.68373e-05	0.392754	299.192	0.00371997	155.314	8.25482	3.12438	9.89948	46.2386	0.755397	0.00124721	64.0975	97.1545	74.3155	0.635132	157.263	335.818	53.2349	61.9861	59.1136	38.7414	90.7688	3306.11	25.0494	100	5.08113	42.7369	0.00241307	66.8418	10.9474	150	38.0139	52.8455	0	2.14499	0.00198311	9.23119	0.147713	0.029957	5.10803	4.03996	10.8345	1.30886e-23	200	0	0	0.00952428	1.13811e-06	0.000230404	0.068794	1.02372	0.217275	4.98484e-05	0.0447753	7.44809e-05	0.000144193	0.0230462	1e-05	40.8864
57	0.0245903	1.70424e-29	2.65949	0.462556	0.0828958	182.312	0.691667	262.923	0.630859	0.190773	0.120921	1.07185	148.991	1.19799	49.996	0.00183979	1.30191e-25	-9.72981e-26	4.78567e-26	3.24135e-30	42.1873	-6.96017e-25	-7.93263e-24	0.000617899	514.003	251.549	0.02564	4.67075e-05	0.393713	299.155	0.00372284	152.041	8.62196	3.26025	10.4642	48.3434	0.790728	0.00129579	67.0627	95.38	73.6466	0.66004	155.711	332.606	55.3514	60.8576	56.7094	40.8568	90.1161	3524.48	25.6934	100	5.06301	44.2892	0.00250508	66.8361	12.0422	150	39.1424	54.62	0	2.43375	0.00207318	9.88394	0.166565	0.0354558	5.8304	3.9966	10.8751	1.29865e-23	200	0	0	0.00948169	1.12688e-06	0.000226396	0.0713662	1.06425	0.228311	5.21105e-05	0.0461309	7.61177e-05	0.000147254	0.0271933	1e-05	43.2906
58	0.0244405	1.74515e-29	2.65628	0.462545	0.0824117	181.724	0.696934	262.959	0.626767	0.189796	0.120587	1.06086	146.864	1.17408	49.9959	0.00184453	1.29409e-25	-8.87528e-26	-1.04345e-25	2.6766e-30	40.2068	-4.61902e-25	-7.87022e-24	0.000613696	514.045	252.756	0.0256483	4.65726e-05	0.394425	299.118	0.00372557	148.751	8.98397	3.39548	11.0449	50.4533	0.826132	0.00134436	70.0388	93.5446	72.9606	0.685583	154.133	329.321	57.4669	59.7621	54.4783	42.8014	89.501	3752.76	26.3538	100	5.04349	45.867	0.00259674	66.831	13.2122	150	40.2379	56.4554	0	2.72037	0.00216325	10.499	0.18721	0.0417548	6.60286	3.95537	10.9138	1.27133e-23	200	0	0	0.00943328	1.11565e-06	0.000222496	0.0738926	1.1044	0.239556	5.43725e-05	0.0474447	7.76956e-05	0.000150186	0.0319407	1e-05	45.5217
59	0.0243064	1.78237e-29	2.65359	0.462616	0.0819556	181.121	0.702075	262.995	0.62292	0.188911	0.120237	1.05042	144.741	1.15065	49.9958	0.00184818	1.25396e-25	-1.36375e-25	-1.34737e-25	2.00436e-30	38.3873	-4.40115e-25	-7.61949e-24	0.000609538	514.084	253.756	0.0256563	4.64327e-05	0.394901	299.082	0.00372818	145.457	9.33907	3.52945	11.6401	52.5602	0.861452	0.00139273	73.0145	91.6532	72.2574	0.711664	152.529	325.961	59.5788	58.7023	52.4228	44.5768	88.9269	3990.94	27.031	100	5.02269	47.471	0.00268766	66.8264	14.4604	150	41.2977	58.3468	0	3.00044	0.0022529	11.0731	0.209762	0.0489354	7.4223	3.91619	10.9505	1.23363e-23	200	0	0	0.00937973	1.10445e-06	0.000218713	0.0763624	1.14402	0.250985	5.66246e-05	0.0487121	7.92109e-05	0.00015298	0.0373512	1e-05	47.5772
60	0.0241866	1.8132e-29	2.65137	0.462758	0.0815253	180.503	0.707095	263.031	0.619303	0.188112	0.119873	1.0405	142.629	1.12769	49.9957	0.00185077	1.21372e-25	-2.73273e-25	-1.60853e-25	1.31587e-30	36.7158	-5.12054e-25	-7.41373e-24	0.000605436	514.121	254.564	0.0256636	4.62878e-05	0.395154	299.045	0.00373065	142.171	9.68558	3.66156	12.2485	54.6557	0.89653	0.00144072	75.9786	89.7111	71.5369	0.738175	150.898	322.526	61.6842	57.6803	50.5406	46.189	88.3954	4239.02	27.7249	100	5.00078	49.1018	0.00277743	66.8223	15.7897	150	42.3197	60.2889	0	3.27034	0.00234176	11.6046	0.234334	0.0570825	8.28536	3.87899	10.9855	1.18902e-23	200	0	0	0.00932172	1.09331e-06	0.000215057	0.0787651	1.18297	0.262571	5.88568e-05	0.0499293	8.06606e-05	0.00015563	0.0434907	1e-05	49.4594
61	0.0240797	1.83881e-29	2.64959	0.462962	0.0811188	179.872	0.711997	263.068	0.615898	0.187396	0.119496	1.03108	140.538	1.10523	49.9957	0.00185234	1.17552e-25	-9.37432e-26	-2.12191e-25	7.55492e-31	35.1801	-8.79716e-25	-7.41128e-24	0.000601401	514.156	255.197	0.0256701	4.61381e-05	0.395197	299.009	0.00373296	138.904	10.0219	3.7912	12.8685	56.7316	0.931204	0.00148811	78.9197	87.7248	70.7993	0.764996	149.24	319.016	63.7805	56.6981	48.8257	47.647	87.9067	4496.93	28.4357	100	4.97786	50.7602	0.00286565	66.8187	17.2031	150	43.3019	62.2752	0	3.52738	0.0024294	12.0933	0.261045	0.066284	9.18857	3.84367	11.0188	1.15215e-23	200	0	0	0.00925987	1.08226e-06	0.000211536	0.0810909	1.22111	0.274284	6.1059e-05	0.0510928	8.20421e-05	0.00015813	0.0504279	1e-05	51.1743
62	0.0239847	1.85967e-29	2.64819	0.463221	0.0807343	179.229	0.716785	263.105	0.612691	0.186756	0.119109	1.02213	138.474	1.08325	49.9956	0.0018529	1.13171e-25	-3.6836e-25	-2.15353e-25	-2.33568e-31	33.7689	-4.19945e-25	-7.36908e-24	0.000597442	514.19	255.668	0.0256756	4.59833e-05	0.395042	298.974	0.00373507	135.67	10.3466	3.9178	13.4984	58.78	0.965317	0.00153473	81.8265	85.7011	70.0448	0.791994	147.553	315.432	65.8647	55.7572	47.2689	48.9614	87.4599	4764.59	29.1632	100	4.95407	52.4466	0.00295192	66.8155	18.7035	150	44.2428	64.2989	0	3.76967	0.00251545	12.5401	0.290016	0.0766308	10.1285	3.81016	11.0506	1.09892e-23	200	0	0	0.00919479	1.07132e-06	0.000208154	0.083331	1.25831	0.286094	6.32215e-05	0.0521998	8.33531e-05	0.000160476	0.0582346	1e-05	52.7311
63	0.0239003	1.87495e-29	2.64714	0.463527	0.0803699	178.576	0.72146	263.142	0.609666	0.186186	0.118713	1.01363	136.447	1.06178	49.9955	0.00185251	1.08686e-25	4.50128e-25	-1.48878e-25	-1.52205e-31	32.4719	-1.20181e-24	-7.32668e-24	0.000593563	514.222	255.992	0.0256796	4.58233e-05	0.394699	298.939	0.00373694	132.479	10.6584	4.04082	14.1364	60.7931	0.998714	0.00158036	84.6883	83.6477	69.2738	0.819027	145.838	311.772	67.934	54.8585	45.8599	50.144	87.0533	5041.85	29.9072	100	4.92951	54.1617	0.00303586	66.8126	20.2942	150	45.1415	66.3523	0	3.99609	0.00259953	12.9467	0.321372	0.0882159	11.1017	3.77837	11.0808	1.07476e-23	200	0	0	0.00912704	1.06051e-06	0.000204914	0.0854774	1.29446	0.297972	6.53349e-05	0.053248	8.45917e-05	0.000162664	0.0669845	1e-05	54.1401
64	0.0238256	1.88645e-29	2.64639	0.463873	0.0800239	177.915	0.726026	263.179	0.606808	0.185682	0.11831	1.00555	134.463	1.04082	49.9954	0.00185119	1.07937e-25	-8.42459e-26	8.49926e-26	9.4614e-31	31.2797	-9.61148e-25	-7.51193e-24	0.00058977	514.252	256.182	0.0256819	4.5658e-05	0.394182	298.906	0.00373852	129.342	10.9562	4.15973	14.7807	62.7636	1.03125	0.00162482	87.4944	81.5727	68.4867	0.845942	144.094	308.036	69.9855	54.0028	44.5872	51.2066	86.6847	5328.55	30.6673	100	4.90428	55.9059	0.00311709	66.8101	21.978	150	45.9972	68.4273	0	4.20616	0.00268126	13.3153	0.35524	0.101135	12.105	3.74823	11.1096	1.0932e-23	200	0	0	0.00905713	1.04985e-06	0.000201817	0.0875233	1.32946	0.309887	6.739e-05	0.0542355	8.57566e-05	0.000164691	0.0767537	1e-05	55.4128
65	0.0237597	1.89765e-29	2.64592	0.464254	0.0796947	177.247	0.730486	263.216	0.604105	0.185237	0.117899	0.997879	132.529	1.02039	49.9953	0.001849	1.08547e-25	-6.17968e-25	-9.20185e-26	4.15973e-31	30.1835	-1.31544e-24	-7.80191e-24	0.000586064	514.28	256.248	0.0256821	4.54872e-05	0.3935	298.873	0.00373978	126.269	11.2391	4.27408	15.4293	64.6846	1.06279	0.00166793	90.2352	79.485	67.6843	0.872577	142.32	304.226	72.0162	53.1905	43.4392	52.1609	86.3514	5624.49	31.4431	100	4.8785	57.6795	0.00319527	66.8078	23.7581	150	46.8095	70.515	0	4.39992	0.00276034	13.6486	0.391751	0.115484	13.1353	3.71963	11.137	1.06873e-23	200	0	0	0.00898557	1.03935e-06	0.000198863	0.0894628	1.3632	0.321807	6.93787e-05	0.0551611	8.68465e-05	0.000166556	0.0876201	1e-05	56.5608
66	0.0237018	1.90796e-29	2.64569	0.464665	0.0793808	176.574	0.734842	263.253	0.601542	0.184848	0.117483	0.990581	130.652	1.00048	49.9952	0.00184598	1.05234e-25	-1.44477e-24	-2.19178e-25	-1.26857e-30	29.1756	-1.9568e-24	-8.3123e-24	0.000582446	514.307	256.203	0.0256799	4.53109e-05	0.392666	298.842	0.00374065	123.271	11.5064	4.38346	16.0802	66.5499	1.0932	0.00170952	92.9016	77.3934	66.8673	0.89877	140.517	300.339	74.0231	52.4216	42.4044	53.0178	86.0506	5929.43	32.2339	100	4.85223	59.4828	0.00327006	66.8059	25.6376	150	47.5784	72.6066	0	4.57778	0.00283643	13.9494	0.431039	0.131362	14.1898	3.69251	11.1632	1.02316e-23	200	0	0	0.0089128	1.02903e-06	0.00019605	0.0912914	1.39563	0.333702	7.12932e-05	0.0560241	8.7861e-05	0.000168258	0.0996626	1e-05	57.5956
67	0.023651	1.91294e-29	2.64568	0.465099	0.0790807	175.898	0.739096	263.29	0.599108	0.184509	0.117062	0.983638	128.838	0.981118	49.9952	0.00184217	9.83369e-26	4.52191e-26	-5.7012e-25	-4.0084e-30	28.2485	-2.68435e-24	-9.24084e-24	0.000578916	514.333	256.055	0.0256748	4.51289e-05	0.39169	298.812	0.00374108	120.355	11.7575	4.48752	16.7314	68.3539	1.12237	0.00174943	95.4852	75.3074	66.0368	0.92435	138.684	296.378	76.0029	51.6958	41.472	53.7875	85.7796	6243.12	33.0389	100	4.82557	61.3159	0.00334119	66.8041	27.6194	150	48.3042	74.6926	0	4.74042	0.00290929	14.2204	0.473243	0.148867	15.2658	3.66677	11.1881	9.42315e-24	200	0	0	0.00883922	1.01889e-06	0.000193376	0.0930056	1.42666	0.345541	7.31269e-05	0.0568242	8.87997e-05	0.000169798	0.112962	1e-05	58.528
68	0.0236068	1.91071e-29	2.64585	0.465554	0.0787933	175.221	0.743252	263.327	0.596791	0.184214	0.116637	0.977027	127.09	0.962309	49.9951	0.00183764	9.29142e-26	3.85352e-25	-5.02479e-25	-5.07327e-30	27.3957	-2.841e-24	-1.04842e-23	0.000575474	514.358	255.814	0.0256667	4.49412e-05	0.390583	298.783	0.00374104	117.529	11.9921	4.58596	17.3809	70.0917	1.1502	0.00178752	97.9789	73.2363	65.1938	0.949153	136.821	292.341	77.9524	51.0126	40.632	54.4793	85.5356	6565.27	33.8571	100	4.79858	63.1787	0.00340838	66.8026	29.7066	150	48.9874	76.7637	0	4.88872	0.00297867	14.4644	0.518503	0.168101	16.361	3.64235	11.2118	9.12204e-24	200	0	0	0.0087652	1.00894e-06	0.000190837	0.0946033	1.45627	0.357295	7.48738e-05	0.0575616	8.96627e-05	0.000171175	0.127598	1e-05	59.368
69	0.0235684	1.90366e-29	2.6462	0.466024	0.0785174	174.544	0.747312	263.363	0.594581	0.18396	0.116209	0.970729	125.414	0.944063	49.995	0.00183242	8.82342e-26	-3.94053e-24	-4.38966e-25	-7.67367e-30	26.6111	-1.22553e-24	-1.1192e-23	0.000572118	514.381	255.488	0.0256551	4.47478e-05	0.389354	298.756	0.00374048	114.8	12.2102	4.67857	18.0266	71.7592	1.17662	0.00182368	100.376	71.1891	64.3394	0.973017	134.929	288.229	79.8683	50.3713	39.8749	55.1015	85.316	6895.55	34.6875	100	4.77135	65.0711	0.00347144	66.8013	31.9022	150	49.6287	78.8109	0	5.02363	0.00304439	14.684	0.566963	0.189162	17.4732	3.61914	11.2344	8.26889e-24	200	0	0	0.00869107	9.99183e-07	0.000188429	0.0960833	1.4844	0.368934	7.65291e-05	0.0582372	9.04506e-05	0.000172393	0.143653	1e-05	60.1251
70	0.0235354	1.88846e-29	2.64668	0.466506	0.0782519	173.87	0.751277	263.399	0.592469	0.183741	0.115778	0.964721	123.813	0.92639	49.995	0.00182659	7.18809e-26	-1.83929e-24	-1.42741e-24	-1.42223e-29	25.8889	-3.40556e-24	-1.17339e-23	0.000568846	514.403	255.084	0.0256399	4.45489e-05	0.388015	298.73	0.00373936	112.172	12.4117	4.76518	18.6667	73.3529	1.20154	0.00185781	102.672	69.1745	63.4751	0.995788	133.007	284.044	81.7473	49.7708	39.1924	55.6614	85.1184	7233.66	35.5291	100	4.74393	66.9928	0.00353018	66.8002	34.209	150	50.2292	80.8255	0	5.14616	0.00310629	14.8816	0.61877	0.212151	18.6003	3.59709	11.2559	5.66801e-24	200	0	0	0.00861713	9.89631e-07	0.000186148	0.0974457	1.51105	0.380432	7.80891e-05	0.0588519	9.11642e-05	0.000173453	0.161208	1e-05	60.8076
71	0.0235071	1.85765e-29	2.6473	0.466998	0.077996	173.201	0.75515	263.435	0.590444	0.183554	0.115344	0.958987	122.289	0.909296	49.9949	0.00182019	5.41028e-26	2.15931e-24	-1.30188e-24	-1.39308e-29	25.2242	-6.00092e-24	-1.37364e-23	0.000565655	514.424	254.61	0.0256209	4.43446e-05	0.386575	298.706	0.00373765	109.651	12.5969	4.84569	19.2993	74.8701	1.22493	0.00188981	104.862	67.2008	62.6023	1.01733	131.057	279.785	83.5858	49.2101	38.5769	56.1657	84.9406	7579.23	36.3804	100	4.71638	68.9433	0.00358448	66.7992	36.6297	150	50.7899	82.7992	0	5.25733	0.00316427	15.0594	0.674075	0.237169	19.7406	3.57612	11.2763	5.28849e-24	200	0	0	0.00854362	9.80285e-07	0.000183988	0.0986916	1.53621	0.391762	7.95509e-05	0.0594074	9.18049e-05	0.000174361	0.180344	1e-05	61.4231
72	0.0234832	1.81666e-29	2.64802	0.467495	0.0777488	172.536	0.758934	263.471	0.588501	0.183394	0.114908	0.953507	120.845	0.892791	49.9949	0.00181327	4.9085e-26	-1.55712e-24	-5.09095e-25	-1.57962e-29	24.612	2.14647e-25	-1.48003e-23	0.000562543	514.444	254.072	0.0255979	4.41351e-05	0.385044	298.684	0.00373533	107.238	12.766	4.92007	19.9226	76.309	1.24675	0.00191963	106.942	65.2753	61.7223	1.0375	129.078	275.453	85.3802	48.6879	38.0217	56.6202	84.7805	7931.91	37.2401	100	4.68876	70.9218	0.00363425	66.7984	39.1671	150	51.3121	84.7247	0	5.3581	0.00321825	15.2195	0.73303	0.264315	20.8924	3.55616	11.2958	4.19724e-24	200	0	0	0.00847078	9.71146e-07	0.000181944	0.099823	1.55986	0.402899	8.09127e-05	0.0599054	9.23742e-05	0.000175119	0.201142	1e-05	61.9783
73	0.0234631	1.76496e-29	2.64884	0.467995	0.0775096	171.88	0.762629	263.506	0.586631	0.183259	0.114471	0.948265	119.481	0.876878	49.9948	0.0018059	2.33186e-26	-3.63929e-24	-1.05853e-24	-2.41615e-29	24.0482	2.61369e-24	-1.2469e-23	0.000559506	514.463	253.475	0.0255708	4.39208e-05	0.383432	298.663	0.00373238	104.938	12.9197	4.98835	20.5349	77.6683	1.26698	0.00194724	108.912	63.4045	60.8368	1.05621	127.072	271.05	87.1269	48.2028	37.5206	57.03	84.6363	8291.34	38.1069	100	4.66112	72.9277	0.00367945	66.7977	41.8235	150	51.7972	86.5955	0	5.44939	0.00326821	15.3637	0.795792	0.293689	22.0544	3.53714	11.3143	2.67405e-25	200	0	0	0.0083988	9.62218e-07	0.00018001	0.100843	1.58204	0.41382	8.21739e-05	0.060348	9.2874e-05	0.000175734	0.223681	1e-05	62.4794
74	0.0234465	1.68868e-29	2.64973	0.468497	0.0772779	171.231	0.766239	263.541	0.584828	0.183143	0.114032	0.943245	118.198	0.861562	49.9948	0.00179812	1.14512e-27	2.52736e-24	-1.26024e-24	-2.24696e-29	23.5287	-4.3767e-24	-1.20034e-23	0.000556544	514.481	252.826	0.0255396	4.37019e-05	0.381747	298.644	0.00372879	102.751	13.0583	5.0506	21.1346	78.9476	1.28562	0.00197262	110.769	61.5938	59.9473	1.07337	125.04	266.576	88.8223	47.7533	37.0684	57.3996	84.5064	8657.14	38.9793	100	4.6335	74.9597	0.0037201	66.7972	44.6012	150	52.2467	88.4062	0	5.53206	0.00331416	15.4936	0.86252	0.325391	23.2251	3.519	11.3319	-1.01224e-25	200	0	0	0.00832785	9.53502e-07	0.000178181	0.101755	1.60276	0.424503	8.33346e-05	0.0607376	9.33067e-05	0.00017621	0.24804	1e-05	62.9316
75	0.0234331	1.61184e-29	2.65069	0.468996	0.0770531	170.593	0.769766	263.576	0.583086	0.183045	0.113593	0.938433	116.996	0.846846	49.9948	0.00178998	1.55925e-26	1.00661e-24	1.3388e-25	-1.14837e-29	23.0499	-4.56789e-24	-1.44649e-23	0.000553651	514.498	252.129	0.0255042	4.3479e-05	0.379998	298.626	0.00372456	100.677	13.1827	5.10693	21.7204	80.1468	1.30269	0.00199576	112.513	59.8478	59.0554	1.08891	122.983	262.035	90.4625	47.3379	36.6601	57.733	84.3893	9028.94	39.8557	100	4.60594	77.0169	0.00375622	66.7967	47.5024	150	52.6621	90.1522	0	5.6069	0.00335615	15.6107	0.933374	0.359518	24.4034	3.50169	11.3486	3.23764e-24	200	0	0	0.00825807	9.44997e-07	0.000176451	0.102562	1.62205	0.43493	8.43959e-05	0.0610768	9.36748e-05	0.000176554	0.274297	1e-05	63.3399
76	0.0234224	1.55177e-29	2.6517	0.469493	0.0768349	169.966	0.773211	263.61	0.581402	0.182961	0.113153	0.933813	115.874	0.83273	49.9947	0.00178154	1.93966e-26	-5.23981e-24	1.68414e-26	-1.79568e-29	22.6083	5.14079e-24	-1.35716e-23	0.000550827	514.515	251.387	0.0254648	4.32524e-05	0.378194	298.61	0.0037197	98.7153	13.2935	5.15753	22.2908	81.2667	1.3182	0.0020167	114.145	58.1697	58.1626	1.10279	120.902	257.427	92.0439	46.9549	36.2916	58.0337	84.2839	9406.35	40.7346	100	4.57848	79.0977	0.0037879	66.7964	50.5287	150	53.0451	91.8303	0	5.67464	0.00339424	15.7161	1.00852	0.396168	25.5882	3.48514	11.3644	2.03988e-26	200	0	0	0.00818957	9.36704e-07	0.000174816	0.103271	1.63995	0.445082	8.53596e-05	0.0613683	9.39811e-05	0.000176774	0.302528	1e-05	63.7084
