Time	[IIa]	[VIII]	[VIIIa]	[APC_PS]	[IX]	[IXa]	[XIa]	[XI]	[XIIa]	[VII]	[VIIa]	[X]	[Xa]	[IXa_VIIIa]	[V]	[Va]	[II]	[F]	[Fg]	[DP]	[P]	[XF]	[XIII]	[Pg]	[APC]	[IIa_Tmod]	[PC]	[Tmod]	[TF]	[VIIa_TF]	[VII_TF]	[Xa_TFPI]	[TFPI]	[PS]	[VKH2]	[Va_Xa]	[CA]	[XII]	[K]	[ATIII_Heparin]	[Xa_ATIII_Heparin]	[VK]	[C_warf]	[VKO]	[Pk]	[FDP]	[D]	[TAT]	[VIIa_TF_Xa_TFPI]	[XIIIa]	[IIa_ATIII_Heparin]	[A_warf]	[IXa_ATIII_Heparin]	[VK_p]	Values[Integral_Fibrin]
90	1.41815e-29	0.695804	1.16235e-20	2.05945e-17	65.9274	7.97781e-28	1.54736e-28	30.5964	0	7.83579	1.1694e-28	116.891	-8.16842e-29	2.41467e-37	26.127	-7.17579e-25	776.915	0.000470087	8404.71	83.8549	2.51453e-05	7.00616	23.9716	2134.33	-2.06047e-17	-1.52502e-28	46.2935	49.4648	0	-4.88569e-30	0	2.57488e-29	2.5	195.918	0.0784354	-4.00593e-32	0	290.101	0	0	0	0.784729	0	0.0783977	446.667	76.8592	6.99567	1.07758e-06	-2.52185e-50	-4.61976e-26	0	0	0	3.91914	430.609
91	2.83747e-29	0.69604	4.67019e-20	1.90161e-17	66.0518	4.08685e-27	8.60569e-30	30.5968	0	7.83671	-1.64832e-30	117.245	4.33348e-28	-1.08649e-37	26.1511	3.51045e-25	780.068	0.000447153	8421.54	83.6666	2.39295e-05	6.66446	24.138	2135.3	-1.88313e-17	1.70435e-28	46.3311	49.4909	0	1.96978e-29	0	-9.45314e-30	2.5	196.562	0.0784439	2.89195e-32	0	291.114	0	0	0	0.784814	0	0.0784063	446.83	77.0117	6.65499	8.82245e-07	1.59363e-50	-1.84699e-25	0	0	0	3.9632	430.61
92	-1.39878e-29	0.696263	-1.7182e-20	1.56033e-17	66.173	-8.05179e-28	-7.38507e-30	30.5971	0	7.83763	-2.28024e-29	117.593	-1.03597e-28	3.64297e-38	26.1742	-1.08181e-25	783.19	0.000425338	8437.85	83.4903	2.2772e-05	6.33942	24.3039	2136.23	-1.54877e-17	-5.77189e-29	46.3671	49.5158	0	7.52591e-31	0	-9.69342e-29	2.5	197.197	0.0784525	-4.78706e-32	0	292.114	0	0	0	0.784899	0	0.0784149	446.984	77.1594	6.33087	7.22321e-07	-5.84713e-51	7.3767e-26	0	0	0	4.00725	430.61
93	2.51704e-30	0.696474	1.46157e-20	1.21944e-17	66.2908	-3.37564e-28	8.48912e-30	30.5974	0	7.83854	-2.33867e-29	117.934	-4.07771e-29	-1.3292e-38	26.1963	8.10165e-26	786.283	0.000404588	8453.65	83.3251	2.167e-05	6.03023	24.4692	2137.11	-1.2084e-17	4.68807e-29	46.4016	49.5394	0	-7.51564e-31	0	-5.07859e-29	2.5	197.822	0.078461	6.10858e-34	0	293.103	0	0	0	0.784984	0	0.0784234	447.132	77.3026	6.02252	5.91387e-07	2.05643e-51	-4.11524e-26	0	0	0	4.05127	430.611
94	2.54097e-29	0.696673	2.78312e-20	-4.56767e-18	66.4056	2.65744e-27	2.60498e-29	30.5976	0	7.83944	3.95297e-29	118.27	2.73987e-28	1.21945e-38	26.2175	9.30469e-26	789.346	0.00038485	8468.96	83.1706	2.06209e-05	5.73612	24.6339	2137.95	4.5292e-18	7.63005e-29	46.4346	49.5618	0	1.20154e-29	0	1.34977e-29	2.5	198.437	0.0784695	-8.54868e-33	0	294.08	0	0	0	0.785069	0	0.078432	447.271	77.4414	5.72916	4.84187e-07	-2.22449e-51	-8.20544e-27	0	0	0	4.09528	430.611
95	-1.71934e-29	0.69686	-1.02477e-20	-2.58344e-17	66.5172	-3.35491e-28	-7.22032e-30	30.5978	0	7.84034	4.46758e-30	118.601	-4.24832e-29	-5.65768e-39	26.2378	-4.81151e-26	792.379	0.000366075	8483.8	83.026	1.96223e-05	5.45636	24.798	2138.75	2.56013e-17	-3.37437e-29	46.4663	49.5832	0	-5.07963e-30	0	-2.71365e-29	2.5	199.042	0.078478	-3.70815e-33	0	295.045	0	0	0	0.785154	0	0.0784405	447.404	77.5759	5.45008	3.96419e-07	1.26636e-51	1.4586e-26	0	0	0	4.13928	430.611
96	6.74249e-29	0.697037	1.02354e-19	-4.77075e-17	66.626	6.91514e-27	8.69634e-29	30.598	0	7.84124	7.97293e-29	118.925	7.51586e-28	1.51326e-39	26.2573	4.04971e-25	795.384	0.000348217	8498.19	82.8909	1.86717e-05	5.19024	24.9615	2139.5	4.72598e-17	2.93558e-28	46.4967	49.6035	0	2.28059e-29	0	1.19388e-28	2.5	199.638	0.0784866	4.09699e-34	0	295.999	0	0	0	0.785239	0	0.0784491	447.531	77.7064	5.18457	3.24561e-07	-4.22125e-52	-9.87941e-27	0	0	0	4.18325	430.612
97	2.88917e-29	0.697204	2.00811e-20	-2.60013e-16	66.7318	4.44782e-27	1.45029e-29	30.5982	0	7.84212	6.64398e-29	119.244	5.73531e-28	-1.0255e-39	26.2759	8.97096e-26	798.36	0.00033123	8512.12	82.7647	1.77668e-05	4.93711	25.1244	2140.23	2.57645e-16	5.84847e-29	46.5259	49.6229	0	6.4644e-30	0	1.16035e-28	2.5	200.224	0.0784951	8.80589e-33	0	296.941	0	0	0	0.785324	0	0.0784576	447.651	77.8328	4.93199	2.65728e-07	-3.26689e-52	1.1315e-26	0	0	0	4.22721	430.612
98	-2.49371e-30	0.697362	1.06075e-20	1.19025e-16	66.8348	8.58056e-28	1.04696e-29	30.5984	0	7.84301	1.8788e-29	119.558	3.40323e-29	7.44562e-40	26.2938	3.51646e-26	801.308	0.000315072	8525.62	82.647	1.69055e-05	4.69632	25.2868	2140.91	-1.18156e-16	2.59975e-29	46.5538	49.6413	0	9.53169e-30	0	2.66198e-30	2.5	200.801	0.0785036	-9.85261e-33	0	297.872	0	0	0	0.785409	0	0.0784662	447.766	77.9553	4.69169	2.1756e-07	7.53836e-53	4.6508e-27	0	0	0	4.27115	430.612
99	8.90869e-29	0.69751	1.28965e-19	4.70105e-17	66.935	4.28653e-27	1.12708e-28	30.5985	0	7.84389	2.05829e-29	119.866	4.28351e-28	-2.7383e-40	26.3109	4.88005e-25	804.227	0.000299702	8538.71	82.5371	1.60858e-05	4.46727	25.4485	2141.56	-4.7279e-17	3.70953e-28	46.5807	49.6588	0	1.0789e-29	0	9.18071e-29	2.5	201.369	0.0785121	4.98869e-32	0	298.792	0	0	0	0.785493	0	0.0784747	447.875	78.074	4.4631	1.78123e-07	-4.57651e-53	2.16883e-27	0	0	0	4.31508	430.613
100	-6.46911e-30	0.697651	-2.27993e-20	1.69954e-17	67.0327	-1.22635e-27	-1.93025e-29	30.5987	0	7.84476	-1.05508e-29	120.169	-1.13273e-28	8.09119e-41	26.3273	-9.16323e-26	807.119	0.000285082	8551.39	82.4348	1.53055e-05	4.24939	25.6097	2142.19	-1.67641e-17	-6.09777e-29	46.6065	49.6754	0	2.91544e-30	0	-6.53207e-29	2.5	201.929	0.0785206	1.80708e-33	0	299.701	0	0	0	0.785578	0	0.0784832	447.979	78.1891	4.24563	1.45835e-07	1.20069e-53	8.239e-27	0	0	0	4.35898	430.613
