Time	[IIa]	[VIII]	[VIIIa]	[APC_PS]	[IX]	[IXa]	[XIa]	[XI]	[XIIa]	[VII]	[VIIa]	[X]	[Xa]	[IXa_VIIIa]	[V]	[Va]	[II]	[F]	[Fg]	[DP]	[P]	[XF]	[XIII]	[Pg]	[APC]	[IIa_Tmod]	[PC]	[Tmod]	[TF]	[VIIa_TF]	[VII_TF]	[Xa_TFPI]	[TFPI]	[PS]	[VKH2]	[Va_Xa]	[CA]	[XII]	[K]	[ATIII_Heparin]	[Xa_ATIII_Heparin]	[VK]	[C_warf]	[VKO]	[Pk]	[FDP]	[D]	[TAT]	[VIIa_TF_Xa_TFPI]	[XIIIa]	[IIa_ATIII_Heparin]	[A_warf]	[IXa_ATIII_Heparin]	[VK_p]	Values[Integral_Fibrin]
10	-4.09803e-24	0.265509	8.20685e-15	3.12053e-21	31.0172	1.09073e-23	6.90266e-24	19.9369	0	4.55081	-5.2554e-25	58.0519	-2.87715e-25	2.91507e-29	8.82953	2.17947e-20	408.485	0.0265362	2247.91	367.025	0.000707628	383.068	8.5091	1065.98	-2.58023e-21	1.54472e-23	14.7619	20.7809	0	3.09983e-27	0	-1.10855e-25	2.5	95.5676	0.0632002	8.24816e-31	0	153.27	0	0	0	0.727648	0	0.0516189	268.041	20.4356	346.589	9.57523	-4.0863e-51	0.0188465	0	0	0	0.357374	430.101
11	3.0043e-23	0.289993	-1.29324e-14	5.22626e-20	31.776	1.56603e-23	-1.00214e-23	20.9517	0	4.76287	-7.39768e-25	59.0139	-7.804e-25	4.40905e-29	9.58167	-4.02521e-20	413.334	0.0249907	2457.21	353.799	0.000699519	364.368	8.73114	1119.04	-5.16806e-20	-3.03086e-23	15.922	22.2059	0	-5.62919e-27	0	-2.87466e-26	2.5	97.1577	0.0652343	-1.0898e-30	0	155.915	0	0	0	0.735348	0	0.0542001	276.915	22.4041	331.395	7.83953	-6.26214e-51	0.00945299	0	0	0	0.400128	430.126
12	-3.76472e-22	0.313097	1.55208e-13	-3.01142e-19	32.5617	1.14364e-23	1.2919e-22	21.8698	0	4.97235	-3.3171e-25	60.0176	3.67686e-26	-6.17743e-30	10.3022	4.79625e-19	418.397	0.0236471	2659.79	341.087	0.000691793	346.581	8.95239	1169.52	3.00937e-19	3.64694e-22	17.081	23.5615	0	-6.26471e-27	0	-2.60376e-25	2.5	98.8147	0.0669953	2.0319e-31	0	158.528	0	0	0	0.741645	0	0.0566404	285.357	24.3089	316.779	6.41847	7.11218e-50	0.0047414	0	0	0	0.443269	430.151
13	-5.39527e-23	0.334899	3.41482e-14	-7.60729e-20	33.3668	9.81564e-24	2.24924e-23	22.7006	0	5.17663	-2.93276e-26	61.0543	-5.72448e-26	-6.27678e-31	10.9923	1.05768e-19	423.637	0.0224291	2855.89	328.878	0.000683168	329.662	9.17285	1217.53	7.61444e-20	7.55917e-23	18.2313	24.8509	0	-1.01565e-28	0	-3.56051e-26	2.5	100.525	0.0685137	1.10204e-32	0	161.11	0	0	0	0.746858	0	0.0589161	293.386	26.1512	302.727	5.255	5.88291e-52	0.00237818	0	0	0	0.486725	430.174
14	-1.78135e-24	0.355472	-3.12072e-16	-5.04703e-22	34.185	1.02589e-24	2.0989e-25	23.4523	0	5.37373	4.50134e-27	62.1164	1.91168e-27	9.25778e-33	11.6534	-9.20491e-22	429.021	0.0212995	3045.7	317.159	0.000673177	313.57	9.39251	1263.21	5.56939e-22	-3.02668e-25	19.3668	26.0774	0	-2.17303e-28	0	-2.35951e-27	2.5	102.277	0.0698195	7.98226e-32	0	163.662	0	0	0	0.751224	0	0.0610143	301.024	27.9322	289.226	4.30243	-1.66063e-53	0.00119284	0	0	0	0.530439	430.196
15	5.71132e-26	0.374886	1.16071e-14	-1.88663e-22	35.0108	-3.36956e-26	3.87047e-24	24.1325	0	5.56221	-5.63126e-26	63.1971	-4.96263e-26	-9.73941e-32	12.2867	3.61116e-20	434.519	0.0202391	3229.44	305.917	0.000661741	298.263	9.61138	1306.65	-1.27114e-22	2.27287e-23	20.4823	27.2441	0	-2.54412e-28	0	-7.31228e-27	2.5	104.059	0.0709407	-3.31928e-31	0	166.182	0	0	0	0.754918	0	0.062931	308.29	29.6537	276.263	3.52253	2.25115e-52	0.000598299	0	0	0	0.574366	430.216
16	3.41472e-23	0.393206	-4.50595e-14	1.11454e-20	35.8396	1.44635e-24	-2.20889e-23	24.748	0	5.74112	3.69489e-25	64.2909	3.31082e-25	3.79034e-31	12.8934	-1.39774e-19	440.107	0.0192373	3407.32	295.14	0.000648957	283.703	9.82947	1347.98	-9.97752e-21	-9.3739e-23	21.5738	28.354	0	2.16008e-27	0	4.18779e-26	2.5	105.863	0.0719028	8.90674e-31	0	168.673	0	0	0	0.758072	0	0.0646683	315.201	31.3174	263.823	2.884	-1.01037e-51	0.000300093	0	0	0	0.618472	430.236
17	-2.85533e-22	0.410494	9.79863e-14	-1.36238e-19	36.6675	7.90825e-23	1.14224e-22	25.3049	0	5.90987	-3.5252e-24	65.3929	-2.96634e-24	-1.89596e-30	13.4745	2.68127e-19	445.763	0.0182881	3579.53	284.815	0.000634997	269.855	10.0468	1387.29	1.35785e-19	2.26651e-22	22.6382	29.4097	0	-1.38784e-26	0	-3.99638e-25	2.5	107.681	0.0727282	-3.03731e-30	0	171.134	0	0	0	0.760786	0	0.0662327	321.776	32.9252	251.89	2.36122	2.27853e-51	0.00015052	0	0	0	0.662727	430.255
18	6.38249e-24	0.426808	-6.80604e-16	-5.04385e-23	37.4914	1.16203e-24	-1.33362e-24	25.8088	0	6.06818	-5.99868e-27	66.4991	1.19208e-25	-4.39908e-33	14.0311	-2.30926e-21	451.469	0.0173872	3746.26	274.928	0.000620052	256.682	10.2633	1424.69	3.18553e-23	-2.43313e-24	23.673	30.4139	0	-1.03008e-26	0	5.03061e-26	2.5	109.508	0.0734367	1.67337e-31	0	173.566	0	0	0	0.763136	0	0.0676338	328.029	34.479	240.449	1.93321	3.6435e-52	7.54972e-05	0	0	0	0.707107	430.273
19	1.65334e-24	0.442202	-3.05586e-15	-2.112e-23	38.3086	-3.43945e-25	-4.0198e-25	26.2647	0	6.21601	1.91323e-26	67.6059	-1.60685e-25	-9.31429e-35	14.5643	-1.09376e-20	457.209	0.0165315	3907.69	265.466	0.000604311	244.153	10.479	1460.26	3.97113e-24	-6.70581e-24	24.6766	31.3691	0	-2.41971e-27	0	7.79189e-26	2.5	111.336	0.0740453	-8.76588e-32	0	175.969	0	0	0	0.765181	0	0.0688828	333.978	35.9807	229.485	1.58277	-1.45248e-51	3.78675e-05	0	0	0	0.751594	430.29
20	1.0364e-21	0.456729	-3.28494e-13	-2.80712e-20	39.1169	5.1717e-23	-2.4437e-22	26.6773	0	6.3535	-2.77469e-25	68.7106	-3.38602e-24	9.93099e-33	15.0751	-1.12738e-18	462.97	0.0157184	4064.01	256.415	0.000587951	232.236	10.694	1494.1	2.89374e-20	-8.47878e-22	25.6478	32.2777	0	1.869e-26	0	1.22563e-24	2.5	113.163	0.0745688	-4.9872e-31	0	178.343	0	0	0	0.76697	0	0.069992	339.636	37.432	218.983	1.29587	1.69946e-50	1.89935e-05	0	0	0	0.79617	430.306
21	-4.83829e-22	0.470438	-4.76001e-15	-5.6018e-20	39.9145	-2.38605e-23	1.2561e-22	27.0506	0	6.48093	2.33106e-25	69.8107	-5.90899e-25	9.00154e-33	15.5644	-6.95837e-20	468.742	0.0149456	4215.39	247.761	0.00057113	220.901	10.9082	1526.28	5.66844e-20	5.26041e-23	26.5858	33.142	0	1.92186e-27	0	2.12616e-25	2.5	114.983	0.0750196	-7.79229e-32	0	180.689	0	0	0	0.768538	0	0.070974	345.019	38.8347	208.926	1.06097	1.02938e-50	9.52668e-06	0	0	0	0.840822	430.321
22	3.55249e-24	0.483373	-2.99737e-15	1.71239e-23	40.7	-3.69078e-25	-6.28124e-25	27.3883	0	6.59869	-8.09864e-27	70.9041	-1.56457e-26	4.37415e-34	16.0331	-1.10517e-20	474.514	0.014211	4361.98	239.491	0.000553992	210.119	11.1216	1556.9	1.20851e-22	-7.01167e-24	27.4903	33.9642	0	2.88938e-28	0	1.35658e-26	2.5	116.794	0.0754085	-6.37803e-33	0	183.007	0	0	0	0.769918	0	0.0718409	350.139	40.1907	199.3	0.868645	2.8843e-52	4.77835e-06	0	0	0	0.885538	430.336
23	-1.33866e-22	0.49558	5.2418e-14	-4.6812e-21	41.4724	-1.46411e-23	2.64865e-23	27.694	0	6.70721	9.04482e-26	71.9893	4.40449e-27	-2.07712e-34	16.482	1.92065e-19	480.279	0.0135128	4503.95	231.591	0.000536659	199.864	11.3343	1586.03	4.59875e-21	1.34031e-22	28.3613	34.7463	0	1.76882e-28	0	-5.11876e-28	2.5	118.593	0.0757444	-1.37836e-32	0	185.297	0	0	0	0.771135	0	0.0726046	355.009	41.5015	190.089	0.711187	-9.63833e-55	2.3967e-06	0	0	0	0.930307	430.349
24	1.14102e-22	0.507099	-2.64072e-14	6.3405e-21	42.2307	5.32726e-24	-2.63315e-23	27.9705	0	6.80699	-8.60363e-26	73.0649	-2.41329e-26	7.44959e-35	16.9121	-8.99484e-20	486.03	0.012849	4641.45	224.048	0.000519241	190.109	11.5462	1613.73	-6.11011e-21	-7.30122e-23	29.199	35.4902	0	3.68894e-29	0	-2.80822e-27	2.5	120.379	0.0760351	2.40538e-34	0	187.56	0	0	0	0.772209	0	0.0732762	359.642	42.7689	181.279	0.58227	-2.30921e-54	1.20213e-06	0	0	0	0.975121	430.363
25	-1.99268e-22	0.517969	3.92062e-14	-3.96701e-20	42.9742	-5.79511e-24	4.80908e-23	28.2207	0	6.89855	1.77192e-25	74.1297	6.83822e-26	-2.55787e-34	17.324	1.27682e-19	491.761	0.012218	4774.64	216.848	0.00050183	180.831	11.7573	1640.09	3.92852e-20	1.11448e-22	30.0037	36.1979	0	1.16344e-27	0	1.08003e-26	2.5	122.148	0.0762871	-9.13646e-33	0	189.795	0	0	0	0.773161	0	0.073866	364.049	43.9943	172.854	0.476723	-3.30956e-54	6.02955e-07	0	0	0	1.01997	430.375
26	-1.01386e-23	0.528227	-2.13525e-15	-1.19461e-21	43.7025	1.64784e-24	3.99227e-24	28.4472	0	6.98241	-4.3265e-27	75.1828	-4.88867e-27	-1.28917e-34	17.7187	-1.17778e-20	497.468	0.0116181	4903.64	209.978	0.000484509	172.006	11.9677	1665.15	1.16939e-21	-4.14634e-24	30.776	36.871	0	-1.43127e-28	0	-7.61011e-27	2.5	123.9	0.076506	-3.8915e-32	0	192.005	0	0	0	0.774004	0	0.0743833	368.24	45.1793	164.799	0.390307	-9.49788e-54	3.02426e-07	0	0	0	1.06485	430.387
27	-7.71014e-24	0.537906	1.50197e-15	1.52312e-21	44.4152	-1.80643e-24	1.89442e-24	28.652	0	7.05909	-1.88726e-26	76.2235	-1.90878e-26	-7.9918e-36	18.0967	4.80132e-21	503.147	0.0110478	5028.61	203.427	0.000467344	163.612	12.1773	1689	-1.48071e-21	4.25301e-24	31.5167	37.5113	0	-2.61744e-30	0	-4.00236e-27	2.5	125.633	0.0766964	1.31732e-30	0	194.187	0	0	0	0.774752	0	0.0748366	372.228	46.3254	157.101	0.319557	-1.26496e-54	1.5169e-07	0	0	0	1.10975	430.398
28	2.069e-26	0.54704	-7.67115e-17	-6.26405e-25	45.1121	3.83603e-26	3.03969e-26	28.8374	0	7.12911	-2.3496e-27	77.2512	-1.38754e-27	-2.40025e-36	18.4588	-3.54513e-22	508.793	0.0105056	5149.67	197.18	0.000450397	155.627	12.3862	1711.68	6.83658e-25	-1.90122e-25	32.2264	38.1204	0	-4.53081e-28	0	1.33008e-27	2.5	127.346	0.0768624	-4.02238e-32	0	196.344	0	0	0	0.775418	0	0.0752337	376.021	47.434	149.746	0.261631	-1.77102e-54	7.60838e-08	0	0	0	1.15468	430.409
29	-2.30366e-27	0.555659	1.77618e-17	-1.79162e-24	45.7931	-1.22508e-26	-8.53491e-27	29.0051	0	7.19296	8.64538e-28	78.2653	-4.46673e-27	4.9582e-37	18.8056	8.40244e-23	514.405	0.00999012	5266.95	191.227	0.000433714	148.033	12.5943	1733.26	-1.82658e-25	4.40673e-26	32.9061	38.6998	0	-4.46908e-28	0	4.7901e-29	2.5	129.04	0.0770073	1.00611e-32	0	198.475	0	0	0	0.776011	0	0.0755814	379.629	48.5064	142.72	0.214205	-6.71294e-54	3.8162e-08	0	0	0	1.19961	430.419
30	-3.00949e-28	0.563793	4.44859e-18	-5.49272e-25	46.458	-6.06358e-26	-2.74262e-27	29.1569	0	7.25113	6.99479e-29	79.2656	-6.79011e-27	1.33666e-37	19.1379	2.15729e-23	519.98	0.00950007	5380.57	185.554	0.000417338	140.809	12.8017	1753.79	2.45888e-26	1.09128e-26	33.5565	39.2509	0	-4.25633e-28	0	-1.09891e-27	2.5	130.712	0.0771341	-1.07212e-33	0	200.581	0	0	0	0.776541	0	0.0758858	383.061	49.5439	136.01	0.175376	5.39019e-54	1.91416e-08	0	0	0	1.24456	430.429
31	1.26761e-27	0.571468	-8.79204e-19	-5.14662e-25	47.107	1.1546e-25	1.43794e-27	29.2942	0	7.30406	8.41711e-28	80.2517	9.09451e-27	-5.40828e-38	19.4562	-5.10063e-24	525.516	0.00903416	5490.65	180.151	0.000401302	133.938	13.0083	1773.31	1.33212e-25	-2.00179e-27	34.1788	39.7751	0	2.59282e-28	0	1.05192e-27	2.5	132.362	0.0772452	-1.33149e-32	0	202.661	0	0	0	0.777015	0	0.0761523	386.326	50.5478	129.603	0.143586	4.78888e-54	9.6013e-09	0	0	0	1.28951	430.438
32	9.37427e-28	0.578711	-5.50995e-18	3.58839e-25	47.7401	2.75869e-27	1.72994e-27	29.4185	0	7.35218	1.36042e-28	81.2234	2.25596e-27	-1.21648e-37	19.7611	-2.53941e-23	531.012	0.00859119	5597.31	175.006	0.000385634	127.402	13.2142	1791.89	5.32299e-25	-1.39281e-26	34.7737	40.2738	0	3.37404e-28	0	-7.78542e-28	2.5	133.991	0.0773428	-1.25556e-32	0	204.717	0	0	0	0.777439	0	0.0763857	389.431	51.5192	123.487	0.117558	-3.23489e-54	4.81601e-09	0	0	0	1.33447	430.447
33	-8.61451e-25	0.585546	2.53228e-16	3.10291e-22	48.3575	-6.64453e-24	1.90776e-25	29.5309	0	7.39589	4.53943e-26	82.1807	-5.94132e-25	-2.6245e-36	20.0531	9.81043e-22	536.465	0.00817003	5700.65	170.108	0.000370356	121.185	13.4193	1809.55	-2.73476e-22	7.2192e-25	35.3423	40.7482	0	1.06389e-26	0	4.5758e-26	2.5	135.597	0.0774287	-1.3667e-31	0	206.748	0	0	0	0.777821	0	0.0765901	392.385	52.4593	117.649	0.0962486	6.37597e-52	2.41583e-09	0	0	0	1.37943	430.456
34	4.0658e-23	0.591995	-1.62788e-14	-1.76407e-20	48.9593	1.34322e-22	-6.46082e-24	29.6327	0	7.43557	-1.72215e-24	83.1234	1.27942e-23	-9.24507e-35	20.3329	-6.79806e-20	541.875	0.0077696	5800.79	165.447	0.000355485	115.272	13.6237	1826.36	1.71744e-20	-4.51229e-23	35.8855	41.1994	0	-1.56178e-25	0	-2.26836e-24	2.5	137.182	0.0775044	1.62651e-30	0	208.755	0	0	0	0.778166	0	0.0767692	395.195	53.3693	112.078	0.0788017	6.33085e-49	1.21185e-09	0	0	0	1.42438	430.464
35	3.38775e-24	0.598081	6.82274e-16	-6.53826e-22	49.5457	-1.04764e-23	-2.28719e-24	29.7247	0	7.47157	-1.4116e-25	84.0515	-2.76627e-25	-1.89474e-33	20.6008	6.35691e-21	547.242	0.00738887	5897.82	161.013	0.000341033	109.648	13.8274	1842.35	7.98184e-22	2.01013e-24	36.4043	41.6286	0	1.90765e-26	0	-4.1111e-25	2.5	138.743	0.0775714	-1.72556e-31	0	210.738	0	0	0	0.778477	0	0.0769263	397.868	54.2501	106.762	0.0645174	6.50958e-48	6.07983e-10	0	0	0	1.46933	430.471
36	-2.90577e-24	0.603824	2.17699e-15	4.21583e-21	50.117	-1.11047e-23	-7.91907e-25	29.808	0	7.50421	6.43206e-26	84.965	-9.4425e-25	-1.2562e-33	20.8576	1.14881e-20	552.563	0.00702687	5991.85	156.795	0.00032701	104.298	14.0303	1857.56	-4.14754e-21	6.16799e-24	36.8997	42.0369	0	2.06761e-26	0	-2.23245e-26	2.5	140.283	0.0776308	-1.82672e-31	0	212.698	0	0	0	0.77876	0	0.0770643	400.41	55.1029	101.692	0.0528224	8.86365e-48	3.05015e-10	0	0	0	1.51428	430.478
37	9.2959e-24	0.609244	3.28085e-15	-2.06005e-20	50.6733	-4.0614e-25	-8.69848e-24	29.8834	0	7.5338	-9.94737e-25	85.8639	3.30913e-24	2.99928e-33	21.1035	2.7903e-20	557.84	0.00668266	6082.97	152.784	0.000313421	99.2087	14.2325	1872.02	2.10291e-20	9.78362e-24	37.3725	42.4252	0	1.39071e-26	0	-1.93747e-24	2.5	141.799	0.0776836	-8.26719e-32	0	214.634	0	0	0	0.779018	0	0.0771854	402.829	55.9284	96.8552	0.0432473	-1.02853e-47	1.53124e-10	0	0	0	1.55922	430.485
38	-5.97236e-23	0.614358	4.85957e-14	8.66456e-20	51.2151	-1.59047e-22	-2.07101e-23	29.9516	0	7.5606	9.64964e-25	86.7484	-1.50992e-23	-6.51819e-33	21.339	2.62989e-19	563.071	0.00635538	6171.27	148.97	0.000300268	94.3682	14.434	1885.78	-8.56837e-20	1.38911e-22	37.8237	42.7947	0	2.65461e-25	0	-6.37292e-25	2.5	143.294	0.0777306	-2.58639e-30	0	216.547	0	0	0	0.779254	0	0.0772921	405.129	56.7278	92.2426	0.0354079	1.20586e-46	7.69115e-11	0	0	0	1.60415	430.492
39	-2.05814e-23	0.619184	3.72761e-14	7.12601e-20	51.7424	-7.72395e-23	-2.77752e-23	30.0133	0	7.58487	1.0139e-24	87.6185	-8.81885e-24	3.89899e-33	21.5646	2.22703e-19	568.256	0.00604418	6256.84	145.346	0.000287553	89.7639	14.6347	1898.87	-6.94876e-20	1.09157e-22	38.2543	43.1461	0	1.16203e-25	0	2.1216e-25	2.5	144.766	0.0777726	-1.13237e-30	0	218.437	0	0	0	0.779471	0	0.077386	407.318	57.5019	87.8443	0.0289896	4.75262e-47	3.85834e-11	0	0	0	1.64907	430.498
40	-7.88011e-24	0.623738	9.35937e-15	5.21067e-20	52.2558	1.91583e-23	-4.85106e-24	30.0691	0	7.60684	8.72377e-25	88.4743	-2.62042e-24	3.58149e-33	21.7808	5.29034e-20	573.395	0.00574827	6339.77	141.902	0.000275273	85.3844	14.8348	1911.32	-5.24142e-20	2.72636e-23	38.665	43.4803	0	2.45342e-26	0	1.5733e-25	2.5	146.216	0.0778103	-2.35273e-31	0	220.304	0	0	0	0.779671	0	0.0774689	409.399	58.2516	83.6507	0.0237346	6.36162e-48	1.93636e-11	0	0	0	1.69399	430.504
41	-1.91119e-23	0.628035	3.51316e-15	-5.25487e-19	52.7554	-1.65511e-22	-4.32573e-24	30.1196	0	7.62674	-2.60954e-24	89.3159	1.35373e-23	-9.89875e-33	21.9878	2.62189e-20	578.488	0.0054669	6420.15	138.631	0.000263426	81.2186	15.0341	1923.17	5.29185e-19	1.16179e-23	39.0567	43.7983	0	-4.25901e-26	0	-3.06534e-24	2.5	147.644	0.0778443	3.77374e-31	0	222.149	0	0	0	0.779856	0	0.0775421	411.38	58.9776	79.6529	0.0194323	6.50762e-48	9.71303e-12	0	0	0	1.73888	430.509
42	-2.98601e-23	0.632091	-3.67034e-14	-2.12143e-18	53.2415	-1.88591e-22	2.94633e-23	30.1653	0	7.64475	-3.19643e-24	90.1435	3.81499e-23	-2.01238e-32	22.1862	-2.23935e-19	583.534	0.00519933	6498.04	135.523	0.000252005	77.2562	15.2327	1934.44	2.11866e-18	-1.08291e-22	39.4302	44.1008	0	-1.48619e-25	0	-8.2448e-24	2.5	149.051	0.0778749	1.34188e-30	0	223.973	0	0	0	0.780029	0	0.077607	413.263	59.6809	75.8422	0.0159098	2.37432e-47	4.87807e-12	0	0	0	1.78377	430.515
43	-2.1139e-22	0.635917	2.06893e-14	-1.44102e-17	53.7145	-2.54484e-22	3.12967e-23	30.2067	0	7.66106	-2.9542e-24	90.9573	6.71231e-23	-3.12565e-32	22.3761	6.07187e-20	588.535	0.00494491	6573.53	132.572	0.000241005	73.4871	15.4306	1945.15	1.43814e-17	5.89686e-23	39.7864	44.3885	0	-1.61293e-25	0	-2.20019e-23	2.5	150.435	0.0779028	1.42564e-30	0	225.774	0	0	0	0.78019	0	0.0776646	415.055	60.3621	72.2101	0.0130259	5.37947e-46	2.44797e-12	0	0	0	1.82865	430.52
44	-6.60531e-23	0.639528	4.13264e-14	-8.3007e-18	54.1746	1.94069e-22	8.2726e-24	30.2441	0	7.67582	2.08874e-24	91.7573	-3.77529e-23	3.54612e-32	22.5581	1.9667e-19	593.489	0.00470296	6646.7	129.771	0.000230418	69.9019	15.6278	1955.35	8.30852e-18	1.20335e-22	40.126	44.6622	0	1.18823e-25	0	8.36285e-24	2.5	151.799	0.0779281	-1.05402e-30	0	227.554	0	0	0	0.780342	0	0.0777159	416.759	61.0219	68.7487	0.0106647	-7.32952e-46	1.2302e-12	0	0	0	1.87351	430.525
