Time	[CRP]	[CRPsiteI_crp]	[CRPsiteII_crp]	[CRPsite_cyaA]	[CRPsite_genome]	[CRPsite_ptsGp1]	[CRPsite_ptsGp2]	[CRPsite_ptsHp0]	[CRPsite_ptsHp1]	[CRPsite_ptsIp0]	[CRPsite_ptsIp1]	[CRPsite_mlcp1]	[CRPsite_mlcp2]	[Mlc]	[Mlcsite_mlcp1]	[Mlcsite_mlcp2]	[Mlcsite_ptsGp1]	[Mlcsite_ptsGp2]	[Mlcsite_ptsHp0]	[Mlcsite_ptsIp0]	[CRP_cAMP]	[CRP_cAMP_CRPsiteI_crp]	[CRP_cAMP_CRPsiteII_crp]	[CRP_cAMP_CRPsite_cyaA]	[CRP_cAMP_CRPsite_genome]	[CRP_cAMP_CRPsite_ptsGp1]	[CRP_cAMP_CRPsite_ptsGp2]	[CRP_cAMP_CRPsite_ptsHp0]	[CRP_cAMP_CRPsite_ptsHp1]	[CRP_cAMP_CRPsite_ptsIp0]	[CRP_cAMP_CRPsite_ptsIp1]	[CRP_cAMP_CRPsite_mlcp1]	[CRP_cAMP_CRPsite_mlcp2]	[Mlc_Mlcsite_ptsGp1]	[Mlc_Mlcsite_ptsGp2]	[Mlc_Mlcsite_ptsIp0]	[Mlc_Mlcsite_ptsHp0]	[Mlc_Mlcsite_mlcp1]	[Mlc_Mlcsite_mlcp2]	[IICB]	[IICB_Mlc]	[CYA]	[IIA_P]	[IIA_P_CYA]	[mRNA_cyaA]	[mRNA_crp]	[mRNA_ptsG]	[mRNA_ptsH]	[mRNA_ptsI]	[mRNA_crr]	[mRNA_mlc]	[IICB_P]	[IIA]	[HPr_P]	[HPr]	[EI_P]	[EI]	[cAMP]	[cyaA]	[cyaA_basal]	[crp]	[crp_basal]	[ptsGp1]	[ptsGp2]	[ptsHp0]	[ptsHp1]	[ptsIp0]	[ptsIp1]	[crr]	[mlcp1]	[mlcp2]	[Pyr]	[PEP]	[Glc6P]	[Glucose]	[ATP]
86	5.43058e-06	7.41448e-11	1.90293e-10	3.09862e-11	3.66763e-09	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	5.50612e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02583e-07	1.68853e-10	5.27062e-11	2.12017e-10	3.76237e-09	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	2.41051e-11	2.41051e-11	2.41051e-11	2.41051e-11	3.2469e-13	1.80495e-13	4.29306e-05	1.65467e-07	1.49618e-06	7.02277e-06	7.37907e-09	1.36011e-08	5.03499e-08	4.56649e-07	1.14364e-07	1.00607e-08	9.38609e-07	1.51013e-09	7.13383e-06	9.62242e-05	7.61763e-07	1.18177e-05	2.43656e-07	8.62957e-07	4.7249e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
87	5.43059e-06	7.41447e-11	1.90293e-10	3.09862e-11	3.66763e-09	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	5.50611e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02583e-07	1.68853e-10	5.27063e-11	2.12017e-10	3.76237e-09	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	2.41051e-11	2.41051e-11	2.41051e-11	2.41051e-11	3.2469e-13	1.80494e-13	4.29307e-05	1.65467e-07	1.49618e-06	7.02281e-06	7.37913e-09	1.3601e-08	5.03499e-08	4.5665e-07	1.14364e-07	1.00607e-08	9.38609e-07	1.51013e-09	7.1339e-06	9.62241e-05	7.61771e-07	1.18177e-05	2.43657e-07	8.62962e-07	4.72489e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
88	5.4306e-06	7.41445e-11	1.90293e-10	3.09861e-11	3.66762e-09	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	1.19951e-10	5.5061e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02584e-07	1.68853e-10	5.27064e-11	2.12017e-10	3.76238e-09	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	1.23049e-10	2.4105e-11	2.4105e-11	2.4105e-11	2.4105e-11	3.24689e-13	1.80494e-13	4.29307e-05	1.65467e-07	1.49617e-06	7.02286e-06	7.37919e-09	1.3601e-08	5.035e-08	4.5665e-07	1.14365e-07	1.00607e-08	9.38609e-07	1.51013e-09	7.13396e-06	9.62241e-05	7.61779e-07	1.18178e-05	2.43658e-07	8.62966e-07	4.72489e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
89	5.43062e-06	7.41444e-11	1.90293e-10	3.0986e-11	3.66762e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50609e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02584e-07	1.68854e-10	5.27065e-11	2.12017e-10	3.76238e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.4105e-11	2.4105e-11	2.4105e-11	2.4105e-11	3.24689e-13	1.80494e-13	4.29308e-05	1.65467e-07	1.49616e-06	7.0229e-06	7.37925e-09	1.3601e-08	5.03501e-08	4.56651e-07	1.14365e-07	1.00607e-08	9.38609e-07	1.51013e-09	7.13401e-06	9.6224e-05	7.61786e-07	1.18178e-05	2.43659e-07	8.6297e-07	4.72489e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
90	5.43063e-06	7.41443e-11	1.90292e-10	3.0986e-11	3.66762e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50608e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02584e-07	1.68854e-10	5.27066e-11	2.12017e-10	3.76238e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.4105e-11	2.4105e-11	2.4105e-11	2.4105e-11	3.24688e-13	1.80493e-13	4.29309e-05	1.65467e-07	1.49616e-06	7.02294e-06	7.3793e-09	1.36009e-08	5.03501e-08	4.56652e-07	1.14365e-07	1.00608e-08	9.38609e-07	1.51013e-09	7.13407e-06	9.6224e-05	7.61793e-07	1.18179e-05	2.4366e-07	8.62974e-07	4.72489e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
91	5.43064e-06	7.41443e-11	1.90292e-10	3.09859e-11	3.66761e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50607e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02584e-07	1.68854e-10	5.27066e-11	2.12017e-10	3.76239e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.41049e-11	2.41049e-11	2.41049e-11	2.41049e-11	3.24687e-13	1.80493e-13	4.2931e-05	1.65467e-07	1.49615e-06	7.02297e-06	7.37935e-09	1.36009e-08	5.03502e-08	4.56652e-07	1.14365e-07	1.00608e-08	9.38609e-07	1.51013e-09	7.13412e-06	9.6224e-05	7.618e-07	1.18179e-05	2.43661e-07	8.62978e-07	4.72489e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
92	5.43065e-06	7.41442e-11	1.90292e-10	3.09859e-11	3.66761e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50606e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02584e-07	1.68854e-10	5.27067e-11	2.12017e-10	3.76239e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.41049e-11	2.41049e-11	2.41049e-11	2.41049e-11	3.24687e-13	1.80493e-13	4.2931e-05	1.65467e-07	1.49615e-06	7.02301e-06	7.3794e-09	1.36009e-08	5.03503e-08	4.56653e-07	1.14366e-07	1.00608e-08	9.38609e-07	1.51013e-09	7.13417e-06	9.62239e-05	7.61807e-07	1.1818e-05	2.43662e-07	8.62982e-07	4.72488e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
93	5.43066e-06	7.41441e-11	1.90292e-10	3.09859e-11	3.66761e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50606e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02584e-07	1.68854e-10	5.27068e-11	2.12017e-10	3.76239e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.41049e-11	2.41049e-11	2.41049e-11	2.41049e-11	3.24686e-13	1.80493e-13	4.29311e-05	1.65467e-07	1.49614e-06	7.02304e-06	7.37945e-09	1.36009e-08	5.03503e-08	4.56654e-07	1.14366e-07	1.00608e-08	9.38609e-07	1.51013e-09	7.13422e-06	9.62239e-05	7.61813e-07	1.1818e-05	2.43663e-07	8.62985e-07	4.72488e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
94	5.43067e-06	7.4144e-11	1.90292e-10	3.09858e-11	3.6676e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50605e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02585e-07	1.68854e-10	5.27068e-11	2.12017e-10	3.7624e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.41048e-11	2.41048e-11	2.41048e-11	2.41048e-11	3.24686e-13	1.80492e-13	4.29312e-05	1.65467e-07	1.49614e-06	7.02308e-06	7.37949e-09	1.36008e-08	5.03504e-08	4.56654e-07	1.14366e-07	1.00608e-08	9.38609e-07	1.51013e-09	7.13426e-06	9.62239e-05	7.61819e-07	1.1818e-05	2.43664e-07	8.62989e-07	4.72488e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
95	5.43068e-06	7.41439e-11	1.90292e-10	3.09858e-11	3.6676e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50604e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02585e-07	1.68854e-10	5.27069e-11	2.12017e-10	3.7624e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.41048e-11	2.41048e-11	2.41048e-11	2.41048e-11	3.24685e-13	1.80492e-13	4.29312e-05	1.65467e-07	1.49613e-06	7.02311e-06	7.37954e-09	1.36008e-08	5.03504e-08	4.56655e-07	1.14366e-07	1.00609e-08	9.38609e-07	1.51013e-09	7.1343e-06	9.62238e-05	7.61825e-07	1.18181e-05	2.43665e-07	8.62992e-07	4.72488e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
96	5.43069e-06	7.41438e-11	1.90292e-10	3.09857e-11	3.6676e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50603e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02585e-07	1.68854e-10	5.2707e-11	2.12017e-10	3.7624e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.41048e-11	2.41048e-11	2.41048e-11	2.41048e-11	3.24685e-13	1.80492e-13	4.29313e-05	1.65467e-07	1.49613e-06	7.02314e-06	7.37958e-09	1.36008e-08	5.03505e-08	4.56655e-07	1.14366e-07	1.00609e-08	9.38609e-07	1.51013e-09	7.13435e-06	9.62238e-05	7.6183e-07	1.18181e-05	2.43665e-07	8.62995e-07	4.72488e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
97	5.4307e-06	7.41438e-11	1.90292e-10	3.09857e-11	3.66759e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50603e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02585e-07	1.68854e-10	5.2707e-11	2.12017e-10	3.76241e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.41047e-11	2.41047e-11	2.41047e-11	2.41047e-11	3.24685e-13	1.80492e-13	4.29313e-05	1.65467e-07	1.49613e-06	7.02316e-06	7.37962e-09	1.36008e-08	5.03505e-08	4.56656e-07	1.14367e-07	1.00609e-08	9.38609e-07	1.51013e-09	7.13438e-06	9.62238e-05	7.61835e-07	1.18181e-05	2.43666e-07	8.62998e-07	4.72488e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
98	5.43071e-06	7.41437e-11	1.90292e-10	3.09857e-11	3.66759e-09	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	1.1995e-10	5.50602e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02585e-07	1.68854e-10	5.27071e-11	2.12017e-10	3.76241e-09	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	1.2305e-10	2.41047e-11	2.41047e-11	2.41047e-11	2.41047e-11	3.24684e-13	1.80491e-13	4.29314e-05	1.65467e-07	1.49612e-06	7.02319e-06	7.37965e-09	1.36008e-08	5.03506e-08	4.56656e-07	1.14367e-07	1.00609e-08	9.38609e-07	1.51013e-09	7.13442e-06	9.62237e-05	7.6184e-07	1.18182e-05	2.43667e-07	8.63001e-07	4.72488e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
99	5.43072e-06	7.41436e-11	1.90292e-10	3.09856e-11	3.66759e-09	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	5.50601e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02585e-07	1.68854e-10	5.27071e-11	2.12017e-10	3.76241e-09	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	2.41047e-11	2.41047e-11	2.41047e-11	2.41047e-11	3.24684e-13	1.80491e-13	4.29314e-05	1.65467e-07	1.49612e-06	7.02322e-06	7.37969e-09	1.36007e-08	5.03506e-08	4.56656e-07	1.14367e-07	1.00609e-08	9.38609e-07	1.51013e-09	7.13446e-06	9.62237e-05	7.61845e-07	1.18182e-05	2.43667e-07	8.63003e-07	4.72488e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
100	5.43073e-06	7.41436e-11	1.90292e-10	3.09856e-11	3.66759e-09	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	1.19949e-10	5.50601e-10	2.42671e-10	2.4282e-10	2.18894e-10	2.18894e-10	2.18894e-10	2.18894e-10	1.02585e-07	1.68854e-10	5.27072e-11	2.12017e-10	3.76241e-09	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	1.23051e-10	2.41047e-11	2.41047e-11	2.41047e-11	2.41047e-11	3.24684e-13	1.80491e-13	4.29315e-05	1.65467e-07	1.49611e-06	7.02324e-06	7.37972e-09	1.36007e-08	5.03506e-08	4.56657e-07	1.14367e-07	1.0061e-08	9.38609e-07	1.51013e-09	7.13449e-06	9.62237e-05	7.6185e-07	1.18182e-05	2.43668e-07	8.63006e-07	4.72487e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
