Time	[CRP]	[CRPsiteI_crp]	[CRPsiteII_crp]	[CRPsite_cyaA]	[CRPsite_genome]	[CRPsite_ptsGp1]	[CRPsite_ptsGp2]	[CRPsite_ptsHp0]	[CRPsite_ptsHp1]	[CRPsite_ptsIp0]	[CRPsite_ptsIp1]	[CRPsite_mlcp1]	[CRPsite_mlcp2]	[Mlc]	[Mlcsite_mlcp1]	[Mlcsite_mlcp2]	[Mlcsite_ptsGp1]	[Mlcsite_ptsGp2]	[Mlcsite_ptsHp0]	[Mlcsite_ptsIp0]	[CRP_cAMP]	[CRP_cAMP_CRPsiteI_crp]	[CRP_cAMP_CRPsiteII_crp]	[CRP_cAMP_CRPsite_cyaA]	[CRP_cAMP_CRPsite_genome]	[CRP_cAMP_CRPsite_ptsGp1]	[CRP_cAMP_CRPsite_ptsGp2]	[CRP_cAMP_CRPsite_ptsHp0]	[CRP_cAMP_CRPsite_ptsHp1]	[CRP_cAMP_CRPsite_ptsIp0]	[CRP_cAMP_CRPsite_ptsIp1]	[CRP_cAMP_CRPsite_mlcp1]	[CRP_cAMP_CRPsite_mlcp2]	[Mlc_Mlcsite_ptsGp1]	[Mlc_Mlcsite_ptsGp2]	[Mlc_Mlcsite_ptsIp0]	[Mlc_Mlcsite_ptsHp0]	[Mlc_Mlcsite_mlcp1]	[Mlc_Mlcsite_mlcp2]	[IICB]	[IICB_Mlc]	[CYA]	[IIA_P]	[IIA_P_CYA]	[mRNA_cyaA]	[mRNA_crp]	[mRNA_ptsG]	[mRNA_ptsH]	[mRNA_ptsI]	[mRNA_crr]	[mRNA_mlc]	[IICB_P]	[IIA]	[HPr_P]	[HPr]	[EI_P]	[EI]	[cAMP]	[cyaA]	[cyaA_basal]	[crp]	[crp_basal]	[ptsGp1]	[ptsGp2]	[ptsHp0]	[ptsHp1]	[ptsIp0]	[ptsIp1]	[crr]	[mlcp1]	[mlcp2]	[Pyr]	[PEP]	[Glc6P]	[Glucose]	[ATP]
42	5.4284e-06	7.41601e-11	1.90305e-10	3.09943e-11	3.66818e-09	1.19969e-10	1.19969e-10	1.19969e-10	1.19969e-10	1.19969e-10	1.19969e-10	1.19969e-10	1.19969e-10	5.50791e-10	2.42671e-10	2.4282e-10	2.18887e-10	2.18887e-10	2.18887e-10	2.18887e-10	1.02553e-07	1.68838e-10	5.26939e-11	2.12009e-10	3.76182e-09	1.23031e-10	1.23031e-10	1.23031e-10	1.23031e-10	1.23031e-10	1.23031e-10	1.23031e-10	1.23031e-10	2.41122e-11	2.41122e-11	2.41122e-11	2.41122e-11	3.24795e-13	1.80553e-13	4.29166e-05	1.65466e-07	1.49709e-06	7.01705e-06	7.37151e-09	1.36058e-08	5.03398e-08	4.56545e-07	1.14322e-07	1.00565e-08	9.38609e-07	1.51013e-09	7.12535e-06	9.62298e-05	7.60668e-07	1.18107e-05	2.43508e-07	8.6234e-07	4.72539e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
43	5.42852e-06	7.41594e-11	1.90304e-10	3.09939e-11	3.66816e-09	1.19968e-10	1.19968e-10	1.19968e-10	1.19968e-10	1.19968e-10	1.19968e-10	1.19968e-10	1.19968e-10	5.5078e-10	2.42671e-10	2.4282e-10	2.18887e-10	2.18887e-10	2.18887e-10	2.18887e-10	1.02554e-07	1.68839e-10	5.26945e-11	2.12009e-10	3.76184e-09	1.23032e-10	1.23032e-10	1.23032e-10	1.23032e-10	1.23032e-10	1.23032e-10	1.23032e-10	1.23032e-10	2.41118e-11	2.41118e-11	2.41118e-11	2.41118e-11	3.24789e-13	1.8055e-13	4.29174e-05	1.65466e-07	1.49704e-06	7.01731e-06	7.37183e-09	1.36055e-08	5.03403e-08	4.56551e-07	1.14324e-07	1.00567e-08	9.38609e-07	1.51013e-09	7.12576e-06	9.62295e-05	7.6072e-07	1.1811e-05	2.43515e-07	8.62369e-07	4.72535e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
44	5.42863e-06	7.41586e-11	1.90304e-10	3.09935e-11	3.66813e-09	1.19967e-10	1.19967e-10	1.19967e-10	1.19967e-10	1.19967e-10	1.19967e-10	1.19967e-10	1.19967e-10	5.50771e-10	2.42671e-10	2.4282e-10	2.18888e-10	2.18888e-10	2.18888e-10	2.18888e-10	1.02555e-07	1.68839e-10	5.26951e-11	2.1201e-10	3.76187e-09	1.23033e-10	1.23033e-10	1.23033e-10	1.23033e-10	1.23033e-10	1.23033e-10	1.23033e-10	1.23033e-10	2.41114e-11	2.41114e-11	2.41114e-11	2.41114e-11	3.24784e-13	1.80547e-13	4.29181e-05	1.65466e-07	1.497e-06	7.01755e-06	7.37214e-09	1.36053e-08	5.03408e-08	4.56556e-07	1.14326e-07	1.00569e-08	9.38609e-07	1.51013e-09	7.12616e-06	9.62293e-05	7.60769e-07	1.18114e-05	2.43522e-07	8.62398e-07	4.72532e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
45	5.42874e-06	7.41579e-11	1.90303e-10	3.09931e-11	3.66811e-09	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	5.50761e-10	2.42671e-10	2.4282e-10	2.18888e-10	2.18888e-10	2.18888e-10	2.18888e-10	1.02557e-07	1.6884e-10	5.26957e-11	2.1201e-10	3.76189e-09	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	2.4111e-11	2.4111e-11	2.4111e-11	2.4111e-11	3.24778e-13	1.80544e-13	4.29189e-05	1.65466e-07	1.49696e-06	7.0178e-06	7.37244e-09	1.3605e-08	5.03413e-08	4.56561e-07	1.14328e-07	1.00571e-08	9.38609e-07	1.51013e-09	7.12654e-06	9.62291e-05	7.60817e-07	1.18117e-05	2.43528e-07	8.62425e-07	4.72529e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
46	5.42884e-06	7.41573e-11	1.90303e-10	3.09928e-11	3.66808e-09	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	1.19966e-10	5.50753e-10	2.42671e-10	2.4282e-10	2.18888e-10	2.18888e-10	2.18888e-10	2.18888e-10	1.02558e-07	1.68841e-10	5.26962e-11	2.1201e-10	3.76192e-09	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	1.23034e-10	2.41107e-11	2.41107e-11	2.41107e-11	2.41107e-11	3.24773e-13	1.80541e-13	4.29196e-05	1.65466e-07	1.49692e-06	7.01803e-06	7.37274e-09	1.36048e-08	5.03418e-08	4.56565e-07	1.1433e-07	1.00573e-08	9.38609e-07	1.51013e-09	7.1269e-06	9.62288e-05	7.60863e-07	1.1812e-05	2.43535e-07	8.62451e-07	4.72526e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
47	5.42894e-06	7.41566e-11	1.90302e-10	3.09924e-11	3.66806e-09	1.19965e-10	1.19965e-10	1.19965e-10	1.19965e-10	1.19965e-10	1.19965e-10	1.19965e-10	1.19965e-10	5.50744e-10	2.42671e-10	2.4282e-10	2.18889e-10	2.18889e-10	2.18889e-10	2.18889e-10	1.02559e-07	1.68841e-10	5.26967e-11	2.12011e-10	3.76194e-09	1.23035e-10	1.23035e-10	1.23035e-10	1.23035e-10	1.23035e-10	1.23035e-10	1.23035e-10	1.23035e-10	2.41103e-11	2.41103e-11	2.41103e-11	2.41103e-11	3.24768e-13	1.80538e-13	4.29202e-05	1.65466e-07	1.49688e-06	7.01826e-06	7.37303e-09	1.36046e-08	5.03422e-08	4.5657e-07	1.14332e-07	1.00575e-08	9.38609e-07	1.51013e-09	7.12725e-06	9.62286e-05	7.60908e-07	1.18123e-05	2.43541e-07	8.62476e-07	4.72523e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
48	5.42903e-06	7.4156e-11	1.90302e-10	3.09921e-11	3.66804e-09	1.19964e-10	1.19964e-10	1.19964e-10	1.19964e-10	1.19964e-10	1.19964e-10	1.19964e-10	1.19964e-10	5.50737e-10	2.42671e-10	2.4282e-10	2.18889e-10	2.18889e-10	2.18889e-10	2.18889e-10	1.02561e-07	1.68842e-10	5.26972e-11	2.12011e-10	3.76196e-09	1.23036e-10	1.23036e-10	1.23036e-10	1.23036e-10	1.23036e-10	1.23036e-10	1.23036e-10	1.23036e-10	2.411e-11	2.411e-11	2.411e-11	2.411e-11	3.24764e-13	1.80536e-13	4.29208e-05	1.65466e-07	1.49684e-06	7.01848e-06	7.37331e-09	1.36044e-08	5.03426e-08	4.56574e-07	1.14334e-07	1.00577e-08	9.38609e-07	1.51013e-09	7.12759e-06	9.62284e-05	7.60951e-07	1.18126e-05	2.43547e-07	8.62501e-07	4.72521e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
49	5.42912e-06	7.41554e-11	1.90301e-10	3.09918e-11	3.66802e-09	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	5.50729e-10	2.42671e-10	2.4282e-10	2.18889e-10	2.18889e-10	2.18889e-10	2.18889e-10	1.02562e-07	1.68843e-10	5.26977e-11	2.12011e-10	3.76198e-09	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	2.41097e-11	2.41097e-11	2.41097e-11	2.41097e-11	3.24759e-13	1.80533e-13	4.29214e-05	1.65466e-07	1.49681e-06	7.01869e-06	7.37358e-09	1.36042e-08	5.0343e-08	4.56578e-07	1.14336e-07	1.00578e-08	9.38609e-07	1.51013e-09	7.12792e-06	9.62282e-05	7.60992e-07	1.18129e-05	2.43552e-07	8.62524e-07	4.72518e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
50	5.4292e-06	7.41549e-11	1.90301e-10	3.09915e-11	3.668e-09	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	1.19963e-10	5.50722e-10	2.42671e-10	2.4282e-10	2.1889e-10	2.1889e-10	2.1889e-10	2.1889e-10	1.02563e-07	1.68843e-10	5.26981e-11	2.12011e-10	3.762e-09	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	1.23037e-10	2.41095e-11	2.41095e-11	2.41095e-11	2.41095e-11	3.24755e-13	1.80531e-13	4.29219e-05	1.65466e-07	1.49678e-06	7.0189e-06	7.37385e-09	1.36041e-08	5.03434e-08	4.56582e-07	1.14337e-07	1.0058e-08	9.38609e-07	1.51013e-09	7.12823e-06	9.6228e-05	7.61032e-07	1.18131e-05	2.43558e-07	8.62547e-07	4.72516e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
51	5.42928e-06	7.41543e-11	1.903e-10	3.09912e-11	3.66798e-09	1.19962e-10	1.19962e-10	1.19962e-10	1.19962e-10	1.19962e-10	1.19962e-10	1.19962e-10	1.19962e-10	5.50716e-10	2.42671e-10	2.4282e-10	2.1889e-10	2.1889e-10	2.1889e-10	2.1889e-10	1.02564e-07	1.68844e-10	5.26986e-11	2.12012e-10	3.76202e-09	1.23038e-10	1.23038e-10	1.23038e-10	1.23038e-10	1.23038e-10	1.23038e-10	1.23038e-10	1.23038e-10	2.41092e-11	2.41092e-11	2.41092e-11	2.41092e-11	3.24751e-13	1.80529e-13	4.29225e-05	1.65466e-07	1.49674e-06	7.0191e-06	7.37411e-09	1.36039e-08	5.03437e-08	4.56586e-07	1.14339e-07	1.00581e-08	9.38609e-07	1.51013e-09	7.12853e-06	9.62278e-05	7.61071e-07	1.18134e-05	2.43563e-07	8.62569e-07	4.72514e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
52	5.42936e-06	7.41538e-11	1.903e-10	3.0991e-11	3.66796e-09	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	5.50709e-10	2.42671e-10	2.4282e-10	2.1889e-10	2.1889e-10	2.1889e-10	2.1889e-10	1.02565e-07	1.68844e-10	5.2699e-11	2.12012e-10	3.76204e-09	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	2.4109e-11	2.4109e-11	2.4109e-11	2.4109e-11	3.24748e-13	1.80527e-13	4.29229e-05	1.65466e-07	1.49671e-06	7.01929e-06	7.37436e-09	1.36037e-08	5.03441e-08	4.56589e-07	1.1434e-07	1.00583e-08	9.38609e-07	1.51013e-09	7.12882e-06	9.62276e-05	7.61108e-07	1.18136e-05	2.43568e-07	8.62589e-07	4.72513e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
53	5.42943e-06	7.41533e-11	1.903e-10	3.09907e-11	3.66794e-09	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	1.19961e-10	5.50704e-10	2.42671e-10	2.4282e-10	2.1889e-10	2.1889e-10	2.1889e-10	2.1889e-10	1.02566e-07	1.68845e-10	5.26994e-11	2.12012e-10	3.76206e-09	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	1.23039e-10	2.41087e-11	2.41087e-11	2.41087e-11	2.41087e-11	3.24744e-13	1.80525e-13	4.29234e-05	1.65467e-07	1.49668e-06	7.01947e-06	7.3746e-09	1.36036e-08	5.03444e-08	4.56592e-07	1.14341e-07	1.00584e-08	9.38609e-07	1.51013e-09	7.12909e-06	9.62274e-05	7.61143e-07	1.18138e-05	2.43572e-07	8.62609e-07	4.72511e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
54	5.4295e-06	7.41529e-11	1.90299e-10	3.09905e-11	3.66792e-09	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	5.50698e-10	2.42671e-10	2.4282e-10	2.1889e-10	2.1889e-10	2.1889e-10	2.1889e-10	1.02567e-07	1.68845e-10	5.26998e-11	2.12013e-10	3.76208e-09	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	2.41085e-11	2.41085e-11	2.41085e-11	2.41085e-11	3.24741e-13	1.80523e-13	4.29238e-05	1.65467e-07	1.49665e-06	7.01965e-06	7.37484e-09	1.36034e-08	5.03447e-08	4.56596e-07	1.14343e-07	1.00585e-08	9.38609e-07	1.51013e-09	7.12936e-06	9.62273e-05	7.61177e-07	1.18141e-05	2.43577e-07	8.62629e-07	4.72509e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
55	5.42956e-06	7.41524e-11	1.90299e-10	3.09902e-11	3.66791e-09	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	1.1996e-10	5.50693e-10	2.42671e-10	2.4282e-10	2.18891e-10	2.18891e-10	2.18891e-10	2.18891e-10	1.02568e-07	1.68846e-10	5.27001e-11	2.12013e-10	3.76209e-09	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	1.2304e-10	2.41083e-11	2.41083e-11	2.41083e-11	2.41083e-11	3.24738e-13	1.80521e-13	4.29243e-05	1.65467e-07	1.49663e-06	7.01982e-06	7.37506e-09	1.36033e-08	5.0345e-08	4.56599e-07	1.14344e-07	1.00587e-08	9.38609e-07	1.51013e-09	7.12961e-06	9.62271e-05	7.6121e-07	1.18143e-05	2.43582e-07	8.62647e-07	4.72508e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
56	5.42963e-06	7.4152e-11	1.90299e-10	3.099e-11	3.66789e-09	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	5.50688e-10	2.42671e-10	2.4282e-10	2.18891e-10	2.18891e-10	2.18891e-10	2.18891e-10	1.02569e-07	1.68846e-10	5.27005e-11	2.12013e-10	3.76211e-09	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	2.41081e-11	2.41081e-11	2.41081e-11	2.41081e-11	3.24735e-13	1.8052e-13	4.29247e-05	1.65467e-07	1.4966e-06	7.01999e-06	7.37528e-09	1.36032e-08	5.03453e-08	4.56602e-07	1.14345e-07	1.00588e-08	9.38609e-07	1.51013e-09	7.12985e-06	9.62269e-05	7.61242e-07	1.18145e-05	2.43586e-07	8.62665e-07	4.72506e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
57	5.42968e-06	7.41515e-11	1.90298e-10	3.09898e-11	3.66787e-09	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	1.19959e-10	5.50683e-10	2.42671e-10	2.4282e-10	2.18891e-10	2.18891e-10	2.18891e-10	2.18891e-10	1.0257e-07	1.68846e-10	5.27008e-11	2.12013e-10	3.76213e-09	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	1.23041e-10	2.41079e-11	2.41079e-11	2.41079e-11	2.41079e-11	3.24732e-13	1.80518e-13	4.2925e-05	1.65467e-07	1.49658e-06	7.02015e-06	7.3755e-09	1.36031e-08	5.03456e-08	4.56604e-07	1.14346e-07	1.00589e-08	9.38609e-07	1.51013e-09	7.13009e-06	9.62268e-05	7.61272e-07	1.18147e-05	2.4359e-07	8.62682e-07	4.72505e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
58	5.42974e-06	7.41511e-11	1.90298e-10	3.09896e-11	3.66786e-09	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	5.50678e-10	2.42671e-10	2.4282e-10	2.18891e-10	2.18891e-10	2.18891e-10	2.18891e-10	1.0257e-07	1.68847e-10	5.27011e-11	2.12013e-10	3.76214e-09	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	2.41077e-11	2.41077e-11	2.41077e-11	2.41077e-11	3.24729e-13	1.80517e-13	4.29254e-05	1.65467e-07	1.49655e-06	7.0203e-06	7.3757e-09	1.36029e-08	5.03458e-08	4.56607e-07	1.14347e-07	1.0059e-08	9.38609e-07	1.51013e-09	7.13031e-06	9.62266e-05	7.61301e-07	1.18148e-05	2.43594e-07	8.62698e-07	4.72504e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
59	5.42979e-06	7.41507e-11	1.90298e-10	3.09894e-11	3.66785e-09	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	1.19958e-10	5.50674e-10	2.42671e-10	2.4282e-10	2.18891e-10	2.18891e-10	2.18891e-10	2.18891e-10	1.02571e-07	1.68847e-10	5.27014e-11	2.12014e-10	3.76215e-09	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	1.23042e-10	2.41076e-11	2.41076e-11	2.41076e-11	2.41076e-11	3.24727e-13	1.80515e-13	4.29257e-05	1.65467e-07	1.49653e-06	7.02045e-06	7.3759e-09	1.36028e-08	5.03461e-08	4.5661e-07	1.14348e-07	1.00591e-08	9.38609e-07	1.51013e-09	7.13052e-06	9.62265e-05	7.61329e-07	1.1815e-05	2.43597e-07	8.62713e-07	4.72503e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
60	5.42984e-06	7.41504e-11	1.90297e-10	3.09892e-11	3.66783e-09	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	5.5067e-10	2.42671e-10	2.4282e-10	2.18892e-10	2.18892e-10	2.18892e-10	2.18892e-10	1.02572e-07	1.68848e-10	5.27017e-11	2.12014e-10	3.76217e-09	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	2.41074e-11	2.41074e-11	2.41074e-11	2.41074e-11	3.24724e-13	1.80514e-13	4.2926e-05	1.65467e-07	1.49651e-06	7.02059e-06	7.37609e-09	1.36027e-08	5.03463e-08	4.56612e-07	1.14349e-07	1.00592e-08	9.38609e-07	1.51013e-09	7.13073e-06	9.62263e-05	7.61355e-07	1.18152e-05	2.43601e-07	8.62728e-07	4.72502e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
61	5.42989e-06	7.415e-11	1.90297e-10	3.0989e-11	3.66782e-09	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	5.50666e-10	2.42671e-10	2.4282e-10	2.18892e-10	2.18892e-10	2.18892e-10	2.18892e-10	1.02573e-07	1.68848e-10	5.2702e-11	2.12014e-10	3.76218e-09	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	2.41073e-11	2.41073e-11	2.41073e-11	2.41073e-11	3.24722e-13	1.80513e-13	4.29263e-05	1.65467e-07	1.49649e-06	7.02072e-06	7.37627e-09	1.36026e-08	5.03465e-08	4.56614e-07	1.1435e-07	1.00593e-08	9.38609e-07	1.51013e-09	7.13092e-06	9.62262e-05	7.61381e-07	1.18153e-05	2.43604e-07	8.62743e-07	4.72501e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
62	5.42994e-06	7.41497e-11	1.90297e-10	3.09888e-11	3.66781e-09	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	1.19957e-10	5.50663e-10	2.42671e-10	2.4282e-10	2.18892e-10	2.18892e-10	2.18892e-10	2.18892e-10	1.02573e-07	1.68848e-10	5.27023e-11	2.12014e-10	3.76219e-09	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	1.23043e-10	2.41071e-11	2.41071e-11	2.41071e-11	2.41071e-11	3.2472e-13	1.80511e-13	4.29266e-05	1.65467e-07	1.49647e-06	7.02085e-06	7.37645e-09	1.36025e-08	5.03468e-08	4.56617e-07	1.14351e-07	1.00594e-08	9.38609e-07	1.51013e-09	7.13111e-06	9.62261e-05	7.61405e-07	1.18155e-05	2.43608e-07	8.62756e-07	4.725e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
63	5.42998e-06	7.41494e-11	1.90296e-10	3.09886e-11	3.6678e-09	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	1.19956e-10	5.50659e-10	2.42671e-10	2.4282e-10	2.18892e-10	2.18892e-10	2.18892e-10	2.18892e-10	1.02574e-07	1.68849e-10	5.27026e-11	2.12014e-10	3.7622e-09	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	1.23044e-10	2.4107e-11	2.4107e-11	2.4107e-11	2.4107e-11	3.24718e-13	1.8051e-13	4.29269e-05	1.65467e-07	1.49645e-06	7.02098e-06	7.37661e-09	1.36024e-08	5.0347e-08	4.56619e-07	1.14352e-07	1.00595e-08	9.38609e-07	1.51013e-09	7.13129e-06	9.62259e-05	7.61429e-07	1.18156e-05	2.43611e-07	8.6277e-07	4.72499e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
