Time	[NatP]	[MisP]	[Hsp70]	[Hsp90]	[Hsp70_dam]	[Hsp90_dam]	[Hsp90_Proteasome]	[Hsp70_Proteasome]	[Hsp70Client]	[Hsp90Client]	[Hsp70_Hsp70Client]	[Hsp90_Hsp90Client]	[Akt]	[Akt_Hsp90]	[CHIP]	[Akt_CHIP_Hsp90]	[Akt_Proteasome]	[Hsf1]	[Hsf1_Hsp90]	[Hsp90_MisP]	[Hsp70_MisP]	[Hsf1_Hsf1_Hsf1]	[Hsf1_Hsf1_Hsf1_P]	[Hsf1_Hsf1]	[HSEHsp70]	[HSEHsp90]	[HSEHsp70_Hsf1_Hsf1_Hsf1]	[HSEHsp70_Hsf1_Hsf1_Hsf1_P]	[HSEHsp90_Hsf1_Hsf1_Hsf1]	[HSEHsp90_Hsf1_Hsf1_Hsf1_P]	[Jnk]	[Jnk_P]	[Ppx]	[Mkp1]	[Mkp1_P]	[Mkp1_Proteasome]	[Hsp70_Ppx]	[Pkc]	[p38]	[p38_P]	[Proteasome]	[MisP_Proteasome]	[AggP]	[SeqAggP]	[AggP_Proteasome]	[ROS]	[ATP]	[ADP]	[Source]	[Sink]	[p38Death]	[JNKDeath]	[PIDeath]	[CellDeath]
76	17600.7	14.0997	1392.84	1820.47	0.0105779	0.0138355	0.539748	0.495241	473.613	559.274	26.3866	40.7256	337.512	32.4767	255.056	79.9441	0.142416	1.35467	98.6452	462.642	402.5	8.21756e-07	2.41603e-06	3.82201e-05	1.99999	1.99999	9.55683e-07	5.5445e-06	9.55683e-07	5.5445e-06	96.1422	3.85784	1.76324	0.0359864	99.9648	1.02549e-05	98.2368	100	96.1422	3.85784	496.241	2.58164	3.09504e-05	9.40888e-11	3.73259e-06	10.0281	10000	1000	1	1	4.38097e-05	4.38097e-05	1.32276e-12	8.76195e-05
77	17600.7	14.1587	1392.88	1820.49	0.0107175	0.014018	0.545166	0.500217	473.613	559.274	26.3873	40.7261	337.511	32.4771	255.057	79.9434	0.143842	1.35465	98.6452	462.619	402.458	8.25324e-07	2.42847e-06	3.82213e-05	1.99999	1.99999	9.61355e-07	5.58381e-06	9.61355e-07	5.58381e-06	96.142	3.85797	1.76319	0.0359867	99.9648	1.03576e-05	98.2368	100	96.142	3.85797	496.203	2.60728	3.17223e-05	9.85251e-11	3.88808e-06	10.0285	10000	1000	1	1	4.43884e-05	4.43884e-05	1.39896e-12	8.87768e-05
78	17600.7	14.2162	1392.92	1820.52	0.0108571	0.0142005	0.550546	0.505159	473.612	559.273	26.3881	40.7266	337.511	32.4774	255.057	79.9426	0.145258	1.35463	98.6452	462.596	402.417	8.28833e-07	2.44071e-06	3.82226e-05	1.99999	1.99999	9.66931e-07	5.62248e-06	9.66931e-07	5.62248e-06	96.1419	3.8581	1.76314	0.0359869	99.9648	1.04596e-05	98.2369	100	96.1419	3.8581	496.166	2.63273	3.24984e-05	1.0309e-10	4.04741e-06	10.0288	10000	1000	1	1	4.49671e-05	4.49671e-05	1.47831e-12	8.99343e-05
79	17600.7	14.2722	1392.96	1820.54	0.0109967	0.014383	0.555891	0.510069	473.611	559.273	26.3888	40.727	337.51	32.4778	255.058	79.9419	0.146665	1.35462	98.6453	462.573	402.376	8.32285e-07	2.45275e-06	3.82239e-05	1.99999	1.99999	9.72413e-07	5.6605e-06	9.72413e-07	5.6605e-06	96.1418	3.85823	1.76309	0.0359872	99.9648	1.0561e-05	98.2369	100	96.1418	3.85823	496.129	2.65801	3.32783e-05	1.07784e-10	4.21058e-06	10.0292	10000	1000	1	1	4.55459e-05	4.55459e-05	1.56088e-12	9.10917e-05
80	17600.7	14.3269	1393	1820.56	0.0111364	0.0145656	0.561199	0.514945	473.611	559.273	26.3895	40.7274	337.51	32.4781	255.059	79.9412	0.148062	1.3546	98.6453	462.552	402.335	8.3568e-07	2.46458e-06	3.82252e-05	1.99999	1.99999	9.77802e-07	5.6979e-06	9.77802e-07	5.6979e-06	96.1416	3.85836	1.76304	0.0359874	99.9648	1.06616e-05	98.237	100	96.1416	3.85836	496.093	2.68312	3.40621e-05	1.12608e-10	4.37762e-06	10.0296	10000	1000	1	1	4.61246e-05	4.61246e-05	1.64675e-12	9.22492e-05
81	17600.7	14.3801	1393.04	1820.58	0.011276	0.0147481	0.566472	0.519788	473.61	559.272	26.3902	40.7278	337.509	32.4784	255.06	79.9405	0.149449	1.35459	98.6453	462.532	402.296	8.39018e-07	2.47623e-06	3.82265e-05	1.99999	1.99999	9.831e-07	5.73467e-06	9.831e-07	5.73467e-06	96.1415	3.85849	1.763	0.0359877	99.9648	1.07616e-05	98.237	100	96.1415	3.85849	496.056	2.70805	3.48494e-05	1.17564e-10	4.54855e-06	10.0299	10000	1000	1	1	4.67034e-05	4.67034e-05	1.73601e-12	9.34067e-05
82	17600.7	14.432	1393.08	1820.59	0.0114157	0.0149306	0.571709	0.524599	473.609	559.272	26.3909	40.7282	337.509	32.4787	255.06	79.9397	0.150828	1.35458	98.6453	462.512	402.256	8.42302e-07	2.48768e-06	3.82279e-05	1.99999	1.99999	9.88309e-07	5.77084e-06	9.88309e-07	5.77084e-06	96.1414	3.85863	1.76295	0.035988	99.9648	1.08609e-05	98.2371	100	96.1414	3.85863	496.02	2.73281	3.56401e-05	1.22652e-10	4.72337e-06	10.0303	10000	1000	1	1	4.72821e-05	4.72821e-05	1.82872e-12	9.45643e-05
83	17600.7	14.4826	1393.12	1820.61	0.0115553	0.0151132	0.57691	0.529378	473.608	559.271	26.3915	40.7286	337.508	32.479	255.061	79.939	0.152197	1.35456	98.6453	462.493	402.218	8.45532e-07	2.49894e-06	3.82292e-05	1.99999	1.99999	9.93431e-07	5.80641e-06	9.93431e-07	5.80641e-06	96.1412	3.85876	1.7629	0.0359883	99.9648	1.09595e-05	98.2371	100	96.1412	3.85876	495.984	2.7574	3.6434e-05	1.27873e-10	4.90212e-06	10.0306	10000	1000	1	1	4.78609e-05	4.78609e-05	1.92497e-12	9.57219e-05
84	17600.7	14.5318	1393.15	1820.63	0.011695	0.0152957	0.582077	0.534124	473.608	559.271	26.3922	40.729	337.508	32.4792	255.062	79.9383	0.153556	1.35455	98.6453	462.475	402.18	8.48708e-07	2.51001e-06	3.82306e-05	1.99999	1.99999	9.98467e-07	5.84139e-06	9.98467e-07	5.84139e-06	96.1411	3.85889	1.76286	0.0359887	99.9648	1.10575e-05	98.2371	100	96.1411	3.85889	495.948	2.78182	3.7231e-05	1.33227e-10	5.08479e-06	10.031	10000	1000	1	1	4.84398e-05	4.84398e-05	2.02483e-12	9.68795e-05
85	17600.7	14.5799	1393.19	1820.65	0.0118347	0.0154783	0.587208	0.538839	473.607	559.271	26.3929	40.7293	337.507	32.4795	255.062	79.9376	0.154907	1.35454	98.6453	462.457	402.143	8.51833e-07	2.5209e-06	3.8232e-05	1.99999	1.99999	1.00342e-06	5.87579e-06	1.00342e-06	5.87579e-06	96.141	3.85902	1.76281	0.035989	99.9648	1.11548e-05	98.2372	100	96.141	3.85902	495.913	2.80607	3.80308e-05	1.38716e-10	5.27141e-06	10.0313	10000	1000	1	1	4.90186e-05	4.90186e-05	2.12839e-12	9.80372e-05
86	17600.7	14.6267	1393.23	1820.66	0.0119744	0.0156608	0.592305	0.543521	473.607	559.27	26.3935	40.7296	337.507	32.4797	255.063	79.9369	0.156248	1.35453	98.6453	462.441	402.106	8.54906e-07	2.53162e-06	3.82335e-05	1.99999	1.99999	1.00829e-06	5.90962e-06	1.00829e-06	5.90962e-06	96.1409	3.85915	1.76277	0.0359894	99.9649	1.12514e-05	98.2372	100	96.1409	3.85915	495.878	2.83016	3.88333e-05	1.44341e-10	5.462e-06	10.0317	10000	1000	1	1	4.95975e-05	4.95975e-05	2.23572e-12	9.9195e-05
87	17600.7	14.6723	1393.26	1820.68	0.0121141	0.0158434	0.597367	0.548173	473.606	559.27	26.3941	40.7299	337.507	32.4799	255.064	79.9361	0.15758	1.35452	98.6454	462.424	402.07	8.57928e-07	2.54215e-06	3.82349e-05	1.99999	1.99999	1.01307e-06	5.9429e-06	1.01307e-06	5.9429e-06	96.1407	3.85928	1.76272	0.0359897	99.9649	1.13474e-05	98.2373	100	96.1407	3.85928	495.843	2.85408	3.96385e-05	1.50101e-10	5.65655e-06	10.032	10000	1000	1	1	5.01764e-05	5.01764e-05	2.3469e-12	0.000100353
88	17600.7	14.7168	1393.3	1820.69	0.0122538	0.016026	0.602396	0.552793	473.605	559.27	26.3947	40.7302	337.506	32.4802	255.065	79.9354	0.158903	1.3545	98.6454	462.409	402.034	8.60901e-07	2.55251e-06	3.82364e-05	1.99999	1.99999	1.01778e-06	5.97562e-06	1.01778e-06	5.97562e-06	96.1406	3.85941	1.76268	0.0359901	99.9649	1.14428e-05	98.2373	100	96.1406	3.85941	495.808	2.87784	4.0446e-05	1.55998e-10	5.85509e-06	10.0324	10000	1000	1	1	5.07553e-05	5.07553e-05	2.46201e-12	0.000101511
89	17600.7	14.7602	1393.33	1820.71	0.0123935	0.0162086	0.60739	0.557382	473.605	559.269	26.3954	40.7305	337.506	32.4804	255.065	79.9347	0.160217	1.35449	98.6454	462.394	401.999	8.63825e-07	2.56271e-06	3.82378e-05	1.99999	1.99999	1.02241e-06	6.0078e-06	1.02241e-06	6.0078e-06	96.1405	3.85954	1.76264	0.0359905	99.9649	1.15375e-05	98.2374	100	96.1405	3.85954	495.774	2.90143	4.12557e-05	1.62032e-10	6.05762e-06	10.0327	10000	1000	1	1	5.13342e-05	5.13342e-05	2.58113e-12	0.000102668
90	17600.7	14.8024	1393.36	1820.72	0.0125332	0.0163911	0.612351	0.56194	473.604	559.269	26.396	40.7308	337.506	32.4806	255.066	79.934	0.161523	1.35448	98.6454	462.38	401.964	8.66701e-07	2.57273e-06	3.82393e-05	1.99999	1.99999	1.02696e-06	6.03945e-06	1.02696e-06	6.03945e-06	96.1403	3.85967	1.7626	0.0359909	99.9649	1.16315e-05	98.2374	100	96.1403	3.85967	495.739	2.92486	4.20676e-05	1.68204e-10	6.26416e-06	10.0331	10000	1000	1	1	5.19131e-05	5.19131e-05	2.70434e-12	0.000103826
91	17600.7	14.8436	1393.4	1820.73	0.012673	0.0165737	0.617278	0.566467	473.603	559.269	26.3966	40.7311	337.505	32.4808	255.067	79.9332	0.162819	1.35448	98.6454	462.366	401.93	8.69529e-07	2.58259e-06	3.82408e-05	1.99999	1.99999	1.03143e-06	6.07058e-06	1.03143e-06	6.07058e-06	96.1402	3.8598	1.76255	0.0359913	99.9649	1.17249e-05	98.2374	100	96.1402	3.8598	495.705	2.94813	4.28814e-05	1.74514e-10	6.47472e-06	10.0335	10000	1000	1	1	5.24921e-05	5.24921e-05	2.83172e-12	0.000104984
92	17600.8	14.8838	1393.43	1820.74	0.0128127	0.0167563	0.622171	0.570964	473.603	559.269	26.3972	40.7313	337.505	32.481	255.067	79.9325	0.164106	1.35447	98.6454	462.354	401.896	8.72312e-07	2.59229e-06	3.82424e-05	1.99999	1.99999	1.03584e-06	6.1012e-06	1.03584e-06	6.1012e-06	96.1401	3.85993	1.76251	0.0359917	99.9649	1.18177e-05	98.2375	100	96.1401	3.85993	495.671	2.97124	4.3697e-05	1.80963e-10	6.6893e-06	10.0338	10000	1000	1	1	5.30711e-05	5.30711e-05	2.96335e-12	0.000106142
93	17600.8	14.9229	1393.46	1820.75	0.0129524	0.016939	0.627032	0.575431	473.602	559.268	26.3977	40.7316	337.505	32.4811	255.068	79.9318	0.165385	1.35446	98.6454	462.341	401.863	8.75048e-07	2.60182e-06	3.82439e-05	1.99999	1.99999	1.04016e-06	6.1313e-06	1.04016e-06	6.1313e-06	96.1399	3.86006	1.76247	0.0359922	99.9649	1.19099e-05	98.2375	100	96.1399	3.86006	495.638	2.99419	4.45143e-05	1.87552e-10	6.90791e-06	10.0342	10000	1000	1	1	5.36501e-05	5.36501e-05	3.09932e-12	0.0001073
94	17600.8	14.961	1393.49	1820.77	0.0130922	0.0171216	0.63186	0.579868	473.602	559.268	26.3983	40.7318	337.504	32.4813	255.069	79.9311	0.166655	1.35445	98.6454	462.329	401.83	8.7774e-07	2.61121e-06	3.82454e-05	1.99999	1.99999	1.04442e-06	6.16092e-06	1.04442e-06	6.16092e-06	96.1398	3.86019	1.76243	0.0359926	99.9649	1.20014e-05	98.2376	100	96.1398	3.86019	495.605	3.01698	4.53331e-05	1.9428e-10	7.13056e-06	10.0345	10000	1000	1	1	5.42291e-05	5.42291e-05	3.2397e-12	0.000108458
95	17600.8	14.9982	1393.52	1820.78	0.0132319	0.0173042	0.636655	0.584275	473.601	559.268	26.3989	40.732	337.504	32.4815	255.07	79.9304	0.167917	1.35444	98.6454	462.318	401.797	8.80388e-07	2.62043e-06	3.8247e-05	1.99999	1.99999	1.0486e-06	6.19004e-06	1.0486e-06	6.19004e-06	96.1397	3.86032	1.7624	0.0359931	99.9649	1.20924e-05	98.2376	100	96.1397	3.86032	495.572	3.03962	4.61533e-05	2.01148e-10	7.35725e-06	10.0349	10000	1000	1	1	5.48081e-05	5.48081e-05	3.38457e-12	0.000109616
96	17600.8	15.0344	1393.55	1820.79	0.0133717	0.0174868	0.641418	0.588652	473.601	559.268	26.3994	40.7322	337.504	32.4816	255.07	79.9296	0.16917	1.35444	98.6454	462.308	401.766	8.82992e-07	2.62951e-06	3.82485e-05	1.99999	1.99999	1.05272e-06	6.21868e-06	1.05272e-06	6.21868e-06	96.1395	3.86045	1.76236	0.0359935	99.9649	1.21827e-05	98.2376	100	96.1395	3.86045	495.539	3.0621	4.69747e-05	2.08156e-10	7.588e-06	10.0352	10000	1000	1	1	5.53872e-05	5.53872e-05	3.53401e-12	0.000110774
97	17600.8	15.0697	1393.59	1820.79	0.0135115	0.0176695	0.646148	0.593	473.6	559.268	26.4	40.7324	337.503	32.4817	255.071	79.9289	0.170414	1.35443	98.6454	462.297	401.734	8.85554e-07	2.63843e-06	3.82501e-05	1.99999	1.99999	1.05677e-06	6.24685e-06	1.05677e-06	6.24685e-06	96.1394	3.86058	1.76232	0.035994	99.965	1.22724e-05	98.2377	100	96.1394	3.86058	495.506	3.08443	4.77973e-05	2.15306e-10	7.82281e-06	10.0356	10000	1000	1	1	5.59663e-05	5.59663e-05	3.68812e-12	0.000111933
98	17600.8	15.1042	1393.62	1820.8	0.0136512	0.0178521	0.650847	0.597318	473.599	559.267	26.4005	40.7326	337.503	32.4819	255.072	79.9282	0.17165	1.35442	98.6454	462.288	401.703	8.88073e-07	2.64721e-06	3.82517e-05	1.99999	1.99999	1.06075e-06	6.27456e-06	1.06075e-06	6.27456e-06	96.1393	3.86071	1.76228	0.0359945	99.965	1.23615e-05	98.2377	100	96.1393	3.86071	495.474	3.1066	4.8621e-05	2.22597e-10	8.06168e-06	10.0359	10000	1000	1	1	5.65454e-05	5.65454e-05	3.84695e-12	0.000113091
99	17600.8	15.1377	1393.65	1820.81	0.013791	0.0180348	0.655514	0.601608	473.599	559.267	26.4011	40.7328	337.503	32.482	255.073	79.9275	0.172878	1.35442	98.6455	462.279	401.672	8.90552e-07	2.65585e-06	3.82533e-05	1.99999	1.99999	1.06466e-06	6.30181e-06	1.06466e-06	6.30181e-06	96.1392	3.86084	1.76224	0.035995	99.965	1.245e-05	98.2378	100	96.1392	3.86084	495.441	3.12863	4.94455e-05	2.30029e-10	8.30462e-06	10.0363	10000	1000	1	1	5.71245e-05	5.71245e-05	4.01061e-12	0.000114249
100	17600.8	15.1704	1393.67	1820.82	0.0139308	0.0182174	0.660149	0.605868	473.598	559.267	26.4016	40.7329	337.502	32.4821	255.073	79.9268	0.174097	1.35441	98.6455	462.27	401.642	8.9299e-07	2.66434e-06	3.82549e-05	1.99999	1.99999	1.06851e-06	6.32861e-06	1.06851e-06	6.32861e-06	96.139	3.86097	1.76221	0.0359955	99.965	1.25379e-05	98.2378	100	96.139	3.86097	495.409	3.1505	5.02708e-05	2.37603e-10	8.55163e-06	10.0366	10000	1000	1	1	5.77036e-05	5.77036e-05	4.17917e-12	0.000115407
