Time	[Cold]	[Salt]	[Drought]	[H2O2]	[Heavy Metal]	[Ethylene]	[RLKs]	[LRR]	[CRKs]	[LecRK2]	[ETR1]	[ETR2]	[MAPKKK]	[MAPKKK]	[MAPKKK1]	[CTR1]	[MAPKK]	[MAPKK]	[MAPK]	[MAPK]	[MAPKK1]	[MAPKK2]	[MAPKK3]	[MAPKK4]	[MAPKK5]	[MAPKK6]	[MAPKK7]	[MAPKK9]	[MAPK2]	[MAPK3]	[MAPK4]	[MAPK6]	[WRKY1]	[WRKY1]	[WRKY12]	[WRKY12]	[WRKY8]	[WRKY8]	[WRKY25]	[WRKY25]	[WRKY22]	[WRKY22]	[WRKY29]	[WRKY29]	[WRKY33]	[WRKY33]	[WRKY28]	[WRKY28]	[MYB2]	[MYB2]	[MYB4]	[MYB4]	[MYB44]	[NAC]	[bZIP]	[AP2]	[Response]
85	1.10513	1.10514	1.10514	1.10513	1.10513	1.10517	1.10515	1.10514	1.10514	1.10516	1.10518	1.10518	1.10515	1.10515	1.10521	1.1052	1.10522	1.10522	1.10529	1.10529	1.10523	1.10528	1.10525	1.10525	1.10525	1.10525	1.10525	1.10525	1.10533	1.1053	1.10531	1.10531	1.10533	1.10533	1.10531	1.10531	1.10534	1.10534	1.10532	1.10532	1.10531	1.10531	1.10531	1.10531	1.10532	1.10532	1.10531	1.10531	1.10533	1.10533	1.10533	1.10533	1.10533	1.10533	1.10533	1.10533	1.10533
86	1.10515	1.10515	1.10515	1.10515	1.10515	1.10518	1.10516	1.10515	1.10515	1.10517	1.10519	1.10519	1.10516	1.10516	1.10522	1.10521	1.10522	1.10522	1.10528	1.10528	1.10523	1.10528	1.10525	1.10525	1.10525	1.10525	1.10525	1.10525	1.10532	1.1053	1.10531	1.1053	1.10532	1.10532	1.10531	1.10531	1.10533	1.10533	1.10532	1.10532	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532
87	1.10516	1.10516	1.10516	1.10516	1.10516	1.10519	1.10517	1.10516	1.10516	1.10517	1.10519	1.10519	1.10517	1.10517	1.10522	1.10521	1.10523	1.10523	1.10528	1.10528	1.10524	1.10527	1.10525	1.10525	1.10525	1.10525	1.10525	1.10525	1.10532	1.10529	1.10531	1.1053	1.10532	1.10532	1.1053	1.1053	1.10532	1.10532	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.1053	1.1053	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532	1.10532
88	1.10517	1.10517	1.10517	1.10517	1.10517	1.10519	1.10518	1.10517	1.10517	1.10518	1.1052	1.1052	1.10518	1.10518	1.10522	1.10522	1.10523	1.10523	1.10528	1.10528	1.10524	1.10527	1.10525	1.10525	1.10525	1.10525	1.10525	1.10525	1.10531	1.10529	1.1053	1.1053	1.10531	1.10531	1.1053	1.1053	1.10532	1.10532	1.10531	1.10531	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531
89	1.10518	1.10518	1.10518	1.10518	1.10518	1.1052	1.10518	1.10518	1.10518	1.10519	1.10521	1.10521	1.10519	1.10519	1.10523	1.10522	1.10523	1.10523	1.10528	1.10528	1.10524	1.10527	1.10525	1.10525	1.10525	1.10525	1.10525	1.10525	1.10531	1.10529	1.1053	1.10529	1.10531	1.10531	1.1053	1.1053	1.10531	1.10531	1.10531	1.10531	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531	1.10531
90	1.10518	1.10519	1.10518	1.10518	1.10518	1.1052	1.10519	1.10519	1.10519	1.1052	1.10521	1.10521	1.10519	1.10519	1.10523	1.10522	1.10524	1.10524	1.10528	1.10528	1.10524	1.10527	1.10525	1.10525	1.10525	1.10525	1.10525	1.10525	1.1053	1.10529	1.10529	1.10529	1.1053	1.1053	1.10529	1.10529	1.10531	1.10531	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.10529	1.10529	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053
91	1.10519	1.10519	1.10519	1.10519	1.10519	1.10521	1.1052	1.10519	1.10519	1.1052	1.10522	1.10522	1.1052	1.1052	1.10523	1.10523	1.10524	1.10524	1.10528	1.10528	1.10524	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.1053	1.10528	1.10529	1.10529	1.1053	1.1053	1.10529	1.10529	1.1053	1.1053	1.1053	1.1053	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053
92	1.1052	1.1052	1.1052	1.1052	1.1052	1.10522	1.1052	1.1052	1.1052	1.10521	1.10522	1.10522	1.10521	1.10521	1.10524	1.10523	1.10524	1.10524	1.10527	1.10527	1.10525	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.1053	1.10528	1.10529	1.10529	1.1053	1.1053	1.10529	1.10529	1.1053	1.1053	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053	1.1053
93	1.1052	1.1052	1.1052	1.1052	1.1052	1.10522	1.10521	1.10521	1.10521	1.10521	1.10522	1.10522	1.10521	1.10521	1.10524	1.10523	1.10524	1.10524	1.10527	1.10527	1.10525	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.10529	1.10528	1.10529	1.10528	1.10529	1.10529	1.10529	1.10529	1.1053	1.1053	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529
94	1.10521	1.10521	1.10521	1.10521	1.10521	1.10522	1.10521	1.10521	1.10521	1.10522	1.10523	1.10523	1.10522	1.10522	1.10524	1.10524	1.10525	1.10525	1.10527	1.10527	1.10525	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.10529	1.10528	1.10528	1.10528	1.10529	1.10529	1.10528	1.10528	1.10529	1.10529	1.10529	1.10529	1.10528	1.10528	1.10528	1.10528	1.10529	1.10529	1.10528	1.10528	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529
95	1.10521	1.10522	1.10521	1.10521	1.10521	1.10523	1.10522	1.10522	1.10522	1.10522	1.10523	1.10523	1.10522	1.10522	1.10524	1.10524	1.10525	1.10525	1.10527	1.10527	1.10525	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.10529	1.10528	1.10528	1.10528	1.10529	1.10529	1.10528	1.10528	1.10529	1.10529	1.10529	1.10529	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529
96	1.10522	1.10522	1.10522	1.10522	1.10522	1.10523	1.10522	1.10522	1.10522	1.10523	1.10523	1.10523	1.10522	1.10522	1.10524	1.10524	1.10525	1.10525	1.10527	1.10527	1.10525	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.10529	1.10528	1.10528	1.10528	1.10529	1.10529	1.10528	1.10528	1.10529	1.10529	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529	1.10529
97	1.10522	1.10522	1.10522	1.10522	1.10522	1.10523	1.10523	1.10522	1.10522	1.10523	1.10524	1.10524	1.10523	1.10523	1.10525	1.10524	1.10525	1.10525	1.10527	1.10527	1.10525	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.10528	1.10527	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10529	1.10529	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528
98	1.10523	1.10523	1.10523	1.10523	1.10523	1.10524	1.10523	1.10523	1.10523	1.10523	1.10524	1.10524	1.10523	1.10523	1.10525	1.10524	1.10525	1.10525	1.10527	1.10527	1.10525	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.10528	1.10527	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528
99	1.10523	1.10523	1.10523	1.10523	1.10523	1.10524	1.10523	1.10523	1.10523	1.10524	1.10524	1.10524	1.10523	1.10523	1.10525	1.10525	1.10525	1.10525	1.10527	1.10527	1.10525	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.10528	1.10527	1.10528	1.10527	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528
100	1.10523	1.10523	1.10523	1.10523	1.10523	1.10524	1.10524	1.10523	1.10523	1.10524	1.10524	1.10524	1.10524	1.10524	1.10525	1.10525	1.10525	1.10525	1.10527	1.10527	1.10526	1.10527	1.10526	1.10526	1.10526	1.10526	1.10526	1.10526	1.10528	1.10527	1.10528	1.10527	1.10528	1.10528	1.10527	1.10527	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10527	1.10527	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528	1.10528
