Time	[APCC]	[APCCYCdk1Y00YCdk1Y01YInt]	[APCCYCdk1Y10YCdk1Y11YInt]	[APCCYCdk2Y000YCdk2Y002YInt]	[APCCYCdk2Y010YCdk2Y012YInt]	[APCCYCdk2Y100YCdk2Y102YInt]	[APCCYCdk2Y110YCdk2Y112YInt]	[APCCYCyclinAYInt]	[APCCYEmi1]	[Cdk1Y00]	[Cdk1Y01]	[Cdk1Y10]	[Cdk1Y11]	[Cdk1Y11YpRbY10YpRbY20YInt]	[Cdk1Y11YpRbY11YpRbY21YInt]	[Cdk2Y000]	[Cdk2Y001]	[Cdk2Y002]	[Cdk2Y010]	[Cdk2Y011]	[Cdk2Y011YpRbY10YpRbY20YInt]	[Cdk2Y011YpRbY11YpRbY21YInt]	[Cdk2Y012]	[Cdk2Y012YpRbY10YpRbY20YInt]	[Cdk2Y012YpRbY11YpRbY21YInt]	[Cdk2Y100]	[Cdk2Y101]	[Cdk2Y102]	[Cdk2Y110]	[Cdk2Y111]	[Cdk2Y112]	[Cdk4Y00]	[Cdk4Y01]	[Cdk4Y01YpRbY00YpRbY10YInt]	[Cdk4Y01YpRbY01YpRbY11YInt]	[Cdk4Y10]	[Cdk4Y11]	[CyclinA]	[CyclinD]	[CyclinE]	[E2F]	[Emi1]	[p27]	[pRbY00]	[pRbY01]	[pRbY10]	[pRbY11]	[pRbY20]	[pRbY21]	[totalYCyclinYD]	[totalYCyclinYE]	[totalYCyclinYA]	[totalYp27]	[hypophosphorylatedYpRb]	[hyperphosphorylatedYpRb]	[totalYEmi1]	[activeYCdk2]
89	25832.6	53.4601	0	29.5367	44.9972	44.9972	-6.0168	4.61577	2862.4	99291.3	655.242	0	0	0	0	37347.3	1893.06	362.055	4636.03	249.688	290.457	5.34679	-525.019	-10680.7	-198.948	56888	2883.54	551.489	6000.01	257.97	-73.7849	49248.3	6946.04	-355.631	-3.11938	38709.8	5454.51	56.5765	14764.3	151.003	190.24	124.43	12543.3	-2926.79	-25.5929	99094.6	1822.79	-26908.7	-113.77	27164.9	5435.26	1026.56	123215	100917	-27022.4	2986.83	-275.331
90	25839	53.3565	0	29.4937	44.8992	44.8992	-6.0213	4.60789	2845.72	99292.8	653.815	0	0	0	0	37365.8	1892.48	361.441	4653.71	250.894	292.457	5.36414	-526.069	-10726.8	-199.054	56875.2	2880.58	550.156	6025.43	259.027	-73.8219	49265.9	6947.71	-357.75	-3.12075	38695.3	5451.97	56.4663	14763.3	150.897	189.606	123.711	12534.7	-2943.22	-25.5967	99293.9	1819.88	-27042.8	-113.256	27163	5433.88	1021.99	123199	101114	-27156.1	2969.43	-275.175
91	25845.1	53.2546	0	29.4514	44.8028	44.8028	-6.02578	4.60013	2829.22	99294.3	652.414	0	0	0	0	37384.1	1891.92	360.838	4671.12	252.082	294.426	5.381	-527.105	-10772.1	-199.152	56862.4	2877.68	548.847	6050.4	260.065	-73.8591	49283.2	6949.37	-359.816	-3.12184	38680.9	5449.46	56.358	14762.4	150.794	188.982	123.001	12526.1	-2959.21	-25.5983	99488.5	1816.96	-27173.5	-112.748	27161.2	5432.54	1017.49	123182	101306	-27286.3	2952.23	-275.023
92	25851.1	53.1544	0	29.4098	44.708	44.708	-6.03025	4.59249	2812.92	99295.8	651.039	0	0	0	0	37402.1	1891.38	360.247	4688.26	253.251	296.365	5.39737	-528.127	-10816.7	-199.243	56849.8	2874.82	547.561	6074.93	261.084	-73.8968	49300.3	6951.02	-361.83	-3.12267	38666.7	5446.97	56.2515	14761.4	150.693	188.369	122.301	12517.5	-2974.78	-25.5979	99678.5	1814.04	-27300.8	-112.244	27159.4	5431.24	1013.07	123165	101493	-27413.1	2935.22	-274.876
93	25857	53.0559	0	29.369	44.6147	44.6147	-6.03472	4.58496	2796.81	99297.3	649.69	0	0	0	0	37420	1890.86	359.667	4705.15	254.401	298.274	5.41327	-529.135	-10860.5	-199.326	56837.2	2872.03	546.298	6099.01	262.084	-73.9347	49317.2	6952.66	-363.793	-3.12325	38652.5	5444.51	56.1468	14760.5	150.595	187.766	121.61	12509.1	-2989.94	-25.5955	99864	1811.12	-27424.8	-111.746	27157.7	5429.97	1008.73	123149	101675	-27536.6	2918.42	-274.734
94	25862.6	52.959	0	29.3289	44.5228	44.5228	-6.03917	4.57754	2780.88	99298.7	648.365	0	0	0	0	37437.7	1890.36	359.099	4721.78	255.534	300.154	5.42871	-530.13	-10903.6	-199.402	56824.7	2869.28	545.058	6122.67	263.065	-73.9731	49333.9	6954.28	-365.706	-3.1236	38638.5	5442.08	56.044	14759.6	150.498	187.173	120.928	12500.8	-3004.69	-25.5913	100045	1808.2	-27545.5	-111.253	27156	5428.74	1004.46	123132	101853	-27656.8	2901.81	-274.596
95	25868.1	52.8638	0	29.2895	44.4325	44.4325	-6.04361	4.57023	2765.14	99300.1	647.064	0	0	0	0	37455.2	1889.88	358.542	4738.15	256.649	302.004	5.44369	-531.111	-10946	-199.471	56812.3	2866.58	543.839	6145.91	264.029	-74.0117	49350.5	6955.9	-367.57	-3.12372	38624.6	5439.68	55.9428	14758.8	150.403	186.589	120.254	12492.5	-3019.04	-25.5853	100222	1805.28	-27663.1	-110.765	27154.3	5427.54	1000.26	123115	102027	-27773.9	2885.4	-274.462
96	25873.4	52.77	0	29.2507	44.3435	44.3435	-6.04804	4.56302	2749.59	99301.4	645.788	0	0	0	0	37472.5	1889.42	357.995	4754.28	257.747	303.826	5.45824	-532.08	-10987.7	-199.533	56800	2863.93	542.641	6168.74	264.974	-74.0507	49366.8	6957.5	-369.386	-3.12362	38610.9	5437.31	55.8433	14757.9	150.31	186.015	119.59	12484.4	-3033	-25.5777	100394	1802.36	-27777.5	-110.283	27152.7	5426.38	996.137	123099	102197	-27887.8	2869.18	-274.333
97	25878.6	52.6778	0	29.2126	44.2559	44.2559	-6.05245	4.55591	2734.21	99302.8	644.534	0	0	0	0	37489.6	1888.97	357.459	4770.16	258.828	305.62	5.47235	-533.035	-11028.6	-199.589	56787.7	2861.33	541.465	6191.16	265.902	-74.09	49383	6959.09	-371.155	-3.12331	38597.2	5434.96	55.7455	14757.1	150.219	185.449	118.934	12476.3	-3046.58	-25.5684	100563	1799.44	-27888.9	-109.806	27151.1	5425.25	992.078	123082	102362	-27998.7	2853.15	-274.207
98	25883.6	52.5871	0	29.1751	44.1697	44.1697	-6.05685	4.54891	2719.02	99304.1	643.303	0	0	0	0	37506.5	1888.54	356.933	4785.8	259.892	307.385	5.48603	-533.978	-11068.9	-199.639	56775.6	2858.78	540.309	6213.17	266.813	-74.1295	49399	6960.67	-372.878	-3.1228	38583.7	5432.64	55.6493	14756.2	150.13	184.893	118.287	12468.3	-3059.78	-25.5575	100727	1796.53	-27997.3	-109.335	27149.5	5424.15	988.087	123065	102524	-28106.6	2837.3	-274.087
99	25888.4	52.4978	0	29.1383	44.0848	44.0848	-6.06124	4.542	2704	99305.4	642.095	0	0	0	0	37523.3	1888.13	356.418	4801.2	260.939	309.123	5.4993	-534.909	-11108.5	-199.683	56763.5	2856.27	539.173	6234.8	267.708	-74.1694	49414.8	6962.24	-374.556	-3.12211	38570.3	5430.34	55.5546	14755.4	150.043	184.345	117.648	12460.4	-3072.62	-25.5452	100887	1793.61	-28102.8	-108.87	27148	5423.08	984.162	123048	102681	-28211.6	2821.65	-273.97
100	25893	52.4099	0	29.1021	44.0012	44.0012	-6.06561	4.53519	2689.16	99306.7	640.908	0	0	0	0	37539.9	1887.73	355.912	4816.36	261.97	310.833	5.51217	-535.827	-11147.5	-199.721	56751.6	2853.8	538.057	6256.04	268.586	-74.2095	49430.4	6963.79	-376.191	-3.12122	38557	5428.07	55.4615	14754.7	149.957	183.805	117.018	12452.6	-3085.11	-25.5315	101044	1790.71	-28205.4	-108.41	27146.5	5422.04	980.302	123031	102835	-28313.8	2806.18	-273.857
