Time	[L]	[R]	[flip]	[proC8]	[casp8]	[casp6]	[BAR]	[proC3]	[casp3]	[Bid]	[tBid]	[proC6]	[XIAP]	[Ub C3]	[PARP]	[cPARP]	[Smac]	[cytosolic Bcl-2]	[Bax]	[Bax#]	[Bcl-2]	[L:R]	[R#]	[flip:R#]	[R#:pC8]	[C6:pC8]	[BAR:C8]	[C8:pC3]	[pC3:Apop]	[Apop]	[C8:Bid]	[C3:pC6]	[XIAP:C3]	[PARP:C3]	[Apop:XIAP]	[Smac:XIAP]	[Bcl2c:tBid]	[Bax:tBid]	[Baxm:Bcl2]	[Bax4]	[Bax2:Bcl2]	[Bax4:Bcl2]	[M]	[Bax4:M]	[M#]	[Smac_m]	[M#:Smac_m]	[Smac released]	[CytoC_m]	[M#:CytoC_m]	[CytoC released]	[CytoC]	[Apaf]	[CytoC:Apaf]	[Apaf#]	[proC9]	[Baxm]	[Bax2]
34	2992.15	192.148	100	20000	0.000273822	3.77875e-08	1000	10000	6.1207e-07	40000	7.10895e-06	10000	100000	3.29807e-07	1e+06	3.75138e-06	-1.59351e-32	20000	100000	3.85554e-07	20000	7.85068	0.00132542	1.5002e-06	2.49907e-05	1.97012e-11	2.26385e-06	2.50409e-07	-1.94522e-45	1.01708e-39	1.00164e-06	5.49761e-09	5.33747e-07	5.45366e-07	-7.49391e-42	4.10957e-34	9.33783e-07	6.32173e-08	1.19061e-08	8.54723e-48	1.15714e-21	1.01027e-47	500000	5.78698e-47	6.85767e-28	100000	-1.14294e-28	4.21225e-29	500000	-5.71472e-28	2.10612e-28	-7.77685e-32	100000	1.48738e-34	-5.48062e-36	100000	8.36606e-09	1.56719e-21
35	2991.93	191.926	100	20000	0.000299163	4.35989e-08	1000	10000	6.81292e-07	40000	7.99974e-06	10000	100000	3.86716e-07	1e+06	4.32818e-06	-1.63847e-32	20000	100000	4.48722e-07	20000	8.07247	0.00140339	1.63505e-06	2.65051e-05	2.28286e-11	2.54782e-06	2.74287e-07	-2.00011e-45	1.04579e-39	1.09715e-06	6.13974e-09	6.0552e-07	6.09049e-07	-7.70527e-42	4.22554e-34	1.08373e-06	7.13876e-08	1.44913e-08	1.15248e-47	1.69157e-21	1.38887e-47	500000	8.56641e-47	7.05119e-28	100000	-1.1752e-28	4.33111e-29	500000	-5.87599e-28	2.16556e-28	-7.99631e-32	100000	1.52935e-34	-5.63528e-36	100000	9.85498e-09	2.2156e-21
36	2991.7	191.705	100	20000	0.000326006	5.00772e-08	1000	10000	7.55771e-07	40000	8.96976e-06	10000	100000	4.51137e-07	1e+06	4.97115e-06	1.03643e-31	20000	100000	5.19777e-07	20000	8.29375	0.00148352	1.77767e-06	2.80629e-05	2.63267e-11	2.85757e-06	2.99625e-07	1.2652e-44	-6.61517e-39	1.1985e-06	6.83236e-09	6.84071e-07	6.77737e-07	4.8744e-41	-2.67289e-33	1.25213e-06	8.0308e-08	1.75278e-08	4.01257e-47	2.44239e-21	1.88197e-47	500000	1.05939e-46	-4.46027e-27	100000	7.43378e-28	-2.73967e-28	500000	3.71689e-27	-1.36984e-27	5.05811e-31	100000	-9.67399e-34	3.56463e-35	100000	1.15474e-08	3.09666e-21
37	2991.48	191.484	100	20000	0.000354395	5.72738e-08	1000	10000	8.35719e-07	40000	1.00233e-05	10000	100000	5.23768e-07	1e+06	5.68539e-06	-1.42464e-31	20000	100000	5.99409e-07	20000	8.51454	0.00156581	1.92827e-06	2.96639e-05	3.02252e-11	3.19462e-06	3.26465e-07	-1.7391e-44	9.093e-39	1.30586e-06	7.5775e-09	7.6977e-07	7.51633e-07	-6.70006e-41	3.67406e-33	1.44057e-06	9.00203e-08	2.10759e-08	2.53124e-47	3.48588e-21	2.91397e-47	500000	2.12059e-46	6.13094e-27	100000	-1.02182e-27	3.76586e-28	500000	-5.10911e-27	1.88293e-27	-6.95271e-31	100000	1.32975e-33	-4.89982e-35	100000	1.34629e-08	4.28195e-21
38	2991.26	191.264	100	20000	0.00038437	6.52422e-08	1000	10000	9.2134e-07	40000	1.11646e-05	10000	100000	6.05342e-07	1e+06	6.47622e-06	2.07303e-31	20000	100000	6.88346e-07	20000	8.73481	0.00165025	2.08705e-06	3.1308e-05	3.45549e-11	3.56049e-06	3.54847e-07	2.5306e-44	-1.32315e-38	1.41939e-06	8.37726e-09	8.6299e-07	8.30944e-07	9.74947e-41	-5.34623e-33	1.65076e-06	1.00567e-07	2.52018e-08	9.28347e-47	4.92116e-21	4.43516e-47	500000	3.25024e-46	-8.9213e-27	100000	1.48688e-27	-5.47981e-28	500000	7.43441e-27	-2.7399e-27	1.01171e-30	100000	-1.93496e-33	7.12986e-35	100000	1.56225e-08	5.86148e-21
39	2991.04	191.044	100	20000	0.000415972	7.4038e-08	1000	10000	1.01284e-06	40000	1.23983e-05	10000	100000	6.96629e-07	1e+06	7.34915e-06	-4.03067e-31	20000	100000	7.8735e-07	20000	8.95459	0.00173684	2.25421e-06	3.29952e-05	3.93478e-11	3.95677e-06	3.84814e-07	-4.9204e-44	2.57264e-38	1.53926e-06	9.23371e-09	9.64108e-07	9.15874e-07	-1.89566e-40	1.03949e-32	1.88446e-06	1.11992e-07	2.99779e-08	1.08356e-46	6.87589e-21	7.57874e-47	500000	6.47646e-46	1.7346e-26	100000	-2.891e-27	1.06546e-27	500000	-1.4455e-26	5.3273e-27	-1.9671e-30	100000	3.76222e-33	-1.38629e-34	100000	1.80482e-08	7.94741e-21
40	2990.82	190.824	100	20000	0.000449242	8.37191e-08	1000	10000	1.11044e-06	40000	1.37288e-05	10000	100000	7.9844e-07	1e+06	8.30991e-06	2.22478e-32	20000	100000	8.97217e-07	20000	9.17386	0.00182558	2.42998e-06	3.47253e-05	4.46375e-11	4.38507e-06	4.16407e-07	2.71492e-45	-1.42004e-39	1.66563e-06	1.01489e-08	1.0735e-06	1.00663e-06	1.04559e-41	-5.7376e-34	2.14356e-06	1.2434e-07	3.54826e-08	1.98016e-46	9.51331e-21	1.22996e-46	500000	1.02481e-45	-9.57438e-28	100000	1.59573e-28	-5.88095e-29	500000	7.97865e-28	-2.94048e-28	1.08577e-31	100000	-2.07661e-34	7.65179e-36	100000	2.07632e-08	1.06786e-20
41	2990.61	190.605	100	20000	0.000484222	9.43451e-08	1000	10000	1.21433e-06	40000	1.51606e-05	10000	100000	9.11619e-07	1e+06	9.36443e-06	3.52107e-32	20000	100000	1.01878e-06	20000	9.39263	0.00191646	2.61454e-06	3.64983e-05	5.04583e-11	4.84704e-06	4.49666e-07	4.29653e-45	-2.24744e-39	1.79866e-06	1.1125e-08	1.19156e-06	1.10342e-06	1.65439e-41	-9.08066e-34	2.42999e-06	1.37654e-07	4.18014e-08	3.62434e-46	1.30408e-20	2.02784e-46	500000	1.68246e-45	-1.5153e-27	100000	2.5255e-28	-9.30755e-29	500000	1.26275e-27	-4.65377e-28	1.7184e-31	100000	-3.28657e-34	1.21102e-35	100000	2.37919e-08	1.42264e-20
42	2990.39	190.387	100	20000	0.000520953	1.05978e-07	1000	10000	1.32473e-06	40000	1.66985e-05	10000	100000	1.03705e-06	1e+06	1.05188e-05	-7.87083e-32	20000	100000	1.15292e-06	20000	9.61091	0.00200947	2.80811e-06	3.8314e-05	5.68462e-11	5.34439e-06	4.84633e-07	-9.61091e-45	5.02362e-39	1.93853e-06	1.2164e-08	1.31867e-06	1.20645e-06	-3.70452e-41	2.02985e-33	2.74582e-06	1.51982e-07	4.90267e-08	6.32995e-46	1.77219e-20	3.42899e-46	500000	2.88917e-45	3.38722e-27	100000	-5.64536e-28	2.08056e-28	500000	-2.82268e-27	1.04028e-27	-3.84123e-31	100000	7.34662e-34	-2.70705e-35	100000	2.716e-08	1.88015e-20
43	2990.17	190.169	100	20000	0.000559474	1.18681e-07	1000	10000	1.44184e-06	40000	1.83471e-05	10000	100000	1.17567e-06	1e+06	1.17795e-05	-1.12769e-31	20000	100000	1.30054e-06	20000	9.82868	0.0021046	3.01088e-06	4.01723e-05	6.38382e-11	5.87884e-06	5.21349e-07	-1.37696e-44	7.19758e-39	2.0854e-06	1.3268e-08	1.45521e-06	1.31592e-06	-5.30799e-41	2.90824e-33	3.09317e-06	1.6737e-07	5.72583e-08	1.11779e-45	2.38827e-20	5.90057e-46	500000	5.08777e-45	4.85301e-27	100000	-8.08835e-28	2.98091e-28	500000	-4.04418e-27	1.49045e-27	-5.5035e-31	100000	1.05258e-33	-3.8785e-35	100000	3.08944e-08	2.4658e-20
44	2989.95	189.952	100	20000	0.000599828	1.32521e-07	1000	10000	1.56587e-06	40000	2.01113e-05	10000	100000	1.32842e-06	1e+06	1.31529e-05	3.39318e-31	20000	100000	1.46259e-06	20000	10.046	0.00220186	3.22307e-06	4.20731e-05	7.14727e-11	6.45218e-06	5.59854e-07	4.14178e-44	-2.16577e-38	2.23942e-06	1.4439e-08	1.60158e-06	1.43204e-06	1.59522e-40	-8.75084e-33	3.47428e-06	1.83865e-07	6.66037e-08	1.97088e-45	3.19285e-20	1.0188e-45	500000	8.89409e-45	-1.46026e-26	100000	2.43377e-27	-8.96949e-28	500000	1.21688e-26	-4.48474e-27	1.65599e-30	100000	-3.16719e-33	1.16703e-34	100000	3.50232e-08	3.21032e-20
45	2989.73	189.735	100	20000	0.000642053	1.47566e-07	1000	10000	1.69703e-06	40000	2.19959e-05	10000	100000	1.49633e-06	1e+06	1.46458e-05	-8.7436e-31	20000	100000	1.64006e-06	20000	10.2627	0.00230124	3.44488e-06	4.40164e-05	7.97891e-11	7.0662e-06	6.00189e-07	-1.06738e-43	5.58076e-38	2.40076e-06	1.56792e-08	1.75817e-06	1.55501e-06	-4.11282e-40	2.25493e-32	3.89146e-06	2.01515e-07	7.71787e-08	3.13237e-45	4.23631e-20	1.74483e-45	500000	1.51824e-44	3.76282e-26	100000	-6.27136e-27	2.31127e-27	500000	-3.13568e-26	1.15563e-26	-4.26717e-30	100000	8.16126e-33	-3.00722e-34	100000	3.95758e-08	4.15067e-20
46	2989.52	189.519	100	20000	0.000686191	1.63886e-07	1000	10000	1.83553e-06	40000	2.40059e-05	10000	100000	1.68041e-06	1e+06	1.62653e-05	7.29382e-31	20000	100000	1.83396e-06	20000	10.479	0.00240273	3.6765e-06	4.6002e-05	8.88284e-11	7.72277e-06	6.42395e-07	8.90391e-44	-4.6554e-38	2.56958e-06	1.69906e-08	1.92538e-06	1.68505e-06	3.42974e-40	-1.88104e-32	4.34715e-06	2.20368e-07	8.91074e-08	5.29451e-45	5.58076e-20	2.93389e-45	500000	2.50498e-44	-3.1389e-26	100000	5.2315e-27	-1.92804e-27	500000	2.61575e-26	-9.64018e-27	3.55963e-30	100000	-6.80804e-33	2.5086e-34	100000	4.45829e-08	5.33128e-20
47	2989.3	189.303	100	20000	0.000732282	1.81553e-07	1000	10000	1.98157e-06	40000	2.61463e-05	10000	100000	1.88177e-06	1e+06	1.80184e-05	7.42529e-31	20000	100000	2.04537e-06	20000	10.6948	0.00250634	3.91814e-06	4.80298e-05	9.86325e-11	8.42378e-06	6.86511e-07	9.06512e-44	-4.73929e-38	2.74604e-06	1.83753e-08	2.10359e-06	1.82235e-06	3.49204e-40	-1.91494e-32	4.84386e-06	2.40473e-07	1.02523e-07	8.59222e-45	7.30159e-20	4.87537e-45	500000	4.09575e-44	-3.19548e-26	100000	5.3258e-27	-1.96279e-27	500000	2.6629e-26	-9.81395e-27	3.6238e-30	100000	-6.93076e-33	2.55381e-34	100000	5.00765e-08	6.80468e-20
48	2989.09	189.087	100	20000	0.000780366	2.00642e-07	1000	10000	2.13536e-06	40000	2.8422e-05	10000	100000	2.10151e-06	1e+06	1.99125e-05	-4.00233e-30	20000	100000	2.27538e-06	20000	10.9101	0.00261204	4.17e-06	5.00997e-05	1.09245e-10	9.17114e-06	7.32578e-07	-4.88556e-43	2.55456e-37	2.93031e-06	1.98353e-08	2.29321e-06	1.96712e-06	-1.88221e-39	1.03218e-31	5.38421e-06	2.61882e-07	1.17567e-07	1.33932e-44	9.49058e-20	8.0136e-45	500000	6.65296e-44	1.7224e-25	100000	-2.87067e-26	1.05797e-26	500000	-1.43534e-25	5.28984e-26	-1.95327e-29	100000	3.73577e-32	-1.37654e-33	100000	5.60899e-08	8.63322e-20
49	2988.87	188.872	100	20000	0.000830482	2.21228e-07	1000	10000	2.2971e-06	40000	3.08383e-05	10000	100000	2.3408e-06	1e+06	2.19551e-05	9.60981e-30	20000	100000	2.52513e-06	20000	11.125	0.00271984	4.43227e-06	5.22117e-05	1.2071e-10	9.96683e-06	7.80635e-07	1.17313e-42	-6.13362e-37	3.12254e-06	2.13728e-08	2.49464e-06	2.11956e-06	4.51978e-39	-2.47832e-31	5.9709e-06	2.84644e-07	1.34392e-07	2.21535e-44	1.2259e-19	1.29658e-44	500000	1.05352e-43	-4.13559e-25	100000	6.89265e-26	-2.54024e-26	500000	3.44632e-25	-1.27012e-25	4.68991e-29	100000	-8.96978e-32	3.30514e-33	100000	6.26578e-08	1.08906e-19
50	2988.66	188.658	100	20000	0.000882671	2.4339e-07	1000	10000	2.467e-06	40000	3.34004e-05	10000	100000	2.60085e-06	1e+06	2.41542e-05	-1.00338e-29	20000	100000	2.79581e-06	20000	11.3393	0.00282974	4.70517e-06	5.43655e-05	1.33073e-10	1.08128e-05	8.30724e-07	-1.22481e-42	6.40428e-37	3.32289e-06	2.29897e-08	2.70827e-06	2.27988e-06	-4.71842e-39	2.58767e-31	6.60676e-06	3.08809e-07	1.53159e-07	3.37727e-44	1.57413e-19	2.08745e-44	500000	1.68024e-43	4.31807e-25	100000	-7.19678e-26	2.65232e-26	500000	-3.59839e-25	1.32616e-25	-4.89685e-29	100000	9.36556e-32	-3.45098e-33	100000	6.9816e-08	1.36635e-19
51	2988.44	188.444	100	20000	0.000936972	2.67209e-07	1000	10000	2.64527e-06	40000	3.61133e-05	10000	100000	2.88288e-06	1e+06	2.65176e-05	-6.17088e-30	20000	100000	3.08865e-06	20000	11.5531	0.00294172	4.98887e-06	5.65612e-05	1.46381e-10	1.17112e-05	8.82882e-07	-7.53225e-43	3.93869e-37	3.53153e-06	2.46881e-08	2.9345e-06	2.44828e-06	-2.90133e-39	1.59144e-31	7.29469e-06	3.34431e-07	1.7404e-07	5.27095e-44	2.00977e-19	3.32032e-44	500000	2.63374e-43	2.65564e-25	100000	-4.42607e-26	1.6312e-26	500000	-2.21304e-25	8.156e-26	-3.0116e-29	100000	5.75989e-32	-2.12238e-33	100000	7.76019e-08	1.70528e-19
52	2988.23	188.23	100	20000	0.000993424	2.92766e-07	1000	10000	2.8321e-06	40000	3.89825e-05	10000	100000	3.18818e-06	1e+06	2.90535e-05	4.30663e-29	20000	100000	3.40488e-06	20000	11.7665	0.00305578	5.2836e-06	5.87986e-05	1.60684e-10	1.26641e-05	9.37151e-07	5.25733e-42	-2.74878e-36	3.7486e-06	2.64701e-08	3.17374e-06	2.62496e-06	2.02554e-38	-1.11066e-30	8.03772e-06	3.61562e-07	1.97218e-07	8.35372e-44	2.55194e-19	5.21921e-44	500000	4.06348e-43	-1.85336e-24	100000	3.08894e-25	-1.13841e-25	500000	1.54447e-24	-5.69204e-25	2.10178e-28	100000	-4.01981e-31	1.4812e-32	100000	8.60541e-08	2.11764e-19
53	2988.02	188.017	100	20000	0.00105207	3.20148e-07	1000	10000	3.02771e-06	40000	4.20133e-05	10000	100000	3.51807e-06	1e+06	3.17703e-05	-1.08022e-28	20000	100000	3.74583e-06	20000	11.9793	0.00317193	5.58953e-06	6.10777e-05	1.76029e-10	1.36735e-05	9.93568e-07	-1.31865e-41	6.89472e-36	3.97427e-06	2.83377e-08	3.42638e-06	2.81013e-06	-5.08017e-38	2.78584e-30	8.83897e-06	3.90253e-07	2.22886e-07	1.22147e-43	3.22344e-19	8.15983e-44	500000	6.30797e-43	4.64875e-24	100000	-7.74792e-25	2.85544e-25	500000	-3.87396e-24	1.42772e-24	-5.27186e-28	100000	1.00828e-30	-3.71526e-32	100000	9.52127e-08	2.6171e-19
54	2987.8	187.805	100	20000	0.00111294	3.49439e-07	1000	10000	3.23229e-06	40000	4.5211e-05	10000	100000	3.87392e-06	1e+06	3.46767e-05	1.32986e-28	20000	100000	4.11283e-06	20000	12.1917	0.00329015	5.90687e-06	6.33982e-05	1.92468e-10	1.47416e-05	1.05218e-06	1.6234e-41	-8.48805e-36	4.2087e-06	3.02929e-08	3.69283e-06	3.00398e-06	6.2545e-38	-3.42963e-30	9.70167e-06	4.20559e-07	2.5125e-07	1.92192e-43	4.05127e-19	1.25845e-43	500000	9.53168e-43	-5.72305e-24	100000	9.53842e-25	-3.51532e-25	500000	4.76921e-24	-1.75766e-24	6.49015e-28	100000	-1.24129e-30	4.57383e-32	100000	1.05119e-07	3.21952e-19
55	2987.59	187.593	100	20000	0.00117608	3.80729e-07	1000	10000	3.44606e-06	40000	4.85812e-05	10000	100000	4.25711e-06	1e+06	3.77813e-05	4.34664e-29	20000	100000	4.50726e-06	20000	12.4036	0.00341043	6.23581e-06	6.57602e-05	2.10052e-10	1.58706e-05	1.11301e-06	5.30595e-42	-2.77433e-36	4.45204e-06	3.23378e-08	3.97348e-06	3.20673e-06	2.0443e-38	-1.12097e-30	1.06291e-05	4.52533e-07	2.82526e-07	2.86733e-43	5.06722e-19	1.929e-43	500000	1.44185e-42	-1.87058e-24	100000	3.11763e-25	-1.14898e-25	500000	1.55882e-24	-5.74491e-25	2.12131e-28	100000	-4.05715e-31	1.49496e-32	100000	1.15816e-07	3.94314e-19
56	2987.38	187.381	100	20000	0.00124154	4.14109e-07	1000	10000	3.66921e-06	40000	5.21293e-05	10000	100000	4.6691e-06	1e+06	4.10931e-05	-6.84544e-28	20000	100000	4.93055e-06	20000	12.615	0.00353278	6.57655e-06	6.81635e-05	2.28836e-10	1.70628e-05	1.17611e-06	-8.35648e-41	4.36922e-35	4.70444e-06	3.44744e-08	4.26874e-06	3.41857e-06	-3.21944e-37	1.7654e-29	1.16248e-05	4.8623e-07	3.16944e-07	4.09956e-43	6.30864e-19	2.93677e-43	500000	2.17759e-42	2.94594e-23	100000	-4.9099e-24	1.80951e-24	500000	-2.45495e-23	9.04756e-24	-3.34081e-27	100000	6.38953e-30	-2.35438e-31	100000	1.27347e-07	4.80891e-19
57	2987.17	187.17	100	20000	0.00130933	4.49671e-07	1000	10000	3.90194e-06	40000	5.58609e-05	10000	100000	5.11136e-06	1e+06	4.46215e-05	-1.2873e-29	20000	100000	5.38415e-06	20000	12.8259	0.00365719	6.92928e-06	7.06081e-05	2.48872e-10	1.83203e-05	1.24152e-06	-1.57227e-42	8.21618e-37	4.96607e-06	3.67048e-08	4.57901e-06	3.6397e-06	-6.05971e-39	3.31989e-31	1.26923e-05	5.21705e-07	3.54746e-07	6.21124e-43	7.81926e-19	4.4161e-43	500000	3.21289e-42	5.53993e-25	100000	-9.23321e-26	3.40284e-26	500000	-4.6166e-25	1.70142e-25	-6.28248e-29	100000	1.20157e-31	-4.42749e-33	100000	1.39759e-07	5.84081e-19
58	2986.96	186.96	100	20000	0.00137952	4.87509e-07	1000	10000	4.14445e-06	40000	5.97815e-05	10000	100000	5.58541e-06	1e+06	4.83757e-05	2.49021e-28	20000	100000	5.86958e-06	20000	13.0364	0.00378365	7.29419e-06	7.30937e-05	2.70217e-10	1.96455e-05	1.30927e-06	3.03975e-41	-1.58942e-35	5.23708e-06	3.90309e-08	4.90469e-06	3.87032e-06	1.17104e-37	-6.42212e-30	1.38351e-05	5.59013e-07	3.96185e-07	9.17723e-43	9.65041e-19	6.59951e-43	500000	4.72543e-42	-1.07166e-23	100000	1.78611e-24	-6.58258e-25	500000	8.93054e-24	-3.29129e-24	1.21531e-27	100000	-2.32436e-30	8.56469e-32	100000	1.53098e-07	7.06641e-19
59	2986.75	186.75	100	20000	0.00145212	5.27721e-07	1000	10000	4.39696e-06	40000	6.38968e-05	10000	100000	6.09282e-06	1e+06	5.23654e-05	-3.3606e-29	20000	100000	6.38837e-06	20000	13.2464	0.00391216	7.67148e-06	7.56204e-05	2.92927e-10	2.10408e-05	1.37941e-06	-4.10381e-42	2.14494e-36	5.51762e-06	4.14547e-08	5.24618e-06	4.11063e-06	-1.58219e-38	8.66681e-31	1.50571e-05	5.9821e-07	4.4153e-07	1.33194e-42	1.1861e-18	9.78423e-43	500000	6.90924e-42	1.44624e-24	100000	-2.4104e-25	8.88336e-26	500000	-1.2052e-24	4.44168e-25	-1.64009e-28	100000	3.13678e-31	-1.15583e-32	100000	1.67413e-07	8.51677e-19
60	2986.54	186.54	100	20000	0.0015272	5.70405e-07	1000	10000	4.65965e-06	40000	6.82126e-05	10000	100000	6.63519e-06	1e+06	5.66003e-05	-1.46518e-29	20000	100000	6.94212e-06	20000	13.4559	0.00404272	8.06135e-06	7.81881e-05	3.17061e-10	2.25085e-05	1.45196e-06	-1.78926e-42	9.35195e-37	5.80785e-06	4.39783e-08	5.60388e-06	4.36083e-06	-6.90863e-39	3.77863e-31	1.63622e-05	6.39352e-07	4.91063e-07	1.91955e-42	1.45198e-18	1.43898e-42	500000	1.00244e-41	6.30543e-25	100000	-1.05091e-25	3.87304e-26	500000	-5.25453e-25	1.93652e-25	-7.1506e-29	100000	1.3676e-31	-5.03926e-33	100000	1.82753e-07	1.02274e-18
61	2986.33	186.331	100	20000	0.00160477	6.15662e-07	1000	10000	4.93273e-06	40000	7.27344e-05	10000	100000	7.21415e-06	1e+06	6.10904e-05	-1.73336e-29	20000	100000	7.53244e-06	20000	13.6649	0.00417531	8.46397e-06	8.07965e-05	3.42677e-10	2.4051e-05	1.52698e-06	-2.11383e-42	1.10647e-36	6.10792e-06	4.66037e-08	5.97819e-06	4.62112e-06	-8.15528e-39	4.47025e-31	1.77543e-05	6.82497e-07	5.4508e-07	2.75068e-42	1.77067e-18	2.10194e-42	500000	1.44445e-41	7.45953e-25	100000	-1.24326e-25	4.58193e-26	500000	-6.21628e-25	2.29097e-25	-8.45939e-29	100000	1.61792e-31	-5.96159e-33	100000	1.99169e-07	1.22386e-18
62	2986.12	186.122	100	20000	0.00168488	6.63594e-07	1000	10000	5.21639e-06	40000	7.74681e-05	10000	100000	7.83139e-06	1e+06	6.58459e-05	1.26996e-29	20000	100000	8.16101e-06	20000	13.8734	0.00430994	8.87954e-06	8.34457e-05	3.69836e-10	2.56708e-05	1.6045e-06	1.55878e-42	-8.10226e-37	6.41798e-06	4.93329e-08	6.36951e-06	4.89169e-06	6.0162e-39	-3.27515e-31	1.92374e-05	7.27701e-07	6.03891e-07	3.91685e-42	2.15131e-18	3.04781e-42	500000	2.06628e-41	-5.46527e-25	100000	9.10878e-26	-3.35698e-26	500000	4.55439e-25	-1.67849e-25	6.19782e-29	100000	-1.18537e-31	4.36789e-33	100000	2.16715e-07	1.45957e-18
63	2985.91	185.914	100	20000	0.00176757	7.14307e-07	1000	10000	5.51084e-06	40000	8.24196e-05	10000	100000	8.48863e-06	1e+06	7.08773e-05	6.86897e-30	20000	100000	8.82953e-06	20000	14.0815	0.00444659	9.30826e-06	8.61356e-05	3.98599e-10	2.73703e-05	1.68455e-06	8.59024e-43	-4.37701e-37	6.73819e-06	5.21678e-08	6.77824e-06	5.17275e-06	3.37967e-39	-1.77147e-31	2.08159e-05	7.75022e-07	6.67821e-07	5.54008e-42	2.60445e-18	4.39001e-42	500000	2.93645e-41	-2.95607e-25	100000	4.92678e-26	-1.81573e-26	500000	2.46339e-25	-9.07865e-26	3.35229e-29	100000	-6.41148e-32	2.3626e-33	100000	2.35444e-07	1.73499e-18
64	2985.71	185.706	100	20000	0.00185287	7.67906e-07	1000	10000	5.81627e-06	40000	8.75945e-05	10000	100000	9.18763e-06	1e+06	7.6195e-05	1.96277e-29	20000	100000	9.53976e-06	20000	14.2891	0.00458527	9.75031e-06	8.8866e-05	4.2903e-10	2.9152e-05	1.76717e-06	2.43651e-42	-1.25146e-36	7.0687e-06	5.51104e-08	7.20477e-06	5.46448e-06	9.5828e-39	-5.06189e-31	2.2494e-05	8.24518e-07	7.37212e-07	7.79437e-42	3.14235e-18	6.29386e-42	500000	4.15168e-41	-8.44682e-25	100000	1.4078e-25	-5.18837e-26	500000	7.03902e-25	-2.59418e-25	9.57901e-29	100000	-1.83205e-31	6.75086e-33	100000	2.55412e-07	2.05593e-18
65	2985.5	185.499	100	20000	0.00194082	8.24502e-07	1000	10000	6.13288e-06	40000	9.29989e-05	10000	100000	9.9302e-06	1e+06	8.18099e-05	2.90477e-30	20000	100000	1.02935e-05	20000	14.4962	0.00472597	1.02059e-05	9.16368e-05	4.61191e-10	3.10185e-05	1.85241e-06	4.25919e-43	-1.83227e-37	7.40966e-06	5.81628e-08	7.64951e-06	5.76709e-06	2.06279e-39	-7.49121e-32	2.42762e-05	8.76247e-07	8.12419e-07	1.08722e-41	3.77847e-18	8.94418e-42	500000	5.82077e-41	-1.25007e-25	100000	2.08345e-26	-7.67842e-27	500000	1.04173e-25	-3.83921e-26	1.41763e-29	100000	-2.7113e-32	9.99342e-34	100000	2.76675e-07	2.42872e-18
66	2985.29	185.292	100	20000	0.00203147	8.84203e-07	1000	10000	6.46087e-06	40000	9.86387e-05	10000	100000	1.07182e-05	1e+06	8.77329e-05	5.15529e-30	20000	100000	1.10925e-05	20000	14.7028	0.00486869	1.06752e-05	9.4448e-05	4.95149e-10	3.29725e-05	1.9403e-06	7.44985e-43	-3.25677e-37	7.76121e-06	6.13268e-08	8.11285e-06	6.08078e-06	3.66714e-39	-1.32952e-31	2.6167e-05	9.30269e-07	8.93815e-07	1.50989e-41	4.52874e-18	1.26464e-41	500000	8.11962e-41	-2.21858e-25	100000	3.69764e-26	-1.36274e-26	500000	1.84882e-25	-6.8137e-26	2.51596e-29	100000	-4.81193e-32	1.77349e-33	100000	2.99292e-07	2.86064e-18
67	2985.09	185.086	100	20000	0.00212484	9.47123e-07	1000	10000	6.80043e-06	40000	0.00010452	10000	100000	1.15534e-05	1e+06	9.39752e-05	6.38872e-30	20000	100000	1.19388e-05	20000	14.909	0.00501341	1.11583e-05	9.72994e-05	5.30969e-10	3.50164e-05	2.03088e-06	9.56678e-43	-4.02815e-37	8.12352e-06	6.46045e-08	8.59519e-06	6.40572e-06	5.06818e-39	-1.64761e-31	2.8171e-05	9.86642e-07	9.81789e-07	2.08369e-41	5.41087e-18	1.77525e-41	500000	1.12508e-40	-2.74939e-25	100000	4.58232e-26	-1.68878e-26	500000	2.29116e-25	-8.44392e-26	3.11792e-29	100000	-5.96321e-32	2.19786e-33	100000	3.23323e-07	3.35971e-18
68	2984.88	184.88	100	20000	0.00222098	1.01338e-06	1000	10000	7.15175e-06	40000	0.000110648	10000	100000	1.24378e-05	1e+06	0.000100548	1.25482e-29	20000	100000	1.28342e-05	20000	15.1147	0.00516014	1.16556e-05	0.000100191	5.68719e-10	3.7153e-05	2.12418e-06	1.78951e-42	-7.93911e-37	8.49673e-06	6.79978e-08	9.09693e-06	6.74213e-06	9.14451e-39	-3.23611e-31	3.0293e-05	1.04543e-06	1.07675e-06	2.86004e-41	6.44518e-18	2.47755e-41	500000	1.55031e-40	-5.40014e-25	100000	9.00023e-26	-3.31697e-26	500000	4.50011e-25	-1.65849e-25	6.12396e-29	100000	-1.17125e-31	4.3165e-33	100000	3.4883e-07	3.93492e-18
