Time	[thrombin]	[thrombin_R]	[pro_thrombinR]	[thrombin_ligand]	[thrombinR active]	[RGS]	[Inositol]	[sa40_degraded]	[thrombinR]	[RGS]	[GTP]	[G_sub_q_endsub__alpha_.GTP]	[GDP]	[IP3R]	[3IP3.IP3R]	[p115RhoGEF]	[Rho-kinase]	[RhoGAP]	[DAG]	[IP3]	[Rho_GAP]	[Rho.GTP]	[PIP2]	[PC]	[Rho.GDP]	[Rho_GEF]	[Rho_GEF_active]	[Rho.GTP.Rho-kinase]	[Ca_super_2_plus__endsuper_.CaM]	[2Ca_super_2_plus__endsuper_.CaM]	[3Ca_super_2_plus__endsuper_.CaM]	[4Ca_super_2_plus__endsuper_.CaM]	[MLCK]	[MLCK.Ca_super_2_plus__endsuper_.CaM]	[MLCK.2Ca_super_2_plus__endsuper_.CaM]	[MLCK.3Ca_super_2_plus__endsuper_.CaM]	[MLCK.4Ca_super_2_plus__endsuper_.CaM]	[PKC]	[PKC active1]	[PKC.DAG]	[PKC active_2]	[PKC active_3]	[csa39_degraded]	[csa36_degraded]	[csa35_degraded]	[PKC active_1.CPI]	[PKC active_2.CPI]	[PKC active_3.CPI]	[CPI-17.MYPT1_PPase]	[CPI-17.MYPT1_PPase]	[CPI-17]	[MLC]	[MLC]	[Rho-kinase.MLC]	[Rho-kinase.MLC]	[CPI-17]	[Ca_super_2_plus__endsuper_]	[CaM]	[Ca_super_2_plus__endsuper_ store]	[G_beta__gamma__1]	[G_beta__gamma__2]	[PLC_beta_]	[Ca_super_2_plus__endsuper_ trunsp]	[Ca_super_2_plus__endsuper_ pump]	[G_sub_12_endsub__alpha__beta__gamma__thrombinR active]	[p115RhoGEF.GTP_alpha_]	[G_sub_12_endsub__alpha__beta__gamma_]	[G_sub_12_endsub__alpha_.GDP]	[G_sub_12_endsub__alpha_.GTP]	[G_sub_q_endsub__alpha_.GDP]	[G_sub_q_endsub__alpha__beta__gamma__thrombinR active]	[G_sub_q_endsub__alpha__beta__gamma_]	[PLC_beta_.G_sub_q_endsub__alpha_.GTP]	[2Ca_super_2_plus__endsuper_ .Ca_super_2_plus__endsuper_ trunsp]	[Ca_super_2_plus__endsuper_  pump.Ca_super_2_plus__endsuper_]	[Rho.GTP.Rho-kinase.MLC]	[Rho.GTP.Rho-kinase.MLC]	[MLC]	[MYPT1.Rho-kinase]	[MYPT1.MLC]	[MYPT1.MLC]	[MYPT1.MLC]	[MYPT1.MLC]	[MLCK.MLC]	[MLCK.MLC]	[MYPT1.Rho-kinase]	[MLCK.4Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.3Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.4Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.3Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.2Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.2Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.Ca_super_2_plus__endsuper_.CaM.MLC]	[Ca_super_2_plus__endsuper_ ext leak]	[Ca_super_2_plus__endsuper_ ext]	[Ca_super_2_plus__endsuper_ int leak]	[PLC_beta_.G_sub_q_endsub__alpha_.GTP.Ca_super_2_plus__endsuper_]	[PKC.Ca_super_2_plus__endsuper_.DAG]	[PKC.Ca_super_2_plus__endsuper_]	[PLC_beta_.G_sub_q_endsub_.GTP.Ca.PIP2]	[PLC_beta_.Ca.PIP2]	[PLC_beta_.Ca_super_2_plus__endsuper_]	[MYPT1_PPase]	[MYPT1_PPase]
73	0	0	0.42	0	0	0.2	57.0688	0	0	0.2	50	4.43277e-25	5	0.00833079	2.20911e-06	0.0958982	0.00787023	0.0998454	4.97759	0.298199	0.000154559	0.00438113	10	52.0479	0.0854998	0.00410176	0	0.000678951	0.33424	0.00633712	3.11902e-05	5.2906e-08	0.640128	0.0428328	0.00090303	0.0093421	1.7073e-05	2.54414	0.0508828	0.0381372	0.0472827	0.00303915	9.09898e-06	0.000197378	0.000170158	0.000624083	0.000579933	3.72775e-05	0.00959171	0.00959171	1.71713e-05	0.057147	0.057147	0.0076117	0.0076117	1.71713e-05	0.0853502	19.5805	153.62	0	0	0.577547	0.474096	0.0319106	0	0	0.5	0	0	3.98247e-24	0	0.5	6.48544e-25	0.025904	0.0680894	0.000137369	0.000137369	0.057147	0.0247831	0.000508032	0.000508032	0.000508032	0.000508032	0.00216066	0.00216066	0.0247831	8.51098e-07	0.00046566	8.51098e-07	0.00046566	4.50487e-05	4.50487e-05	0.00213672	0.00213672	0.00833	4000	0.001	1.66021e-24	0.000300922	0.130348	3.32049e-24	0.0745461	0.147907	0.566722	0.566722
74	0	0	0.42	0	0	0.2	57.8143	0	0	0.2	50	4.40699e-25	5	0.00833079	2.20836e-06	0.0958987	0.00787125	0.0998453	4.97648	0.298165	0.000154681	0.00438459	10	52.7945	0.0854913	0.00410134	0	0.000679754	0.334193	0.00633536	3.11817e-05	5.28866e-08	0.640047	0.0428195	0.000902577	0.00941343	1.71858e-05	2.54419	0.0508836	0.0381229	0.047275	0.00303613	9.23962e-06	0.000199567	0.000172514	0.000624159	0.000579899	3.72443e-05	0.00959169	0.00959169	1.71731e-05	0.0572484	0.0572484	0.00761172	0.00761172	1.71731e-05	0.0853383	19.5805	153.614	0	0	0.577572	0.474103	0.0319136	0	0	0.5	0	0	4.02882e-24	0	0.5	6.44793e-25	0.025897	0.0680864	0.000137644	0.000137644	0.0572484	0.0247759	0.000509155	0.000509155	0.000509155	0.000509155	0.00216215	0.00216215	0.0247759	8.5743e-07	0.000469606	8.5743e-07	0.000469606	4.50629e-05	4.50629e-05	0.00213781	0.00213781	0.00833	4000	0.001	1.65036e-24	0.000300786	0.130327	3.30081e-24	0.0745379	0.14789	0.566486	0.566486
75	0	0	0.42	0	0	0.2	58.5596	0	0	0.2	50	4.38134e-25	5	0.00833079	2.20766e-06	0.0958991	0.00787226	0.0998452	4.97544	0.298134	0.000154801	0.004388	10	53.5408	0.085483	0.00410092	0	0.000680544	0.334149	0.00633373	3.11741e-05	5.28694e-08	0.639965	0.0428068	0.00090215	0.00948424	1.72977e-05	2.54422	0.0508844	0.0381093	0.0472678	0.00303328	9.38013e-06	0.000201756	0.00017487	0.00062423	0.000579867	3.72128e-05	0.00959168	0.00959168	1.71748e-05	0.0573495	0.0573495	0.00761174	0.00761174	1.71748e-05	0.0853274	19.5805	153.608	0	0	0.577594	0.474109	0.0319164	0	0	0.5	0	0	4.0749e-24	0	0.5	6.41059e-25	0.0258906	0.0680836	0.000137917	0.000137917	0.0573495	0.0247689	0.000510272	0.000510272	0.000510272	0.000510272	0.00216364	0.00216364	0.0247689	8.63724e-07	0.000473529	8.63724e-07	0.000473529	4.50781e-05	4.50781e-05	0.00213891	0.00213891	0.00833	4000	0.001	1.64059e-24	0.00030066	0.130307	3.28125e-24	0.0745304	0.147875	0.566253	0.566253
76	0	0	0.42	0	0	0.2	59.3049	0	0	0.2	50	4.35583e-25	5	0.00833079	2.20701e-06	0.0958995	0.00787326	0.0998451	4.97448	0.298105	0.00015492	0.00439136	10	54.2871	0.0854748	0.00410052	0	0.000681322	0.334109	0.00633223	3.11673e-05	5.2854e-08	0.639883	0.0427947	0.000901746	0.00955452	1.74087e-05	2.54426	0.0508851	0.0380963	0.0472612	0.00303058	9.52051e-06	0.000203944	0.000177225	0.000624296	0.000579839	3.7183e-05	0.00959167	0.00959167	1.71763e-05	0.0574502	0.0574502	0.00761174	0.00761174	1.71763e-05	0.0853173	19.5804	153.603	0	0	0.577615	0.474115	0.0319189	0	0	0.5	0	0	4.12072e-24	0	0.5	6.37343e-25	0.0258847	0.0680811	0.000138186	0.000138186	0.0574502	0.0247619	0.000511382	0.000511382	0.000511382	0.000511382	0.00216511	0.00216511	0.0247619	8.69981e-07	0.00047743	8.69981e-07	0.00047743	4.50943e-05	4.50943e-05	0.00214003	0.00214003	0.00833	4000	0.001	1.63087e-24	0.000300542	0.130289	3.26182e-24	0.0745234	0.147862	0.566024	0.566024
77	0	0	0.42	0	0	0.2	60.0502	0	0	0.2	50	4.33044e-25	5	0.00833079	2.20642e-06	0.0958999	0.00787424	0.099845	4.97359	0.298078	0.000155036	0.00439466	10	55.0332	0.0854668	0.00410011	0	0.000682089	0.334071	0.00633085	3.11614e-05	5.28405e-08	0.639801	0.042783	0.000901364	0.00962429	1.7519e-05	2.54429	0.0508857	0.0380838	0.047255	0.00302802	9.66076e-06	0.000206132	0.000179581	0.000624358	0.000579814	3.71548e-05	0.00959166	0.00959166	1.71778e-05	0.0575505	0.0575505	0.00761174	0.00761174	1.71778e-05	0.085308	19.5804	153.597	0	0	0.577634	0.474121	0.0319213	0	0	0.5	0	0	4.16626e-24	0	0.5	6.33644e-25	0.0258792	0.0680787	0.000138453	0.000138453	0.0575505	0.0247551	0.000512487	0.000512487	0.000512487	0.000512487	0.00216657	0.00216657	0.0247551	8.76202e-07	0.000481308	8.76202e-07	0.000481308	4.51114e-05	4.51114e-05	0.00214117	0.00214117	0.00833	4000	0.001	1.62122e-24	0.000300433	0.130273	3.24252e-24	0.074517	0.147849	0.565799	0.565799
78	0	0	0.42	0	0	0.2	60.7953	0	0	0.2	50	4.30518e-25	5	0.00833079	2.20587e-06	0.0959003	0.00787521	0.0998448	4.97277	0.298054	0.000155151	0.00439791	10	55.7792	0.0854588	0.00409972	0	0.000682844	0.334037	0.00632957	3.11562e-05	5.28287e-08	0.639719	0.0427718	0.000901003	0.00969355	1.76284e-05	2.54432	0.0508863	0.038072	0.0472494	0.00302561	9.80091e-06	0.00020832	0.000181938	0.000624415	0.000579791	3.71281e-05	0.00959164	0.00959164	1.71792e-05	0.0576504	0.0576504	0.00761173	0.00761173	1.71792e-05	0.0852994	19.5803	153.591	0	0	0.577652	0.474126	0.0319235	0	0	0.5	0	0	4.21154e-24	0	0.5	6.29963e-25	0.0258742	0.0680765	0.000138718	0.000138718	0.0576504	0.0247484	0.000513584	0.000513584	0.000513584	0.000513584	0.00216803	0.00216803	0.0247484	8.82386e-07	0.000485164	8.82386e-07	0.000485164	4.51292e-05	4.51292e-05	0.00214232	0.00214232	0.00833	4000	0.001	1.61163e-24	0.000300331	0.130258	3.22334e-24	0.074511	0.147837	0.565577	0.565577
79	0	0	0.42	0	0	0.2	61.5404	0	0	0.2	50	4.28006e-25	5	0.00833079	2.20536e-06	0.0959007	0.00787617	0.0998447	4.97201	0.298031	0.000155264	0.00440112	10	56.525	0.085451	0.00409933	0	0.000683588	0.334005	0.00632838	3.11516e-05	5.28184e-08	0.639638	0.0427611	0.000900659	0.00976231	1.7737e-05	2.54435	0.0508869	0.0380608	0.0472442	0.00302333	9.94094e-06	0.000210507	0.000184294	0.000624469	0.00057977	3.71028e-05	0.00959163	0.00959163	1.71805e-05	0.0577498	0.0577498	0.00761171	0.00761171	1.71805e-05	0.0852914	19.5803	153.585	0	0	0.577668	0.47413	0.0319255	0	0	0.5	0	0	4.25655e-24	0	0.5	6.263e-25	0.0258695	0.0680745	0.000138979	0.000138979	0.0577498	0.0247417	0.000514675	0.000514675	0.000514675	0.000514675	0.00216947	0.00216947	0.0247417	8.88534e-07	0.000488998	8.88534e-07	0.000488998	4.51477e-05	4.51477e-05	0.00214348	0.00214348	0.00833	4000	0.001	1.6021e-24	0.000300236	0.130244	3.20428e-24	0.0745055	0.147826	0.565358	0.565358
80	0	0	0.42	0	0	0.2	62.2855	0	0	0.2	50	4.25507e-25	5	0.0083308	2.20489e-06	0.0959011	0.00787711	0.0998446	4.9713	0.29801	0.000155375	0.00440427	10	57.2708	0.0854433	0.00409895	0	0.000684321	0.333975	0.00632729	3.11477e-05	5.28095e-08	0.639556	0.0427507	0.000900334	0.00983057	1.78448e-05	2.54437	0.0508874	0.0380502	0.0472394	0.00302118	1.00809e-05	0.000212695	0.00018665	0.000624519	0.000579751	3.70789e-05	0.00959162	0.00959162	1.71817e-05	0.0578486	0.0578486	0.00761169	0.00761169	1.71817e-05	0.0852841	19.5802	153.579	0	0	0.577683	0.474135	0.0319274	0	0	0.5	0	0	4.3013e-24	0	0.5	6.22655e-25	0.0258652	0.0680726	0.000139238	0.000139238	0.0578486	0.0247352	0.000515758	0.000515758	0.000515758	0.000515758	0.0021709	0.0021709	0.0247352	8.94646e-07	0.000492811	8.94646e-07	0.000492811	4.51669e-05	4.51669e-05	0.00214464	0.00214464	0.00833	4000	0.001	1.59264e-24	0.000300148	0.130231	3.18535e-24	0.0745004	0.147816	0.565143	0.565143
81	0	0	0.42	0	0	0.2	63.0305	0	0	0.2	50	4.23021e-25	5	0.0083308	2.20446e-06	0.0959014	0.00787804	0.0998445	4.97065	0.29799	0.000155485	0.00440738	10	58.0164	0.0854357	0.00409857	0	0.000685042	0.333948	0.00632628	3.11444e-05	5.28019e-08	0.639475	0.0427406	0.000900024	0.00989835	1.79518e-05	2.5444	0.0508879	0.0380401	0.0472349	0.00301915	1.02207e-05	0.000214882	0.000189006	0.000624566	0.000579734	3.70564e-05	0.00959161	0.00959161	1.71828e-05	0.057947	0.057947	0.00761165	0.00761165	1.71828e-05	0.0852773	19.5802	153.574	0	0	0.577697	0.474139	0.0319291	0	0	0.5	0	0	4.34579e-24	0	0.5	6.19029e-25	0.0258613	0.0680709	0.000139494	0.000139494	0.057947	0.0247288	0.000516834	0.000516834	0.000516834	0.000516834	0.00217232	0.00217232	0.0247288	9.00722e-07	0.000496601	9.00722e-07	0.000496601	4.51866e-05	4.51866e-05	0.00214581	0.00214581	0.00833	4000	0.001	1.58323e-24	0.000300066	0.130219	3.16653e-24	0.0744957	0.147807	0.564931	0.564931
82	0	0	0.42	0	0	0.2	63.7754	0	0	0.2	50	4.20549e-25	5	0.0083308	2.20406e-06	0.0959018	0.00787896	0.0998444	4.97004	0.297973	0.000155592	0.00441043	10	58.762	0.0854283	0.0040982	0	0.000685753	0.333922	0.00632535	3.11416e-05	5.27956e-08	0.639393	0.042731	0.000899729	0.00996564	1.8058e-05	2.54442	0.0508883	0.0380305	0.0472308	0.00301724	1.03604e-05	0.000217069	0.000191362	0.000624609	0.000579719	3.70351e-05	0.0095916	0.0095916	1.71838e-05	0.0580447	0.0580447	0.00761161	0.00761161	1.71838e-05	0.0852711	19.5801	153.568	0	0	0.57771	0.474142	0.0319307	0	0	0.5	0	0	4.39002e-24	0	0.5	6.15421e-25	0.0258576	0.0680693	0.000139747	0.000139747	0.0580447	0.0247225	0.000517903	0.000517903	0.000517903	0.000517903	0.00217373	0.00217373	0.0247225	9.06762e-07	0.000500369	9.06762e-07	0.000500369	4.52067e-05	4.52067e-05	0.00214699	0.00214699	0.00833	4000	0.001	1.57388e-24	0.00029999	0.130208	3.14783e-24	0.0744914	0.147798	0.564722	0.564722
83	0	0	0.42	0	0	0.2	64.5204	0	0	0.2	50	4.1809e-25	5	0.0083308	2.20369e-06	0.0959022	0.00787986	0.0998443	4.96948	0.297956	0.000155699	0.00441344	10	59.5074	0.085421	0.00409784	0	0.000686453	0.333898	0.00632448	3.11393e-05	5.27903e-08	0.639312	0.0427216	0.000899449	0.0100325	1.81635e-05	2.54444	0.0508887	0.0380215	0.047227	0.00301544	1.05001e-05	0.000219255	0.000193718	0.00062465	0.000579705	3.70151e-05	0.00959159	0.00959159	1.71848e-05	0.0581419	0.0581419	0.00761157	0.00761157	1.71848e-05	0.0852653	19.58	153.562	0	0	0.577722	0.474146	0.0319322	0	0	0.5	0	0	4.43398e-24	0	0.5	6.11832e-25	0.0258542	0.0680678	0.000139997	0.000139997	0.0581419	0.0247163	0.000518964	0.000518964	0.000518964	0.000518964	0.00217512	0.00217512	0.0247163	9.12767e-07	0.000504116	9.12767e-07	0.000504116	4.52274e-05	4.52274e-05	0.00214817	0.00214817	0.00833	4000	0.001	1.56459e-24	0.00029992	0.130197	3.12925e-24	0.0744874	0.14779	0.564516	0.564516
84	0	0	0.42	0	0	0.2	65.2652	0	0	0.2	50	4.15644e-25	5	0.0083308	2.20335e-06	0.0959025	0.00788075	0.0998442	4.96897	0.297941	0.000155803	0.00441641	10	60.2528	0.0854137	0.00409748	0	0.000687142	0.333877	0.00632369	3.11375e-05	5.27861e-08	0.639231	0.0427126	0.000899181	0.0100988	1.82682e-05	2.54446	0.0508891	0.0380129	0.0472235	0.00301375	1.06397e-05	0.000221442	0.000196074	0.000624688	0.000579693	3.69963e-05	0.00959158	0.00959158	1.71857e-05	0.0582386	0.0582386	0.00761152	0.00761152	1.71857e-05	0.08526	19.58	153.557	0	0	0.577733	0.474149	0.0319336	0	0	0.5	0	0	4.47769e-24	0	0.5	6.08261e-25	0.0258511	0.0680664	0.000140245	0.000140245	0.0582386	0.0247101	0.000520017	0.000520017	0.000520017	0.000520017	0.00217651	0.00217651	0.0247101	9.18736e-07	0.000507841	9.18736e-07	0.000507841	4.52483e-05	4.52483e-05	0.00214935	0.00214935	0.00833	4000	0.001	1.55536e-24	0.000299854	0.130188	3.11079e-24	0.0744838	0.147783	0.564314	0.564314
85	0	0	0.42	0	0	0.2	66.0101	0	0	0.2	50	4.13212e-25	5	0.0083308	2.20304e-06	0.0959029	0.00788163	0.0998441	4.96849	0.297927	0.000155906	0.00441933	10	60.9981	0.0854066	0.00409712	0	0.000687821	0.333856	0.00632295	3.1136e-05	5.27828e-08	0.639151	0.0427038	0.000898926	0.0101647	1.83722e-05	2.54447	0.0508894	0.0380049	0.0472202	0.00301216	1.07792e-05	0.000223628	0.00019843	0.000624723	0.000579682	3.69785e-05	0.00959157	0.00959157	1.71866e-05	0.0583345	0.0583345	0.00761146	0.00761146	1.71866e-05	0.0852551	19.5799	153.551	0	0	0.577743	0.474152	0.0319348	0	0	0.5	0	0	4.52114e-24	0	0.5	6.0471e-25	0.0258482	0.0680652	0.00014049	0.00014049	0.0583345	0.0247041	0.000521062	0.000521062	0.000521062	0.000521062	0.00217788	0.00217788	0.0247041	9.24671e-07	0.000511545	9.24671e-07	0.000511545	4.52696e-05	4.52696e-05	0.00215053	0.00215053	0.00833	4000	0.001	1.54618e-24	0.000299794	0.130179	3.09244e-24	0.0744804	0.147776	0.564114	0.564114
86	0	0	0.42	0	0	0.2	66.7549	0	0	0.2	50	4.10793e-25	5	0.0083308	2.20275e-06	0.0959032	0.0078825	0.099844	4.96805	0.297914	0.000156007	0.0044222	10	61.7434	0.0853996	0.00409678	0	0.000688489	0.333837	0.00632227	3.1135e-05	5.27804e-08	0.63907	0.0426953	0.000898681	0.0102301	1.84754e-05	2.54449	0.0508897	0.0379973	0.0472172	0.00301066	1.09186e-05	0.000225814	0.000200787	0.000624757	0.000579673	3.69618e-05	0.00959155	0.00959155	1.71874e-05	0.0584299	0.0584299	0.00761139	0.00761139	1.71874e-05	0.0852505	19.5799	153.546	0	0	0.577753	0.474154	0.031936	0	0	0.5	0	0	4.56434e-24	0	0.5	6.01177e-25	0.0258456	0.068064	0.000140732	0.000140732	0.0584299	0.0246982	0.000522099	0.000522099	0.000522099	0.000522099	0.00217924	0.00217924	0.0246982	9.30571e-07	0.000515227	9.30571e-07	0.000515227	4.52912e-05	4.52912e-05	0.00215172	0.00215172	0.00833	4000	0.001	1.53706e-24	0.000299737	0.130171	3.0742e-24	0.0744772	0.14777	0.563918	0.563918
87	0	0	0.42	0	0	0.2	67.4996	0	0	0.2	50	4.08387e-25	5	0.0083308	2.20248e-06	0.0959036	0.00788335	0.0998439	4.96764	0.297902	0.000156107	0.00442503	10	62.4885	0.0853927	0.00409643	0	0.000689148	0.33382	0.00632164	3.11343e-05	5.27787e-08	0.63899	0.042687	0.000898447	0.010295	1.85779e-05	2.5445	0.05089	0.0379901	0.0472145	0.00300925	1.1058e-05	0.000228	0.000203143	0.000624788	0.000579664	3.69461e-05	0.00959154	0.00959154	1.71881e-05	0.0585246	0.0585246	0.00761133	0.00761133	1.71881e-05	0.0852464	19.5798	153.54	0	0	0.577761	0.474157	0.031937	0	0	0.5	0	0	4.60728e-24	0	0.5	5.97663e-25	0.0258431	0.068063	0.000140972	0.000140972	0.0585246	0.0246923	0.000523128	0.000523128	0.000523128	0.000523128	0.00218058	0.00218058	0.0246923	9.36436e-07	0.000518888	9.36436e-07	0.000518888	4.5313e-05	4.5313e-05	0.0021529	0.0021529	0.00833	4000	0.001	1.528e-24	0.000299684	0.130164	3.05607e-24	0.0744743	0.147764	0.563725	0.563725
88	0	0	0.42	0	0	0.2	68.2444	0	0	0.2	50	4.05995e-25	5	0.0083308	2.20223e-06	0.0959039	0.0078842	0.0998438	4.96726	0.297891	0.000156205	0.00442782	10	63.2337	0.085386	0.0040961	0	0.000689796	0.333804	0.00632106	3.11339e-05	5.27778e-08	0.638911	0.0426789	0.000898221	0.0103595	1.86797e-05	2.54451	0.0508902	0.0379833	0.0472119	0.00300793	1.11973e-05	0.000230186	0.000205499	0.000624817	0.000579657	3.69314e-05	0.00959153	0.00959153	1.71889e-05	0.0586187	0.0586187	0.00761125	0.00761125	1.71889e-05	0.0852425	19.5797	153.535	0	0	0.577769	0.474159	0.031938	0	0	0.5	0	0	4.64997e-24	0	0.5	5.94169e-25	0.0258408	0.068062	0.000141209	0.000141209	0.0586187	0.0246866	0.000524148	0.000524148	0.000524148	0.000524148	0.00218192	0.00218192	0.0246866	9.42267e-07	0.000522528	9.42267e-07	0.000522528	4.5335e-05	4.5335e-05	0.00215408	0.00215408	0.00833	4000	0.001	1.51899e-24	0.000299636	0.130157	3.03806e-24	0.0744717	0.147759	0.563535	0.563535
89	0	0	0.42	0	0	0.2	68.9891	0	0	0.2	50	4.03616e-25	5	0.0083308	2.202e-06	0.0959042	0.00788503	0.0998437	4.96691	0.297881	0.000156302	0.00443056	10	63.9787	0.0853793	0.00409576	0	0.000690435	0.333788	0.00632053	3.11338e-05	5.27775e-08	0.638831	0.0426711	0.000898005	0.0104236	1.87808e-05	2.54453	0.0508905	0.037977	0.0472095	0.00300669	1.13365e-05	0.000232372	0.000207855	0.000624844	0.00057965	3.69175e-05	0.00959152	0.00959152	1.71895e-05	0.0587121	0.0587121	0.00761117	0.00761117	1.71895e-05	0.0852389	19.5797	153.53	0	0	0.577777	0.474161	0.0319389	0	0	0.5	0	0	4.69241e-24	0	0.5	5.90693e-25	0.0258388	0.0680611	0.000141443	0.000141443	0.0587121	0.0246809	0.000525161	0.000525161	0.000525161	0.000525161	0.00218324	0.00218324	0.0246809	9.48064e-07	0.000526147	9.48064e-07	0.000526147	4.53572e-05	4.53572e-05	0.00215525	0.00215525	0.00833	4000	0.001	1.51004e-24	0.00029959	0.13015	3.02015e-24	0.0744692	0.147754	0.563347	0.563347
90	0	0	0.42	0	0	0.2	69.7338	0	0	0.2	50	4.01251e-25	5	0.0083308	2.20179e-06	0.0959046	0.00788584	0.0998436	4.96658	0.297871	0.000156397	0.00443326	10	64.7237	0.0853727	0.00409544	0	0.000691064	0.333774	0.00632003	3.11339e-05	5.27778e-08	0.638752	0.0426634	0.000897797	0.0104871	1.88811e-05	2.54454	0.0508907	0.037971	0.0472073	0.00300552	1.14757e-05	0.000234558	0.000210211	0.000624869	0.000579644	3.69045e-05	0.00959151	0.00959151	1.71901e-05	0.0588048	0.0588048	0.00761109	0.00761109	1.71901e-05	0.0852356	19.5796	153.524	0	0	0.577783	0.474163	0.0319398	0	0	0.5	0	0	4.7346e-24	0	0.5	5.87236e-25	0.0258368	0.0680602	0.000141674	0.000141674	0.0588048	0.0246754	0.000526164	0.000526164	0.000526164	0.000526164	0.00218454	0.00218454	0.0246754	9.53827e-07	0.000529744	9.53827e-07	0.000529744	4.53794e-05	4.53794e-05	0.00215643	0.00215643	0.00833	4000	0.001	1.50114e-24	0.000299548	0.130144	3.00236e-24	0.0744669	0.14775	0.563163	0.563163
91	0	0	0.42	0	0	0.2	70.4784	0	0	0.2	50	3.98899e-25	5	0.0083308	2.2016e-06	0.0959049	0.00788665	0.0998435	4.96629	0.297863	0.000156491	0.00443592	10	65.4687	0.0853663	0.00409512	0	0.000691683	0.333761	0.00631957	3.11343e-05	5.27787e-08	0.638674	0.042656	0.000897597	0.0105503	1.89808e-05	2.54455	0.0508909	0.0379654	0.0472053	0.00300443	1.16148e-05	0.000236744	0.000212568	0.000624893	0.000579639	3.68922e-05	0.0095915	0.0095915	1.71907e-05	0.0588968	0.0588968	0.00761101	0.00761101	1.71907e-05	0.0852326	19.5795	153.519	0	0	0.57779	0.474165	0.0319406	0	0	0.5	0	0	4.77654e-24	0	0.5	5.83798e-25	0.025835	0.0680594	0.000141903	0.000141903	0.0588968	0.0246699	0.00052716	0.00052716	0.00052716	0.00052716	0.00218584	0.00218584	0.0246699	9.59556e-07	0.000533321	9.59556e-07	0.000533321	4.54018e-05	4.54018e-05	0.00215759	0.00215759	0.00833	4000	0.001	1.4923e-24	0.000299509	0.130139	2.98467e-24	0.0744648	0.147746	0.562981	0.562981
92	0	0	0.42	0	0	0.2	71.2231	0	0	0.2	50	3.9656e-25	5	0.0083308	2.20142e-06	0.0959052	0.00788745	0.0998434	4.96601	0.297855	0.000156583	0.00443854	10	66.2136	0.0853599	0.0040948	0	0.000692293	0.333749	0.00631914	3.1135e-05	5.278e-08	0.638595	0.0426487	0.000897404	0.010613	1.90798e-05	2.54455	0.050891	0.0379601	0.0472034	0.0030034	1.17539e-05	0.000238929	0.000214924	0.000624915	0.000579634	3.68808e-05	0.00959149	0.00959149	1.71913e-05	0.0589881	0.0589881	0.00761091	0.00761091	1.71913e-05	0.0852298	19.5795	153.513	0	0	0.577795	0.474167	0.0319413	0	0	0.5	0	0	4.81824e-24	0	0.5	5.8038e-25	0.0258334	0.0680587	0.000142129	0.000142129	0.0589881	0.0246645	0.000528147	0.000528147	0.000528147	0.000528147	0.00218712	0.00218712	0.0246645	9.65251e-07	0.000536877	9.65251e-07	0.000536877	4.54243e-05	4.54243e-05	0.00215876	0.00215876	0.00833	4000	0.001	1.48351e-24	0.000299473	0.130134	2.96709e-24	0.0744629	0.147742	0.562802	0.562802
93	0	0	0.42	0	0	0.2	71.9677	0	0	0.2	50	3.94234e-25	5	0.0083308	2.20125e-06	0.0959055	0.00788823	0.0998433	4.96575	0.297847	0.000156674	0.00444111	10	66.9585	0.0853536	0.00409449	0	0.000692894	0.333738	0.00631875	3.11358e-05	5.27819e-08	0.638517	0.0426415	0.000897217	0.0106753	1.91781e-05	2.54456	0.0508912	0.0379551	0.0472017	0.00300244	1.18929e-05	0.000241115	0.00021728	0.000624936	0.00057963	3.687e-05	0.00959148	0.00959148	1.71918e-05	0.0590788	0.0590788	0.00761082	0.00761082	1.71918e-05	0.0852272	19.5794	153.508	0	0	0.577801	0.474168	0.0319419	0	0	0.5	0	0	4.85969e-24	0	0.5	5.7698e-25	0.0258319	0.0680581	0.000142353	0.000142353	0.0590788	0.0246592	0.000529126	0.000529126	0.000529126	0.000529126	0.0021884	0.0021884	0.0246592	9.70912e-07	0.000540412	9.70912e-07	0.000540412	4.54467e-05	4.54467e-05	0.00215991	0.00215991	0.00833	4000	0.001	1.47477e-24	0.000299439	0.130129	2.94962e-24	0.0744611	0.147738	0.562626	0.562626
