Time	[thrombin]	[thrombin_R]	[pro_thrombinR]	[thrombin_ligand]	[thrombinR active]	[RGS]	[Inositol]	[sa40_degraded]	[thrombinR]	[RGS]	[GTP]	[G_sub_q_endsub__alpha_.GTP]	[GDP]	[IP3R]	[3IP3.IP3R]	[p115RhoGEF]	[Rho-kinase]	[RhoGAP]	[DAG]	[IP3]	[Rho_GAP]	[Rho.GTP]	[PIP2]	[PC]	[Rho.GDP]	[Rho_GEF]	[Rho_GEF_active]	[Rho.GTP.Rho-kinase]	[Ca_super_2_plus__endsuper_.CaM]	[2Ca_super_2_plus__endsuper_.CaM]	[3Ca_super_2_plus__endsuper_.CaM]	[4Ca_super_2_plus__endsuper_.CaM]	[MLCK]	[MLCK.Ca_super_2_plus__endsuper_.CaM]	[MLCK.2Ca_super_2_plus__endsuper_.CaM]	[MLCK.3Ca_super_2_plus__endsuper_.CaM]	[MLCK.4Ca_super_2_plus__endsuper_.CaM]	[PKC]	[PKC active1]	[PKC.DAG]	[PKC active_2]	[PKC active_3]	[csa39_degraded]	[csa36_degraded]	[csa35_degraded]	[PKC active_1.CPI]	[PKC active_2.CPI]	[PKC active_3.CPI]	[CPI-17.MYPT1_PPase]	[CPI-17.MYPT1_PPase]	[CPI-17]	[MLC]	[MLC]	[Rho-kinase.MLC]	[Rho-kinase.MLC]	[CPI-17]	[Ca_super_2_plus__endsuper_]	[CaM]	[Ca_super_2_plus__endsuper_ store]	[G_beta__gamma__1]	[G_beta__gamma__2]	[PLC_beta_]	[Ca_super_2_plus__endsuper_ trunsp]	[Ca_super_2_plus__endsuper_ pump]	[G_sub_12_endsub__alpha__beta__gamma__thrombinR active]	[p115RhoGEF.GTP_alpha_]	[G_sub_12_endsub__alpha__beta__gamma_]	[G_sub_12_endsub__alpha_.GDP]	[G_sub_12_endsub__alpha_.GTP]	[G_sub_q_endsub__alpha_.GDP]	[G_sub_q_endsub__alpha__beta__gamma__thrombinR active]	[G_sub_q_endsub__alpha__beta__gamma_]	[PLC_beta_.G_sub_q_endsub__alpha_.GTP]	[2Ca_super_2_plus__endsuper_ .Ca_super_2_plus__endsuper_ trunsp]	[Ca_super_2_plus__endsuper_  pump.Ca_super_2_plus__endsuper_]	[Rho.GTP.Rho-kinase.MLC]	[Rho.GTP.Rho-kinase.MLC]	[MLC]	[MYPT1.Rho-kinase]	[MYPT1.MLC]	[MYPT1.MLC]	[MYPT1.MLC]	[MYPT1.MLC]	[MLCK.MLC]	[MLCK.MLC]	[MYPT1.Rho-kinase]	[MLCK.4Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.3Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.4Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.3Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.2Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.2Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.Ca_super_2_plus__endsuper_.CaM.MLC]	[MLCK.Ca_super_2_plus__endsuper_.CaM.MLC]	[Ca_super_2_plus__endsuper_ ext leak]	[Ca_super_2_plus__endsuper_ ext]	[Ca_super_2_plus__endsuper_ int leak]	[PLC_beta_.G_sub_q_endsub__alpha_.GTP.Ca_super_2_plus__endsuper_]	[PKC.Ca_super_2_plus__endsuper_.DAG]	[PKC.Ca_super_2_plus__endsuper_]	[PLC_beta_.G_sub_q_endsub_.GTP.Ca.PIP2]	[PLC_beta_.Ca.PIP2]	[PLC_beta_.Ca_super_2_plus__endsuper_]	[MYPT1_PPase]	[MYPT1_PPase]
10	0	0	0.42	0	0	0.2	8.35886	0	0	0.2	50	5.90195e-25	5	0.0083295	3.49653e-06	0.0963292	0.00778675	0.0998592	4.42466	0.347314	0.000140842	0.00399142	10	3.96547	0.0868194	0.00367076	0	0.000607858	0.408129	0.0094863	5.64175e-05	1.16681e-07	0.636132	0.0522174	0.00131682	0.00232825	4.84312e-06	2.51572	0.0503126	0.0140538	0.0622232	0.00165331	3.53292e-07	5.13363e-05	2.21318e-05	0.000544567	0.000674521	1.78075e-05	0.00972384	0.00972384	1.51662e-05	0.0547716	0.0547716	0.00755344	0.00755344	1.51662e-05	0.104629	19.4994	154.868	0	0	0.541605	0.461883	0.0276545	0	0	0.5	0	0	4.64802e-25	0	0.5	8.27559e-25	0.0381171	0.0723455	0.0001201	0.0001201	0.0547716	0.0254394	0.000466708	0.000466708	0.000466708	0.000466708	0.00209747	0.00209747	0.0254394	2.33648e-07	0.000112316	2.33648e-07	0.000112316	6.41079e-05	6.41079e-05	0.00254413	0.00254413	0.00833	4000	0.001	2.61427e-24	0.000328919	0.170149	5.23669e-24	0.0865985	0.171796	0.587852	0.587852
11	0	0	0.42	0	0	0.2	9.22418	0	0	0.2	50	5.88434e-25	5	0.00832957	3.4252e-06	0.0962375	0.00779113	0.0998591	4.60766	0.344914	0.000140857	0.00399213	10	4.64331	0.0867203	0.00376252	0	0.000609069	0.4037	0.00927976	5.45941e-05	1.11671e-07	0.636054	0.0520443	0.00131884	0.00254923	5.29712e-06	2.51917	0.0503821	0.0159654	0.0606546	0.00181052	4.33513e-07	5.41795e-05	2.4463e-05	0.000552663	0.000666172	1.97762e-05	0.00966394	0.00966394	1.53672e-05	0.0549374	0.0549374	0.00755418	0.00755418	1.53672e-05	0.103468	19.5039	154.804	0	0	0.543449	0.462659	0.0278782	0	0	0.5	0	0	5.29252e-25	0	0.5	8.25486e-25	0.0373409	0.0721218	0.000120784	0.000120784	0.0549374	0.0254241	0.000468686	0.000468686	0.000468686	0.000468686	0.00210479	0.00210479	0.0254241	2.5683e-07	0.000123582	2.5683e-07	0.000123582	6.44911e-05	6.44911e-05	0.00254574	0.00254574	0.00833	4000	0.001	2.58098e-24	0.000335898	0.166112	5.16063e-24	0.0859809	0.17057	0.587192	0.587192
12	0	0	0.42	0	0	0.2	10.0833	0	0	0.2	50	5.87007e-25	5	0.00832965	3.35115e-06	0.0961638	0.00779476	0.099859	4.7594	0.342401	0.000140992	0.00399616	10	5.34621	0.086636	0.0038362	0	0.000610195	0.399351	0.00907899	5.28411e-05	1.06907e-07	0.63616	0.0517626	0.00131289	0.00276111	5.72724e-06	2.52167	0.0504323	0.0178189	0.0593894	0.00195886	5.20809e-07	5.69575e-05	2.67969e-05	0.00055898	0.000658938	2.16314e-05	0.00963142	0.00963142	1.55252e-05	0.0551225	0.0551225	0.00755503	0.00755503	1.55252e-05	0.102329	19.5086	154.742	0	0	0.545343	0.463419	0.0281014	0	0	0.5	0	0	5.93653e-25	0	0.5	8.24386e-25	0.036581	0.0718986	0.000121344	0.000121344	0.0551225	0.0254104	0.000470766	0.000470766	0.000470766	0.000470766	0.00211084	0.00211084	0.0254104	2.7875e-07	0.00013436	2.7875e-07	0.00013436	6.44134e-05	6.44134e-05	0.00253949	0.00253949	0.00833	4000	0.001	2.54495e-24	0.000341537	0.162822	5.09822e-24	0.0853465	0.169311	0.586623	0.586623
13	0	0	0.42	0	0	0.2	10.9362	0	0	0.2	50	5.85758e-25	5	0.00832972	3.27733e-06	0.0961047	0.00779773	0.0998588	4.88419	0.339865	0.000141213	0.00400257	10	6.06979	0.0865638	0.00389534	0	0.00061127	0.395145	0.00888682	5.11814e-05	1.02446e-07	0.636388	0.0514105	0.00130138	0.00296435	6.13493e-06	2.52352	0.0504696	0.0195981	0.0583352	0.00209794	6.1476e-07	5.96822e-05	2.91328e-05	0.000564101	0.000652591	2.3373e-05	0.00961377	0.00961377	1.56544e-05	0.0552907	0.0552907	0.00755607	0.00755607	1.56544e-05	0.101227	19.5132	154.682	0	0	0.54723	0.46415	0.0283206	0	0	0.5	0	0	6.57943e-25	0	0.5	8.23871e-25	0.0358496	0.0716794	0.000121794	0.000121794	0.0552907	0.025398	0.000472655	0.000472655	0.000472655	0.000472655	0.00211555	0.00211555	0.025398	2.99428e-07	0.000144647	2.99428e-07	0.000144647	6.39968e-05	6.39968e-05	0.00252743	0.00252743	0.00833	4000	0.001	2.51738e-24	0.000345929	0.160056	5.03597e-24	0.0847138	0.168056	0.586127	0.586127
14	0	0	0.42	0	0	0.2	11.7827	0	0	0.2	50	5.846e-25	5	0.00832979	3.20548e-06	0.0960572	0.00780015	0.0998585	4.98587	0.337366	0.000141494	0.00401065	10	6.81031	0.0865015	0.00394275	0	0.00061232	0.391118	0.00870469	4.96253e-05	9.83085e-08	0.636695	0.051016	0.00128615	0.00315946	6.52174e-06	2.52495	0.0504985	0.0212914	0.0574315	0.0022275	7.14931e-07	6.23617e-05	3.14702e-05	0.000568405	0.000646944	2.50016e-05	0.00960419	0.00960419	1.57639e-05	0.0554233	0.0554233	0.00755732	0.00755732	1.57639e-05	0.100173	19.5177	154.625	0	0	0.549078	0.464847	0.0285338	0	0	0.5	0	0	7.22076e-25	0	0.5	8.23694e-25	0.0351534	0.0714662	0.000122148	0.000122148	0.0554233	0.0253866	0.0004742	0.0004742	0.0004742	0.0004742	0.00211898	0.00211898	0.0253866	3.18913e-07	0.000154456	3.18913e-07	0.000154456	6.334e-05	6.334e-05	0.00251123	0.00251123	0.00833	4000	0.001	2.49004e-24	0.000349193	0.157666	4.98031e-24	0.0840945	0.166828	0.58569	0.58569
15	0	0	0.42	0	0	0.2	12.6231	0	0	0.2	50	5.83466e-25	5	0.00832986	3.13658e-06	0.0960193	0.0078021	0.0998582	5.06782	0.334936	0.000141816	0.00401984	10	7.56456	0.0864472	0.00398074	0	0.000613365	0.387287	0.00853321	4.81755e-05	9.44925e-08	0.637048	0.0505992	0.00126857	0.00334694	6.8892e-06	2.52611	0.0505216	0.0228913	0.0566387	0.00234746	8.20878e-07	6.50021e-05	3.38089e-05	0.000572136	0.000641856	2.65181e-05	0.00959898	0.00959898	1.58594e-05	0.0555123	0.0555123	0.00755877	0.00755877	1.58594e-05	0.0991702	19.5221	154.571	0	0	0.550865	0.465505	0.0287394	0	0	0.5	0	0	7.86015e-25	0	0.5	8.23673e-25	0.0344954	0.0712606	0.000122426	0.000122426	0.0555123	0.0253757	0.000475344	0.000475344	0.000475344	0.000475344	0.00212128	0.00212128	0.0253757	3.37274e-07	0.000163809	3.37274e-07	0.000163809	6.25208e-05	6.25208e-05	0.00249225	0.00249225	0.00833	4000	0.001	2.46421e-24	0.00035146	0.155556	4.92863e-24	0.0834954	0.16564	0.585298	0.585298
16	0	0	0.42	0	0	0.2	13.4575	0	0	0.2	50	5.82312e-25	5	0.00832993	3.07115e-06	0.0959889	0.00780368	0.0998578	5.13301	0.332598	0.000142163	0.00402974	10	8.32982	0.0863994	0.00401113	0	0.00061442	0.383662	0.00837246	4.68301e-05	9.09861e-08	0.637425	0.0501742	0.00124965	0.00352732	7.2388e-06	2.52707	0.0505409	0.0243932	0.0559305	0.00245783	9.32158e-07	6.76077e-05	3.61485e-05	0.000575455	0.000637222	2.79238e-05	0.00959615	0.00959615	1.59447e-05	0.0555572	0.0555572	0.00756039	0.00756039	1.59447e-05	0.0982216	19.5263	154.521	0	0	0.552579	0.466123	0.0289368	0	0	0.5	0	0	8.49734e-25	0	0.5	8.23681e-25	0.0338767	0.0710632	0.000122645	0.000122645	0.0555572	0.0253651	0.000476089	0.000476089	0.000476089	0.000476089	0.00212261	0.00212261	0.0253651	3.54592e-07	0.000172734	3.54592e-07	0.000172734	6.15994e-05	6.15994e-05	0.00247155	0.00247155	0.00833	4000	0.001	2.43987e-24	0.000352863	0.153662	4.87994e-24	0.0829207	0.164501	0.58494	0.58494
17	0	0	0.42	0	0	0.2	14.2861	0	0	0.2	50	5.8111e-25	5	0.00832999	3.00942e-06	0.0959646	0.00780498	0.0998575	5.18401	0.330363	0.000142525	0.00404004	10	9.10376	0.0863571	0.0040354	0	0.000615493	0.380242	0.00822224	4.55851e-05	8.77713e-08	0.63781	0.049751	0.00123013	0.00370107	7.57194e-06	2.52791	0.0505577	0.0257952	0.0552891	0.00255876	1.04833e-06	7.01823e-05	3.84889e-05	0.000578466	0.000632968	2.92208e-05	0.00959461	0.00959461	1.60224e-05	0.0555614	0.0555614	0.00756215	0.00756215	1.60224e-05	0.0973273	19.5302	154.473	0	0	0.554213	0.466703	0.0291253	0	0	0.5	0	0	9.1321e-25	0	0.5	8.23631e-25	0.0332969	0.0708747	0.000122821	0.000122821	0.0555614	0.0253548	0.000476472	0.000476472	0.000476472	0.000476472	0.00212317	0.00212317	0.0253548	3.70952e-07	0.000181261	3.70952e-07	0.000181261	6.06217e-05	6.06217e-05	0.00244994	0.00244994	0.00833	4000	0.001	2.41676e-24	0.000353531	0.151942	4.83371e-24	0.0823725	0.163414	0.584605	0.584605
18	0	0	0.42	0	0	0.2	15.1094	0	0	0.2	50	5.7984e-25	5	0.00833005	2.95144e-06	0.0959452	0.00780608	0.0998571	5.22305	0.328236	0.000142894	0.00405051	10	9.88442	0.0863191	0.00405477	0	0.000616591	0.377025	0.00808216	4.44348e-05	8.48277e-08	0.638192	0.0493364	0.00121054	0.00386865	7.88991e-06	2.52866	0.0505727	0.0270972	0.0547026	0.00265051	1.16896e-06	7.27284e-05	4.08301e-05	0.000581237	0.00062904	3.04118e-05	0.00959377	0.00959377	1.60941e-05	0.0555308	0.0555308	0.00756402	0.00756402	1.60941e-05	0.0964862	19.534	154.428	0	0	0.555766	0.467245	0.0293049	0	0	0.5	0	0	9.76428e-25	0	0.5	8.23463e-25	0.0327549	0.0706951	0.000122966	0.000122966	0.0555308	0.0253445	0.000476548	0.000476548	0.000476548	0.000476548	0.00212313	0.00212313	0.0253445	3.86439e-07	0.000189422	3.86439e-07	0.000189422	5.96218e-05	5.96218e-05	0.00242804	0.00242804	0.00833	4000	0.001	2.39469e-24	0.000353584	0.150364	4.78956e-24	0.0818519	0.162382	0.584285	0.584285
19	0	0	0.42	0	0	0.2	15.9274	0	0	0.2	50	5.78491e-25	5	0.0083301	2.89715e-06	0.0959298	0.00780703	0.0998567	5.25205	0.32622	0.000143264	0.00406101	10	10.6702	0.0862848	0.00407017	0	0.000617718	0.374005	0.00795175	4.33735e-05	8.21343e-08	0.638563	0.0489349	0.00119125	0.00403048	8.19391e-06	2.52935	0.0505866	0.0283008	0.0541625	0.00273342	1.29363e-06	7.52484e-05	4.31719e-05	0.000583813	0.000625397	3.15002e-05	0.00959331	0.00959331	1.61607e-05	0.055472	0.055472	0.00756597	0.00756597	1.61607e-05	0.0956969	19.5375	154.385	0	0	0.557235	0.467751	0.0294755	0	0	0.5	0	0	1.03938e-24	0	0.5	8.23137e-25	0.0322491	0.0705245	0.000123091	0.000123091	0.055472	0.0253341	0.000476376	0.000476376	0.000476376	0.000476376	0.00212264	0.00212264	0.0253341	4.01134e-07	0.00019725	4.01134e-07	0.00019725	5.86243e-05	5.86243e-05	0.0024063	0.0024063	0.00833	4000	0.001	2.37351e-24	0.00035313	0.14891	4.74718e-24	0.0813591	0.161405	0.583975	0.583975
20	0	0	0.42	0	0	0.2	16.7406	0	0	0.2	50	5.77054e-25	5	0.00833015	2.84644e-06	0.0959176	0.00780788	0.0998564	5.27266	0.324315	0.00014363	0.0040714	10	11.4596	0.0862535	0.00408239	0	0.000618874	0.371174	0.00783049	4.23949e-05	7.96705e-08	0.638917	0.0485493	0.00117252	0.00418697	8.48505e-06	2.52999	0.0505995	0.0294087	0.0536629	0.0028079	1.42194e-06	7.77444e-05	4.55144e-05	0.000586227	0.00062201	3.249e-05	0.00959305	0.00959305	1.62231e-05	0.0553917	0.0553917	0.00756797	0.00756797	1.62231e-05	0.0949573	19.5409	154.346	0	0	0.558623	0.468222	0.0296371	0	0	0.5	0	0	1.10204e-24	0	0.5	8.22627e-25	0.0317779	0.0703629	0.000123206	0.000123206	0.0553917	0.0253237	0.000476018	0.000476018	0.000476018	0.000476018	0.00212182	0.00212182	0.0253237	4.15113e-07	0.000204774	4.15113e-07	0.000204774	5.76471e-05	5.76471e-05	0.00238505	0.00238505	0.00833	4000	0.001	2.35308e-24	0.000352266	0.147562	4.70633e-24	0.0808937	0.160483	0.583668	0.583668
21	0	0	0.42	0	0	0.2	17.5491	0	0	0.2	50	5.75527e-25	5	0.0083302	2.79915e-06	0.095908	0.00780868	0.099856	5.2863	0.322518	0.000143991	0.00408162	10	12.2516	0.0862247	0.00409205	0	0.000620059	0.368523	0.00771783	4.14931e-05	7.74169e-08	0.639253	0.0481814	0.00115451	0.00433848	8.76434e-06	2.53061	0.0506119	0.0304243	0.0531993	0.00287439	1.55352e-06	8.02182e-05	4.78574e-05	0.000588498	0.000618856	3.33856e-05	0.00959289	0.00959289	1.62818e-05	0.0552964	0.0552964	0.00756999	0.00756999	1.62818e-05	0.0942652	19.544	154.309	0	0	0.559931	0.468661	0.02979	0	0	0.5	0	0	1.16442e-24	0	0.5	8.21916e-25	0.0313393	0.07021	0.000123318	0.000123318	0.0552964	0.025313	0.000475531	0.000475531	0.000475531	0.000475531	0.00212079	0.00212079	0.025313	4.28449e-07	0.000212022	4.28449e-07	0.000212022	5.67025e-05	5.67025e-05	0.00236453	0.00236453	0.00833	4000	0.001	2.33333e-24	0.000351076	0.146311	4.66682e-24	0.0804551	0.159614	0.58336	0.58336
22	0	0	0.42	0	0	0.2	18.3532	0	0	0.2	50	5.73908e-25	5	0.00833024	2.75511e-06	0.0959004	0.00780946	0.0998557	5.29418	0.320827	0.000144343	0.00409161	10	13.0452	0.086198	0.00409965	0	0.000621272	0.366045	0.00761324	4.06623e-05	7.53554e-08	0.639567	0.0478319	0.00113733	0.00448536	9.03269e-06	2.5312	0.0506237	0.0313518	0.0527683	0.00293337	1.68799e-06	8.26712e-05	5.0201e-05	0.000590642	0.000615917	3.41919e-05	0.0095928	0.0095928	1.63371e-05	0.0551916	0.0551916	0.00757202	0.00757202	1.63371e-05	0.0936183	19.5469	154.273	0	0	0.561161	0.469069	0.0299343	0	0	0.5	0	0	1.2265e-24	0	0.5	8.20998e-25	0.0309315	0.0700657	0.000123431	0.000123431	0.0551916	0.0253022	0.000474963	0.000474963	0.000474963	0.000474963	0.00211965	0.00211965	0.0253022	4.41205e-07	0.000219021	4.41205e-07	0.000219021	5.57984e-05	5.57984e-05	0.00234488	0.00234488	0.00833	4000	0.001	2.31418e-24	0.000349632	0.145148	4.62851e-24	0.0800426	0.158797	0.583051	0.583051
23	0	0	0.42	0	0	0.2	19.1533	0	0	0.2	50	5.72199e-25	5	0.00833029	2.71414e-06	0.0958944	0.00781024	0.0998553	5.29734	0.319237	0.000144687	0.00410134	10	13.8396	0.086173	0.00410559	0	0.00062251	0.36373	0.00751621	3.98971e-05	7.34691e-08	0.639859	0.0475013	0.00112104	0.00462792	9.29094e-06	2.53178	0.0506352	0.0321959	0.0523671	0.00298535	1.82504e-06	8.5105e-05	5.25452e-05	0.00059267	0.000613178	3.49139e-05	0.00959274	0.00959274	1.63893e-05	0.0550821	0.0550821	0.00757404	0.00757404	1.63893e-05	0.0930142	19.5496	154.241	0	0	0.562316	0.469447	0.0300703	0	0	0.5	0	0	1.28828e-24	0	0.5	8.19869e-25	0.0305525	0.0699297	0.000123551	0.000123551	0.0550821	0.0252912	0.000474357	0.000474357	0.000474357	0.000474357	0.00211846	0.00211846	0.0252912	4.53442e-07	0.000225795	4.53442e-07	0.000225795	5.494e-05	5.494e-05	0.00232622	0.00232622	0.00833	4000	0.001	2.29556e-24	0.000347997	0.144064	4.59127e-24	0.0796552	0.158029	0.582737	0.582737
24	0	0	0.42	0	0	0.2	19.9495	0	0	0.2	50	5.704e-25	5	0.00833032	2.67605e-06	0.0958898	0.00781104	0.099855	5.29665	0.317745	0.000145021	0.00411079	10	14.6342	0.0861494	0.00411021	0	0.00062377	0.36157	0.00742623	3.91923e-05	7.17428e-08	0.640129	0.0471894	0.00110567	0.00476645	9.53988e-06	2.53233	0.0506464	0.0329613	0.0519935	0.00303082	1.96434e-06	8.75208e-05	5.48899e-05	0.000594589	0.000610626	3.55569e-05	0.00959269	0.00959269	1.64386e-05	0.0549719	0.0549719	0.00757603	0.00757603	1.64386e-05	0.0924507	19.5521	154.21	0	0	0.563399	0.469799	0.0301984	0	0	0.5	0	0	1.34976e-24	0	0.5	8.18531e-25	0.0302006	0.0698016	0.000123679	0.000123679	0.0549719	0.02528	0.000473749	0.000473749	0.000473749	0.000473749	0.00211728	0.00211728	0.02528	4.65211e-07	0.000232365	4.65211e-07	0.000232365	5.41299e-05	5.41299e-05	0.00230859	0.00230859	0.00833	4000	0.001	2.27744e-24	0.000346221	0.143055	4.55502e-24	0.0792918	0.157309	0.582417	0.582417
25	0	0	0.42	0	0	0.2	20.7421	0	0	0.2	50	5.68516e-25	5	0.00833036	2.64067e-06	0.0958862	0.00781187	0.0998547	5.29287	0.316346	0.000145345	0.00411996	10	15.4285	0.0861271	0.00411376	0	0.00062505	0.359556	0.00734282	3.85434e-05	7.01623e-08	0.640376	0.0468957	0.00109121	0.00490122	9.7802e-06	2.53288	0.0506572	0.033653	0.0516455	0.0030703	2.1056e-06	8.992e-05	5.7235e-05	0.000596407	0.00060825	3.61261e-05	0.00959266	0.00959266	1.64852e-05	0.0548644	0.0548644	0.00757798	0.00757798	1.64852e-05	0.0919254	19.5545	154.18	0	0	0.564415	0.470126	0.0303187	0	0	0.5	0	0	1.41094e-24	0	0.5	8.16989e-25	0.0298739	0.0696813	0.000123819	0.000123819	0.0548644	0.0252687	0.000473166	0.000473166	0.000473166	0.000473166	0.00211616	0.00211616	0.0252687	4.76561e-07	0.000238752	4.76561e-07	0.000238752	5.33692e-05	5.33692e-05	0.00229203	0.00229203	0.00833	4000	0.001	2.25976e-24	0.000344349	0.142116	4.51967e-24	0.0789513	0.156634	0.582091	0.582091
26	0	0	0.42	0	0	0.2	21.5313	0	0	0.2	50	5.6655e-25	5	0.00833039	2.60782e-06	0.0958836	0.00781274	0.0998543	5.28663	0.315037	0.000145658	0.00412885	10	16.222	0.0861058	0.00411645	0	0.000626347	0.357679	0.00726553	3.79458e-05	6.87149e-08	0.640602	0.0466198	0.00107765	0.00503249	1.00125e-05	2.53341	0.0506678	0.034276	0.0513214	0.00310427	2.24856e-06	9.23036e-05	5.95807e-05	0.000598129	0.000606038	3.6627e-05	0.00959262	0.00959262	1.65292e-05	0.054762	0.054762	0.00757989	0.00757989	1.65292e-05	0.091436	19.5567	154.153	0	0	0.565365	0.470429	0.0304317	0	0	0.5	0	0	1.4718e-24	0	0.5	8.15249e-25	0.0295708	0.0695683	0.00012397	0.00012397	0.054762	0.0252572	0.000472631	0.000472631	0.000472631	0.000472631	0.00211513	0.00211513	0.0252572	4.87533e-07	0.000244972	4.87533e-07	0.000244972	5.26578e-05	5.26578e-05	0.00227654	0.00227654	0.00833	4000	0.001	2.2425e-24	0.000342417	0.14124	4.48515e-24	0.0786326	0.156003	0.581758	0.581758
27	0	0	0.42	0	0	0.2	22.3173	0	0	0.2	50	5.64507e-25	5	0.00833042	2.57734e-06	0.0958815	0.00781366	0.099854	5.27846	0.313812	0.000145963	0.00413747	10	17.0144	0.0860855	0.00411846	0	0.000627658	0.355931	0.00719393	3.73955e-05	6.73888e-08	0.640807	0.046361	0.00106496	0.00516047	1.02375e-05	2.53392	0.0506781	0.0348353	0.0510196	0.00313321	2.39298e-06	9.46727e-05	6.19269e-05	0.000599758	0.000603981	3.70647e-05	0.0095926	0.0095926	1.65707e-05	0.0546667	0.0546667	0.00758174	0.00758174	1.65707e-05	0.0909804	19.5587	154.127	0	0	0.566253	0.47071	0.0305376	0	0	0.5	0	0	1.53235e-24	0	0.5	8.13321e-25	0.0292897	0.0694624	0.000124135	0.000124135	0.0546667	0.0252455	0.000472159	0.000472159	0.000472159	0.000472159	0.00211421	0.00211421	0.0252455	4.98165e-07	0.000251041	4.98165e-07	0.000251041	5.19946e-05	5.19946e-05	0.00226209	0.00226209	0.00833	4000	0.001	2.22563e-24	0.000340454	0.140425	4.4514e-24	0.0783347	0.155412	0.58142	0.58142
28	0	0	0.42	0	0	0.2	23.1004	0	0	0.2	50	5.62389e-25	5	0.00833045	2.54907e-06	0.0958801	0.00781463	0.0998537	5.26881	0.312668	0.000146257	0.00414581	10	17.8054	0.0860659	0.00411991	0	0.000628979	0.354304	0.00712763	3.68888e-05	6.61737e-08	0.640992	0.0461185	0.00105311	0.00528538	1.04556e-05	2.53442	0.0506882	0.0353357	0.0507387	0.00315758	2.53863e-06	9.70283e-05	6.42735e-05	0.000601301	0.00060207	3.74444e-05	0.00959257	0.00959257	1.66099e-05	0.05458	0.05458	0.00758352	0.00758352	1.66099e-05	0.0905566	19.5606	154.103	0	0	0.567083	0.470971	0.0306369	0	0	0.5	0	0	1.59259e-24	0	0.5	8.11213e-25	0.0290292	0.0693631	0.000124312	0.000124312	0.05458	0.0252337	0.000471763	0.000471763	0.000471763	0.000471763	0.00211341	0.00211341	0.0252337	5.08491e-07	0.000256974	5.08491e-07	0.000256974	5.13781e-05	5.13781e-05	0.00224867	0.00224867	0.00833	4000	0.001	2.20912e-24	0.000338486	0.139667	4.41838e-24	0.0780563	0.154861	0.581076	0.581076
29	0	0	0.42	0	0	0.2	23.8807	0	0	0.2	50	5.60203e-25	5	0.00833048	2.52286e-06	0.0958791	0.00781564	0.0998535	5.25807	0.311599	0.000146543	0.00415391	10	18.5949	0.086047	0.00412093	0	0.000630307	0.352791	0.00706624	3.64223e-05	6.50596e-08	0.641158	0.0458915	0.00104206	0.00540741	1.06673e-05	2.53491	0.0506979	0.0357817	0.0504774	0.00317781	2.68531e-06	9.93714e-05	6.66206e-05	0.00060276	0.000600296	3.77709e-05	0.00959254	0.00959254	1.66469e-05	0.0545027	0.0545027	0.00758525	0.00758525	1.66469e-05	0.0901625	19.5623	154.08	0	0	0.567857	0.471212	0.0307297	0	0	0.5	0	0	1.65251e-24	0	0.5	8.08934e-25	0.0287877	0.0692703	0.000124503	0.000124503	0.0545027	0.0252219	0.00047145	0.00047145	0.00047145	0.00047145	0.00211276	0.00211276	0.0252219	5.18539e-07	0.000262783	5.18539e-07	0.000262783	5.08063e-05	5.08063e-05	0.00223624	0.00223624	0.00833	4000	0.001	2.19296e-24	0.00033653	0.138962	4.38605e-24	0.0777965	0.154346	0.580726	0.580726
30	0	0	0.42	0	0	0.2	24.6585	0	0	0.2	50	5.57952e-25	5	0.0083305	2.49856e-06	0.0958784	0.0078167	0.0998532	5.24654	0.310602	0.00014682	0.00416176	10	19.3828	0.0860287	0.00412159	0	0.00063164	0.351385	0.00700942	3.59926e-05	6.40381e-08	0.641306	0.0456791	0.00103176	0.00552675	1.08731e-05	2.53538	0.0507074	0.036178	0.0502344	0.00319431	2.83283e-06	0.000101703	6.89681e-05	0.000604139	0.00059865	3.8049e-05	0.00959251	0.00959251	1.66818e-05	0.0544355	0.0544355	0.00758691	0.00758691	1.66818e-05	0.0897962	19.5639	154.058	0	0	0.56858	0.471436	0.0308165	0	0	0.5	0	0	1.71212e-24	0	0.5	8.06496e-25	0.028564	0.0691835	0.000124706	0.000124706	0.0544355	0.0252099	0.000471226	0.000471226	0.000471226	0.000471226	0.00211225	0.00211225	0.0252099	5.28336e-07	0.000268479	5.28336e-07	0.000268479	5.0277e-05	5.0277e-05	0.00222476	0.00222476	0.00833	4000	0.001	2.17711e-24	0.000334604	0.138306	4.35436e-24	0.0775543	0.153866	0.580372	0.580372
