Time	[PGA]	[DPGA]	[GAP]	[DHAP]	[TP]	[FBP]	[F6P]	[G6P]	[G1P]	[HeP]	[E4P]	[SBP]	[S7P]	[X5P]	[R5P]	[Ru5P]	[PeP]	[RuBP]	[ATP]	[ADP]	[NADPH]	[Pi]	[PGCA]	[GCA]	[GCEA]	[CO2]	[O2]	[NADP]	[HPRc]	[GCAc]	[GOAc]	[GLYc]	[SERc]	[GCEAc]	[PGAc]	[GAPc]	[DHAPc]	[TPc]	[FBPc]	[F6Pc]	[G6Pc]	[G1Pc]	[HePc]	[F26BPc]	[UDPGc]	[SucPc]	[Succ]	[UTPc]	[UDPc]	[NAD]	[NADH]	[GLUc]	[KGc]	[Pic]	[PiTc]	[ATPc]	[ADPc]	[PiPic]
86	5.5732	0.00521166	0.146967	2.93934	3.08631	0.0297804	0.133434	0.306897	0.0178001	0.458131	0.269063	0.42941	0.478732	0.166933	0.279613	0.111845	0.558392	1.70488	0.151518	1.34848	0.21	0.0859694	0.000120148	0.0462595	0.476183	0.009	0.2646	0.29	0.00214934	0.0190578	0.00786119	0.9349	8.72066	0.475285	0.0788126	0.377349	7.54698	7.92433	1.52994	0.777688	1.78868	0.104459	2.67083	0.0419074	1.6261	0.0150285	0.0587752	0.75	-0.876104	0.4	0.47	24	0.4	0.0672963	0.0672963	0.35	0.65	9.59535e-10
87	5.59982	0.00520315	0.146781	2.93562	3.0824	0.0297169	0.133044	0.306001	0.0177481	0.456793	0.267709	0.42612	0.47944	0.166982	0.279694	0.111878	0.558554	1.69791	0.151386	1.34861	0.21	0.0858874	0.000120078	0.0463696	0.479823	0.009	0.2646	0.29	0.00214843	0.0190451	0.0078556	0.93493	8.72754	0.478711	0.0791711	0.378593	7.57186	7.95045	1.52918	0.770702	1.77261	0.103521	2.64684	0.0414642	1.62612	0.0149241	0.058369	0.75	-0.876123	0.4	0.47	24	0.4	0.0673312	0.0673312	0.35	0.65	-4.27036e-11
88	5.62636	0.00519507	0.146604	2.93208	3.07868	0.0296558	0.132651	0.305098	0.0176957	0.455445	0.266356	0.422858	0.480089	0.167024	0.279765	0.111906	0.558696	1.69089	0.151259	1.34874	0.21	0.0858088	0.000120006	0.0464809	0.483515	0.009	0.2646	0.29	0.00214749	0.0190322	0.00784991	0.934944	8.73442	0.482188	0.0795362	0.379821	7.59642	7.97624	1.52831	0.763867	1.75689	0.102603	2.62336	0.0410156	1.62613	0.0148216	0.0579696	0.75	-0.876132	0.4	0.47	24	0.4	0.0673737	0.0673737	0.35	0.65	1.75552e-10
89	5.65275	0.00518743	0.146436	2.92872	3.07516	0.0295974	0.132257	0.304192	0.0176431	0.454092	0.265009	0.419634	0.480678	0.167061	0.279827	0.111931	0.558818	1.68383	0.151138	1.34886	0.21	0.0857336	0.000119933	0.046593	0.487251	0.009	0.2646	0.29	0.00214654	0.0190191	0.00784412	0.934942	8.74129	0.485708	0.079907	0.381034	7.62069	8.00172	1.52735	0.757184	1.74152	0.101705	2.60041	0.0405619	1.62613	0.0147211	0.057577	0.75	-0.876132	0.4	0.47	24	0.4	0.0674235	0.0674235	0.35	0.65	4.83141e-10
90	5.67895	0.00518022	0.146277	2.92555	3.07182	0.0295415	0.131863	0.303284	0.0175905	0.452738	0.26367	0.416455	0.481208	0.167091	0.279878	0.111951	0.558921	1.67677	0.151023	1.34898	0.21	0.0856619	0.000119859	0.0467058	0.491023	0.009	0.2646	0.29	0.00214556	0.0190057	0.00783826	0.934926	8.74814	0.489263	0.0802827	0.382233	7.64466	8.02689	1.52627	0.75065	1.7265	0.100827	2.57797	0.0401036	1.62612	0.0146227	0.0571916	0.75	-0.876124	0.4	0.47	24	0.4	0.0674805	0.0674805	0.35	0.65	3.72589e-10
91	5.70489	0.00517345	0.146128	2.92255	3.06868	0.0294882	0.131469	0.302379	0.017538	0.451386	0.262345	0.413327	0.481681	0.167116	0.27992	0.111968	0.559004	1.66971	0.150913	1.34909	0.21	0.0855937	0.000119784	0.0468191	0.494824	0.009	0.2646	0.29	0.00214457	0.0189922	0.00783234	0.934896	8.75499	0.492847	0.0806626	0.383418	7.66835	8.05177	1.52508	0.744265	1.71181	0.0999697	2.55604	0.0396411	1.62611	0.0145263	0.0568133	0.75	-0.876107	0.4	0.47	24	0.4	0.0675443	0.0675443	0.35	0.65	3.53195e-10
92	5.73051	0.00516711	0.145987	2.91974	3.06573	0.0294375	0.131077	0.301478	0.0174857	0.450041	0.261035	0.410257	0.482097	0.167136	0.279953	0.111981	0.559069	1.66267	0.150809	1.34919	0.21	0.085529	0.000119709	0.0469325	0.498647	0.009	0.2646	0.29	0.00214356	0.0189786	0.00782636	0.934855	8.76182	0.496452	0.0810457	0.384589	7.69177	8.07636	1.52379	0.738028	1.69746	0.0991319	2.53462	0.0391748	1.62608	0.0144319	0.0564423	0.75	-0.876081	0.4	0.47	24	0.4	0.0676146	0.0676146	0.35	0.65	5.36065e-10
93	5.75578	0.0051612	0.145855	2.91711	3.06297	0.0293894	0.130688	0.300583	0.0174338	0.448705	0.259744	0.40725	0.482457	0.16715	0.279976	0.11199	0.559116	1.65567	0.150711	1.34929	0.21	0.0854679	0.000119633	0.0470461	0.502484	0.009	0.2646	0.29	0.00214255	0.0189649	0.00782034	0.934802	8.76863	0.500071	0.0814315	0.385746	7.71493	8.10068	1.52237	0.731936	1.68345	0.0983137	2.5137	0.038705	1.62605	0.0143397	0.0560788	0.75	-0.876046	0.4	0.47	24	0.4	0.0676913	0.0676913	0.35	0.65	2.64013e-10
94	5.78063	0.00515572	0.145733	2.91465	3.06039	0.0293439	0.130303	0.299697	0.0173824	0.447383	0.258475	0.404313	0.482761	0.167158	0.27999	0.111996	0.559145	1.64872	0.150618	1.34938	0.21	0.0854104	0.000119557	0.0471594	0.506328	0.009	0.2646	0.29	0.00214152	0.0189511	0.00781429	0.934739	8.77543	0.503699	0.0818191	0.386891	7.73783	8.12472	1.52085	0.72599	1.66978	0.0975149	2.49328	0.0382322	1.626	0.0142495	0.0557228	0.75	-0.876002	0.4	0.47	24	0.4	0.067774	0.067774	0.35	0.65	5.87065e-10
95	5.80503	0.00515067	0.145619	2.91238	3.058	0.0293011	0.129923	0.298822	0.0173317	0.446077	0.25723	0.401449	0.483013	0.167162	0.279996	0.111998	0.559156	1.64184	0.150532	1.34947	0.21	0.0853566	0.000119481	0.0472724	0.510173	0.009	0.2646	0.29	0.00214049	0.0189372	0.00780822	0.934667	8.78222	0.507328	0.0822077	0.388024	7.76048	8.1485	1.5192	0.720187	1.65643	0.0967355	2.47335	0.0377568	1.62595	0.0141615	0.0553743	0.75	-0.875949	0.4	0.47	24	0.4	0.0678625	0.0678625	0.35	0.65	7.39902e-10
96	5.82893	0.00514603	0.145514	2.91027	3.05579	0.0292608	0.129548	0.297961	0.0172817	0.444791	0.256013	0.398664	0.483212	0.16716	0.279993	0.111997	0.559151	1.63505	0.150451	1.34955	0.21	0.0853064	0.000119405	0.0473849	0.514011	0.009	0.2646	0.29	0.00213946	0.0189234	0.00780216	0.934589	8.78899	0.510952	0.0825967	0.389144	7.78288	8.17203	1.51744	0.714526	1.64341	0.0959751	2.45391	0.0372792	1.62589	0.0140756	0.0550335	0.75	-0.875887	0.4	0.47	24	0.4	0.0679564	0.0679564	0.35	0.65	7.60549e-10
97	5.85229	0.00514182	0.145417	2.90834	3.05376	0.0292231	0.12918	0.297114	0.0172326	0.443526	0.254824	0.39596	0.48336	0.167154	0.279983	0.111993	0.559129	1.62835	0.150376	1.34962	0.21	0.0852598	0.000119329	0.0474967	0.517837	0.009	0.2646	0.29	0.00213844	0.0189096	0.0077961	0.934504	8.79575	0.514565	0.0829854	0.390253	7.80506	8.19531	1.51555	0.709006	1.63071	0.0952338	2.43496	0.0367998	1.62582	0.0139917	0.0547003	0.75	-0.875816	0.4	0.47	24	0.4	0.0680556	0.0680556	0.35	0.65	-1.468e-10
98	5.87507	0.00513803	0.145329	2.90658	3.05191	0.029188	0.128819	0.296284	0.0171845	0.442287	0.253667	0.393343	0.483458	0.167143	0.279964	0.111986	0.559093	1.62177	0.150307	1.34969	0.21	0.0852169	0.000119253	0.0476076	0.521642	0.009	0.2646	0.29	0.00213741	0.0188958	0.00779007	0.934414	8.80248	0.518161	0.0833731	0.39135	7.827	8.21835	1.51354	0.703626	1.61834	0.0945111	2.41648	0.0363189	1.62573	0.01391	0.0543749	0.75	-0.875735	0.4	0.47	24	0.4	0.0681598	0.0681598	0.35	0.65	-2.70171e-10
99	5.89723	0.00513464	0.145249	2.90499	3.05024	0.0291555	0.128466	0.295472	0.0171374	0.441075	0.252542	0.390816	0.48351	0.167127	0.279938	0.111975	0.559041	1.6153	0.150244	1.34976	0.21	0.0851776	0.000119178	0.0477176	0.525422	0.009	0.2646	0.29	0.0021364	0.0188822	0.00778408	0.934321	8.8092	0.521733	0.0837592	0.392436	7.84873	8.24116	1.51141	0.698385	1.60628	0.093807	2.39848	0.035837	1.62564	0.0138305	0.0540572	0.75	-0.875645	0.4	0.47	24	0.4	0.0682686	0.0682686	0.35	0.65	9.2367e-10
100	5.91875	0.00513166	0.145178	2.90356	3.04874	0.0291255	0.128122	0.29468	0.0170914	0.439893	0.251453	0.38838	0.483515	0.167108	0.279906	0.111962	0.558976	1.60898	0.150187	1.34981	0.21	0.0851419	0.000119104	0.0478263	0.52917	0.009	0.2646	0.29	0.0021354	0.0188687	0.00777813	0.934225	8.8159	0.525277	0.084143	0.393512	7.87024	8.26375	1.50916	0.69328	1.59454	0.0931213	2.38094	0.0353545	1.62555	0.013753	0.0537474	0.75	-0.875545	0.4	0.47	24	0.4	0.0683819	0.0683819	0.35	0.65	9.30585e-10
