Time	[ErbB1]	[ErbB2]	[ErbB3]	[ErbB4]	[EGF-ErbB1]	[HRG-ErbB3]	[HRG-ErbB4]	[(EGF-ErbB1)2]	[EGF-ErbB1-ErbB2]	[HRG-ErbB3-ErbB2]	[(HRG-ErbB3/4)2]	[HRG-Erb4-ErbB2]	[(HRG-Erb4)2]	[E11_p]	[E12_p]	[E23_p]	[E34_p]	[E24_p]	[E44_p]	[Grb2]	[Shc]	[PI-3K]	[RasGAP]	[SOS]	[Gab1]	[E11-Grb2]	[E11-Shc]	[E11-RasGAP]	[E12-Grb2]	[E12-Shc]	[E12-RasGAP]	[E23-Grb2]	[E23-Shc]	[E23-PI-3K]	[E23-RasGAP]	[E34-Grb2]	[E34-Shc]	[E34-PI-3K]	[E34-RasGAP]	[E24-Grb2]	[E24-Shc]	[E24-PI-3K]	[E24-RasGAP]	[E44-Grb2]	[E44-Shc]	[E44-PI-3K]	[E44-RasGAP]	[Sum Grb2]	[Sum Shc]	[Sum PI-3K]	[Sum RasGAP]	[Sum Gab1]	[Sum Shc_p]	[Sum Gab1_p]	[Sum Grb2-SOS]	[Sum Grb2-Gab1]	[Sum Shc_p-Grb2]	[Sum Gab1_p-Shc]	[Sum Gab1_p-PI-3K]	[Sum Gab1_p-RasGAP]	[Empty]	[PIP3-Gab1]	[PIP2]	[PIP3]	[Akt]	[RasGDP]	[RasGTP]	[Sum RasGAP_p]	[Raf]	[Raf*]	[MEK]	[MEK*]	[ERK]	[ERK*]	[SOS_p]	[Gab1_p]	[Gab1_SumGrb2-SOS]	[Sum PIP3-Gab1-Grb2]	[Sum PIP3-Gab1-Grb2_SOS]	[Sum SOS]	[ErbB1-ErbB3]	[ErbB1-ErbB4]	[ErbB1-ErbB3_p]	[ErbB1-ErbB3_p]	[E13-Grb2]	[E13-Shc]	[E13-PI-3K]	[E13-RasGAP]	[E14-Grb2]	[E14-Shc]	[E14-PI-3K]	[E14-RasGAP]	[PTP-1B]	[E11-PTP-1B]	[E12-PTP-1B]	[E23-PTP-1B]	[E34-PTP-1B]	[E24-PTP-1B]	[E44-PTP-1B]	[E13-PTP-1B]	[E14-PTP-1B]	[Sig-PTP-1B]	[E1_p-PTP-1B]	[E2_p-PTP-1B]	[E4_p-PTP-1B]	[E_E1_p-PTP-1B]	[H_E4_p-PTP-1B]	[Aktstar]	[SumGab1_p-PTP-1B]	[EGF]	[HRG]	[fint]	[p_ERK]	[ERK-MEK*]	[p_ERK-MEK*]	[p_ERK-ERKpase]	[ERKpase]	[ERK*-ERKpase]	[normalized Akt*]	[normalized Erk*]
89	49.7069	11.608	165.394	91.4821	3.55659	30.5897	4.86535	32.7173	23.8956	30.3539	19.5816	6.39284	9.86197	0.0655202	0.0104983	0.440048	0.0288162	0.063116	0.0206412	58.2237	10.3569	42.6894	87.1258	73.8386	26.6195	0.361179	0.00713134	0.0747761	0.110596	0.05947	0.00577931	0.022694	0.101324	0.063651	4.46973	15.006	0.0121246	0.00784932	0.112987	0.00697443	0.00907342	0.000631874	0.390533	0.000239905	0.0361503	0.00626335	1.07726	13.1757	0.898755	3.71058	4.94888	2.71406	0.230667	1.00578	5.70006	1.49511	0.0136717	0.912244	3.62934	0.160224	12.0797	5.82384	185.551	1.98273	428.399	91.8741	3.82588	1.52534	562.835	180.165	411.455	252.629	13.0037	438.229	1.86569	5.35609	0.16307	2.90987	0.732531	6.59566	16.617	5.60681	0.187173	0.187173	5.00258	0.00101811	0.000974369	0.0656873	0.00996091	0.00455784	0.00187621	0.117241	489.172	0.4877	0.16498	4.10374	0.0694815	0.525741	1.00443	1.76796	0.001292	10.8281	92.9213	75.2011	160.317	5.67252	70.3589	15.6007	2.70278	6.0549	1.71752	0.183204	206.672	5.46977	102.446	5.43219	15.8204	13.7474	0.829824	0.766711
90	48.5009	11.4633	163.751	91.1013	3.58273	31.1956	4.76269	33.3775	23.7706	30.5703	19.5485	6.17925	9.44841	0.0666905	0.010419	0.442168	0.0287052	0.0608633	0.0197274	57.9223	10.3522	42.6663	87.1584	73.7319	26.4965	0.366694	0.00726197	0.0762471	0.109133	0.0590394	0.00574211	0.0226746	0.101836	0.0639251	4.49682	15.1435	0.0120815	0.00781514	0.112696	0.00668542	0.00874388	0.000608865	0.376739	0.000227886	0.0345383	0.00597915	1.02891	13.3726	0.901906	3.73367	4.92031	2.72275	0.232197	1.01214	5.7786	1.51432	0.0136853	0.918757	3.6525	0.161433	12.1356	5.86099	185.497	1.9947	428.301	91.8223	3.87767	1.52125	558.645	184.355	405.733	258.782	12.3339	444.76	1.89207	5.41599	0.164689	2.91477	0.732722	6.67601	17.0748	5.52874	0.191976	0.191976	5.15785	0.00104496	0.000999438	0.0674792	0.00974346	0.00448471	0.0018448	0.115498	489.147	0.496573	0.163729	4.12376	0.0692166	0.506618	0.95762	1.81477	0.00127099	10.8535	92.1415	75.457	162.522	5.76743	69.8868	15.6989	2.71992	5.99527	1.72297	0.183212	201.213	5.31441	102.171	5.27943	15.7927	13.9279	0.835047	0.778097
91	47.3554	11.3257	162.121	90.7421	3.60787	31.7977	4.66431	34.0184	23.6493	30.7874	19.5147	5.97827	9.06035	0.067808	0.0103403	0.44423	0.0285899	0.0587377	0.0188686	57.6262	10.3476	42.644	87.1886	73.6276	26.3784	0.371837	0.00738671	0.0776547	0.107695	0.0586078	0.0057048	0.0226533	0.102333	0.0641916	4.52308	15.278	0.012036	0.00777991	0.112378	0.00641394	0.00843274	0.000587169	0.363693	0.000216649	0.0330222	0.00571219	0.983236	13.5666	0.904977	3.75597	4.89381	2.73115	0.233678	1.01828	5.85583	1.53318	0.0136964	0.925049	3.67486	0.162599	12.1915	5.89701	185.445	2.00629	428.206	91.7717	3.92826	1.51755	554.441	188.559	400.062	264.911	11.7109	451.064	1.91746	5.47326	0.166277	2.91913	0.732796	6.7549	17.5306	5.45239	0.196711	0.196711	5.31192	0.00107145	0.00102415	0.0692474	0.00953122	0.00441255	0.00181389	0.113763	489.12	0.505044	0.162484	4.14322	0.0689401	0.488574	0.913354	1.86094	0.00125029	10.8803	91.3429	75.6884	164.651	5.85959	69.3902	15.794	2.73644	5.93689	1.72717	0.183219	195.964	5.16546	101.862	5.13291	15.7658	14.1013	0.840106	0.789084
92	46.2667	11.1948	160.505	90.4039	3.63205	32.3955	4.57004	34.6404	23.5319	31.0048	19.4802	5.7891	8.69612	0.0688744	0.0102625	0.446237	0.0284708	0.0567317	0.0180614	57.3354	10.3432	42.6225	87.2165	73.5258	26.2649	0.376625	0.00750571	0.0790003	0.106286	0.0581769	0.00566752	0.0226304	0.102816	0.0644508	4.54854	15.4093	0.0119886	0.0077438	0.112036	0.00615889	0.00813897	0.000566709	0.351354	0.000206142	0.0315966	0.00546146	0.940123	13.7576	0.907965	3.7775	4.86928	2.73929	0.235111	1.0242	5.93171	1.55168	0.0137052	0.93112	3.69645	0.163721	12.2474	5.93191	185.395	2.01749	428.114	91.7224	3.97764	1.5142	550.227	192.773	394.445	271.008	11.1314	457.14	1.94185	5.52795	0.167832	2.92296	0.732761	6.8323	17.9841	5.37785	0.201376	0.201376	5.46461	0.00109754	0.0010485	0.0709904	0.00932449	0.00434153	0.00178356	0.112045	489.092	0.513127	0.16125	4.16213	0.0686538	0.471545	0.871526	1.90645	0.00122995	10.9083	90.5287	75.8964	166.706	5.94902	68.8727	15.886	2.75236	5.87974	1.73019	0.183226	190.921	5.02281	101.525	4.99253	15.7397	14.2678	0.845001	0.799674
93	45.2313	11.0703	158.903	90.0864	3.65533	32.9885	4.47972	35.2439	23.4185	31.2224	19.4452	5.61093	8.35414	0.0698915	0.0101858	0.448189	0.0283487	0.0548382	0.0173027	57.0502	10.3389	42.6017	87.2422	73.4265	26.1561	0.381072	0.00761919	0.0802857	0.104908	0.0577484	0.00563042	0.0226062	0.103284	0.0647031	4.57322	15.5376	0.0119395	0.00770701	0.111673	0.00591921	0.00786157	0.00054741	0.339685	0.000196318	0.0302561	0.00522597	0.899446	13.9455	0.910869	3.79827	4.8466	2.74715	0.236496	1.0299	6.0062	1.56981	0.0137118	0.936973	3.71726	0.164801	12.3032	5.96568	185.347	2.02831	428.025	91.6742	4.0258	1.51119	546.005	196.995	388.886	277.065	10.5922	462.991	1.96527	5.58015	0.169357	2.92629	0.732622	6.90818	18.4348	5.30519	0.205968	0.205968	5.61573	0.00112322	0.00107246	0.0727073	0.00912346	0.00427179	0.00175386	0.110346	489.063	0.520833	0.16003	4.18052	0.0683594	0.455473	0.832032	1.95127	0.00121	10.9374	89.7019	76.0825	168.689	6.03569	68.3375	15.975	2.76768	5.82382	1.73209	0.183232	186.082	4.88633	101.163	4.85818	15.7145	14.4273	0.849734	0.80987
94	44.2459	10.9518	157.317	89.7889	3.67775	33.5764	4.39319	35.8294	23.3092	31.44	19.4098	5.44306	8.03292	0.0708612	0.0101104	0.450091	0.0282242	0.0530505	0.0165896	56.7706	10.3348	42.5817	87.2658	73.3298	26.0518	0.385196	0.00772734	0.0815128	0.103562	0.0573237	0.00559362	0.0225808	0.103739	0.0649488	4.59715	15.6628	0.0118891	0.00766968	0.111292	0.00569391	0.00759958	0.000529203	0.328647	0.000187131	0.0289955	0.00500478	0.861082	14.1301	0.913687	3.81828	4.82568	2.75474	0.237833	1.03538	6.07929	1.58758	0.0137163	0.942609	3.73731	0.16584	12.3589	5.99834	185.301	2.03876	427.939	91.6273	4.07273	1.5085	541.779	201.221	383.387	283.075	10.0906	468.619	1.98773	5.62992	0.17085	2.92914	0.732385	6.98252	18.8825	5.23445	0.210486	0.210486	5.76513	0.0011485	0.00109603	0.0743969	0.00892827	0.00420347	0.00172483	0.108672	489.032	0.528178	0.158828	4.19839	0.0680582	0.440302	0.794762	1.99538	0.00119048	10.9675	88.8651	76.2477	170.601	6.11963	67.7879	16.0609	2.78242	5.7691	1.73294	0.183237	181.443	4.75589	100.782	4.72973	15.6902	14.5801	0.854305	0.819675
95	43.3074	10.8391	155.747	89.511	3.69936	34.1587	4.31029	36.3973	23.204	31.6573	19.3741	5.2848	7.73105	0.0717853	0.0100365	0.451944	0.0280977	0.051362	0.015919	56.4967	10.3307	42.5625	87.2875	73.2355	25.9519	0.389011	0.00783037	0.0826838	0.102249	0.056904	0.00555721	0.0225545	0.104182	0.0651882	4.62036	15.7851	0.0118375	0.00763197	0.110895	0.00548204	0.00735211	0.000512019	0.318204	0.000178536	0.02781	0.00479697	0.824908	14.3114	0.916418	3.83755	4.80641	2.76207	0.239122	1.04065	6.15094	1.60499	0.0137187	0.948034	3.7566	0.166837	12.4144	6.02988	185.258	2.04883	427.856	91.5816	4.11844	1.50612	537.551	205.449	377.953	289.032	9.62387	474.025	2.00923	5.67733	0.172312	2.93154	0.732054	7.05531	19.3269	5.16566	0.214927	0.214927	5.91265	0.00117334	0.0011192	0.0760586	0.00873902	0.00413664	0.0016965	0.107025	489.002	0.535176	0.157646	4.21579	0.0677518	0.425975	0.759609	2.03875	0.0011714	10.9984	88.0207	76.3935	172.444	6.20084	67.2265	16.1439	2.79658	5.71556	1.7328	0.183242	177.002	4.63133	100.384	4.60703	15.6667	14.7263	0.858716	0.829095
96	42.4129	10.7318	154.194	89.252	3.7202	34.7352	4.23085	36.9481	23.1029	31.8742	19.3383	5.1355	7.44723	0.0726658	0.00996399	0.453751	0.0279698	0.0497668	0.0152884	56.2285	10.3269	42.5439	87.3073	73.1437	25.8563	0.392536	0.00792851	0.0838006	0.100972	0.0564903	0.0055213	0.0225275	0.104612	0.0654218	4.64289	15.9044	0.011785	0.007594	0.110485	0.00528274	0.00711827	0.000495796	0.308324	0.000170494	0.0266948	0.0046017	0.790806	14.4894	0.919063	3.85609	4.78869	2.76913	0.240365	1.04572	6.22116	1.62203	0.0137193	0.95325	3.77516	0.167794	12.4697	6.06033	185.216	2.05853	427.776	91.5371	4.16293	1.50403	533.324	209.676	372.586	294.929	9.18949	479.215	2.02981	5.72246	0.173744	2.93349	0.731637	7.12654	19.7678	5.09881	0.219291	0.219291	6.05818	0.00119775	0.00114196	0.0776918	0.00855572	0.00407138	0.00166889	0.10541	488.97	0.54184	0.156486	4.23273	0.0674413	0.412444	0.726466	2.08138	0.00115279	11.0301	87.1709	76.5207	174.221	6.27935	66.6559	16.2238	2.81017	5.66318	1.73173	0.183247	172.754	4.51249	99.9732	4.48992	15.644	14.8661	0.86297	0.838136
97	41.5598	10.6297	152.659	89.0113	3.7403	35.3054	4.15472	37.4824	23.0059	32.0906	19.3025	4.99458	7.18021	0.0735047	0.00989314	0.455514	0.027841	0.048259	0.0146951	55.966	10.3231	42.5261	87.3254	73.0543	25.7649	0.395787	0.00802196	0.0848656	0.0997295	0.0560836	0.00548595	0.0225	0.105031	0.0656498	4.66476	16.0208	0.0117319	0.0075559	0.110064	0.00509516	0.00689726	0.000480474	0.298971	0.000162966	0.0256456	0.00441816	0.75866	14.664	0.921621	3.87391	4.77244	2.77593	0.241563	1.05059	6.28991	1.63872	0.0137182	0.958262	3.793	0.168713	12.5248	6.0897	185.176	2.06787	427.699	91.4938	4.2062	1.50221	529.1	213.9	367.289	300.759	8.78515	484.192	2.04947	5.76539	0.175145	2.93502	0.731138	7.1962	20.2049	5.03392	0.223577	0.223577	6.20158	0.00122173	0.00116431	0.079296	0.00837838	0.00400774	0.00164202	0.103827	488.938	0.548186	0.15535	4.24923	0.0671279	0.399657	0.695228	2.12326	0.00113465	11.0624	86.3177	76.6307	175.932	6.35519	66.0784	16.3009	2.82322	5.61194	1.72978	0.183251	168.693	4.3992	99.5532	4.37824	15.6222	14.9996	0.867069	0.846805
98	40.7455	10.5325	151.142	88.7884	3.7597	35.8693	4.08175	38.0006	22.9129	32.3062	19.2666	4.86148	6.92885	0.0743038	0.00982397	0.457234	0.0277115	0.0468332	0.0141366	55.7094	10.3195	42.509	87.3418	72.9675	25.6775	0.39878	0.00811093	0.0858807	0.0985227	0.0556845	0.00545123	0.0224722	0.105438	0.0658726	4.68601	16.1344	0.0116783	0.00751777	0.109634	0.00491854	0.00668829	0.000465995	0.290117	0.000155915	0.024658	0.00424556	0.728358	14.8352	0.924093	3.89104	4.75755	2.78247	0.242716	1.05526	6.35721	1.65504	0.0137154	0.963075	3.81013	0.169594	12.5796	6.118	185.138	2.07686	427.625	91.4517	4.24827	1.50065	524.881	218.119	362.065	306.517	8.40869	488.96	2.06824	5.8062	0.176517	2.93616	0.730563	7.26429	20.638	4.97095	0.227785	0.227785	6.34276	0.00124526	0.00118626	0.0808709	0.00820693	0.00394575	0.00161589	0.102278	488.905	0.554228	0.154239	4.26532	0.0668126	0.387571	0.665791	2.16437	0.001117	11.0952	85.4629	76.7243	177.58	6.42838	65.4959	16.3751	2.83574	5.56181	1.72703	0.183255	164.815	4.29127	99.1267	4.27182	15.6012	15.127	0.871016	0.855109
99	39.9677	10.4399	149.643	88.5826	3.77844	36.4264	4.01179	38.5033	22.8238	32.5209	19.2309	4.73568	6.69209	0.0750649	0.00975653	0.458915	0.0275818	0.0454843	0.0136108	55.4584	10.316	42.4925	87.3567	72.883	25.5941	0.401531	0.00819565	0.0868483	0.0973515	0.0552936	0.00541718	0.0224441	0.105836	0.0660904	4.70667	16.2451	0.0116244	0.00747971	0.109197	0.00475213	0.00649062	0.000452306	0.28173	0.000149309	0.0237281	0.00408319	0.699792	15.0028	0.92648	3.90749	4.74395	2.78876	0.243826	1.05975	6.42304	1.67102	0.0137112	0.967695	3.82658	0.170438	12.6341	6.14525	185.102	2.08551	427.553	91.4109	4.28914	1.49932	520.671	222.329	356.918	312.196	8.0581	493.523	2.08615	5.84496	0.177859	2.93691	0.729917	7.33081	21.0669	4.9099	0.231913	0.231913	6.48164	0.00126836	0.00120778	0.0824164	0.00804131	0.00388543	0.00159051	0.100766	488.872	0.559981	0.153154	4.28101	0.0664963	0.37614	0.638055	2.20472	0.00109984	11.1284	84.6079	76.8027	179.167	6.49897	64.9103	16.4465	2.84774	5.51278	1.72351	0.183259	161.114	4.18853	98.6967	4.17049	15.581	15.2485	0.874815	0.863057
100	39.2242	10.3517	148.164	88.3933	3.79655	36.9767	3.94471	38.991	22.7386	32.7347	19.1953	4.6167	6.46891	0.07579	0.00969085	0.460558	0.0274521	0.0442075	0.0131153	55.2132	10.3126	42.4767	87.3702	72.801	25.5144	0.404056	0.00827632	0.0877705	0.0962159	0.0549113	0.00538384	0.0224161	0.106224	0.0663035	4.72676	16.3531	0.0115703	0.00744179	0.108754	0.00459527	0.00630355	0.000439359	0.273784	0.000143115	0.022852	0.00393037	0.672858	15.167	0.928782	3.92327	4.73155	2.79479	0.244894	1.06405	6.4874	1.68664	0.0137055	0.972126	3.84236	0.171246	12.6882	6.17148	185.068	2.09382	427.485	91.3712	4.32883	1.49823	516.472	226.528	351.851	317.793	7.73149	497.888	2.10322	5.88176	0.179173	2.93732	0.729205	7.39578	21.4914	4.85072	0.235963	0.235963	6.61812	0.00129101	0.0012289	0.0839323	0.0078814	0.00382679	0.00156588	0.0992908	488.838	0.565457	0.152097	4.29634	0.0661799	0.365325	0.611923	2.2443	0.00108316	11.1619	83.7543	76.8667	180.695	6.56701	64.3232	16.5152	2.85924	5.46482	1.71929	0.183262	157.586	4.09079	98.2655	4.07405	15.5616	15.3643	0.878467	0.870658
