Time	[NULL]	[Ins]	[InR]	[Ins_InR]	[Ins_InR_P]	[Ins_2_InR_P]	[cytoplasm_InR]	[cytoplasm_Ins_2_InR_P]	[cytoplasm_Ins_InR_P]	[InR_tot]	[InR_bound]	[InR_active]	[PTP1B]	[IRS1_TyrP_PI3K]	[PI345P3]	[PIP2]	[PI345P3_mol]	[PIP2_mol]	[Akt]	[Akt_P2]	[PKC]	[PKC_P]	[AS160]	[AS160_P]	[cytoplasm_GLUT4]	[cellsurface_GLUT4]	[PTEN]	[PP2A]	[extracellular_ROS]	[PTP1B_ox]	[PTP1B_plus_PTP1B_ox]	[PTEN_ox]	[PTEN_plus_PTEN_ox]	[ROS]	[GSH]	[GSSG]	[cytoplasm_SOD2]	[NOX_inact]	[NOX]	[NOX_deact]	[NOX_total]	[Mt]	[IRS1]	[IRS1_TyrP]	[IRS1_PolySerP]	[IRS1_TyrP_PolySerP]	[IRS_total]	[PI3K]	[JNK_P]	[IKK_P]	[JNK]	[JNK_plus_JNK_P]	[IKK]	[IKK_plus_IKK_P]	[DUSP]	[DUSP_ox]	[DUSP_plus_DUSP_ox]	[null]	[degr_Foxo1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0]	[cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1]	[nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1]	[dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1]	[Foxo1_Pa0_tot]	[Foxo1_Pa1_tot]	[Foxo1_Pd0_tot]	[Foxo1_Pd1_tot]	[Foxo1_Pe0_tot]	[Foxo1_Pe1_tot]	[Foxo1_pUb0_tot]	[Foxo1_pUb1_tot]	[cytoplasm_Foxo1_tot]	[nucleus_Foxo1_tot]	[dnabound_Foxo1_tot]	[Foxo1_all]	[nucleus_RNA_InR]	[cytoplasm_RNA_InR]	[nucleus_RNA_SOD2]	[cytoplasm_RNA_SOD2]	[E2F1]	[SGK]	[CDK2]	[AMPK]	[CBPP300]	[SIRT1]	[E3]	[USP7]	[SCF]	[Proteasome]
72	0	0	1.41801e+18	0	0	0	6.15998e+14	0	0	6.11616e+15	0	0	4.71627e+15	0	1.12377e+13	1.21706e+16	1.12377e+16	1.21706e+19	6.06061e+15	-7.48638e-08	6.06061e+15	-2.46888e-08	1.21212e+15	0.00630807	5.56111e+15	1.28777e+17	6.04599e+15	3.0303e+16	0	1.34434e+15	6.06061e+15	1.46121e+13	6.06061e+15	1.03326e+11	5.8127e+12	2.47905e+11	2.66492e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.67325e+15	0	4.11779e+13	0	6.71443e+15	6.06061e+14	8.33813e+12	2.09799e+11	9.61359e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90846e+15	1.52147e+14	6.06061e+15	0	9.47572e+11	5.83699e+12	6.16425e+14	6.10653e+15	2.12732e+11	3.4932e+13	3.64702e+14	3.6054e+10	1.97682e+13	1.73353e+14	1.29625e+09	1.08771e+12	1.0278e+13	1.5172e+10	3.85685e+11	5.64378e+12	1.44735e+09	3.47338e+10	5.64459e+11	1.33065e+08	1.78344e+10	1.65361e+11	1.3075e+07	1.70795e+09	1.66475e+10	0.00020564	0.000263658	0.00142227	7.17461e-06	1.2883e-05	0.000109758	4.30892e-06	4.63826e-05	7.78279e-05	1.4953e-07	1.98347e-06	4.84515e-06	1.99342e-07	3.81659e-08	1.13673e-06	2.90401e-08	4.06617e-09	2.21081e-07	4.70302e-09	2.32579e-08	5.99159e-08	7.10362e-10	3.00857e-09	1.02348e-08	1.32911e+14	0.000471442	1.32775e+14	1.36824e+11	1.29365e+14	3.54671e+12	1.25786e+14	7.12527e+12	1.21341e+13	4.05213e+13	8.02561e+13	1.32911e+14	1.49056e+15	1.76714e+12	5.85656e+15	6.94329e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
73	0	0	1.41839e+18	0	0	0	6.16174e+14	0	0	6.1178e+15	0	0	4.71769e+15	0	1.12376e+13	1.21706e+16	1.12376e+16	1.21706e+19	6.06061e+15	-2.03922e-07	6.06061e+15	-4.76316e-08	1.21212e+15	0.000628192	5.56111e+15	1.28777e+17	6.04601e+15	3.0303e+16	0	1.34292e+15	6.06061e+15	1.45923e+13	6.06061e+15	1.03192e+11	5.81301e+12	2.47595e+11	2.66839e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.6819e+15	0	4.11951e+13	0	6.7231e+15	6.06061e+14	8.3411e+12	2.09879e+11	9.61356e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90826e+15	1.52346e+14	6.06061e+15	0	9.69244e+11	5.83956e+12	6.16761e+14	6.10996e+15	2.15167e+11	3.53496e+13	3.6909e+14	3.60843e+10	1.97891e+13	1.73543e+14	1.31156e+09	1.10125e+12	1.04071e+13	1.5189e+10	3.86095e+11	5.64998e+12	1.45705e+09	3.5031e+10	5.69149e+11	1.33273e+08	1.78634e+10	1.65631e+11	1.31645e+07	1.72236e+09	1.67929e+10	1.31978e-05	7.96825e-06	-0.000117878	4.06796e-07	-6.88238e-08	-1.24893e-05	3.27893e-07	3.3881e-06	4.79359e-07	1.04601e-08	1.14169e-07	-1.62552e-07	1.50234e-08	1.13196e-09	-9.70078e-08	2.24709e-09	4.16136e-11	-2.23152e-08	4.14962e-10	1.89028e-09	3.51583e-10	6.4195e-11	2.41388e-10	-1.47071e-10	1.33067e+14	2.6872e-05	1.3293e+14	1.37059e+11	1.29514e+14	3.55273e+12	1.25857e+14	7.21063e+12	1.21442e+13	4.05688e+13	8.03542e+13	1.33067e+14	1.49237e+15	1.7693e+12	5.86374e+15	6.95181e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
74	0	0	1.41877e+18	0	0	0	6.16351e+14	0	0	6.11944e+15	0	0	4.7191e+15	0	1.12376e+13	1.21706e+16	1.12376e+16	1.21706e+19	6.06061e+15	-2.60369e-07	6.06061e+15	-5.74902e-08	1.21212e+15	-0.00241072	5.56111e+15	1.28777e+17	6.04603e+15	3.0303e+16	0	1.3415e+15	6.06061e+15	1.45726e+13	6.06061e+15	1.03057e+11	5.81332e+12	2.47285e+11	2.67188e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.69055e+15	0	4.12089e+13	0	6.73175e+15	6.06061e+14	8.34343e+12	2.09942e+11	9.61354e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90808e+15	1.52529e+14	6.06061e+15	0	9.91161e+11	5.84217e+12	6.17098e+14	6.11339e+15	2.1759e+11	3.57653e+13	3.73457e+14	3.61119e+10	1.98085e+13	1.73717e+14	1.32671e+09	1.11464e+12	1.05348e+13	1.52048e+10	3.86472e+11	5.65569e+12	1.46659e+09	3.5324e+10	5.73773e+11	1.3346e+08	1.78894e+10	1.65874e+11	1.32516e+07	1.73644e+09	1.69352e+10	-8.91191e-05	-0.000127396	-0.000922996	-3.18627e-06	-6.88995e-06	-7.6094e-05	-1.79957e-06	-1.95825e-05	-4.04361e-05	-6.37625e-08	-8.81569e-07	-2.79713e-06	-8.34759e-08	-1.84801e-08	-7.44423e-07	-1.2065e-08	-2.08603e-09	-1.49739e-07	-1.88911e-09	-9.56155e-09	-3.12753e-08	-2.82748e-10	-1.24228e-09	-5.6464e-09	1.33222e+14	-0.000209291	1.33085e+14	1.37282e+11	1.29664e+14	3.55843e+12	1.25927e+14	7.29557e+12	1.21544e+13	4.06161e+13	8.04519e+13	1.33222e+14	1.49418e+15	1.77144e+12	5.87088e+15	6.96029e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
75	0	0	1.41914e+18	0	0	0	6.16528e+14	0	0	6.12109e+15	0	0	4.72052e+15	0	1.12376e+13	1.21706e+16	1.12376e+16	1.21706e+19	6.06061e+15	-2.47352e-07	6.06061e+15	-5.32669e-08	1.21212e+15	-0.0034234	5.56111e+15	1.28777e+17	6.04605e+15	3.0303e+16	0	1.34009e+15	6.06061e+15	1.45528e+13	6.06061e+15	1.02923e+11	5.81363e+12	2.46976e+11	2.67536e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.69919e+15	0	4.12196e+13	0	6.7404e+15	6.06061e+14	8.34513e+12	2.09989e+11	9.61352e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90791e+15	1.52697e+14	6.06061e+15	0	1.01332e+12	5.84483e+12	6.17435e+14	6.11682e+15	2.20003e+11	3.6179e+13	3.77803e+14	3.61372e+10	1.98263e+13	1.73877e+14	1.34171e+09	1.1279e+12	1.06611e+13	1.52193e+10	3.86819e+11	5.66095e+12	1.47597e+09	3.5613e+10	5.78332e+11	1.33625e+08	1.79124e+10	1.66089e+11	1.33363e+07	1.75019e+09	1.70742e+10	-0.000122119	-0.000169686	-0.00115021	-4.33756e-06	-8.95252e-06	-9.36094e-05	-2.49255e-06	-2.70915e-05	-5.29573e-05	-8.78079e-08	-1.20238e-06	-3.57541e-06	-1.15573e-07	-2.45614e-08	-9.26392e-07	-1.67606e-08	-2.73785e-09	-1.85351e-07	-2.64935e-09	-1.33209e-08	-4.09224e-08	-3.98008e-10	-1.73132e-09	-7.3041e-09	1.33377e+14	-0.000284938	1.3324e+14	1.37493e+11	1.29813e+14	3.56384e+12	1.25997e+14	7.38011e+12	1.21646e+13	4.06633e+13	8.05493e+13	1.33377e+14	1.49597e+15	1.77357e+12	5.878e+15	6.96874e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
76	0	0	1.41953e+18	0	0	0	6.16705e+14	0	0	6.12274e+15	0	0	4.72194e+15	0	1.12375e+13	1.21706e+16	1.12375e+16	1.21706e+19	6.06061e+15	-1.93942e-07	6.06061e+15	-4.06157e-08	1.21212e+15	-0.00327982	5.56111e+15	1.28777e+17	6.04607e+15	3.0303e+16	0	1.33867e+15	6.06061e+15	1.45331e+13	6.06061e+15	1.02789e+11	5.81394e+12	2.46668e+11	2.67885e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.70782e+15	0	4.12273e+13	0	6.74905e+15	6.06061e+14	8.34625e+12	2.10021e+11	9.61351e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90776e+15	1.52851e+14	6.06061e+15	0	1.03573e+12	5.84753e+12	6.17774e+14	6.12027e+15	2.22405e+11	3.65907e+13	3.8213e+14	3.616e+10	1.98425e+13	1.74025e+14	1.35655e+09	1.14101e+12	1.07862e+13	1.52326e+10	3.87136e+11	5.66577e+12	1.48519e+09	3.58981e+10	5.82827e+11	1.3377e+08	1.79327e+10	1.66279e+11	1.34186e+07	1.76362e+09	1.721e+10	-0.000115622	-0.000158918	-0.0010477	-4.0982e-06	-8.30647e-06	-8.48959e-05	-2.36946e-06	-2.57836e-05	-4.92968e-05	-8.33229e-08	-1.13867e-06	-3.29799e-06	-1.09878e-07	-2.29663e-08	-8.43294e-07	-1.59752e-08	-2.55096e-09	-1.6865e-07	-2.53181e-09	-1.27047e-08	-3.80691e-08	-3.81352e-10	-1.65371e-09	-6.77482e-09	1.33531e+14	-0.000269119	1.33394e+14	1.37692e+11	1.29962e+14	3.56897e+12	1.26067e+14	7.46423e+12	1.21748e+13	4.07103e+13	8.06462e+13	1.33531e+14	1.49776e+15	1.7757e+12	5.88509e+15	6.97715e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
77	0	0	1.41991e+18	0	0	0	6.16883e+14	0	0	6.1244e+15	0	0	4.72335e+15	0	1.12375e+13	1.21706e+16	1.12375e+16	1.21706e+19	6.06061e+15	-1.24223e-07	6.06061e+15	-2.50979e-08	1.21212e+15	-0.00242747	5.56111e+15	1.28777e+17	6.04609e+15	3.0303e+16	0	1.33726e+15	6.06061e+15	1.45135e+13	6.06061e+15	1.02655e+11	5.81425e+12	2.4636e+11	2.68235e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.71645e+15	0	4.1232e+13	0	6.75768e+15	6.06061e+14	8.3468e+12	2.10039e+11	9.6135e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90762e+15	1.52991e+14	6.06061e+15	0	1.05837e+12	5.85026e+12	6.18114e+14	6.12371e+15	2.24797e+11	3.70006e+13	3.86435e+14	3.61806e+10	1.98574e+13	1.74159e+14	1.37123e+09	1.15399e+12	1.09099e+13	1.52448e+10	3.87425e+11	5.67017e+12	1.49427e+09	3.61793e+10	5.87259e+11	1.33895e+08	1.79503e+10	1.66444e+11	1.34987e+07	1.77674e+09	1.73428e+10	-8.50968e-05	-0.000116199	-0.000752672	-3.01367e-06	-6.04214e-06	-6.0885e-05	-1.74711e-06	-1.90328e-05	-3.59176e-05	-6.13973e-08	-8.38544e-07	-2.39081e-06	-8.10264e-08	-1.68026e-08	-6.05142e-07	-1.1807e-08	-1.86172e-09	-1.21106e-07	-1.87159e-09	-9.39098e-09	-2.7704e-08	-2.82613e-10	-1.22348e-09	-4.92401e-09	1.33685e+14	-0.000197779	1.33547e+14	1.37881e+11	1.30111e+14	3.57384e+12	1.26137e+14	7.54794e+12	1.21851e+13	4.07572e+13	8.07429e+13	1.33685e+14	1.49955e+15	1.77781e+12	5.89214e+15	6.98552e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
78	0	0	1.42029e+18	0	0	0	6.17061e+14	0	0	6.12606e+15	0	0	4.72476e+15	0	1.12375e+13	1.21706e+16	1.12375e+16	1.21706e+19	6.06061e+15	-5.50186e-08	6.06061e+15	-9.72178e-09	1.21212e+15	-0.00143997	5.56111e+15	1.28777e+17	6.04611e+15	3.0303e+16	0	1.33584e+15	6.06061e+15	1.44938e+13	6.06061e+15	1.02522e+11	5.81455e+12	2.46052e+11	2.68584e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.72507e+15	0	4.12341e+13	0	6.7663e+15	6.06061e+14	8.34682e+12	2.10043e+11	9.6135e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90749e+15	1.53117e+14	6.06061e+15	0	1.08126e+12	5.85304e+12	6.18454e+14	6.12716e+15	2.27177e+11	3.74085e+13	3.90721e+14	3.6199e+10	1.98709e+13	1.74281e+14	1.38576e+09	1.16683e+12	1.10323e+13	1.52559e+10	3.87688e+11	5.67417e+12	1.50319e+09	3.64567e+10	5.9163e+11	1.34002e+08	1.79654e+10	1.66586e+11	1.35766e+07	1.78955e+09	1.74727e+10	-5.0175e-05	-6.77965e-05	-0.00042637	-1.77601e-06	-3.50154e-06	-3.44937e-05	-1.03214e-06	-1.12698e-05	-2.08336e-05	-3.62636e-08	-4.95274e-07	-1.37826e-06	-4.78791e-08	-9.81045e-09	-3.418e-07	-7.00803e-09	-1.08383e-09	-6.8626e-08	-1.10919e-09	-5.56936e-09	-1.60212e-08	-1.6832e-10	-7.27078e-10	-2.84563e-09	1.33838e+14	-0.000116342	1.337e+14	1.3806e+11	1.3026e+14	3.57844e+12	1.26207e+14	7.63124e+12	1.21955e+13	4.08038e+13	8.08391e+13	1.33838e+14	1.50132e+15	1.77992e+12	5.89917e+15	6.99386e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
79	0	0	1.42067e+18	0	0	0	6.1724e+14	0	0	6.12773e+15	0	0	4.72617e+15	0	1.12374e+13	1.21706e+16	1.12374e+16	1.21706e+19	6.06061e+15	-1.37914e-08	6.06061e+15	-1.06691e-09	1.21212e+15	-0.000714621	5.56111e+15	1.28777e+17	6.04613e+15	3.0303e+16	0	1.33443e+15	6.06061e+15	1.44742e+13	6.06061e+15	1.02388e+11	5.81486e+12	2.45745e+11	2.68935e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.73369e+15	0	4.12335e+13	0	6.77492e+15	6.06061e+14	8.34633e+12	2.10034e+11	9.61351e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90738e+15	1.53231e+14	6.06061e+15	0	1.10439e+12	5.85584e+12	6.18795e+14	6.13062e+15	2.29547e+11	3.78145e+13	3.94986e+14	3.62154e+10	1.9883e+13	1.74391e+14	1.40014e+09	1.17953e+12	1.11534e+13	1.5266e+10	3.87925e+11	5.6778e+12	1.51198e+09	3.67303e+10	5.95941e+11	1.34092e+08	1.79782e+10	1.66705e+11	1.36523e+07	1.80207e+09	1.75996e+10	-2.47086e-05	-3.28587e-05	-0.000197323	-8.74106e-07	-1.68137e-06	-1.59808e-05	-5.0952e-07	-5.56185e-06	-9.99509e-06	-1.79009e-08	-2.4371e-07	-6.55597e-07	-2.3629e-08	-4.76195e-09	-1.57373e-07	-3.47358e-09	-5.2305e-10	-3.16796e-08	-5.49005e-10	-2.75805e-09	-7.65374e-09	-8.37395e-11	-3.60297e-10	-1.35397e-09	1.33991e+14	-5.70923e-05	1.33853e+14	1.38228e+11	1.30408e+14	3.58279e+12	1.26277e+14	7.71414e+12	1.22059e+13	4.08504e+13	8.0935e+13	1.33991e+14	1.50309e+15	1.78202e+12	5.90617e+15	7.00217e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
80	0	0	1.42106e+18	0	0	0	6.17419e+14	0	0	6.1294e+15	0	0	4.72758e+15	0	1.12374e+13	1.21706e+16	1.12374e+16	1.21706e+19	6.06061e+15	3.25468e-08	6.06061e+15	9.30137e-09	1.21212e+15	-1.38543e-05	5.56111e+15	1.28777e+17	6.04615e+15	3.0303e+16	0	1.33303e+15	6.06061e+15	1.44547e+13	6.06061e+15	1.02255e+11	5.81517e+12	2.45438e+11	2.69285e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.7423e+15	0	4.12304e+13	0	6.78353e+15	6.06061e+14	8.34535e+12	2.10013e+11	9.61352e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90727e+15	1.53332e+14	6.06061e+15	0	1.12776e+12	5.85868e+12	6.19137e+14	6.13407e+15	2.31907e+11	3.82186e+13	3.99231e+14	3.62298e+10	1.9894e+13	1.74491e+14	1.41437e+09	1.1921e+12	1.12732e+13	1.52751e+10	3.88137e+11	5.68106e+12	1.52063e+09	3.70004e+10	6.00193e+11	1.34165e+08	1.79886e+10	1.66803e+11	1.3726e+07	1.8143e+09	1.77236e+10	-6.85543e-08	1.1942e-06	3.0079e-05	-1.9291e-09	9.73548e-08	2.34421e-06	-2.42385e-09	-2.39248e-08	6.42745e-07	-9.68566e-11	3.89722e-10	5.48048e-08	-9.41137e-11	1.51496e-10	2.67735e-08	-5.30729e-11	2.47718e-11	5.11143e-09	-3.85852e-12	-2.66185e-11	6.0686e-10	-1.71832e-12	-3.96214e-12	1.19122e-10	1.34144e+14	3.30401e-07	1.34005e+14	1.38388e+11	1.30557e+14	3.58691e+12	1.26347e+14	7.79664e+12	1.22163e+13	4.08968e+13	8.10305e+13	1.34144e+14	1.50485e+15	1.78411e+12	5.91315e+15	7.01044e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
81	0	0	1.42144e+18	0	0	0	6.17598e+14	0	0	6.13107e+15	0	0	4.72899e+15	0	1.12374e+13	1.21706e+16	1.12374e+16	1.21706e+19	6.06061e+15	5.1838e-08	6.06061e+15	1.34018e-08	1.21212e+15	0.000317924	5.56111e+15	1.28777e+17	6.04617e+15	3.0303e+16	0	1.33162e+15	6.06061e+15	1.44351e+13	6.06061e+15	1.02122e+11	5.81547e+12	2.45132e+11	2.69636e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.7509e+15	0	4.1225e+13	0	6.79213e+15	6.06061e+14	8.34391e+12	2.0998e+11	9.61353e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90718e+15	1.53421e+14	6.06061e+15	0	1.15136e+12	5.86155e+12	6.19479e+14	6.13754e+15	2.34256e+11	3.86207e+13	4.03457e+14	3.62424e+10	1.99037e+13	1.7458e+14	1.42845e+09	1.20454e+12	1.13918e+13	1.52833e+10	3.88326e+11	5.68397e+12	1.52914e+09	3.72668e+10	6.04388e+11	1.34221e+08	1.79968e+10	1.6688e+11	1.37976e+07	1.82624e+09	1.78449e+10	1.15807e-05	1.72098e-05	0.000135235	4.10596e-07	9.31979e-07	1.08422e-05	2.38041e-07	2.61497e-06	5.651e-06	8.35051e-09	1.16659e-07	3.88545e-07	1.10754e-08	2.48414e-09	1.11956e-07	1.57986e-09	2.84483e-10	2.22312e-08	2.55905e-10	1.28078e-09	4.49337e-09	3.76289e-11	1.66935e-10	8.14073e-10	1.34295e+14	2.74458e-05	1.34157e+14	1.38538e+11	1.30705e+14	3.5908e+12	1.26417e+14	7.87873e+12	1.22268e+13	4.0943e+13	8.11257e+13	1.34295e+14	1.50661e+15	1.78619e+12	5.92009e+15	7.01869e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
82	0	0	1.42183e+18	0	0	0	6.17778e+14	0	0	6.13275e+15	0	0	4.73039e+15	0	1.12373e+13	1.21706e+16	1.12373e+16	1.21706e+19	6.06061e+15	4.23709e-08	6.06061e+15	1.07324e-08	1.21212e+15	0.00027485	5.56111e+15	1.28777e+17	6.04619e+15	3.0303e+16	0	1.33021e+15	6.06061e+15	1.44156e+13	6.06061e+15	1.01989e+11	5.81578e+12	2.44826e+11	2.69987e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.7595e+15	0	4.12174e+13	0	6.80072e+15	6.06061e+14	8.34204e+12	2.09936e+11	9.61355e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90711e+15	1.53499e+14	6.06061e+15	0	1.1752e+12	5.86445e+12	6.19822e+14	6.141e+15	2.36595e+11	3.9021e+13	4.07662e+14	3.62531e+10	1.99123e+13	1.74658e+14	1.44239e+09	1.21685e+12	1.15091e+13	1.52907e+10	3.88493e+11	5.68655e+12	1.53751e+09	3.75298e+10	6.08526e+11	1.34263e+08	1.80029e+10	1.66938e+11	1.38673e+07	1.83791e+09	1.79634e+10	1.00306e-05	1.4845e-05	0.00011506	3.56216e-07	8.04283e-07	9.28009e-06	2.06937e-07	2.29095e-06	4.89726e-06	7.27196e-09	1.02356e-07	3.36809e-07	9.64172e-09	2.18936e-09	9.53583e-08	1.38886e-09	2.49914e-10	1.90928e-08	2.23831e-10	1.13227e-09	3.89082e-09	3.33048e-11	1.4778e-10	7.08286e-10	1.34447e+14	2.37465e-05	1.34308e+14	1.38679e+11	1.30852e+14	3.59448e+12	1.26486e+14	7.96043e+12	1.22373e+13	4.0989e+13	8.12206e+13	1.34447e+14	1.50836e+15	1.78827e+12	5.92701e+15	7.0269e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
83	0	0	1.42222e+18	0	0	0	6.17958e+14	0	0	6.13443e+15	0	0	4.7318e+15	0	1.12373e+13	1.21706e+16	1.12373e+16	1.21706e+19	6.06061e+15	2.96534e-08	6.06061e+15	7.75937e-09	1.21212e+15	5.81422e-05	5.56111e+15	1.28777e+17	6.04621e+15	3.0303e+16	0	1.32881e+15	6.06061e+15	1.43961e+13	6.06061e+15	1.01857e+11	5.81609e+12	2.4452e+11	2.70339e+15	6.06061e+12	0	0	6.06061e+12	3.0303e+12	6.76809e+15	0	4.12075e+13	0	6.8093e+15	6.06061e+14	8.33974e+12	2.09881e+11	9.61357e+14	9.69697e+14	1.21002e+14	1.21212e+14	5.90704e+15	1.53566e+14	6.06061e+15	0	1.19928e+12	5.86738e+12	6.20165e+14	6.14447e+15	2.38923e+11	3.94194e+13	4.11847e+14	3.62622e+10	1.99199e+13	1.74728e+14	1.45618e+09	1.22902e+12	1.16252e+13	1.52971e+10	3.88638e+11	5.68882e+12	1.54576e+09	3.77893e+10	6.12609e+11	1.3429e+08	1.8007e+10	1.66977e+11	1.3935e+07	1.84931e+09	1.80793e+10	2.53132e-06	4.58221e-06	4.75809e-05	9.17983e-08	2.72953e-07	3.89841e-06	5.34543e-08	6.45499e-07	1.75594e-06	1.90156e-09	3.02085e-08	1.28929e-07	2.54277e-09	7.16855e-10	4.11374e-08	3.70723e-10	8.82962e-11	8.45929e-09	6.08906e-11	3.23839e-10	1.46365e-09	9.12671e-12	4.36115e-11	2.83308e-10	1.34598e+14	6.30743e-06	1.34459e+14	1.38813e+11	1.31e+14	3.59795e+12	1.26556e+14	8.04173e+12	1.22478e+13	4.10349e+13	8.13151e+13	1.34598e+14	1.5101e+15	1.79033e+12	5.93391e+15	7.03508e+12	1.81818e+13	0	0	0	6.06061e+11	6.06061e+13	0	6.06061e+13	6.06061e+13	6.06061e+13
