Time	[C16AcylCarCYT]	[C16AcylCarMAT]	[C16AcylCoAMAT]	[C16EnoylCoAMAT]	[C16HydroxyacylCoAMAT]	[C16KetoacylCoAMAT]	[C14AcylCarCYT]	[C14AcylCarMAT]	[C14AcylCoAMAT]	[C14EnoylCoAMAT]	[C14HydroxyacylCoAMAT]	[C14KetoacylCoAMAT]	[C12AcylCarCYT]	[C12AcylCarMAT]	[C12AcylCoAMAT]	[C12EnoylCoAMAT]	[C12HydroxyacylCoAMAT]	[C12KetoacylCoAMAT]	[C10AcylCarCYT]	[C10AcylCarMAT]	[C10AcylCoAMAT]	[C10EnoylCoAMAT]	[C10HydroxyacylCoAMAT]	[C10KetoacylCoAMAT]	[C8AcylCarCYT]	[C8AcylCarMAT]	[C8AcylCoAMAT]	[C8EnoylCoAMAT]	[C8HydroxyacylCoAMAT]	[C8KetoacylCoAMAT]	[C6AcylCarCYT]	[C6AcylCarMAT]	[C6AcylCoAMAT]	[C6EnoylCoAMAT]	[C6HydroxyacylCoAMAT]	[C6KetoacylCoAMAT]	[C4AcylCarCYT]	[C4AcylCarMAT]	[C4AcylCoAMAT]	[C4EnoylCoAMAT]	[C4HydroxyacylCoAMAT]	[C4AcetoacylCoAMAT]	[AcetylCoAMAT]	[FADHMAT]	[NADHMAT]	[CoAMAT]	[C16AcylCoACYT]	[CarCYT]	[CoACYT]	[MalCoACYT]	[CarMAT]	[FADtMAT]	[NADtMAT]	[CoAMATt]
82	1.08246e-06	9.92832e-07	1.58659e-06	6.70915e-08	2.10066e-07	6.66671e-10	1.98026e-07	3.6687e-07	3.70791e-06	7.7427e-08	2.32359e-07	7.36901e-10	7.71864e-08	1.42531e-07	1.42509e-06	8.73245e-08	2.69247e-07	8.5196e-10	4.48083e-08	8.26739e-08	8.26119e-07	9.79287e-08	3.02837e-07	9.56281e-10	4.80398e-08	8.82483e-08	6.29164e-07	2.39562e-07	7.46103e-07	2.35643e-09	1.76246e-05	3.26215e-05	4.89296e-05	0.000168791	0.000527299	1.66649e-06	0.075791	0.176265	0.0510103	0.194991	0.609865	0.0019269	30	0.46	16	4969.14	1.0422e-05	400	140	0	950	0.77	250	5000
83	9.0412e-07	8.29233e-07	1.32522e-06	5.60379e-08	1.75457e-07	5.56835e-10	1.65403e-07	3.06431e-07	3.09708e-06	6.46693e-08	1.94075e-07	6.15487e-10	6.43378e-08	1.18815e-07	1.18805e-06	7.29324e-08	2.24873e-07	7.1155e-10	3.73302e-08	6.88837e-08	6.88383e-07	8.17861e-08	2.52918e-07	7.9865e-10	3.99199e-08	7.33901e-08	5.24397e-07	2.00627e-07	6.24851e-07	1.97351e-09	1.47158e-05	2.72583e-05	4.18496e-05	0.000145071	0.000453226	1.43258e-06	0.074518	0.173304	0.0501979	0.191927	0.600284	0.00189664	30	0.46	16	4969.16	8.70522e-06	400	140	0	950	0.77	250	5000
84	7.55163e-07	6.92593e-07	1.10691e-06	4.68055e-08	1.4655e-07	4.65094e-10	1.38154e-07	2.5595e-07	2.58687e-06	5.40137e-08	1.62099e-07	5.14078e-10	5.36307e-08	9.90489e-08	9.90475e-07	6.09124e-08	1.87812e-07	5.94282e-10	3.11021e-08	5.7397e-08	5.73638e-07	6.83047e-08	2.11229e-07	6.67006e-10	3.31881e-08	6.10566e-08	4.37125e-07	1.68116e-07	5.23606e-07	1.65377e-09	1.22935e-05	2.27919e-05	3.59382e-05	0.000125245	0.000391314	1.23706e-06	0.0732663	0.170393	0.0494028	0.188928	0.590905	0.00186702	30	0.46	16	4969.17	7.27121e-06	400	140	0	950	0.77	250	5000
85	6.30747e-07	5.78468e-07	9.24558e-07	3.90941e-08	1.22405e-07	3.88469e-10	1.15394e-07	2.13784e-07	2.16071e-06	4.51139e-08	1.35391e-07	4.29378e-10	4.47076e-08	8.25748e-08	8.25787e-07	5.08736e-08	1.5686e-07	4.96342e-10	2.59147e-08	4.78281e-08	4.78042e-07	5.70458e-08	1.76412e-07	5.57063e-10	2.7603e-08	5.08129e-08	3.64421e-07	1.40968e-07	4.3906e-07	1.38677e-09	1.02764e-05	1.90721e-05	3.1e-05	0.000108665	0.000339536	1.07354e-06	0.0720356	0.167531	0.0486242	0.18599	0.581716	0.001838	30	0.46	16	4969.18	6.07343e-06	400	140	0	950	0.77	250	5000
86	5.2683e-07	4.8315e-07	7.72248e-07	3.26533e-08	1.02239e-07	3.24468e-10	9.63842e-08	1.78565e-07	1.80476e-06	3.76805e-08	1.13084e-07	3.58634e-10	3.72706e-08	6.88432e-08	6.88505e-07	4.24894e-08	1.31009e-07	4.14544e-10	2.15936e-08	3.98565e-08	3.98394e-07	4.7643e-08	1.47334e-07	4.65243e-10	2.29663e-08	4.23008e-08	3.03848e-07	1.18295e-07	3.68453e-07	1.16378e-09	8.59643e-06	1.5974e-05	2.68722e-05	9.4789e-05	0.000296201	9.36681e-07	0.0708255	0.164717	0.0478612	0.183111	0.57271	0.00180956	30	0.46	16	4969.19	5.07295e-06	400	140	0	950	0.77	250	5000
87	4.40033e-07	4.03538e-07	6.4503e-07	2.72736e-08	8.53948e-08	2.71011e-10	8.05058e-08	1.49148e-07	1.50745e-06	3.1472e-08	9.44522e-08	2.99545e-10	3.10721e-08	5.73972e-08	5.74064e-07	3.5487e-08	1.09419e-07	3.46227e-10	1.7994e-08	3.32151e-08	3.32031e-07	3.97901e-08	1.2305e-07	3.8856e-10	1.91148e-08	3.52247e-08	2.53378e-07	9.93586e-08	3.0948e-07	9.7754e-10	7.19728e-06	1.33934e-05	2.34194e-05	8.3166e-05	0.000259903	8.22043e-07	0.0696358	0.16195	0.0471132	0.180287	0.563878	0.00178167	30	0.46	16	4969.21	4.23729e-06	400	140	0	950	0.77	250	5000
88	3.67537e-07	3.37045e-07	5.38769e-07	2.27803e-08	7.13259e-08	2.26362e-10	6.72433e-08	1.24578e-07	1.25911e-06	2.62864e-08	7.88903e-08	2.50192e-10	2.59053e-08	4.78557e-08	4.78659e-07	2.96387e-08	9.13866e-08	2.89169e-10	1.49951e-08	2.76815e-08	2.76733e-07	3.32317e-08	1.02768e-07	3.24517e-10	1.59141e-08	2.93401e-08	2.11324e-07	8.3541e-08	2.60221e-07	8.21973e-10	6.0319e-06	1.12436e-05	2.05288e-05	7.34209e-05	0.000229468	7.25921e-07	0.068466	0.15923	0.0463795	0.177516	0.555214	0.00175431	30	0.46	16	4969.22	3.53928e-06	400	140	0	950	0.77	250	5000
89	3.06985e-07	2.81508e-07	4.50014e-07	1.90272e-08	5.95749e-08	1.89068e-10	5.61656e-08	1.04055e-07	1.05169e-06	2.19553e-08	6.58924e-08	2.08971e-10	2.15985e-08	3.99018e-08	3.99124e-07	2.47542e-08	7.63263e-08	2.41515e-10	1.24966e-08	2.30707e-08	2.30652e-07	2.77544e-08	8.58301e-08	2.7103e-10	1.32531e-08	2.44446e-08	1.76278e-07	7.0327e-08	2.19069e-07	6.92012e-10	5.06112e-06	9.45261e-06	1.81065e-05	6.5241e-05	0.000203922	6.45233e-07	0.0673158	0.156555	0.0456597	0.174797	0.546711	0.00172745	30	0.46	16	4969.23	2.95625e-06	400	140	0	950	0.77	250	5000
90	2.56408e-07	2.35123e-07	3.7588e-07	1.58924e-08	4.97599e-08	1.57919e-10	4.69129e-08	8.69128e-08	8.78438e-07	1.83378e-08	5.50361e-08	1.74541e-10	1.80083e-08	3.32708e-08	3.32811e-07	2.06747e-08	6.37481e-08	2.01714e-10	1.04148e-08	1.92287e-08	1.92253e-07	2.31799e-08	7.16838e-08	2.2636e-10	1.104e-08	2.03711e-08	1.47073e-07	5.92866e-08	1.84687e-07	5.83428e-10	4.25238e-06	7.96024e-06	1.60743e-05	5.83658e-05	0.00018245	5.77411e-07	0.0661849	0.153925	0.0449533	0.172128	0.538364	0.00170109	30	0.46	16	4969.24	2.46927e-06	400	140	0	950	0.77	250	5000
91	2.14165e-07	1.96381e-07	3.13958e-07	1.32742e-08	4.15619e-08	1.31902e-10	3.91844e-08	7.25948e-08	7.33726e-07	1.53164e-08	4.59684e-08	1.45784e-10	1.50153e-08	2.77425e-08	2.77524e-07	1.72676e-08	5.32427e-08	1.68473e-10	8.68021e-09	1.60271e-08	1.60251e-07	1.93595e-08	5.98693e-08	1.89052e-10	9.19886e-09	1.69806e-08	1.22732e-07	5.00609e-08	1.55955e-07	4.9269e-10	3.57852e-06	6.71651e-06	1.43672e-05	5.25783e-05	0.000164374	5.20315e-07	0.0650731	0.151339	0.0442599	0.169508	0.530168	0.00167521	30	0.46	16	4969.25	2.06251e-06	400	140	0	950	0.77	250	5000
92	1.78881e-07	1.64022e-07	2.62238e-07	1.10872e-08	3.47146e-08	1.10171e-10	3.27292e-08	6.06356e-08	6.12854e-07	1.27928e-08	3.83948e-08	1.21765e-10	1.25202e-08	2.31335e-08	2.31427e-07	1.4422e-08	4.44687e-08	1.4071e-10	7.23477e-09	1.3359e-08	1.33581e-07	1.61687e-08	5.00021e-08	1.57894e-10	7.66669e-09	1.41579e-08	1.02445e-07	4.23501e-08	1.31942e-07	4.16853e-10	3.01698e-06	5.6798e-06	1.29311e-05	4.76979e-05	0.000149131	4.72163e-07	0.0639798	0.148797	0.043579	0.166934	0.522119	0.00164979	30	0.46	16	4969.27	1.72275e-06	400	140	0	950	0.77	250	5000
93	1.4941e-07	1.36996e-07	2.19038e-07	9.26062e-09	2.89954e-08	9.20204e-11	2.73374e-08	5.06465e-08	5.11894e-07	1.0685e-08	3.2069e-08	1.01703e-10	1.04399e-08	1.92907e-08	1.92992e-07	1.20453e-08	3.71406e-08	1.17522e-10	6.03025e-09	1.11355e-08	1.11353e-07	1.35039e-08	4.17612e-08	1.31872e-10	6.39135e-09	1.18075e-08	8.55346e-08	3.59043e-08	1.11868e-07	3.53455e-10	2.54894e-06	4.81544e-06	1.17207e-05	4.3574e-05	0.00013625	4.31471e-07	0.062905	0.146297	0.0429104	0.164406	0.514213	0.00162482	30	0.46	16	4969.28	1.43896e-06	400	140	0	950	0.77	250	5000
94	1.24795e-07	1.14423e-07	1.82954e-07	7.73494e-09	2.42184e-08	7.68601e-11	2.28339e-08	4.23031e-08	4.27566e-07	8.92448e-09	2.67854e-08	8.49471e-11	8.70559e-09	1.60867e-08	1.60945e-07	1.00603e-08	3.10201e-08	9.81553e-11	5.02645e-09	9.28241e-09	9.28271e-08	1.12784e-08	3.48787e-08	1.10138e-10	5.32955e-09	9.8501e-09	7.14385e-08	3.05147e-08	9.50829e-08	3.00444e-10	2.15876e-06	4.09458e-06	1.06985e-05	4.00811e-05	0.00012534	3.97002e-07	0.0618481	0.14384	0.0422537	0.161922	0.506445	0.00160029	30	0.46	16	4969.29	1.20192e-06	400	140	0	950	0.77	250	5000
95	1.04235e-07	9.55696e-08	1.52815e-07	6.46063e-09	2.02285e-08	6.41976e-11	1.90723e-08	3.53341e-08	3.57131e-07	7.45407e-09	2.23724e-08	7.09516e-11	7.25956e-09	1.34152e-08	1.34222e-07	8.40246e-09	2.59084e-08	8.19805e-11	4.1899e-09	7.73795e-09	7.73857e-08	9.41962e-09	2.91305e-08	9.19872e-11	4.44539e-09	8.21966e-09	5.96876e-08	2.60069e-08	8.10441e-08	2.56107e-10	1.83339e-06	3.49321e-06	9.83333e-06	3.71148e-05	0.000116075	3.67726e-07	0.060809	0.141423	0.0416086	0.159482	0.498813	0.00157619	30	0.46	16	4969.3	1.00393e-06	400	140	0	950	0.77	250	5000
96	8.70624e-08	7.98225e-08	1.27641e-07	5.39625e-09	1.68959e-08	5.36211e-11	1.59303e-08	2.95132e-08	2.98298e-07	6.22592e-09	1.86864e-08	5.92619e-11	6.05388e-09	1.11877e-08	1.11939e-07	7.01781e-09	2.1639e-08	6.8471e-11	3.49269e-09	6.45066e-09	6.45148e-08	7.86723e-09	2.43298e-08	7.68276e-11	3.709e-09	6.86136e-09	4.98908e-08	2.22354e-08	6.92982e-08	2.19011e-10	1.56198e-06	2.99132e-06	9.09904e-06	3.45881e-05	0.000108182	3.42785e-07	0.0597874	0.139047	0.0409748	0.157084	0.491314	0.0015525	30	0.46	16	4969.31	8.38554e-07	400	140	0	950	0.77	250	5000
97	7.2719e-08	6.66703e-08	1.06614e-07	4.50723e-09	1.41123e-08	4.47872e-11	1.3306e-08	2.46513e-08	2.49158e-07	5.20013e-09	1.56077e-08	4.94983e-11	5.04857e-09	9.33019e-09	9.33579e-08	5.86134e-09	1.80731e-08	5.71879e-11	2.91159e-09	5.3777e-09	5.37863e-08	6.5707e-09	2.03203e-08	6.41665e-11	3.09559e-09	5.72965e-09	4.17228e-08	1.90788e-08	5.94672e-08	1.87962e-10	1.33551e-06	2.57227e-06	8.47399e-06	3.24285e-05	0.000101435	3.21464e-07	0.0587829	0.136711	0.0403521	0.154727	0.483944	0.00152923	30	0.46	16	4969.32	7.0042e-07	400	140	0	950	0.77	250	5000
98	6.07387e-08	5.56852e-08	8.90507e-08	3.76468e-09	1.17873e-08	3.74086e-11	1.1114e-08	2.05903e-08	2.08113e-07	4.34335e-09	1.30363e-08	4.13433e-11	4.21031e-09	7.78131e-09	7.78627e-08	4.89547e-09	1.5095e-08	4.77642e-11	2.42725e-09	4.48334e-09	4.48432e-08	5.48787e-09	1.69716e-08	5.35922e-11	2.58456e-09	4.7866e-09	3.49121e-08	1.64356e-08	5.12353e-08	1.61963e-10	1.14646e-06	2.2222e-06	7.94011e-06	3.05755e-05	9.56462e-05	3.03167e-07	0.0577953	0.134415	0.0397402	0.152411	0.4767	0.00150635	30	0.46	16	4969.33	5.8504e-07	400	140	0	950	0.77	250	5000
99	5.07321e-08	4.651e-08	7.43809e-08	3.14446e-09	9.84541e-09	3.12457e-11	9.28309e-09	1.71983e-08	1.73829e-07	3.62774e-09	1.08885e-08	3.45318e-11	3.51132e-09	6.4897e-09	6.49406e-08	4.08875e-09	1.26075e-08	3.98934e-11	2.02354e-09	3.73783e-09	3.7388e-08	4.5835e-09	1.41748e-08	4.47607e-11	2.15875e-09	4.00067e-09	2.92326e-08	1.42213e-08	4.43388e-08	1.40181e-10	9.88559e-07	1.92957e-06	7.48237e-06	2.89788e-05	9.06577e-05	2.87397e-07	0.0568243	0.132156	0.0391389	0.150134	0.469581	0.00148387	30	0.46	16	4969.34	4.88666e-07	400	140	0	950	0.77	250	5000
100	4.23741e-08	3.88467e-08	6.21276e-08	2.62642e-09	8.22341e-09	2.6098e-11	7.75381e-09	1.43651e-08	1.45193e-07	3.03003e-09	9.09459e-09	2.88426e-11	2.92844e-09	5.41271e-09	5.41661e-08	3.41497e-09	1.053e-08	3.33195e-11	1.68703e-09	3.11645e-09	3.11745e-08	3.82817e-09	1.18389e-08	3.73845e-11	1.80391e-09	3.34562e-09	2.44971e-08	1.2365e-08	3.85574e-08	1.21921e-10	8.56602e-07	1.68477e-06	7.08825e-06	2.75966e-05	8.63388e-05	2.73742e-07	0.0558696	0.129936	0.0385481	0.147897	0.462583	0.00146177	30	0.46	16	4969.35	4.08168e-07	400	140	0	950	0.77	250	5000
