Time	[EGFR]	[L_EGFR]	[L_EGFR_dimer]	[SOS]	[L_dpEGFR]	[pSOS]	[SOS_Grb2]	[Grb2]	[Dok]	[pDok]	[Crk]	[FRS2]	[Shc]	[pSOS_Grb2]	[Rap1_GDP]	[MEK]	[MKP3]	[pShc_dpEGFR]	[dpEGFR_c_Cbl]	[B_Raf_Rap1_GTP]	[pShc_dpEGFR_c_Cbl]	[pFRS2_dpEGFR_c_Cbl]	[Shc_dpEGFR]	[c_Cbl]	[RasGAP]	[c_Raf]	[B_Raf]	[ERK]	[PP2A]	[Ras_GDP]	[Rap1GAP]	[C3G]	[NGFR]	[pShc]	[pFRS2_dpEGFR]	[pTrkA_endo]	[MEK_ERK]	[pMEK_ERK]	[FRS2_dpEGFR_c_Cbl_ubiq]	[Crk_C3G_pFRS2_dpEGFR_c_Cbl]	[pShc_dpEGFR_c_Cbl_ubiq]	[Crk_C3G_pFRS2_dpEGFR]	[Grb2_SOS_pShc_dpEGFR_c_Cbl_ubiq]	[Grb2_SOS_pShc_dpEGFR_c_Cbl]	[Shc_dpEGFR_c_Cbl_ubiq]	[dpEGFR_c_Cbl_ubiq]	[proteasome]	[Grb2_SOS_pShc]	[Shc_dpEGFR_c_Cbl]	[Grb2_SOS_pShc_dpEGFR]	[pFRS2]	[FRS2_dpEGFR]	[pDok_RasGAP]	[pMEK]	[FRS2_dpEGFR_c_Cbl]	[pFRS2_dpEGFR_c_Cbl_ubiq]	[Ras_GTP]	[Crk_C3G_pFRS2_dpEGFR_c_Cbl_ubiq]	[c_Raf_Ras_GTP]	[B_Raf_Ras_GTP]	[ppMEK]	[ppERK]	[pTrkA]	[Crk_C3G]	[Rap1_GTP]	[L_NGFR]	[ppMEK_ERK]	[dppERK]	[Shc_pTrkA]	[Shc_pTrkA_endo]	[pShc_pTrkA]	[pFRS2_pTrkA]	[FRS2_pTrkA]	[pShc_pTrkA_endo]	[FRS2_pTrkA_endo]	[pFRS2_pTrkA_endo]	[Crk_C3G_pFRS2_pTrkA_endo]	[Grb2_SOS_pShc_pTrkA]	[Crk_C3G_pFRS2_pTrkA]	[Grb2_SOS_pShc_pTrkA_endo]	[c_Raf_Ras_GTP_MEK]	[c_Raf_Ras_GTP_pMEK]	[c_Raf_Ras_GTP_MEK_ERK]	[c_Raf_Ras_GTP_pMEK_ERK]	[B_Raf_Ras_GTP_MEK]	[B_Raf_Ras_GTP_pMEK]	[B_Raf_Ras_GTP_MEK_ERK]	[B_Raf_Ras_GTP_pMEK_ERK]	[B_Raf_Rap1_GTP_MEK]	[B_Raf_Rap1_GTP_pMEK]	[B_Raf_Rap1_GTP_MEK_ERK]	[B_Raf_Rap1_GTP_pMEK_ERK]	[ppERK_MKP3]	[dppERK_MKP3]	[pro_TrkA]	[NGF]	[EGF]	[pro_EGFR]	[degradation]
32	0.267252	0.00700229	0.000122108	0.0495773	0.000128727	5.98838e-08	0.0358529	0.949577	0.279745	0.018306	0.501981	0.997115	0.971836	5.60814e-08	0.1998	0.343364	0.0174415	0.00192218	7.58493e-05	4.19018e-05	0.00170335	0.000206158	0.000946463	0.492429	0.0980508	0.4599	0.184114	0.0198671	0.24	0.0439562	0.012	0.0019806	0.061894	0.00668206	0.000222437	0	0.185801	0.0337067	4.79265e-05	0.000402688	0.00120966	0.000391742	0.000881109	0.00144291	0.000472912	5.13715e-05	2.44352e-05	0.0107735	0.000657772	0.00147215	0.00109838	9.70012e-05	0.00194918	0.062333	6.74045e-05	0.00012797	0.000254736	0.000223769	0.00834182	0.0033658	0.00726686	0.00119227	0	0.497001	3.50907e-06	0	0.00329222	1.79626e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.017549	0.00305339	0.00950312	0.00165235	0.00686683	0.00112551	0.0037217	0.000609553	8.59918e-05	1.45716e-05	4.65849e-05	7.88849e-06	0.000553018	5.48539e-06	0.020631	0	0.001613	0.3	0
33	0.266293	0.00699	0.000121681	0.0487784	0.000130535	1.0374e-07	0.0357431	0.948778	0.278358	0.019491	0.50198	0.996948	0.970245	9.99939e-08	0.199782	0.334998	0.0172764	0.00196515	7.79788e-05	4.5766e-05	0.00175039	0.000213638	0.000959937	0.492067	0.0978492	0.457219	0.183036	0.0198106	0.24	0.0402018	0.012	0.00198038	0.061894	0.00712722	0.000229285	0	0.18086	0.0364588	5.1291e-05	0.000420249	0.00129476	0.000407912	0.000953404	0.00148518	0.000505716	5.51642e-05	2.73295e-05	0.0115283	0.000673825	0.00151134	0.00117997	9.8525e-05	0.00215081	0.067583	6.91498e-05	0.000138333	0.000267051	0.000244109	0.00894563	0.00360365	0.00892392	0.0015085	0	0.496947	3.77427e-06	0	0.00402646	3.00183e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0184012	0.00356551	0.00994366	0.00192525	0.00721184	0.00131969	0.00390135	0.0007133	9.18901e-05	1.7362e-05	4.96807e-05	9.37933e-06	0.000714133	9.42263e-06	0.020631	0	0.001613	0.3	0
34	0.265338	0.00697765	0.000121253	0.048001	0.000132277	1.74732e-07	0.0356037	0.948001	0.27694	0.0206963	0.50198	0.996778	0.968631	1.73198e-07	0.199764	0.326537	0.0170771	0.0020075	8.00348e-05	4.98334e-05	0.00179656	0.000220955	0.000972811	0.491703	0.0976361	0.454583	0.181974	0.0197423	0.24	0.0365097	0.012	0.00198016	0.061894	0.00758625	0.000235993	0	0.175799	0.0391623	5.47379e-05	0.000437513	0.00138209	0.000423837	0.00102768	0.00152514	0.000539272	5.90578e-05	3.04344e-05	0.0122938	0.000689209	0.0015484	0.001264	9.99936e-05	0.0023639	0.0728054	7.0833e-05	0.000149055	0.000278826	0.0002653	0.00955043	0.0038414	0.0108302	0.00188163	0	0.496893	4.05042e-06	0	0.00486447	4.87782e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0191895	0.00411751	0.0103428	0.00221732	0.00753237	0.00153002	0.00406528	0.000824957	9.77812e-05	2.04829e-05	5.27352e-05	1.10368e-05	0.000907214	1.57007e-05	0.020631	0	0.001613	0.3	0
35	0.264387	0.00696526	0.000120824	0.0472438	0.000133957	2.86587e-07	0.035437	0.947244	0.275491	0.0219204	0.50198	0.996605	0.966997	2.91886e-07	0.199745	0.318033	0.0168403	0.00204926	8.20195e-05	5.41087e-05	0.00184192	0.000228107	0.000985106	0.491336	0.0974115	0.452014	0.180936	0.0196607	0.24	0.032911	0.012	0.00197995	0.061894	0.00805915	0.000242561	0	0.170641	0.0417896	5.82638e-05	0.000454467	0.00147163	0.000439503	0.00110382	0.00156283	0.000573547	6.30484e-05	3.37551e-05	0.0130686	0.000703944	0.00158336	0.00135038	0.000101409	0.0025885	0.0779626	7.24558e-05	0.000160127	0.000289922	0.000287325	0.0101521	0.00407739	0.0129989	0.0023152	0	0.496839	4.33757e-06	0	0.00580905	7.7178e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0199072	0.00470522	0.0106958	0.00252554	0.00782572	0.00175503	0.00421161	0.000943458	0.00010365	2.39435e-05	5.57321e-05	1.2861e-05	0.00113431	2.54099e-05	0.020631	0	0.001613	0.3	0
36	0.263439	0.00695285	0.000120395	0.0465059	0.000135576	4.58348e-07	0.0352455	0.946506	0.274013	0.0231619	0.50198	0.996431	0.965343	4.79299e-07	0.199726	0.309538	0.0165636	0.00209046	8.3935e-05	5.85962e-05	0.00188651	0.000235092	0.000996844	0.490969	0.0971754	0.449537	0.179932	0.0195643	0.24	0.0294385	0.012	0.00197973	0.061894	0.00854593	0.000248987	0	0.16541	0.0443148	6.18659e-05	0.000471098	0.00156333	0.000454902	0.00118172	0.00159832	0.000608508	6.71325e-05	3.7297e-05	0.0138513	0.00071805	0.0016163	0.00143905	0.000102773	0.0028246	0.08302	7.402e-05	0.000171542	0.000300198	0.000310166	0.0107461	0.0043098	0.0154401	0.00281144	0	0.496784	4.63572e-06	0	0.00686085	0.000119049	0	0	0	0	0	0	0	0	0	0	0	0	0.0205488	0.00532334	0.0109987	0.00284615	0.00808951	0.00199281	0.00433865	0.00106745	0.000109485	2.77501e-05	5.86558e-05	1.48497e-05	0.00139641	3.99861e-05	0.020631	0	0.001613	0.3	0
37	0.262495	0.00694043	0.000119966	0.0457862	0.000137137	7.15697e-07	0.0350316	0.945787	0.272508	0.0244196	0.50198	0.996253	0.96367	7.67847e-07	0.199706	0.301104	0.0162456	0.00213113	8.57834e-05	6.33001e-05	0.00193037	0.00024191	0.00100804	0.490599	0.0969278	0.447175	0.178971	0.0194517	0.24	0.0261256	0.012	0.00197951	0.061894	0.0090466	0.00025527	0	0.16013	0.0467134	6.55411e-05	0.000487398	0.00165715	0.000470022	0.00126126	0.00163166	0.000644124	7.13065e-05	4.10649e-05	0.0146405	0.000731547	0.00164726	0.00152993	0.000104088	0.00307218	0.0879472	7.55276e-05	0.000183291	0.000309514	0.000333808	0.0113274	0.00453668	0.0181601	0.00337096	0	0.496729	4.9448e-06	0	0.0080181	0.00017923	0	0	0	0	0	0	0	0	0	0	0	0	0.0211095	0.00596556	0.011248	0.00317475	0.00832172	0.00224106	0.00444491	0.00119532	0.000115278	3.19064e-05	6.14924e-05	1.69976e-05	0.00169312	6.12448e-05	0.020631	0	0.001613	0.3	0
38	0.261555	0.00692801	0.000119537	0.0450838	0.000138642	1.09231e-06	0.0347972	0.945085	0.270976	0.0256923	0.501979	0.996074	0.961981	1.2015e-06	0.199686	0.292781	0.0158861	0.0021713	8.75667e-05	6.82238e-05	0.00197352	0.000248559	0.00101872	0.490228	0.0966688	0.444952	0.178063	0.0193217	0.24	0.0230055	0.012	0.0019793	0.061894	0.00956114	0.000261411	0	0.154828	0.0489636	6.92866e-05	0.000503357	0.00175304	0.000484858	0.00134233	0.00166292	0.000680365	7.55671e-05	4.50639e-05	0.0154352	0.000744454	0.00167632	0.00162295	0.000105355	0.00333121	0.0927182	7.69801e-05	0.000195364	0.000317749	0.000358233	0.0118909	0.00475597	0.0211616	0.00399252	0	0.496674	5.26462e-06	0	0.00927642	0.000263627	0	0	0	0	0	0	0	0	0	0	0	0	0.0215857	0.00662465	0.0114409	0.00350635	0.00852078	0.00249709	0.00452922	0.00132521	0.000121025	3.64135e-05	6.42295e-05	1.92969e-05	0.0020225	9.13852e-05	0.020631	0	0.001613	0.3	0
39	0.260617	0.00691559	0.00011911	0.0443977	0.000140092	1.63118e-06	0.0345443	0.944399	0.26942	0.0269787	0.501979	0.995892	0.960275	1.83833e-06	0.199664	0.284618	0.0154862	0.00221098	8.92868e-05	7.33701e-05	0.002016	0.00025504	0.0010289	0.489856	0.0963984	0.44289	0.177215	0.0191731	0.24	0.0201102	0.012	0.00197908	0.061894	0.0100895	0.000267409	0	0.149528	0.0510462	7.30997e-05	0.000518971	0.00185098	0.000499402	0.00142483	0.00169216	0.000717199	7.99109e-05	4.92983e-05	0.016234	0.000756791	0.00170352	0.00171803	0.000106576	0.00360161	0.0973115	7.83794e-05	0.000207753	0.000324816	0.000383422	0.0124312	0.00496563	0.0244424	0.00467297	0	0.496619	5.59489e-06	0	0.0106286	0.000379209	0	0	0	0	0	0	0	0	0	0	0	0	0.0219751	0.0072927	0.0115755	0.00383556	0.00868563	0.00275791	0.00459072	0.00145508	0.000126728	4.127e-05	6.68561e-05	2.1737e-05	0.00238088	0.000132953	0.020631	0	0.001613	0.3	0
40	0.259684	0.00690318	0.000118683	0.0437272	0.000141488	2.38569e-06	0.0342749	0.94373	0.267839	0.0282779	0.501979	0.995708	0.958555	2.75295e-06	0.199643	0.27666	0.0150483	0.00225019	9.09456e-05	7.87406e-05	0.00205783	0.000261353	0.0010386	0.489483	0.0961167	0.441011	0.176437	0.0190049	0.24	0.0174683	0.012	0.00197886	0.061894	0.0106318	0.000273264	0	0.144256	0.0529451	7.69775e-05	0.000534233	0.00195093	0.00051365	0.00150866	0.00171944	0.0007546	8.43349e-05	5.37729e-05	0.0170358	0.000768577	0.00172893	0.00181512	0.000107751	0.00388332	0.101711	7.9727e-05	0.000220449	0.000330679	0.000409357	0.0129431	0.00516371	0.0279964	0.00540718	0	0.496564	5.93522e-06	0	0.0120648	0.000533912	0	0	0	0	0	0	0	0	0	0	0	0	0.022277	0.00796138	0.0116511	0.00415681	0.00881582	0.00302036	0.00462899	0.00158279	0.00013239	4.64724e-05	6.93631e-05	2.43048e-05	0.00276291	0.000188754	0.020631	0	0.001613	0.3	0
41	0.258754	0.00689078	0.000118258	0.0430713	0.000142834	3.42042e-06	0.0339906	0.943075	0.266235	0.0295885	0.501979	0.995522	0.956821	4.03888e-06	0.199621	0.268947	0.0145766	0.00228895	9.25451e-05	8.43361e-05	0.00209902	0.0002675	0.00104782	0.489108	0.0958238	0.43933	0.175735	0.0188164	0.24	0.0151034	0.012	0.00197864	0.061894	0.0111878	0.000278977	0	0.139036	0.0546475	8.09176e-05	0.00054914	0.00205285	0.000527597	0.00159372	0.00174482	0.000792539	8.88358e-05	5.84916e-05	0.0178395	0.000779827	0.0017526	0.00191412	0.000108884	0.00417622	0.105905	8.10246e-05	0.000233444	0.000335376	0.00043602	0.0134221	0.00534853	0.0318127	0.00618828	0	0.496509	6.28511e-06	0	0.0135723	0.00073645	0	0	0	0	0	0	0	0	0	0	0	0	0.0224923	0.0086224	0.0116682	0.00446458	0.00891159	0.00328121	0.00464408	0.0017062	0.000138018	5.20153e-05	7.1743e-05	2.69846e-05	0.00316169	0.000261714	0.020631	0	0.001613	0.3	0
42	0.257827	0.0068784	0.000117834	0.0424294	0.00014413	4.81145e-06	0.0336931	0.942434	0.26461	0.0309098	0.501978	0.995335	0.955074	5.81026e-06	0.199598	0.261517	0.0140761	0.00232727	9.4087e-05	9.0156e-05	0.0021396	0.000273481	0.00105659	0.488732	0.0955198	0.437861	0.175114	0.018607	0.24	0.0130318	0.012	0.00197842	0.061894	0.0117577	0.000284548	0	0.133888	0.0561442	8.49173e-05	0.00056369	0.00215671	0.000541243	0.00167992	0.00176837	0.000830989	9.34107e-05	6.34588e-05	0.018644	0.000790562	0.0017746	0.00201498	0.000109974	0.00448022	0.109887	8.22736e-05	0.00024673	0.000339023	0.000463393	0.0138645	0.0055188	0.0358762	0.00700792	0	0.496453	6.64401e-06	0	0.0151362	0.000996034	0	0	0	0	0	0	0	0	0	0	0	0	0.0226244	0.00926791	0.0116286	0.00475374	0.00897403	0.0035374	0.00463658	0.00182328	0.000143625	5.78917e-05	7.39899e-05	2.9759e-05	0.00356917	0.000354698	0.020631	0	0.001613	0.3	0
43	0.256904	0.00686604	0.000117411	0.0418007	0.000145378	6.6462e-06	0.0333838	0.941807	0.262964	0.0322406	0.501978	0.995145	0.953315	8.20313e-06	0.199575	0.254397	0.0135532	0.00236515	9.55731e-05	9.61989e-05	0.00217959	0.000279297	0.00106493	0.488355	0.0952048	0.436607	0.174577	0.0183767	0.24	0.0112605	0.012	0.0019782	0.061894	0.0123413	0.000289979	0	0.128832	0.0574294	8.89743e-05	0.000577882	0.00226249	0.000554583	0.00176717	0.00179015	0.000869924	9.80567e-05	6.86783e-05	0.0194484	0.000800796	0.00179498	0.00211762	0.000111023	0.00479517	0.113655	8.34756e-05	0.000260296	0.000341815	0.000491456	0.0142677	0.00567382	0.0401683	0.00785669	0	0.496398	7.01136e-06	0	0.0167397	0.00132201	0	0	0	0	0	0	0	0	0	0	0	0	0.0226785	0.00989103	0.0115357	0.00501984	0.00900506	0.00378614	0.00460766	0.0019322	0.000149223	6.40934e-05	7.60996e-05	3.26086e-05	0.00397652	0.000470303	0.020631	0	0.001613	0.3	0
44	0.255984	0.00685369	0.00011699	0.0411845	0.000146579	9.0225e-06	0.033064	0.941193	0.261299	0.0335801	0.501978	0.994954	0.951546	1.13757e-05	0.199551	0.247609	0.0130146	0.0024026	9.7005e-05	0.000102462	0.00221899	0.00028495	0.00107284	0.487977	0.0948791	0.435567	0.174122	0.0181254	0.24	0.00978637	0.012	0.00197798	0.061894	0.0129386	0.00029527	0	0.123884	0.0585004	9.30861e-05	0.000591715	0.00237014	0.000567618	0.00185538	0.00181022	0.00090932	0.000102771	7.41539e-05	0.0202517	0.000810547	0.0018138	0.00222197	0.000112033	0.00512093	0.11721	8.4632e-05	0.000274136	0.000344001	0.000520192	0.0146311	0.00581348	0.0446673	0.00872466	0	0.496342	7.38661e-06	0	0.0183647	0.00172345	0	0	0	0	0	0	0	0	0	0	0	0	0.022662	0.0104863	0.0113941	0.0052594	0.00900747	0.00402518	0.00455903	0.00203149	0.000154826	7.06116e-05	7.80688e-05	3.55131e-05	0.00437478	0.000610644	0.020631	0	0.001613	0.3	0
45	0.255068	0.00684137	0.00011657	0.0405802	0.000147735	1.20473e-05	0.0327352	0.940592	0.259615	0.0349274	0.501978	0.994762	0.949767	1.55076e-05	0.199527	0.241166	0.0124675	0.00243963	9.83844e-05	0.000108944	0.00225782	0.000290442	0.00108034	0.487598	0.0945427	0.434731	0.173746	0.0178537	0.24	0.00859607	0.012	0.00197776	0.061894	0.0135496	0.000300422	0	0.119056	0.0593581	9.72505e-05	0.000605189	0.00247963	0.000580347	0.00194445	0.00182864	0.000949153	0.000107551	7.98891e-05	0.0210529	0.000819831	0.00183111	0.00232797	0.000113005	0.00545735	0.120558	8.57442e-05	0.00028824	0.000345849	0.000549581	0.0149554	0.0059383	0.0493497	0.00960183	0	0.496287	7.7693e-06	0	0.0199925	0.00220873	0	0	0	0	0	0	0	0	0	0	0	0	0.0225842	0.0110499	0.0112098	0.00547002	0.00898473	0.00425284	0.00449284	0.00212007	0.00016045	7.74369e-05	7.98952e-05	3.84514e-05	0.00475534	0.000777172	0.020631	0	0.001613	0.3	0
46	0.254155	0.00682906	0.000116151	0.0399871	0.000148847	1.58346e-05	0.0323983	0.940003	0.257914	0.0362815	0.501978	0.994568	0.947979	2.07987e-05	0.199503	0.235072	0.0119189	0.00247625	9.97128e-05	0.000115639	0.00229609	0.000295775	0.00108745	0.487218	0.0941958	0.434083	0.173444	0.017562	0.24	0.00766789	0.012	0.00197755	0.0618939	0.0141742	0.000305438	0	0.114355	0.060006	0.000101465	0.000618307	0.00259095	0.000592771	0.00203432	0.00184548	0.000989398	0.000112393	8.58876e-05	0.0218512	0.000828662	0.00184698	0.00243555	0.00011394	0.00580424	0.123705	8.68135e-05	0.000302601	0.000347604	0.000579605	0.0152428	0.0060493	0.0541909	0.0104787	0	0.496232	8.15906e-06	0	0.0216046	0.00278518	0	0	0	0	0	0	0	0	0	0	0	0	0.0224552	0.0115799	0.010989	0.00565051	0.0089408	0.00446813	0.00441155	0.00219729	0.000166109	8.45606e-05	8.15771e-05	4.14023e-05	0.00511053	0.000970537	0.020631	0	0.001613	0.3	0
47	0.253245	0.00681678	0.000115734	0.0394047	0.000149916	2.05033e-05	0.0320545	0.939425	0.256197	0.0376418	0.501977	0.994372	0.946183	2.74662e-05	0.199478	0.229327	0.0113755	0.00251246	0.000100992	0.000122546	0.00233381	0.00030095	0.00109418	0.486838	0.0938386	0.433603	0.173207	0.0172515	0.24	0.00697422	0.012	0.00197733	0.0618939	0.0148123	0.000310319	0	0.109789	0.06045	0.000105728	0.000631069	0.00270405	0.000604889	0.00212491	0.00186079	0.00103003	0.000117296	9.21525e-05	0.0226457	0.000837056	0.00186144	0.00254463	0.000114838	0.00616142	0.126661	8.78413e-05	0.00031721	0.000349462	0.000610246	0.0154965	0.00614782	0.0591664	0.0113466	0	0.496176	8.55562e-06	0	0.0231831	0.00345869	0	0	0	0	0	0	0	0	0	0	0	0	0.0222857	0.0120759	0.0107386	0.0058007	0.0088798	0.00467065	0.00431774	0.0022629	0.000171819	9.19741e-05	8.31133e-05	4.43449e-05	0.00543401	0.00119052	0.020631	0	0.001613	0.3	0
48	0.252339	0.00680452	0.000115319	0.0388323	0.000150944	2.61744e-05	0.0317048	0.938859	0.254464	0.0390075	0.501977	0.994176	0.94438	3.57416e-05	0.199452	0.223923	0.0108429	0.00254826	0.000102223	0.00012966	0.00237099	0.000305971	0.00110053	0.486457	0.0934713	0.433269	0.173029	0.0169234	0.24	0.0064846	0.012	0.00197711	0.0618939	0.015464	0.000315066	0	0.105359	0.0606987	0.000110037	0.000643478	0.00281891	0.000616705	0.00221613	0.00187462	0.00107104	0.000122257	9.8687e-05	0.0234356	0.000845027	0.00187455	0.00265517	0.000115702	0.00652868	0.129438	8.88288e-05	0.000332059	0.000351548	0.000641486	0.0157204	0.00623534	0.0642526	0.0121981	0	0.496121	8.9588e-06	0	0.0247116	0.00423355	0	0	0	0	0	0	0	0	0	0	0	0	0.0220857	0.0125388	0.010465	0.0059213	0.00880577	0.00486056	0.00421393	0.00231701	0.00017759	9.96699e-05	8.45028e-05	4.72593e-05	0.00572102	0.00143605	0.020631	0	0.001613	0.3	0
49	0.251436	0.00679228	0.000114905	0.0382696	0.000151932	3.29687e-05	0.0313501	0.938303	0.252716	0.0403778	0.501977	0.993978	0.942571	4.58671e-05	0.199427	0.218848	0.0103262	0.00258365	0.000103408	0.000136976	0.00240763	0.000310838	0.00110653	0.486075	0.0930942	0.433059	0.1729	0.016579	0.24	0.00616846	0.012	0.00197689	0.0618939	0.016129	0.000319681	0	0.101067	0.060762	0.00011439	0.000655537	0.0029355	0.00062822	0.00230791	0.00188703	0.00111239	0.000127273	0.000105494	0.0242202	0.000852589	0.00188636	0.00276708	0.000116531	0.00690583	0.132048	8.97772e-05	0.00034714	0.000353921	0.000673305	0.0159182	0.00631332	0.0694272	0.0130271	0	0.496066	9.36848e-06	0	0.0261754	0.00511227	0	0	0	0	0	0	0	0	0	0	0	0	0.0218646	0.0129705	0.0101741	0.00601364	0.00872236	0.00503837	0.00410248	0.00235999	0.000183434	0.000107641	8.57448e-05	5.01266e-05	0.00596857	0.00170527	0.020631	0	0.001613	0.3	0
50	0.250537	0.00678007	0.000114492	0.0377159	0.000152881	4.10036e-05	0.0309911	0.937757	0.250955	0.041752	0.501977	0.993778	0.940756	5.80912e-05	0.199401	0.214087	0.00982904	0.00261865	0.000104547	0.000144492	0.00244374	0.000315555	0.00111218	0.485693	0.0927074	0.432952	0.172812	0.01622	0.24	0.00599735	0.012	0.00197667	0.0618939	0.0168075	0.000324166	0	0.096912	0.0606516	0.000118786	0.00066725	0.00305379	0.000639437	0.00240019	0.00189808	0.00115406	0.000132343	0.000112577	0.0249987	0.000859757	0.00189693	0.00288031	0.000117328	0.00729264	0.134504	9.06878e-05	0.000362446	0.000356588	0.000705687	0.0160938	0.00638307	0.0746696	0.0138288	0	0.496011	9.78457e-06	0	0.0275618	0.0060956	0	0	0	0	0	0	0	0	0	0	0	0	0.0216299	0.0133735	0.00987107	0.00607944	0.0086327	0.00520484	0.00398544	0.00239236	0.000189359	0.000115883	8.68388e-05	5.29294e-05	0.0061753	0.00199566	0.020631	0	0.001613	0.3	0
51	0.249641	0.00676788	0.000114081	0.0371709	0.000153792	5.03917e-05	0.0306287	0.937221	0.249182	0.0431295	0.501976	0.993578	0.938937	7.26649e-05	0.199374	0.209625	0.00935438	0.00265325	0.000105643	0.000152201	0.00247933	0.000320125	0.0011175	0.48531	0.0923111	0.432931	0.172759	0.015848	0.24	0.00594619	0.012	0.00197645	0.0618939	0.0174992	0.000328524	0	0.0928937	0.06038	0.000123221	0.000678621	0.00317376	0.000650357	0.0024929	0.00190782	0.00119605	0.000137463	0.000119938	0.0257704	0.000866542	0.00190628	0.0029948	0.000118093	0.00768887	0.136819	9.15616e-05	0.000377968	0.000359519	0.000738613	0.0162503	0.00644571	0.0799612	0.0145998	0	0.495956	1.0207e-05	0	0.02886	0.00718256	0	0	0	0	0	0	0	0	0	0	0	0	0.0213879	0.0137501	0.00956013	0.00612063	0.00853936	0.00536082	0.00386457	0.00241478	0.00019537	0.000124391	8.77846e-05	5.56519e-05	0.00634139	0.00230423	0.020631	0	0.001613	0.3	0
52	0.248748	0.00675571	0.000113672	0.0366341	0.000154666	6.1238e-05	0.0302635	0.936695	0.247396	0.0445097	0.501976	0.993377	0.937114	8.9837e-05	0.199348	0.205444	0.00890406	0.00268745	0.000106696	0.000160099	0.00251441	0.000324549	0.00112249	0.484927	0.0919057	0.432979	0.172736	0.0154649	0.24	0.0059938	0.012	0.00197623	0.0618939	0.0182041	0.000332755	0	0.0890105	0.0599605	0.000127695	0.000689653	0.00329537	0.000660985	0.00258597	0.00191629	0.00123832	0.000142631	0.000127581	0.0265346	0.000872958	0.00191448	0.00311048	0.000118827	0.0080943	0.139006	9.23997e-05	0.0003937	0.000362663	0.000772066	0.0163903	0.00650214	0.0852849	0.015338	0	0.495901	1.06355e-05	0	0.0300614	0.00837061	0	0	0	0	0	0	0	0	0	0	0	0	0.0211434	0.014103	0.0092448	0.00613917	0.00844431	0.00550717	0.0037413	0.00242794	0.000201472	0.000133159	8.85824e-05	5.82798e-05	0.0064683	0.00262764	0.020631	0	0.001613	0.3	0
53	0.247859	0.00674357	0.000113264	0.0361051	0.000155505	7.36386e-05	0.0298962	0.936179	0.245599	0.0458919	0.501976	0.993175	0.935287	0.000109851	0.199321	0.201528	0.00847908	0.00272126	0.000107708	0.000168178	0.00254897	0.00032883	0.00112717	0.484544	0.0914913	0.433085	0.172736	0.0150725	0.24	0.00612295	0.012	0.00197601	0.0618939	0.0189221	0.000336862	0	0.0852606	0.0594064	0.000132205	0.000700352	0.0034186	0.000671323	0.00267934	0.00192355	0.00128086	0.000147846	0.000135507	0.0272908	0.000879016	0.00192156	0.0032273	0.00011953	0.00850867	0.141078	9.32033e-05	0.000409633	0.000365964	0.000806028	0.016516	0.00655307	0.0906254	0.016042	0	0.495846	1.10701e-05	0	0.0311592	0.00965582	0	0	0	0	0	0	0	0	0	0	0	0	0.0208998	0.0144343	0.00892785	0.006137	0.008349	0.00564471	0.0036168	0.00243254	0.000207667	0.000142186	8.92334e-05	6.08006e-05	0.00655846	0.00296245	0.020631	0	0.001613	0.3	0
54	0.246973	0.00673145	0.000112857	0.0355836	0.000156309	8.76795e-05	0.0295273	0.935671	0.243793	0.0472757	0.501976	0.992972	0.933457	0.000132942	0.199294	0.197861	0.00807979	0.00275468	0.00010868	0.000176433	0.00258303	0.000332971	0.00113155	0.48416	0.0910683	0.433238	0.172756	0.0146727	0.24	0.00631995	0.012	0.00197579	0.0618939	0.0196531	0.000340848	0	0.0816426	0.0587313	0.00013675	0.000710722	0.00354342	0.000681376	0.00277295	0.00192965	0.00132365	0.000153106	0.000143719	0.0280383	0.00088473	0.00192757	0.0033452	0.000120205	0.00893173	0.143046	9.39733e-05	0.000425761	0.000369364	0.000840483	0.016629	0.006599	0.0959688	0.0167115	0	0.495792	1.15104e-05	0	0.0321486	0.0110331	0	0	0	0	0	0	0	0	0	0	0	0	0.0206593	0.014746	0.00861145	0.00611598	0.00825445	0.00577415	0.00349197	0.00242927	0.000213958	0.000151467	8.97389e-05	6.32033e-05	0.006615	0.00330521	0.020631	0	0.001613	0.3	0
