Time	[MAPK phosphatase]	[MEK phosphatase]	[RAF kinase]	[RAF phosphatase]	[MAPK]	[MAPK-P]	[MAPK-PP]	[MEK]	[MEK-P]	[MEK-PP]	[RAF]	[RAF-P]	[MAPK_MEK-PP]	[MAPK-P_MEK-PP]	[MEK_RAF-P]	[MEK-P_RAF-P]	[MAPK-P_MAPKPase]	[MAPK-PP_MAPKPase]	[MEK-P_MEKPase]	[MEK-PP_MEKPase]	[RAF_RAFK]	[RAF-P_RAFPase]	[Scaffold]	[Scaffold_RAF]	[Scaffold_RAF-P]	[Scaffold_MEK]	[Scaffold_MEK_RAF]	[Scaffold_MEK_RAF-P]	[Scaffold_MEK-P]	[Scaffold_MEK-P_RAF]	[Scaffold_MEK-P_RAF-P]	[Scaffold_MEK-PP]	[Scaffold_MEK-PP_RAF]	[Scaffold_MEK-PP_RAF-P]	[Scaffold_MAPK]	[Scaffold_MAPK_RAF]	[Scaffold_MAPK_RAF-P]	[Scaffold_MAPK_MEK]	[Scaffold_MAPK_MEK_RAF]	[Scaffold_MAPK_MEK_RAF-P]	[Scaffold_MAPK_MEK-P]	[Scaffold_MAPK_MEK-P_RAF]	[Scaffold_MAPK_MEK-P_RAF-P]	[Scaffold_MAPK_MEK-PP]	[Scaffold_MAPK_MEK-PP_RAF]	[Scaffold_MAPK_MEK-PP_RAF-P]	[Scaffold_MAPK-P]	[Scaffold_MAPK-P_RAF]	[Scaffold_MAPK-P_RAF-P]	[Scaffold_MAPK-P_MEK]	[Scaffold_MAPK-P_MEK_RAF]	[Scaffold_MAPK-P_MEK_RAF-P]	[Scaffold_MAPK-P_MEK-P]	[Scaffold_MAPK-P_MEK-P_RAF]	[Scaffold_MAPK-P_MEK-P_RAF-P]	[Scaffold_MAPK-P_MEK-PP]	[Scaffold_MAPK-P_MEK-PP_RAF]	[Scaffold_MAPK-P_MEK-PP_RAF-P]	[Scaffold_MAPK-PP]	[Scaffold_MAPK-PP_RAF]	[Scaffold_MAPK-PP_RAF-P]	[Scaffold_MAPK-PP_MEK]	[Scaffold_MAPK-PP_MEK_RAF]	[Scaffold_MAPK-PP_MEK_RAF-P]	[Scaffold_MAPK-PP_MEK-P]	[Scaffold_MAPK-PP_MEK-P_RAF]	[Scaffold_MAPK-PP_MEK-P_RAF-P]	[Scaffold_MAPK-PP_MEK-PP]	[Scaffold_MAPK-PP_MEK-PP_RAF]	[Scaffold_MAPK-PP_MEK-PP_RAF-P]	[Scaffold_RAF]	[Scaffold_MEK_RAF]	[Scaffold_MEK-P_RAF]	[Scaffold_MEK-PP_RAF]	[Scaffold_MAPK_RAF]	[Scaffold_MAPK_MEK_RAF]	[Scaffold_MAPK_MEK-P_RAF]	[Scaffold_MAPK_MEK-PP_RAF]	[Scaffold_MAPK-P_RAF]	[Scaffold_MAPK-P_MEK_RAF]	[Scaffold_MAPK-P_MEK-P_RAF]	[Scaffold_MAPK-P_MEK-PP_RAF]	[Scaffold_MAPK-PP_RAF]	[Scaffold_MAPK-PP_MEK_RAF]	[Scaffold_MAPK-PP_MEK-P_RAF]	[Scaffold_MAPK-PP_MEK-PP_RAF]
56	0.276954	0.169716	0.0631558	0.277461	0.255013	0.00795097	0.00095116	0.0333727	0.0125131	0.00368672	0.0487542	0.0995113	0.025899	0.000761525	0.0213877	0.00795194	0.0205904	0.00245511	0.0235652	0.00671851	0.00644462	0.022539	0.000368648	2.64572e-05	0.00337918	0.000231628	1.66903e-05	0.00198276	0.000146801	1.04576e-05	0.00149229	0.000152649	1.08083e-05	0.00168047	0.00186219	0.000133644	0.017075	0.00117211	8.44544e-05	0.0100435	0.000746809	5.32007e-05	0.00759277	0.000694276	4.91136e-05	0.00773463	0.000145925	1.0473e-05	0.00133575	8.06587e-05	5.81539e-06	0.000683267	2.63142e-05	1.85506e-06	0.000305497	0.000397098	2.83288e-05	0.00394777	0.000114253	8.20644e-06	0.00103379	6.14419e-05	4.43272e-06	0.000515161	1.79669e-05	1.26414e-06	0.00021343	0.000370049	2.64839e-05	0.00352469	2.64572e-05	1.66903e-05	1.04576e-05	1.08083e-05	0.000133644	8.44544e-05	5.32007e-05	4.91136e-05	1.0473e-05	5.81539e-06	1.85506e-06	2.83288e-05	8.20644e-06	4.43272e-06	1.26414e-06	2.64839e-05
57	0.27615	0.169482	0.0633578	0.277183	0.253211	0.00823161	0.000986991	0.0326993	0.0125392	0.00380349	0.0475523	0.10076	0.0265681	0.000815714	0.0212245	0.00808257	0.0213047	0.00254504	0.0235897	0.00692882	0.00630354	0.0228171	0.000383078	2.67347e-05	0.00342545	0.000235918	1.65299e-05	0.00196803	0.000148992	1.03214e-05	0.00148095	0.000156242	1.07595e-05	0.00168243	0.00192109	0.000134069	0.0171846	0.00118519	8.30378e-05	0.00989718	0.000752516	5.2131e-05	0.00748102	0.000704968	4.85031e-05	0.00768341	0.000152356	1.06325e-05	0.0013616	8.27303e-05	5.79957e-06	0.000683641	2.70495e-05	1.85471e-06	0.00030738	0.00040499	2.8095e-05	0.00393718	0.000120709	8.4306e-06	0.00106613	6.38021e-05	4.47551e-06	0.000521731	1.8715e-05	1.28081e-06	0.000217582	0.0003818	2.65704e-05	0.00355367	2.67347e-05	1.65299e-05	1.03214e-05	1.07595e-05	0.000134069	8.30378e-05	5.2131e-05	4.85031e-05	1.06325e-05	5.79957e-06	1.85471e-06	2.8095e-05	8.4306e-06	4.47551e-06	1.28081e-06	2.65704e-05
58	0.275347	0.169254	0.0635556	0.276912	0.25142	0.00851253	0.00102324	0.0320518	0.0125615	0.00392025	0.0463935	0.101977	0.027227	0.000871866	0.02106	0.00820819	0.022017	0.00263564	0.0236072	0.007139	0.00616668	0.0230876	0.000397927	2.7015e-05	0.00347199	0.000240295	1.63774e-05	0.00195398	0.000151186	1.01887e-05	0.00146985	0.000159834	1.07088e-05	0.00168396	0.00198113	0.000134495	0.017293	0.00119844	8.16765e-05	0.00975576	0.000758123	5.10914e-05	0.00737165	0.000715448	4.7892e-05	0.00763064	0.000158877	1.07852e-05	0.00138662	8.47769e-05	5.78056e-06	0.000683569	2.77713e-05	1.85274e-06	0.000308993	0.000412742	2.78532e-05	0.00392485	0.000127335	8.65076e-06	0.00109809	6.61705e-05	4.51472e-06	0.00052787	1.94638e-05	1.29612e-06	0.00022154	0.00039351	2.66389e-05	0.00358007	2.7015e-05	1.63774e-05	1.01887e-05	1.07088e-05	0.000134495	8.16765e-05	5.10914e-05	4.7892e-05	1.07852e-05	5.78056e-06	1.85274e-06	2.78532e-05	8.65076e-06	4.51472e-06	1.29612e-06	2.66389e-05
59	0.274547	0.169033	0.0637492	0.276649	0.249642	0.00879347	0.00105991	0.0314291	0.0125804	0.0040369	0.0452766	0.103162	0.0278754	0.000929936	0.0208947	0.00832893	0.0227265	0.00272687	0.0236185	0.00734889	0.00603397	0.0233507	0.000413193	2.7298e-05	0.00351876	0.000244753	1.62325e-05	0.00194056	0.000153384	1.00594e-05	0.00145899	0.00016342	1.06566e-05	0.00168507	0.00204227	0.000134922	0.0174002	0.00121185	8.03682e-05	0.00961904	0.000763624	5.00815e-05	0.00726464	0.000725707	4.72814e-05	0.00757648	0.000165479	1.09311e-05	0.0014108	8.67963e-05	5.75862e-06	0.000683076	2.84787e-05	1.84926e-06	0.000310347	0.000420348	2.76045e-05	0.00391091	0.000134124	8.86675e-06	0.00112962	6.8544e-05	4.55049e-06	0.000533587	2.02121e-05	1.31012e-06	0.000225303	0.000405162	2.66901e-05	0.00360395	2.7298e-05	1.62325e-05	1.00594e-05	1.06566e-05	0.000134922	8.03682e-05	5.00815e-05	4.72814e-05	1.09311e-05	5.75862e-06	1.84926e-06	2.76045e-05	8.86675e-06	4.55049e-06	1.31012e-06	2.66901e-05
60	0.273749	0.168818	0.0639385	0.276393	0.247879	0.00907414	0.00109697	0.0308302	0.0125962	0.00415335	0.0442006	0.104317	0.0285127	0.000989873	0.0207289	0.00844495	0.0234325	0.0028187	0.0236241	0.00755831	0.00590537	0.0236066	0.000428873	2.75835e-05	0.00356575	0.000249289	1.60947e-05	0.00192774	0.000155582	9.93363e-06	0.00144836	0.000166997	1.0603e-05	0.00168577	0.00210449	0.00013535	0.0175061	0.0012254	7.91109e-05	0.00948684	0.000769017	4.91009e-05	0.00716	0.000735737	4.66725e-05	0.00752109	0.000172153	1.10703e-05	0.00143414	8.87866e-05	5.73401e-06	0.000682189	2.91708e-05	1.84437e-06	0.000311452	0.000427799	2.73497e-05	0.00389545	0.000141069	9.07838e-06	0.0011607	7.09195e-05	4.58296e-06	0.000538894	2.09587e-05	1.32284e-06	0.000228873	0.00041674	2.67249e-05	0.00362538	2.75835e-05	1.60947e-05	9.93363e-06	1.0603e-05	0.00013535	7.91109e-05	4.91009e-05	4.66725e-05	1.10703e-05	5.73401e-06	1.84437e-06	2.73497e-05	9.07838e-06	4.58296e-06	1.32284e-06	2.67249e-05
61	0.272955	0.168608	0.0641236	0.276145	0.246131	0.0093543	0.00113442	0.0302541	0.0126093	0.00426951	0.0431643	0.10544	0.0291386	0.00105162	0.020563	0.00855641	0.0241342	0.0029111	0.0236246	0.00776707	0.00578082	0.0238553	0.000444964	2.78715e-05	0.00361291	0.000253901	1.59638e-05	0.00191551	0.000157778	9.81123e-06	0.00143796	0.000170561	1.05481e-05	0.00168609	0.00216774	0.000135779	0.0176107	0.00123908	7.79027e-05	0.00935902	0.000774296	4.8149e-05	0.00705772	0.000745529	4.60662e-05	0.00746461	0.000178892	1.12029e-05	0.00145662	9.07455e-05	5.70693e-06	0.000680931	2.98466e-05	1.83817e-06	0.000312321	0.000435088	2.70897e-05	0.00387858	0.000148162	9.2855e-06	0.00119129	7.32939e-05	4.61225e-06	0.0005438	2.17023e-05	1.33433e-06	0.00023225	0.000428228	2.6744e-05	0.00364444	2.78715e-05	1.59638e-05	9.81123e-06	1.05481e-05	0.000135779	7.79027e-05	4.8149e-05	4.60662e-05	1.12029e-05	5.70693e-06	1.83817e-06	2.70897e-05	9.2855e-06	4.61225e-06	1.33433e-06	2.6744e-05
62	0.272165	0.168404	0.0643046	0.275903	0.244399	0.00963367	0.00117224	0.0296999	0.0126199	0.00438528	0.0421665	0.106533	0.0297528	0.00111511	0.0203974	0.00866346	0.024831	0.00300404	0.0236206	0.00797502	0.00566023	0.024097	0.000461459	2.81617e-05	0.00366021	0.000258583	1.58396e-05	0.00190383	0.000159971	9.69214e-06	0.0014278	0.000174108	1.04921e-05	0.00168603	0.00223199	0.000136209	0.0177139	0.00125287	7.67418e-05	0.00923542	0.000779456	4.72253e-05	0.00695779	0.000755076	4.54633e-05	0.00740717	0.000185686	1.1329e-05	0.00147825	9.26711e-05	5.67763e-06	0.000679326	3.05053e-05	1.83075e-06	0.000312962	0.000442209	2.68253e-05	0.00386041	0.000155395	9.48799e-06	0.00122135	7.56641e-05	4.63849e-06	0.000548316	2.24418e-05	1.34461e-06	0.000235437	0.000439611	2.67485e-05	0.00366118	2.81617e-05	1.58396e-05	9.69214e-06	1.04921e-05	0.000136209	7.67418e-05	4.72253e-05	4.54633e-05	1.1329e-05	5.67763e-06	1.83075e-06	2.68253e-05	9.48799e-06	4.63849e-06	1.34461e-06	2.67485e-05
63	0.27138	0.168205	0.0644814	0.275668	0.242686	0.00991201	0.00121041	0.0291666	0.0126282	0.00450058	0.0412063	0.107596	0.030355	0.00118029	0.0202323	0.00876626	0.0255224	0.00309747	0.0236125	0.00818199	0.00554356	0.0243318	0.000478353	2.84542e-05	0.00370764	0.000263332	1.57217e-05	0.00189268	0.000162158	9.57633e-06	0.00141786	0.000177634	1.04351e-05	0.00168561	0.00229718	0.000136641	0.0178158	0.00126677	7.56263e-05	0.0091159	0.000784494	4.63293e-05	0.00686018	0.000764368	4.48647e-05	0.0073489	0.000192525	1.14486e-05	0.00149901	9.45614e-05	5.6463e-06	0.000677398	3.11461e-05	1.82222e-06	0.000313386	0.000449155	2.65574e-05	0.00384102	0.000162759	9.68572e-06	0.00125086	7.80269e-05	4.66183e-06	0.000552455	2.3176e-05	1.35375e-06	0.000238436	0.000450872	2.67389e-05	0.0036757	2.84542e-05	1.57217e-05	9.57633e-06	1.04351e-05	0.000136641	7.56263e-05	4.63293e-05	4.48647e-05	1.14486e-05	5.6463e-06	1.82222e-06	2.65574e-05	9.68572e-06	4.66183e-06	1.35375e-06	2.67389e-05
64	0.270601	0.168011	0.064654	0.27544	0.240992	0.0101891	0.00124892	0.0286535	0.0126345	0.00461532	0.0402824	0.10863	0.0309449	0.00124708	0.0200681	0.00886498	0.0262077	0.00319137	0.0236008	0.00838783	0.00543072	0.0245598	0.000495638	2.87488e-05	0.00375515	0.000268144	1.561e-05	0.00188204	0.000164336	9.46372e-06	0.00140814	0.000181134	1.03773e-05	0.00168485	0.00236328	0.000137075	0.0179163	0.00128074	7.45547e-05	0.00900033	0.000789405	4.54605e-05	0.00676488	0.000773398	4.42712e-05	0.00728992	0.0001994	1.15619e-05	0.0015189	9.64145e-05	5.61315e-06	0.000675167	3.17684e-05	1.81265e-06	0.000313605	0.000455918	2.62866e-05	0.0038205	0.000170243	9.8786e-06	0.00127979	8.03792e-05	4.68239e-06	0.000556228	2.39037e-05	1.36178e-06	0.00024125	0.000461996	2.67162e-05	0.00368805	2.87488e-05	1.561e-05	9.46372e-06	1.03773e-05	0.000137075	7.45547e-05	4.54605e-05	4.42712e-05	1.15619e-05	5.61315e-06	1.81265e-06	2.62866e-05	9.8786e-06	4.68239e-06	1.36178e-06	2.67162e-05
65	0.269828	0.167822	0.0648225	0.275219	0.239317	0.0104647	0.00128776	0.0281597	0.0126391	0.00472942	0.0393939	0.109635	0.0315223	0.0013154	0.0199049	0.00895976	0.0268863	0.00328569	0.023586	0.00859238	0.00532165	0.0247812	0.000513305	2.90453e-05	0.00380272	0.000273014	1.55041e-05	0.00187188	0.000166504	9.35428e-06	0.00139865	0.000184605	1.03187e-05	0.00168375	0.00243022	0.000137511	0.0180155	0.00129478	7.35254e-05	0.00888857	0.000794185	4.46183e-05	0.00667188	0.000782159	4.36834e-05	0.00723035	0.000206301	1.16691e-05	0.00153794	9.82285e-05	5.57836e-06	0.000672657	3.23713e-05	1.80215e-06	0.000313628	0.000462492	2.60136e-05	0.00379896	0.000177839	1.00665e-05	0.0013081	8.27178e-05	4.70031e-06	0.000559648	2.46237e-05	1.36875e-06	0.000243882	0.000472966	2.66811e-05	0.00369832	2.90453e-05	1.55041e-05	9.35428e-06	1.03187e-05	0.000137511	7.35254e-05	4.46183e-05	4.36834e-05	1.16691e-05	5.57836e-06	1.80215e-06	2.60136e-05	1.00665e-05	4.70031e-06	1.36875e-06	2.66811e-05
66	0.269062	0.167636	0.0649869	0.275004	0.237664	0.0107386	0.0013269	0.0276844	0.012642	0.00484281	0.0385397	0.110611	0.032087	0.00138517	0.0197431	0.00905077	0.0275578	0.0033804	0.0235684	0.00879549	0.00521627	0.024996	0.000531343	2.93438e-05	0.00385031	0.000277938	1.54039e-05	0.00186219	0.000168659	9.24792e-06	0.00138937	0.000188042	1.02596e-05	0.00168233	0.00249796	0.000137948	0.0181132	0.00130886	7.25369e-05	0.00878051	0.00079883	4.38022e-05	0.00658114	0.000790643	4.31019e-05	0.00717029	0.000213217	1.17702e-05	0.00155611	0.000100002	5.54212e-06	0.000669887	3.29542e-05	1.79079e-06	0.000313466	0.000468872	2.5739e-05	0.00377646	0.000185536	1.02495e-05	0.00133578	8.50398e-05	4.71571e-06	0.000562726	2.5335e-05	1.3747e-06	0.000246336	0.000483769	2.66344e-05	0.00370657	2.93438e-05	1.54039e-05	9.24792e-06	1.02596e-05	0.000137948	7.25369e-05	4.38022e-05	4.31019e-05	1.17702e-05	5.54212e-06	1.79079e-06	2.5739e-05	1.02495e-05	4.71571e-06	1.3747e-06	2.66344e-05
67	0.268303	0.167455	0.0651472	0.274796	0.236033	0.0110106	0.00136633	0.027227	0.0126437	0.0049554	0.0377188	0.111559	0.0326389	0.00145632	0.0195827	0.00913816	0.0282217	0.00347546	0.0235483	0.00899703	0.00511451	0.0252045	0.000549741	2.9644e-05	0.0038979	0.000282911	1.53092e-05	0.00185295	0.000170798	9.14462e-06	0.00138031	0.000191441	1.01999e-05	0.00168061	0.00256644	0.000138388	0.0182096	0.00132298	7.15877e-05	0.00867602	0.000803335	4.30116e-05	0.00649265	0.000798844	4.25274e-05	0.00710984	0.000220138	1.18653e-05	0.00157342	0.000101732	5.5046e-06	0.000666878	3.35167e-05	1.77865e-06	0.000313128	0.000475051	2.54635e-05	0.00375309	0.000193321	1.04273e-05	0.00136281	8.7342e-05	4.72873e-06	0.000565475	2.60366e-05	1.3797e-06	0.000248615	0.000494387	2.65767e-05	0.00371289	2.9644e-05	1.53092e-05	9.14462e-06	1.01999e-05	0.000138388	7.15877e-05	4.30116e-05	4.25274e-05	1.18653e-05	5.5046e-06	1.77865e-06	2.54635e-05	1.04273e-05	4.72873e-06	1.3797e-06	2.65767e-05
68	0.267552	0.167277	0.0653034	0.274593	0.234424	0.0112804	0.00140603	0.0267868	0.0126441	0.00506712	0.03693	0.11248	0.0331779	0.00152876	0.0194241	0.00922208	0.0288776	0.00357083	0.0235262	0.00919687	0.00501628	0.0254067	0.000568487	2.99459e-05	0.00394546	0.000287928	1.52198e-05	0.00184414	0.00017292	9.04429e-06	0.00137146	0.000194799	1.01399e-05	0.00167858	0.00263559	0.000138831	0.0183045	0.00133712	7.06765e-05	0.008575	0.000807698	4.22459e-05	0.00640637	0.000806755	4.19602e-05	0.0070491	0.000227054	1.19547e-05	0.00158987	0.000103418	5.46596e-06	0.000663648	3.40581e-05	1.76581e-06	0.000312626	0.000481025	2.51875e-05	0.00372894	0.000201184	1.06001e-05	0.00138915	8.96213e-05	4.73948e-06	0.000567907	2.67273e-05	1.38377e-06	0.000250724	0.000504808	2.65089e-05	0.00371734	2.99459e-05	1.52198e-05	9.04429e-06	1.01399e-05	0.000138831	7.06765e-05	4.22459e-05	4.19602e-05	1.19547e-05	5.46596e-06	1.76581e-06	2.51875e-05	1.06001e-05	4.73948e-06	1.38377e-06	2.65089e-05
69	0.266809	0.167103	0.0654555	0.274397	0.232838	0.011548	0.00144597	0.026363	0.0126435	0.0051779	0.0361724	0.113374	0.0337039	0.0016024	0.0192674	0.00930269	0.029525	0.00366646	0.0235024	0.00939486	0.00492151	0.0256028	0.000587567	3.02494e-05	0.00399295	0.000292985	1.51354e-05	0.00183574	0.000175022	8.9469e-06	0.00136282	0.00019811	1.00796e-05	0.00167627	0.00270537	0.000139276	0.018398	0.00135125	6.9802e-05	0.00847734	0.000811915	4.15046e-05	0.00632229	0.00081437	4.14008e-05	0.00698815	0.000233955	1.20384e-05	0.00160549	0.000105059	5.42633e-06	0.000660215	3.4578e-05	1.75234e-06	0.000311967	0.000486787	2.49116e-05	0.00370406	0.000209113	1.07677e-05	0.00141481	9.18749e-05	4.74811e-06	0.000570036	2.74062e-05	1.38697e-06	0.000252666	0.000515018	2.64315e-05	0.00372	3.02494e-05	1.51354e-05	8.9469e-06	1.00796e-05	0.000139276	6.9802e-05	4.15046e-05	4.14008e-05	1.20384e-05	5.42633e-06	1.75234e-06	2.49116e-05	1.07677e-05	4.74811e-06	1.38697e-06	2.64315e-05
70	0.266074	0.166932	0.0656035	0.274207	0.231276	0.0118131	0.00148613	0.0259551	0.012642	0.00528768	0.035445	0.114241	0.0342169	0.00167715	0.0191127	0.00938012	0.0301635	0.00376231	0.0234771	0.0095909	0.00483011	0.0257928	0.000606965	3.05543e-05	0.00404036	0.000298076	1.5056e-05	0.00182773	0.000177102	8.85239e-06	0.00135438	0.000201371	1.0019e-05	0.00167369	0.00277569	0.000139723	0.01849	0.00136538	6.8963e-05	0.00838294	0.000815983	4.07871e-05	0.00624037	0.000821684	4.08496e-05	0.0069271	0.000240828	1.21166e-05	0.00162026	0.000106652	5.38588e-06	0.000656597	3.5076e-05	1.73832e-06	0.000311162	0.000492335	2.46363e-05	0.00367854	0.000217095	1.09301e-05	0.00143975	9.40999e-05	4.75471e-06	0.000571872	2.80723e-05	1.38935e-06	0.000254447	0.000525001	2.63452e-05	0.00372095	3.05543e-05	1.5056e-05	8.85239e-06	1.0019e-05	0.000139723	6.8963e-05	4.07871e-05	4.08496e-05	1.21166e-05	5.38588e-06	1.73832e-06	2.46363e-05	1.09301e-05	4.75471e-06	1.38935e-06	2.63452e-05
71	0.265349	0.166764	0.0657476	0.274023	0.229739	0.0120756	0.0015265	0.0255625	0.0126398	0.0053964	0.0347469	0.115082	0.0347169	0.00175292	0.0189601	0.00945452	0.0307929	0.00385834	0.0234507	0.00978487	0.00474201	0.025977	0.000626666	3.08605e-05	0.00408764	0.000303197	1.49812e-05	0.00182011	0.000179159	8.76069e-06	0.00134615	0.000204578	9.95837e-06	0.00167085	0.0028465	0.000140174	0.0185806	0.00137947	6.81581e-05	0.0082917	0.000819899	4.00929e-05	0.00616059	0.000828693	4.0307e-05	0.006866	0.000247665	1.21894e-05	0.0016342	0.000108196	5.34472e-06	0.000652811	3.55518e-05	1.72381e-06	0.00031022	0.000497663	2.43619e-05	0.00365244	0.000225118	1.10873e-05	0.00146398	9.62933e-05	4.75941e-06	0.00057343	2.87249e-05	1.39096e-06	0.00025607	0.000534747	2.62507e-05	0.00372026	3.08605e-05	1.49812e-05	8.76069e-06	9.95837e-06	0.000140174	6.81581e-05	4.00929e-05	4.0307e-05	1.21894e-05	5.34472e-06	1.72381e-06	2.43619e-05	1.10873e-05	4.75941e-06	1.39096e-06	2.62507e-05
72	0.264633	0.1666	0.0658875	0.273845	0.228227	0.0123352	0.00156705	0.0251845	0.0126369	0.00550398	0.034077	0.115897	0.0352039	0.00182961	0.0188099	0.00952603	0.0314129	0.0039545	0.0234233	0.00997665	0.00465712	0.0261554	0.000646653	3.11679e-05	0.00413478	0.000308342	1.4911e-05	0.00181285	0.000181189	8.67176e-06	0.00133812	0.000207727	9.89768e-06	0.00166775	0.00291772	0.000140627	0.0186698	0.00139352	6.73863e-05	0.00820353	0.000823662	3.94214e-05	0.00608291	0.000835392	3.97732e-05	0.00680495	0.000254455	1.2257e-05	0.00164732	0.000109691	5.30297e-06	0.000648872	3.60051e-05	1.70886e-06	0.000309151	0.000502768	2.40889e-05	0.00362583	0.00023317	1.12394e-05	0.00148746	9.84526e-05	4.76232e-06	0.000574721	2.93631e-05	1.39183e-06	0.000257542	0.000544241	2.61486e-05	0.003718	3.11679e-05	1.4911e-05	8.67176e-06	9.89768e-06	0.000140627	6.73863e-05	3.94214e-05	3.97732e-05	1.2257e-05	5.30297e-06	1.70886e-06	2.40889e-05	1.12394e-05	4.76232e-06	1.39183e-06	2.61486e-05
73	0.263926	0.166439	0.0660235	0.273672	0.226741	0.012592	0.00160775	0.0248207	0.0126336	0.00561038	0.0334344	0.116687	0.0356779	0.00190714	0.018662	0.00959476	0.0320231	0.00405074	0.0233951	0.0101661	0.00457536	0.0263283	0.000666908	3.14764e-05	0.00418175	0.000313506	1.48453e-05	0.00180595	0.00018319	8.58554e-06	0.00133028	0.000210815	9.83702e-06	0.00166442	0.00298929	0.000141084	0.0187575	0.0014075	6.66464e-05	0.00811833	0.000827269	3.87721e-05	0.00600731	0.000841779	3.92485e-05	0.00674401	0.000261186	1.23196e-05	0.00165964	0.000111134	5.26076e-06	0.000644795	3.64357e-05	1.69355e-06	0.000307961	0.000507648	2.38176e-05	0.00359877	0.000241236	1.13863e-05	0.0015102	0.000100575	4.76355e-06	0.000575757	2.9986e-05	1.39201e-06	0.000258867	0.000553474	2.60394e-05	0.00371424	3.14764e-05	1.48453e-05	8.58554e-06	9.83702e-06	0.000141084	6.66464e-05	3.87721e-05	3.92485e-05	1.23196e-05	5.26076e-06	1.69355e-06	2.38176e-05	1.13863e-05	4.76355e-06	1.39201e-06	2.60394e-05
74	0.26323	0.16628	0.0661556	0.273504	0.22528	0.0128456	0.00164858	0.0244705	0.0126298	0.00571554	0.0328182	0.117453	0.036139	0.00198541	0.0185167	0.00966087	0.0326233	0.00414701	0.0233665	0.0103533	0.00449664	0.0264956	0.000687412	3.17858e-05	0.00422852	0.000318684	1.47838e-05	0.00179939	0.000185162	8.50197e-06	0.00132264	0.000213838	9.77646e-06	0.00166086	0.00306113	0.000141543	0.0188438	0.00142142	6.59374e-05	0.00803604	0.000830719	3.81443e-05	0.00593375	0.00084785	3.87331e-05	0.00668326	0.00026785	1.23772e-05	0.00167116	0.000112526	5.21819e-06	0.000640596	3.68435e-05	1.67792e-06	0.000306661	0.0005123	2.35483e-05	0.00357132	0.000249305	1.1528e-05	0.00153219	0.000102658	4.7632e-06	0.00057655	3.0593e-05	1.39155e-06	0.000260049	0.000562435	2.59237e-05	0.00370905	3.17858e-05	1.47838e-05	8.50197e-06	9.77646e-06	0.000141543	6.59374e-05	3.81443e-05	3.87331e-05	1.23772e-05	5.21819e-06	1.67792e-06	2.35483e-05	1.1528e-05	4.7632e-06	1.39155e-06	2.59237e-05
75	0.262543	0.166125	0.0662836	0.273343	0.223846	0.0130961	0.00168952	0.0241334	0.0126258	0.00581941	0.0322274	0.118194	0.0365873	0.00206433	0.0183739	0.00972445	0.0332133	0.00424327	0.0233375	0.0105379	0.00442089	0.0266575	0.000708145	3.2096e-05	0.00427507	0.000323871	1.47264e-05	0.00179316	0.000187102	8.42101e-06	0.0013152	0.000216792	9.71607e-06	0.00165708	0.00313318	0.000142006	0.0189287	0.00143525	6.52582e-05	0.00795655	0.000834011	3.75375e-05	0.00586221	0.000853603	3.82271e-05	0.00662274	0.000274436	1.24301e-05	0.0016819	0.000113864	5.17535e-06	0.000636287	3.72284e-05	1.66203e-06	0.000305259	0.000516723	2.32814e-05	0.00354353	0.000257362	1.16646e-05	0.00155341	0.0001047	4.76137e-06	0.000577111	3.11835e-05	1.39049e-06	0.000261094	0.000571112	2.58021e-05	0.00370251	3.2096e-05	1.47264e-05	8.42101e-06	9.71607e-06	0.000142006	6.52582e-05	3.75375e-05	3.82271e-05	1.24301e-05	5.17535e-06	1.66203e-06	2.32814e-05	1.16646e-05	4.76137e-06	1.39049e-06	2.58021e-05
76	0.261868	0.165972	0.0664078	0.273186	0.222438	0.0133433	0.00173054	0.0238089	0.0126216	0.00592194	0.0316612	0.118912	0.0370229	0.00214379	0.0182339	0.00978564	0.0337929	0.00433945	0.0233083	0.01072	0.00434802	0.0268142	0.000729087	3.2407e-05	0.00432137	0.000329062	1.46729e-05	0.00178725	0.000189008	8.34259e-06	0.00130795	0.000219675	9.6559e-06	0.0016531	0.00320535	0.000142471	0.0190122	0.00144898	6.46079e-05	0.0078798	0.000837145	3.69512e-05	0.00579264	0.000859039	3.77307e-05	0.00656253	0.000280934	1.24784e-05	0.00169187	0.000115149	5.13234e-06	0.000631882	3.75903e-05	1.64592e-06	0.000303761	0.000520913	2.30171e-05	0.00351546	0.000265396	1.1796e-05	0.00157387	0.000106697	4.75816e-06	0.000577453	3.17568e-05	1.38887e-06	0.000262007	0.000579498	2.56751e-05	0.00369469	3.2407e-05	1.46729e-05	8.34259e-06	9.6559e-06	0.000142471	6.46079e-05	3.69512e-05	3.77307e-05	1.24784e-05	5.13234e-06	1.64592e-06	2.30171e-05	1.1796e-05	4.75816e-06	1.38887e-06	2.56751e-05
