Time	[AF1]	[AF2]	[E2]	[FSH_R]	[FSH_bld]	[FSH_pit]	[GnRH]	[GnRH_R-a]	[GnRH_R-i]	[InhA]	[InhA_delay]	[InhB]	[LH_Pit]	[LH_R]	[LH_bld]	[Lut1]	[Lut2]	[Lut3]	[Lut4]	[OvF]	[P4]	[PrF]	[R_FSH]	[R_FSH_des]	[R_Foll]	[R_GnRH-a]	[R_GnRH-i]	[R_LH]	[R_LH_des]	[csa1_degraded]	[s33]	[s38]	[s62]	[s64]	[s66]	[s67]	[s69]	[s71]	[s72]	[s74]	[s76]	[s78]	[s82]	[s85]	[s87]	[s92]	[s93]	[s94]	[s95]	[sa1_degraded]	[sa28_degraded]	[sa31_degraded]	[sa35_degraded]	[sa3_degraded]	[sa52_degraded]	[sa53_degraded]	[sa61_degraded]	[sa75_degraded]	[sa78_degraded]	[sa86_degraded]	[Sc1]	[Sc2]	[AF3]	[AF4]	[Ago_c]	[Ago_d]	[s102]	[s106]	[s108]	[s107]	[Ago_R-i]	[Ago_R-a]	[Ant_d]	[Ant_c]	[Ant_p]	[Ant_R]	[s113]	[s114]	[s115]	[s116]
74	2.56006	4.75783	139.815	0.638535	3.89942	32125.9	0.0226133	9.74488e-05	8.99165e-05	11.5251	110.748	40.5921	257990	0.295513	3.04601	0.0744583	0.111587	0.10814	0.0663291	1.23792e-18	9.14819	0.209364	6.41102	1.45044	0.309129	0.00900277	0.0009913	8.28691	0.78958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00456237	0.0354941	0.209724	1.21787e-05	2.4067e-24	0	1	1	1	1	1.27424e-25	-2.55079e-24	4.00146e-245	1.97988e-38	2.49492e-38	8.94265e-41	500	-14.3266	14.3266	4.88504e-05
75	2.4944	6.6059	175.179	0.563886	3.3178	34341.2	0.0130784	5.70249e-05	5.26243e-05	11.342	135.551	29.7548	258151	0.2628	2.67336	0.0437432	0.0889294	0.115398	0.0921869	2.50324e-19	13.2147	0.209425	6.65616	1.27995	0.163287	0.00910901	0.000964256	8.41005	0.699147	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00134614	0.015495	0.226508	7.44544e-06	-2.03578e-22	0	1	1	1	1	-1.077e-23	2.15525e-22	-5.24989e-249	2.1766e-39	2.74277e-39	9.94725e-42	500	-14.3266	14.3266	4.88504e-05
76	2.3935	8.22166	195.23	0.524007	3.02452	34623.3	0.00762226	3.34695e-05	3.08781e-05	10.2772	153.285	26.9133	258379	0.260717	2.65003	0.0234215	0.0621372	0.104621	0.105682	1.53957e-19	15.609	0.209454	6.78746	1.18853	0.108695	0.00917344	0.000948721	8.41793	0.693357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000397182	0.00649848	0.242442	7.55668e-06	-9.49908e-23	0	1	1	1	1	-4.85156e-24	9.67218e-23	-4.79083e-251	2.39295e-40	3.01537e-40	1.10134e-42	500	-14.3266	14.3266	4.88504e-05
77	2.29823	9.68844	195.79	0.503449	2.87766	34221.8	0.00452854	1.99696e-05	1.84117e-05	8.70756	162.54	27.7151	258625	0.260786	2.65082	0.0118014	0.0397306	0.0847435	0.105765	1.19084e-19	15.9907	0.209476	6.85507	1.14148	0.0848813	0.00921286	0.000940061	8.41769	0.693525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00011719	0.00265648	0.258416	8.06717e-06	-1.71002e-23	0	1	1	1	1	8.05114e-26	2.59254e-26	1.68554e-252	2.63106e-41	3.31539e-41	1.21614e-43	500	-14.3266	14.3266	4.88504e-05
78	2.22103	11.0573	180.373	0.491225	2.79167	33667.7	0.00277686	1.22776e-05	1.13075e-05	6.99388	163.631	30.0246	258810	0.260946	2.65264	0.00569811	0.0238509	0.0632855	0.0958164	1.02502e-19	14.7632	0.209495	6.89521	1.11356	0.0731867	0.00923782	0.000935372	8.4171	0.693953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.45773e-05	0.00106733	0.27482	8.63066e-06	-3.25432e-24	0	1	1	1	1	-1.07588e-26	-1.47646e-26	1.99348e-254	2.89302e-42	3.64546e-42	1.34085e-44	500	-14.3266	14.3266	4.88504e-05
79	2.16232	12.3593	155.719	0.484238	2.74302	33256	0.00179733	7.96001e-06	7.31626e-06	5.39348	158.028	32.9001	258888	0.261019	2.65345	0.00266619	0.0136649	0.0444805	0.0805073	9.35089e-20	12.6056	0.209514	6.91823	1.09753	0.0668522	0.00925433	0.000932985	8.41683	0.694149	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.02021e-05	0.000423683	0.291865	9.20731e-06	-1.9992e-25	0	1	1	1	1	-6.22614e-28	-8.87817e-28	-5.23314e-256	3.18108e-43	4.00843e-43	1.477e-45	500	-14.3266	14.3266	4.88504e-05
80	2.12304	13.6214	128.209	0.483537	2.73835	33260.4	0.00128598	5.70112e-06	5.22093e-06	4.04143	147.687	35.9742	258983	0.261105	2.65443	0.00121799	0.0075548	0.0298434	0.0638049	8.93764e-20	10.1379	0.209532	6.9208	1.09566	0.0639853	0.00926568	0.000931992	8.41652	0.694374	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.01018e-06	0.000166732	0.309771	9.8006e-06	-1.42446e-26	0	1	1	1	1	-8.14612e-29	-1.4209e-28	-1.0006e-256	3.49784e-44	4.40757e-44	1.62606e-46	500	-14.3266	14.3266	4.88504e-05
81	2.10938	14.8773	102.271	0.492711	2.80275	34041.7	0.00108273	4.80266e-06	4.37441e-06	2.97703	134.531	39.1531	259298	0.261392	2.65769	0.000546041	0.0040619	0.0193068	0.0482793	9.09713e-20	7.78306	0.209551	6.8913	1.11599	0.065045	0.00927356	0.00093191	8.41548	0.695126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.88164e-07	6.52007e-05	0.328906	1.04377e-05	-9.27683e-26	0	1	1	1	1	-2.09992e-27	-2.58568e-27	-3.26556e-258	3.84615e-45	4.84647e-45	1.78951e-47	500	-14.3266	14.3266	4.88504e-05
82	2.13354	16.1778	80.2483	0.517283	2.97763	36099.8	0.00113001	5.01323e-06	4.53671e-06	2.18184	120.162	42.4952	259973	0.262009	2.6647	0.000241133	0.0021359	0.0121329	0.0351924	1.01339e-19	5.76359	0.209573	6.81172	1.171	0.0719548	0.00927857	0.00093255	8.41324	0.696754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.62056e-07	2.53777e-05	0.349932	1.11586e-05	-2.16478e-25	0	1	1	1	1	-7.53288e-28	3.06363e-28	-5.38999e-260	4.22916e-46	5.32908e-46	1.96878e-48	500	-14.3266	14.3266	4.88504e-05
83	2.20855	17.6	62.9089	0.562724	3.31177	39974	0.00148784	6.59938e-06	5.93447e-06	1.61116	105.761	46.1708	261119	0.263059	2.67662	0.000105182	0.00110312	0.00744789	0.0248809	1.24749e-19	4.1525	0.209601	6.66414	1.27314	0.0869775	0.00928002	0.000934054	8.40941	0.699527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.73206e-08	9.84319e-06	0.373965	1.20303e-05	5.9131e-26	0	1	1	1	1	1.4745e-27	-1.24493e-27	-1.44982e-262	4.65031e-47	5.85977e-47	2.16517e-49	500	-14.3266	14.3266	4.88504e-05
84	2.33054	19.2445	50.0779	0.629765	3.83237	45843.3	0.00238995	1.05925e-05	9.48161e-06	1.21436	92.1033	50.4288	262828	0.264627	2.69444	4.54139e-05	0.000561387	0.00448512	0.0171511	1.624e-19	2.93331	0.209639	6.44589	1.42435	0.109232	0.0092752	0.000937049	8.4037	0.703676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.28137e-08	3.80784e-06	0.402594	1.31671e-05	1.07491e-26	0	1	1	1	1	6.93809e-29	4.67969e-29	8.88059e-263	5.11341e-48	6.44331e-48	2.37956e-50	500	-14.3266	14.3266	4.88504e-05
85	2.4613	21.2033	41.1311	0.711307	4.51486	52947.4	0.00429853	1.9016e-05	1.6993e-05	0.945386	79.637	55.5044	265165	0.266779	2.71892	1.94407e-05	0.000282232	0.00265855	0.0115748	2.10211e-19	2.04726	0.209691	6.1799	1.60879	0.134223	0.00925881	0.000942795	8.39585	0.709375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.73127e-09	1.47014e-06	0.437657	1.47063e-05	9.59025e-28	0	1	1	1	1	4.56996e-30	6.4063e-30	5.3219e-264	5.62262e-49	7.08496e-49	2.6119e-51	500	-14.3266	14.3266	4.88504e-05
86	2.54929	23.5126	35.3028	0.797829	5.30623	59303.6	0.00777476	3.42687e-05	3.06603e-05	0.766801	68.5657	61.4905	268144	0.269682	2.75204	8.26176e-06	0.000140453	0.00155527	0.007673	2.82958e-19	1.42355	0.209765	5.89739	1.80478	0.170361	0.00922434	0.000952837	8.38526	0.717055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.98608e-09	5.66739e-07	0.481065	1.68111e-05	-2.83841e-25	0	1	1	1	1	-6.93684e-27	-8.06156e-27	1.21134e-265	6.18248e-50	7.79045e-50	2.8613e-52	500	-14.3266	14.3266	4.88504e-05
87	2.56985	26.1448	31.8712	0.88737	6.20924	62733.6	0.0129631	5.68106e-05	5.09862e-05	0.650257	58.9293	68.3155	271720	0.275112	2.81434	3.4891e-06	6.93015e-05	0.00089989	0.00500956	4.73935e-19	0.995705	0.209887	5.6051	2.00753	0.257432	0.00916998	0.000967561	8.36559	0.731297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.86001e-10	2.18227e-07	0.535619	2.01258e-05	-6.19741e-25	0	1	1	1	1	-1.16297e-27	2.0933e-26	1.33052e-267	6.798e-51	8.56611e-51	3.12763e-53	500	-14.3266	14.3266	4.88504e-05
88	2.52796	29.0423	30.3291	0.978034	7.22484	62949.7	0.0191053	8.31444e-05	7.48904e-05	0.575334	50.6671	75.8302	275774	0.292445	3.01534	1.46544e-06	3.39459e-05	0.000515861	0.00322808	1.08564e-18	0.708368	0.21015	5.30875	2.21322	0.415043	0.00910408	0.000984804	8.30294	0.776612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.72902e-10	8.39565e-08	0.607104	2.87412e-05	-4.1339e-24	0	1	1	1	1	-2.12338e-26	-1.60929e-26	-3.44211e-269	7.47465e-52	9.41882e-52	3.41423e-54	500	-14.3266	14.3266	4.88504e-05
89	2.4527	32.1057	30.5404	1.04946	8.1086	60963.6	0.0248696	0.000107503	9.71455e-05	0.527941	43.6628	83.7774	280089	0.338226	3.56025	6.12373e-07	1.65213e-05	0.000293349	0.00205645	3.84847e-18	0.518752	0.210951	5.07428	2.37626	0.612056	0.00904128	0.00100083	8.13667	0.897108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.10153e-11	3.22782e-08	0.70896	5.98877e-05	-5.57879e-23	0	1	1	1	1	-7.4229e-25	-1.21337e-24	-6.70963e-270	8.21847e-53	1.03562e-52	3.7281e-55	500	-14.3266	14.3266	4.88504e-05
90	2.38931	35.1828	32.6549	1.08183	8.53666	57732.3	0.0291554	0.000125383	0.000113593	0.499207	37.7771	91.7624	284392	0.407564	4.42776	2.54648e-07	7.99405e-06	0.000165634	0.00129681	1.83583e-17	0.395455	0.214254	4.96699	2.45118	0.822873	0.00899357	0.00101263	7.88328	1.08116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.50522e-11	1.24034e-08	0.878937	0.000158391	-2.38672e-23	0	1	1	1	1	-1.11315e-25	-9.25868e-26	-1.58605e-273	9.03536e-54	1.13857e-53	4.07701e-56	500	-14.3266	14.3266	4.88504e-05
91	2.3658	38.1122	36.8661	1.07367	8.4273	53957.9	0.0315475	0.000135261	0.000122771	0.485663	32.8719	99.3665	288536	0.466184	5.20471	1.05416e-07	3.84798e-06	9.29429e-05	0.000810454	9.1286e-17	0.316308	0.226864	4.99229	2.43404	1.03788	0.00896548	0.00101914	7.66773	1.23808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.44119e-12	4.76432e-09	1.18858	0.000370553	2.29222e-24	100	1	1	1	1	1.60106e-26	7.55337e-29	1.22156e-277	9.93285e-55	1.25167e-54	4.46797e-57	500	-14.3266	14.3266	4.88504e-05
92	1.7763	4.56713	158.217	1.60766	19.4281	40223.9	0.0969258	0.000314603	0.000282966	0.653592	30.3057	12.4956	248499	2.15467	124.152	1.38821e-10	1.66937e-10	8.86607e-10	3.44911e-08	2.57593e-07	0.185274	0.355382	3.23912	3.65322	1.25609	0.00679015	0.00156753	1.48471	5.73262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.53471e-10	2.00342e-09	0.259603	0.038261	0.183299	-2.11162e-21	1	1	1	1	0.000579372	0.000597434	2.0926e-297	1.09033e-55	1.37473e-55	3.71172e-58	500	-14.3266	14.3266	4.88504e-05
93	1.95279	1.64609	37.6796	1.25922	11.259	35178.2	0.0716565	0.000285212	0.000260854	0.424167	26.757	4.79214	215455	1.89923	67.5963	4.98602e-10	3.74281e-10	3.51369e-10	3.52912e-09	1.30113e-12	0.183774	0.15152	4.37544	2.86534	1.47446	0.00831941	0.00114287	2.40007	5.0727	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.52821e-11	8.31746e-10	0.105427	0.00929674	0.0117285	-3.34801e-36	1	1	1	1	4.61012e-05	4.68706e-05	4.51285e-307	1.19825e-56	1.51016e-56	5.00107e-59	500	-14.3266	14.3266	4.88504e-05
94	2.21234	2.44876	26.2157	1.07032	8.38327	33528.6	0.0586413	0.000239789	0.000218773	0.492533	23.6647	6.85264	205395	1.35855	26.4667	4.88465e-10	5.24323e-10	4.64924e-10	2.14458e-09	5.29815e-12	0.183765	0.351851	5.00006	2.42962	1.69216	0.00854806	0.00107728	4.38496	3.62849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.33606e-11	3.37718e-10	0.219915	0.00503561	0.000744532	-8.28297e-47	1	1	1	1	3.01225e-06	3.05741e-06	3.11489e-308	1.31708e-57	1.65979e-57	5.64849e-60	500	-14.3266	14.3266	4.88504e-05
95	2.36673	4.02725	28.2262	0.988355	7.34743	32876.1	0.0516953	0.000213103	0.000194259	0.663034	21.637	10.9418	203480	1.04202	16.0462	3.1429e-10	4.99238e-10	5.50836e-10	1.47224e-09	1.29562e-09	0.183764	0.69441	5.26943	2.24222	1.90874	0.0086179	0.00105658	5.54889	2.78109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.94208e-12	1.35056e-10	0.450767	0.00356086	4.71949e-05	-5.0521e-51	1	1	1	1	1.92543e-07	1.9539e-07	0	1.44772e-58	1.82441e-58	6.25956e-61	500	-14.3266	14.3266	4.88504e-05
96	2.45651	5.9448	30.596	0.933802	6.71475	32637.2	0.046831	0.000194035	0.000176766	0.847079	20.6881	15.9133	204440	0.829306	11.1961	1.73072e-10	3.81748e-10	5.47146e-10	1.11182e-09	2.20015e-08	0.183764	1.03153	5.44833	2.11787	2.12402	0.0086621	0.00104322	6.33057	2.21212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.16312e-12	5.34329e-11	0.758139	0.00239835	2.98961e-06	-1.07337e-53	1	1	1	1	1.22604e-08	1.24407e-08	0	1.59135e-59	2.0054e-59	6.91589e-62	500	-14.3266	14.3266	4.88504e-05
97	2.51184	8.05419	32.7318	0.894865	6.288	32585.1	0.0433593	0.000180288	0.000164159	0.998071	20.5658	21.3846	206886	0.689943	8.61943	8.78585e-11	2.56466e-10	4.72774e-10	8.84231e-10	8.5559e-08	0.183764	1.29785	5.57597	2.02917	2.33786	0.00869312	0.00103363	6.84291	1.83914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.43182e-13	2.09766e-11	1.1049	0.00167201	1.89294e-07	1.10978e-55	1	1	1	1	7.79118e-10	7.90538e-10	0	1.74926e-60	2.20438e-60	7.62939e-63	500	-14.3266	14.3266	4.88504e-05
98	2.54698	10.2487	34.9562	0.86539	5.9777	32575.8	0.0407965	0.00017007	0.0001548	1.11435	20.9795	27.078	210165	0.59902	7.13655	4.24029e-11	1.58462e-10	3.69207e-10	7.08973e-10	1.78804e-07	0.183764	1.50333	5.6725	1.96211	2.55022	0.00871573	0.00102649	7.17709	1.59589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.01257e-13	8.18828e-12	1.47156	0.00126385	1.19823e-08	-2.10199e-56	1	1	1	1	4.94528e-11	5.00706e-11	0	1.92288e-61	2.42316e-61	8.40654e-64	500	-14.3266	14.3266	4.88504e-05
99	2.57011	12.4672	37.3638	0.840958	5.72835	32523.2	0.0388053	0.00016209	0.000147501	1.20751	21.7206	32.8343	213950	0.537367	6.20714	1.97703e-11	9.239e-11	2.67755e-10	5.58456e-10	2.92138e-07	0.183764	1.67031	5.75243	1.90662	2.76106	0.00873313	0.00102091	7.40358	1.43106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.98761e-14	3.18284e-12	1.85357	0.00103007	7.58369e-10	-3.2026e-58	1	1	1	1	3.13812e-12	3.13375e-12	0	2.11377e-62	2.6637e-62	9.25233e-65	500	-14.3266	14.3266	4.88504e-05
100	2.58593	14.6754	39.9633	0.818989	5.50997	32382.1	0.0371919	0.000155599	0.000141569	1.28678	22.66	38.5642	218066	0.493872	5.58488	8.98959e-12	5.16389e-11	1.83708e-10	4.2762e-10	4.3369e-07	0.183764	1.81447	5.82424	1.85677	2.97027	0.00874715	0.00101637	7.56331	1.31482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.81504e-15	1.23329e-12	2.25085	0.000891829	4.7991e-11	5.31979e-60	1	1	1	1	1.98865e-13	1.99574e-13	0	2.32369e-63	2.92823e-63	1.01924e-65	500	-14.3266	14.3266	4.88504e-05
