Time	[Mdm2]	[p53]	[Mdm2_p53]	[Mdm2_mRNA]	[p53_mRNA]	[ATMA]	[ATMI]	[p53_P]	[Mdm2_P]	[IR]	[ROS]	[damDNA]	[E1]	[E2]	[E1_Ub]	[E2_Ub]	[Proteasome]	[Ub]	[p53DUB]	[Mdm2DUB]	[DUB]	[Mdm2_p53_Ub]	[Mdm2_p53_Ub2]	[Mdm2_p53_Ub3]	[Mdm2_p53_Ub4]	[Mdm2_P1_p53_Ub4]	[Mdm2_Ub]	[Mdm2_Ub2]	[Mdm2_Ub3]	[Mdm2_Ub4]	[Mdm2_P_Ub]	[Mdm2_P_Ub2]	[Mdm2_P_Ub3]	[Mdm2_P_Ub4]	[p53_Ub4_Proteasome]	[Mdm2_Ub4_Proteasome]	[Mdm2_P_Ub4_Proteasome]	[GSK3b]	[GSK3b_p53]	[GSK3b_p53_P]	[Abeta]	[AggAbeta_Proteasome]	[AbetaPlaque]	[Tau]	[Tau_P1]	[Tau_P2]	[MT_Tau]	[AggTau]	[AggTau_Proteasome]	[Proteasome_Tau]	[PP1]	[NFT]	[ATP]	[ADP]	[AMP]	[AbetaDimer]	[AbetaPlaque_GliaA]	[GliaI]	[GliaM1]	[GliaM2]	[GliaA]	[antiAb]	[Abeta_antiAb]	[AbetaDimer_antiAb]	[degAbetaGlia]	[disaggPlaque1]	[disaggPlaque2]	[Source]	[Sink]
72	3.73768	7.4892	75.1453	9.87857	10	8.89117e-11	200	2.36461e-13	1.19479e-09	0	1.0883e-06	2.53303e-10	2.74972	13.9727	97.2503	86.0273	499.426	3730.85	200	200	200	0.377431	0.379144	0.380861	0.12114	20.1139	0.00375957	0.00378312	0.00381234	0.0847252	1.56281e-12	1.35676e-12	1.17253e-12	5.84132e-12	0.57169	0.00201139	5.71089e-14	499.577	0.422558	3.0467e-15	0.00160817	7.24215e-14	6.94159e-21	0.0982538	0.0275162	0.007675	99.8717	5.70248e-09	8.03671e-12	0.000423358	50	5.89077e-19	10000	1000	1000	8.50628e-11	0	100	3.55415e-24	6.31926e-50	0	0	0	0	0	1.18476e-23	0	1	1
73	3.72985	7.52105	74.8541	9.87768	10	9.40418e-11	200	2.51538e-13	1.26275e-09	0	1.12065e-06	2.64342e-10	2.74079	13.9218	97.2592	86.0782	499.407	3729.49	200	200	200	0.375967	0.377673	0.379382	0.120594	20.4213	0.0037511	0.00377401	0.00380262	0.0861322	1.65476e-12	1.43942e-12	1.24659e-12	6.30962e-12	0.589999	0.00207629	6.25762e-14	499.571	0.429205	3.28409e-15	0.00163467	7.67674e-14	7.69744e-21	0.0982743	0.0276523	0.00774969	99.8716	5.81231e-09	8.32424e-12	0.000428545	50	6.22225e-19	10000	1000	1000	8.90018e-11	0	100	3.99289e-24	7.97586e-50	0	0	0	0	0	1.33102e-23	0	1	1
74	3.72226	7.55282	74.564	9.87681	10	9.93931e-11	200	2.67357e-13	1.33362e-09	0	1.15353e-06	2.75707e-10	2.73196	13.8714	97.268	86.1286	499.389	3728.14	200	200	200	0.374509	0.376208	0.377909	0.120051	20.7273	0.00374288	0.00376514	0.00379317	0.0875349	1.75075e-12	1.52583e-12	1.32414e-12	6.80747e-12	0.608551	0.00214193	6.84689e-14	499.564	0.43587	3.53641e-15	0.00166129	8.13129e-14	8.52443e-21	0.0982928	0.0277881	0.00782473	99.8714	5.92236e-09	8.61725e-12	0.000433683	50	6.5665e-19	10000	1000	1000	9.30708e-11	0	100	4.47911e-24	1.00376e-49	0	0	0	0	0	1.4931e-23	0	1	1
75	3.71489	7.58449	74.2751	9.87596	10	1.04973e-10	200	2.83947e-13	1.40746e-09	0	1.18694e-06	2.87404e-10	2.72324	13.8215	97.2768	86.1785	499.37	3726.79	200	200	200	0.373057	0.374748	0.376441	0.119508	21.0319	0.0037349	0.00375652	0.00378396	0.0889334	1.8509e-12	1.61612e-12	1.40528e-12	7.33629e-12	0.627345	0.0022083	7.48134e-14	499.557	0.442554	3.80442e-15	0.00168803	8.60651e-14	9.42834e-21	0.0983093	0.0279237	0.00790015	99.8713	6.03263e-09	8.91576e-12	0.00043877	50	6.92382e-19	10000	1000	1000	9.72728e-11	0	100	5.01727e-24	1.25929e-49	0	0	0	0	0	1.67249e-23	0	1	1
76	3.70775	7.61606	73.9873	9.87514	10	1.10787e-10	200	3.01332e-13	1.48437e-09	0	1.22088e-06	2.99436e-10	2.71459	13.772	97.2854	86.228	499.351	3725.45	200	200	200	0.371611	0.373294	0.37498	0.118968	21.3352	0.00372716	0.00374815	0.00377501	0.0903277	1.95535e-12	1.71039e-12	1.49012e-12	7.89748e-12	0.646379	0.0022754	8.1636e-14	499.551	0.449256	4.08884e-15	0.0017149	9.10302e-14	1.04152e-20	0.0983241	0.0280591	0.00797594	99.8711	6.14313e-09	9.21976e-12	0.000443808	50	7.29445e-19	10000	1000	1000	1.0161e-10	0	100	5.61212e-24	1.57546e-49	0	0	0	0	0	1.87078e-23	0	1	1
77	3.70084	7.64754	73.7007	9.87433	10	1.16842e-10	200	3.19541e-13	1.56444e-09	0	1.25536e-06	3.11811e-10	2.70603	13.7229	97.294	86.2771	499.332	3724.11	200	200	200	0.37017	0.371845	0.373524	0.118429	21.6371	0.00371964	0.00374001	0.0037663	0.091718	2.06422e-12	1.80878e-12	1.57879e-12	8.49254e-12	0.66565	0.00234321	8.89648e-14	499.544	0.455975	4.39045e-15	0.00174189	9.62152e-14	1.14914e-20	0.0983373	0.0281943	0.00805213	99.871	6.25384e-09	9.52928e-12	0.000448797	50	7.67867e-19	10000	1000	1000	1.06086e-10	0	100	6.26884e-24	1.96563e-49	0	0	0	0	0	2.0897e-23	0	1	1
78	3.69416	7.67893	73.4151	9.87355	10	1.23144e-10	200	3.386e-13	1.64776e-09	0	1.29038e-06	3.24533e-10	2.69755	13.6742	97.3025	86.3258	499.312	3722.78	200	200	200	0.368735	0.370403	0.372074	0.117891	21.9376	0.00371236	0.00373212	0.00375784	0.0931044	2.17763e-12	1.91141e-12	1.67141e-12	9.12296e-12	0.685157	0.00241172	9.68289e-14	499.537	0.462713	4.71004e-15	0.00176901	1.01627e-13	1.26638e-20	0.0983489	0.0283294	0.00812872	99.8708	6.36477e-09	9.84431e-12	0.000453737	50	8.07675e-19	10000	1000	1000	1.10703e-10	0	100	6.99294e-24	2.44584e-49	0	0	0	0	0	2.33108e-23	0	1	1
79	3.68769	7.71022	73.1307	9.87279	10	1.29702e-10	200	3.58539e-13	1.73442e-09	0	1.32595e-06	3.37607e-10	2.68913	13.6258	97.3109	86.3742	499.292	3721.45	200	200	200	0.367305	0.368966	0.370629	0.117355	22.2367	0.00370531	0.00372446	0.00374962	0.0944869	2.29572e-12	2.01841e-12	1.76809e-12	9.79036e-12	0.704896	0.00248092	1.05259e-13	499.531	0.469468	5.04846e-15	0.00179625	1.07273e-13	1.39398e-20	0.0983592	0.0284644	0.00820573	99.8707	6.47592e-09	1.01649e-11	0.000458628	50	8.48896e-19	10000	1000	1000	1.15464e-10	0	100	7.79046e-24	3.0354e-49	0	0	0	0	0	2.59693e-23	0	1	1
80	3.68145	7.74141	72.8475	9.87204	10	1.36521e-10	200	3.79387e-13	1.82452e-09	0	1.36205e-06	3.5104e-10	2.68077	13.5778	97.3192	86.4222	499.272	3720.13	200	200	200	0.365882	0.367535	0.36919	0.116821	22.5345	0.00369848	0.00371703	0.00374165	0.0958656	2.41864e-12	2.1299e-12	1.86896e-12	1.04963e-11	0.724867	0.00255081	1.14288e-13	499.524	0.476241	5.40654e-15	0.00182362	1.13159e-13	1.53272e-20	0.0983681	0.0285993	0.00828315	99.8705	6.58729e-09	1.0491e-11	0.000463472	50	8.91559e-19	10000	1000	1000	1.20372e-10	0	100	8.66787e-24	3.75752e-49	0	0	0	0	0	2.88941e-23	0	1	1
81	3.67542	7.7725	72.5653	9.87132	10	1.43609e-10	200	4.01173e-13	1.91816e-09	0	1.3987e-06	3.64836e-10	2.67247	13.5301	97.3275	86.4699	499.252	3718.81	200	200	200	0.364463	0.366109	0.367757	0.116289	22.8309	0.00369188	0.00370984	0.00373391	0.0972407	2.54651e-12	2.24602e-12	1.97414e-12	1.12426e-11	0.745067	0.00262136	1.23947e-13	499.517	0.483031	5.78518e-15	0.00185111	1.19295e-13	1.68344e-20	0.0983758	0.0287341	0.00836101	99.8704	6.69887e-09	1.08227e-11	0.000468267	50	9.3569e-19	10000	1000	1000	1.25429e-10	0	100	9.63208e-24	4.64009e-49	0	0	0	0	0	3.21083e-23	0	1	1
82	3.6696	7.8035	72.2843	9.87062	10	1.50974e-10	200	4.23928e-13	2.01543e-09	0	1.4359e-06	3.79001e-10	2.66423	13.4827	97.3358	86.5173	499.231	3717.5	200	200	200	0.363051	0.364689	0.36633	0.115759	23.126	0.0036855	0.00370287	0.00372641	0.0986122	2.67949e-12	2.36691e-12	2.08377e-12	1.20309e-11	0.765493	0.00269257	1.34272e-13	499.51	0.489839	6.18529e-15	0.00187873	1.25686e-13	1.84701e-20	0.0983823	0.0288689	0.00843931	99.8702	6.81067e-09	1.11599e-11	0.000473016	50	9.81318e-19	10000	1000	1000	1.3064e-10	0	100	1.06906e-23	5.71632e-49	0	0	0	0	0	3.56367e-23	0	1	1
83	3.66399	7.83439	72.0044	9.86994	10	1.58621e-10	200	4.47682e-13	2.11643e-09	0	1.47365e-06	3.93541e-10	2.65603	13.4356	97.344	86.5644	499.211	3716.19	200	200	200	0.361644	0.363275	0.364908	0.115231	23.4197	0.00367933	0.00369613	0.00371913	0.0999801	2.81771e-12	2.4927e-12	2.19799e-12	1.28629e-11	0.786143	0.00276442	1.453e-13	499.503	0.496663	6.60781e-15	0.00190648	1.32341e-13	2.0244e-20	0.0983879	0.0290037	0.00851805	99.8701	6.92268e-09	1.15027e-11	0.000477717	50	1.02847e-18	10000	1000	1000	1.36006e-10	0	100	1.18516e-23	7.02947e-49	0	0	0	0	0	3.95071e-23	0	1	1
84	3.6586	7.86518	71.7257	9.86928	10	1.66559e-10	200	4.72468e-13	2.22127e-09	0	1.51195e-06	4.0846e-10	2.64788	13.3887	97.3521	86.6113	499.19	3714.89	200	200	200	0.360243	0.361866	0.363492	0.114704	23.712	0.00367339	0.00368961	0.00371209	0.101345	2.96132e-12	2.62353e-12	2.31691e-12	1.37406e-11	0.807016	0.00283692	1.57066e-13	499.496	0.503505	7.0537e-15	0.00193435	1.39268e-13	2.21658e-20	0.0983924	0.0291384	0.00859724	99.8699	7.03492e-09	1.18511e-11	0.000482371	50	1.07717e-18	10000	1000	1000	1.41531e-10	0	100	1.31235e-23	8.62316e-49	0	0	0	0	0	4.3747e-23	0	1	1
85	3.65341	7.89587	71.448	9.86864	10	1.74796e-10	200	4.98318e-13	2.33006e-09	0	1.55081e-06	4.23766e-10	2.63978	13.3421	97.3602	86.6579	499.168	3713.59	200	200	200	0.358847	0.360463	0.362082	0.114179	24.003	0.00366765	0.00368331	0.00370528	0.102706	3.11048e-12	2.75956e-12	2.44069e-12	1.46658e-11	0.82811	0.00291004	1.69611e-13	499.49	0.510364	7.52397e-15	0.00196235	1.46474e-13	2.42461e-20	0.098396	0.0292733	0.0086769	99.8698	7.14737e-09	1.2205e-11	0.000486979	50	1.12746e-18	10000	1000	1000	1.47218e-10	0	100	1.45157e-23	1.05558e-48	0	0	0	0	0	4.83877e-23	0	1	1
86	3.64842	7.92646	71.1715	9.86802	10	1.83338e-10	200	5.25263e-13	2.44289e-09	0	1.59023e-06	4.39462e-10	2.63172	13.2957	97.3683	86.7043	499.147	3712.3	200	200	200	0.357458	0.359066	0.360677	0.113657	24.2927	0.00366213	0.00367723	0.00369869	0.104064	3.26533e-12	2.90091e-12	2.56946e-12	1.56404e-11	0.849421	0.00298379	1.82974e-13	499.483	0.517239	8.01964e-15	0.00199048	1.53969e-13	2.6496e-20	0.0983988	0.0294081	0.00875702	99.8696	7.26004e-09	1.25646e-11	0.000491541	50	1.17935e-18	10000	1000	1000	1.5307e-10	0	100	1.60377e-23	1.28923e-48	0	0	0	0	0	5.34616e-23	0	1	1
87	3.64363	7.95695	70.8961	9.86743	10	1.92194e-10	200	5.53338e-13	2.55988e-09	0	1.63021e-06	4.55554e-10	2.62369	13.2496	97.3763	86.7504	499.125	3711.01	200	200	200	0.356073	0.357674	0.359278	0.113136	24.581	0.00365681	0.00367137	0.00369233	0.105419	3.42603e-12	3.04776e-12	2.70336e-12	1.66665e-11	0.870949	0.00305814	1.97196e-13	499.476	0.524131	8.54176e-15	0.00201873	1.61758e-13	2.8927e-20	0.0984008	0.029543	0.00883762	99.8695	7.37292e-09	1.29298e-11	0.000496058	50	1.23289e-18	10000	1000	1000	1.59089e-10	0	100	1.77e-23	1.57055e-48	0	0	0	0	0	5.90029e-23	0	1	1
88	3.63905	7.98733	70.6219	9.86685	10	2.01371e-10	200	5.82577e-13	2.68114e-09	0	1.67075e-06	4.7205e-10	2.6157	13.2037	97.3843	86.7963	499.104	3709.72	200	200	200	0.354695	0.356288	0.357885	0.112617	24.868	0.0036517	0.00366572	0.00368618	0.10677	3.59275e-12	3.20024e-12	2.84255e-12	1.77461e-11	0.89269	0.00313309	2.12323e-13	499.469	0.53104	9.09144e-15	0.00204712	1.69853e-13	3.15523e-20	0.0984021	0.029678	0.00891869	99.8693	7.48603e-09	1.33006e-11	0.000500529	50	1.28808e-18	10000	1000	1000	1.6528e-10	0	100	1.95145e-23	1.91008e-48	0	0	0	0	0	6.50513e-23	0	1	1
89	3.63465	8.0176	70.3487	9.86629	10	2.10877e-10	200	6.13013e-13	2.80679e-09	0	1.71186e-06	4.88953e-10	2.60774	13.158	97.3923	86.842	499.082	3708.44	200	200	200	0.353321	0.354908	0.356497	0.1121	25.1536	0.00364679	0.00366027	0.00368025	0.108119	3.76564e-12	3.35851e-12	2.98716e-12	1.88814e-11	0.914644	0.00320863	2.28398e-13	499.462	0.537965	9.66977e-15	0.00207563	1.7826e-13	3.43843e-20	0.0984027	0.029813	0.00900025	99.8692	7.59936e-09	1.36771e-11	0.000504956	50	1.34498e-18	10000	1000	1000	1.71646e-10	0	100	2.14922e-23	2.3172e-48	0	0	0	0	0	7.16442e-23	0	1	1
90	3.63046	8.04777	70.0766	9.86575	10	2.20721e-10	200	6.44683e-13	2.93693e-09	0	1.75354e-06	5.06269e-10	2.59982	13.1125	97.4002	86.8875	499.059	3707.17	200	200	200	0.351954	0.353533	0.355115	0.111586	25.438	0.00364209	0.00365504	0.00367454	0.109465	3.94487e-12	3.52273e-12	3.13735e-12	2.00744e-11	0.936807	0.00328475	2.45469e-13	499.455	0.544906	1.02779e-14	0.00210427	1.86989e-13	3.7438e-20	0.0984027	0.0299482	0.0090823	99.869	7.71291e-09	1.40592e-11	0.000509338	50	1.40359e-18	10000	1000	1000	1.78189e-10	0	100	2.36471e-23	2.80698e-48	0	0	0	0	0	7.88275e-23	0	1	1
91	3.62645	8.07783	69.8057	9.86523	10	2.3091e-10	200	6.77622e-13	3.07169e-09	0	1.79579e-06	5.24005e-10	2.59193	13.0672	97.4081	86.9328	499.037	3705.9	200	200	200	0.350592	0.352164	0.353738	0.111073	25.721	0.00363758	0.00365001	0.00366903	0.110808	4.13061e-12	3.69307e-12	3.29328e-12	2.13275e-11	0.959178	0.00336145	2.63583e-13	499.448	0.551863	1.09171e-14	0.00213304	1.96049e-13	4.07269e-20	0.0984021	0.0300834	0.00916484	99.8689	7.82669e-09	1.44469e-11	0.000513676	50	1.46397e-18	10000	1000	1000	1.84913e-10	0	100	2.59916e-23	3.3913e-48	0	0	0	0	0	8.66428e-23	0	1	1
92	3.62264	8.10778	69.5359	9.86474	10	2.41453e-10	200	7.11866e-13	3.21117e-09	0	1.83861e-06	5.42166e-10	2.58407	13.0221	97.4159	86.9779	499.014	3704.63	200	200	200	0.349236	0.3508	0.352367	0.110562	26.0027	0.00363327	0.00364518	0.00366374	0.112148	4.32303e-12	3.86967e-12	3.45509e-12	2.26428e-11	0.981755	0.00343871	2.8279e-13	499.441	0.558836	1.15885e-14	0.00216193	2.05448e-13	4.42666e-20	0.098401	0.0302188	0.00924788	99.8687	7.94069e-09	1.48403e-11	0.000517971	50	1.52612e-18	10000	1000	1000	1.91821e-10	0	100	2.85403e-23	4.08838e-48	0	0	0	0	0	9.51389e-23	0	1	1
93	3.619	8.13763	69.2671	9.86426	10	2.52358e-10	200	7.47452e-13	3.35552e-09	0	1.88201e-06	5.60758e-10	2.57623	12.9771	97.4238	87.0229	498.991	3703.37	200	200	200	0.347885	0.349442	0.351002	0.110053	26.2831	0.00362915	0.00364056	0.00365865	0.113486	4.5223e-12	4.05272e-12	3.62296e-12	2.40229e-11	1.00453	0.00351653	3.03141e-13	499.434	0.565825	1.22933e-14	0.00219096	2.15196e-13	4.80741e-20	0.0983993	0.0303543	0.00933143	99.8686	8.05492e-09	1.52394e-11	0.000522222	50	1.59008e-18	10000	1000	1000	1.98916e-10	0	100	3.13091e-23	4.91988e-48	0	0	0	0	0	1.04369e-22	0	1	1
94	3.61556	8.16736	68.9995	9.8638	10	2.63634e-10	200	7.8442e-13	3.50484e-09	0	1.92599e-06	5.79786e-10	2.56843	12.9324	97.4316	87.0676	498.968	3702.12	200	200	200	0.34654	0.34809	0.349643	0.109547	26.5621	0.00362522	0.00363613	0.00365377	0.114821	4.7286e-12	4.24239e-12	3.79704e-12	2.54701e-11	1.02752	0.00359489	3.24693e-13	499.427	0.57283	1.30329e-14	0.00222012	2.25303e-13	5.21668e-20	0.0983972	0.0304899	0.00941548	99.8684	8.16938e-09	1.56442e-11	0.00052643	50	1.65589e-18	10000	1000	1000	2.06202e-10	0	100	3.43147e-23	5.90769e-48	0	0	0	0	0	1.14388e-22	0	1	1
95	3.61229	8.19698	68.733	9.86336	10	2.75289e-10	200	8.22806e-13	3.65927e-09	0	1.97054e-06	5.99256e-10	2.56065	12.8878	97.4394	87.1122	498.945	3700.87	200	200	200	0.3452	0.346743	0.348289	0.109042	26.8399	0.00362148	0.00363189	0.00364909	0.116154	4.94212e-12	4.43884e-12	3.97751e-12	2.69869e-11	1.0507	0.0036738	3.475e-13	499.42	0.57985	1.38086e-14	0.0022494	2.35777e-13	5.6563e-20	0.0983947	0.0306256	0.00950004	99.8683	8.28407e-09	1.60547e-11	0.000530596	50	1.72357e-18	10000	1000	1000	2.13683e-10	0	100	3.75746e-23	7.08334e-48	0	0	0	0	0	1.25255e-22	0	1	1
96	3.60921	8.22649	68.4676	9.86295	10	2.87331e-10	200	8.62651e-13	3.81894e-09	0	2.01569e-06	6.19174e-10	2.55289	12.8434	97.4471	87.1566	498.922	3699.62	200	200	200	0.343866	0.345401	0.34694	0.10854	27.1164	0.00361792	0.00362785	0.00364461	0.117484	5.16304e-12	4.64226e-12	4.16453e-12	2.85759e-11	1.07408	0.00375323	3.7162e-13	499.413	0.586885	1.46218e-14	0.00227882	2.46629e-13	6.12823e-20	0.0983918	0.0307616	0.00958512	99.8681	8.39899e-09	1.64709e-11	0.000534719	50	1.79315e-18	10000	1000	1000	2.21361e-10	0	100	4.1108e-23	8.47758e-48	0	0	0	0	0	1.37034e-22	0	1	1
97	3.6063	8.25589	68.2033	9.86255	10	2.99771e-10	200	9.03995e-13	3.98398e-09	0	2.06142e-06	6.39547e-10	2.54516	12.7992	97.4548	87.2008	498.898	3698.38	200	200	200	0.342537	0.344066	0.345597	0.108039	27.3916	0.00361455	0.003624	0.00364032	0.118811	5.39155e-12	4.85283e-12	4.35828e-12	3.02398e-11	1.09765	0.00383319	3.97114e-13	499.406	0.593936	1.54738e-14	0.00230837	2.57868e-13	6.63452e-20	0.0983885	0.0308976	0.00967072	99.868	8.51415e-09	1.68928e-11	0.000538801	50	1.86467e-18	10000	1000	1000	2.29241e-10	0	100	4.49349e-23	1.0127e-47	0	0	0	0	0	1.49791e-22	0	1	1
98	3.60356	8.28518	67.9401	9.86217	10	3.12616e-10	200	9.46876e-13	4.15451e-09	0	2.10773e-06	6.60379e-10	2.53746	12.7552	97.4625	87.2448	498.874	3697.14	200	200	200	0.341214	0.342735	0.34426	0.107541	27.6654	0.00361136	0.00362034	0.00363623	0.120137	5.62785e-12	5.07073e-12	4.55893e-12	3.19812e-11	1.12142	0.00391366	4.24044e-13	499.399	0.601002	1.63662e-14	0.00233804	2.69506e-13	7.17734e-20	0.0983848	0.0310338	0.00975683	99.8679	8.62955e-09	1.73204e-11	0.000542841	50	1.93815e-18	10000	1000	1000	2.37325e-10	0	100	4.90766e-23	1.20813e-47	0	0	0	0	0	1.63597e-22	0	1	1
99	3.601	8.31435	67.678	9.86181	10	3.25877e-10	200	9.91338e-13	4.33068e-09	0	2.15464e-06	6.81677e-10	2.52978	12.7113	97.4702	87.2887	498.85	3695.9	200	200	200	0.339896	0.341411	0.342928	0.107044	27.938	0.00360835	0.00361686	0.00363233	0.12146	5.87212e-12	5.29615e-12	4.76666e-12	3.3803e-11	1.14538	0.00399465	4.52473e-13	499.392	0.608082	1.73003e-14	0.00236785	2.81551e-13	7.75891e-20	0.0983808	0.0311702	0.00984347	99.8677	8.74518e-09	1.77538e-11	0.000546841	50	2.01362e-18	10000	1000	1000	2.45617e-10	0	100	5.35555e-23	1.43859e-47	0	0	0	0	0	1.78528e-22	0	1	1
100	3.59861	8.3434	67.4169	9.86148	10	3.39561e-10	200	1.03742e-12	4.51263e-09	0	2.20215e-06	7.03447e-10	2.52212	12.6676	97.4779	87.3324	498.826	3694.68	200	200	200	0.338584	0.340092	0.341602	0.10655	28.2094	0.00360551	0.00361356	0.00362862	0.122781	6.12457e-12	5.52928e-12	4.98166e-12	3.5708e-11	1.16953	0.00407613	4.82467e-13	499.385	0.615178	1.82778e-14	0.00239779	2.94014e-13	8.38165e-20	0.0983766	0.0313068	0.00993064	99.8676	8.86106e-09	1.81929e-11	0.000550799	50	2.09111e-18	10000	1000	1000	2.54121e-10	0	100	5.83958e-23	1.71022e-47	0	0	0	0	0	1.94663e-22	0	1	1
