Time	[TF]	[TF_VII]	[VII]	[TF_VIIa]	[VIIa]	[Xa]	[IIa]	[TF_VIIa_X]	[X]	[TF_VIIa_Xa]	[IX]	[TF_VIIa_IX]	[IXa]	[II]	[VIII]	[VIIIa]	[IXa_VIIIa]	[IXa_VIIIa_X]	[VIIIa1_L]	[VIIIa2]	[V]	[Va]	[Xa_Va]	[Xa_Va_II]	[mIIa]	[TFPI]	[Xa_TFPI]	[TF_VIIa_Xa_TFPI]	[ATIII]	[Xa_ATIII]	[mIIa_ATIII]	[IXa_ATIII]	[IIa_ATIII]	[TF_VIIa_ATIII]
10	0	0	9.95095e-09	0	1.49045e-10	8.06849e-12	8.30133e-10	0	1.59974e-07	0	9e-08	0	2.05315e-10	1.38185e-06	5.84678e-10	1.10519e-10	4.20534e-13	8.0226e-13	3.58037e-12	3.58037e-12	1.39991e-08	5.89294e-09	5.90327e-11	4.89759e-11	1.66318e-08	2.49919e-09	8.12874e-13	0	3.39836e-06	1.8475e-12	1.42167e-09	3.46207e-12	2.17255e-10	0
11	0	0	9.94975e-09	0	1.5025e-10	7.65945e-12	8.26756e-10	0	1.59967e-07	0	9e-08	0	2.04742e-10	1.37863e-06	5.75074e-10	1.192e-10	4.99601e-13	9.55096e-13	4.271e-12	4.271e-12	1.30452e-08	6.83906e-09	6.33296e-11	5.24153e-11	1.93976e-08	2.49917e-09	8.30232e-13	0	3.3979e-06	1.88751e-12	1.856e-09	3.80346e-12	2.37235e-10	0
12	0	0	9.94859e-09	0	1.51412e-10	7.40118e-12	8.27466e-10	0	1.59958e-07	0	9e-08	0	2.04153e-10	1.37518e-06	5.65643e-10	1.27641e-10	5.84141e-13	1.11864e-12	5.01321e-12	5.01321e-12	1.20534e-08	7.82199e-09	6.82693e-11	5.63604e-11	2.23249e-08	2.49915e-09	8.46844e-13	0	3.39738e-06	1.92583e-12	2.35889e-09	4.14384e-12	2.57178e-10	0
13	0	0	9.94745e-09	0	1.52548e-10	7.25345e-12	8.3298e-10	0	1.59948e-07	0	9e-08	0	2.0355e-10	1.37145e-06	5.56334e-10	1.35894e-10	6.73956e-13	1.29248e-12	5.80573e-12	5.80573e-12	1.10359e-08	8.82935e-09	7.39254e-11	6.08632e-11	2.54426e-08	2.49914e-09	8.62999e-13	0	3.39678e-06	1.96313e-12	2.93454e-09	4.48317e-12	2.77192e-10	0
14	0	0	9.94633e-09	0	1.53673e-10	7.19243e-12	8.44193e-10	0	1.59936e-07	0	9e-08	0	2.02933e-10	1.36742e-06	5.47086e-10	1.44021e-10	7.68891e-13	1.4763e-12	6.64762e-12	6.64762e-12	1.00053e-08	9.84841e-09	8.03613e-11	6.59662e-11	2.87815e-08	2.49912e-09	8.78917e-13	0	3.39611e-06	1.9999e-12	3.58786e-09	4.82142e-12	2.97402e-10	0
15	0	0	9.9452e-09	0	1.54798e-10	7.20325e-12	8.6221e-10	0	1.59923e-07	0	9e-08	0	2.02303e-10	1.36305e-06	5.37837e-10	1.52086e-10	8.68831e-13	1.66986e-12	7.53835e-12	7.53835e-12	8.97457e-09	1.08661e-08	8.76354e-11	7.17061e-11	3.23739e-08	2.49911e-09	8.94775e-13	0	3.39535e-06	2.03653e-12	4.32453e-09	5.15856e-12	3.17958e-10	0
16	0	0	9.94407e-09	0	1.55933e-10	7.27671e-12	8.88377e-10	0	1.59908e-07	0	9e-08	0	2.01659e-10	1.35829e-06	5.28511e-10	1.60164e-10	9.73711e-13	1.87302e-12	8.47776e-12	8.47776e-12	7.95689e-09	1.18692e-08	9.58036e-11	7.81151e-11	3.62535e-08	2.49909e-09	9.10723e-13	0	3.3945e-06	2.07337e-12	5.15102e-09	5.49456e-12	3.39038e-10	0
17	0	0	9.94291e-09	0	1.57089e-10	7.40744e-12	9.2433e-10	0	1.59891e-07	0	9e-08	0	2.01001e-10	1.3531e-06	5.19026e-10	1.68338e-10	1.08352e-12	2.08572e-12	9.4662e-12	9.4662e-12	6.96538e-09	1.28445e-08	1.04921e-10	8.52215e-11	4.04544e-08	2.49907e-09	9.26895e-13	0	3.39356e-06	2.11073e-12	6.07458e-09	5.82939e-12	3.60857e-10	0
18	0	0	9.94173e-09	0	1.58274e-10	7.59289e-12	9.72038e-10	0	1.59873e-07	0	9e-08	0	2.00331e-10	1.34744e-06	5.09287e-10	1.76702e-10	1.19831e-12	2.30804e-12	1.05045e-11	1.05045e-11	6.01288e-09	1.3779e-08	1.15042e-10	9.30509e-11	4.50115e-08	2.49906e-09	9.43417e-13	0	3.3925e-06	2.14888e-12	7.10329e-09	6.16301e-12	3.83674e-10	0
19	0	0	9.9405e-09	0	1.595e-10	7.83256e-12	1.03386e-09	0	1.59853e-07	0	9e-08	0	1.99646e-10	1.34125e-06	4.99186e-10	1.85361e-10	1.31819e-12	2.54017e-12	1.15942e-11	1.15942e-11	5.11162e-09	1.46605e-08	1.26224e-10	1.01626e-10	4.99599e-08	2.49904e-09	9.60411e-13	0	3.39134e-06	2.1881e-12	8.24605e-09	6.4954e-12	4.07797e-10	0
20	0	0	9.93922e-09	0	1.60775e-10	8.12769e-12	1.11261e-09	0	1.5983e-07	0	9e-08	0	1.98948e-10	1.3345e-06	4.88601e-10	1.94436e-10	1.44335e-12	2.78245e-12	1.27374e-11	1.27374e-11	4.27272e-09	1.54778e-08	1.38525e-10	1.10969e-10	5.53346e-08	2.49902e-09	9.78e-13	0	3.39004e-06	2.22866e-12	9.51258e-09	6.82653e-12	4.33597e-10	0
21	0	0	9.93789e-09	0	1.62113e-10	8.48079e-12	1.21163e-09	0	1.59806e-07	0	9e-08	0	1.98234e-10	1.32712e-06	4.77393e-10	2.04061e-10	1.57406e-12	3.03536e-12	1.3937e-11	1.3937e-11	3.50576e-09	1.62211e-08	1.52009e-10	1.21098e-10	6.11709e-08	2.499e-09	9.96311e-13	0	3.38862e-06	2.27085e-12	1.09134e-08	7.15635e-12	4.61518e-10	0
22	0	0	9.93648e-09	0	1.63525e-10	8.8955e-12	1.33486e-09	0	1.5978e-07	0	9e-08	0	1.97505e-10	1.31908e-06	4.6541e-10	2.14383e-10	1.71068e-12	3.29958e-12	1.51968e-11	1.51968e-11	2.81821e-09	1.6883e-08	1.66742e-10	1.32032e-10	6.75032e-08	2.49898e-09	1.01548e-12	0	3.38704e-06	2.31498e-12	1.24599e-08	7.48482e-12	4.92091e-10	0
23	0	0	9.93497e-09	0	1.65026e-10	9.37632e-12	1.48695e-09	0	1.59751e-07	0	9e-08	0	1.96758e-10	1.31031e-06	4.52484e-10	2.25565e-10	1.85367e-12	3.57594e-12	1.65213e-11	1.65213e-11	2.21504e-09	1.74584e-08	1.82801e-10	1.43787e-10	7.43659e-08	2.49896e-09	1.03564e-12	0	3.3853e-06	2.36135e-12	1.41642e-08	7.81191e-12	5.25949e-10	0
24	0	0	9.93337e-09	0	1.66632e-10	9.92846e-12	1.67335e-09	0	1.5972e-07	0	9e-08	0	1.95993e-10	1.30077e-06	4.38435e-10	2.37779e-10	2.00359e-12	3.8655e-12	1.79165e-11	1.79165e-11	1.69832e-09	1.7945e-08	2.00266e-10	1.56379e-10	8.17925e-08	2.49894e-09	1.05696e-12	0	3.38339e-06	2.41032e-12	1.60392e-08	8.13757e-12	5.63843e-10	0
25	0	0	9.93164e-09	0	1.68361e-10	1.05576e-11	1.90045e-09	0	1.59687e-07	0	9e-08	0	1.95208e-10	1.29041e-06	4.23074e-10	2.51206e-10	2.1611e-12	4.16949e-12	1.93888e-11	1.93888e-11	1.26708e-09	1.83439e-08	2.19229e-10	1.69823e-10	8.98157e-08	2.49892e-09	1.0796e-12	0	3.38128e-06	2.46226e-12	1.80985e-08	8.46175e-12	6.06666e-10	0
26	0	0	9.92977e-09	0	1.70234e-10	1.12696e-11	2.17569e-09	0	1.59651e-07	0	9e-08	0	1.94399e-10	1.27916e-06	4.06211e-10	2.66026e-10	2.32697e-12	4.48938e-12	2.09464e-11	2.09464e-11	9.17392e-10	1.86587e-08	2.39792e-10	1.84135e-10	9.84673e-08	2.4989e-09	1.10373e-12	0	3.37898e-06	2.51755e-12	2.03566e-08	8.7844e-12	6.55473e-10	0
27	0	0	9.92773e-09	0	1.72273e-10	1.20707e-11	2.50774e-09	0	1.59612e-07	0	9e-08	0	1.93566e-10	1.26698e-06	3.87665e-10	2.82408e-10	2.50208e-12	4.8268e-12	2.25979e-11	2.25979e-11	6.42653e-10	1.88959e-08	2.62073e-10	1.99329e-10	1.07778e-07	2.49887e-09	1.12956e-12	0	3.37645e-06	2.57664e-12	2.28283e-08	9.10546e-12	7.11508e-10	0
28	0	0	9.9255e-09	0	1.74504e-10	1.29668e-11	2.90666e-09	0	1.5957e-07	0	9e-08	0	1.92704e-10	1.2538e-06	3.67278e-10	3.00498e-10	2.68737e-12	5.18355e-12	2.43533e-11	2.43533e-11	4.34166e-10	1.90642e-08	2.86204e-10	2.15415e-10	1.17777e-07	2.49884e-09	1.15729e-12	0	3.37368e-06	2.63998e-12	2.55293e-08	9.42487e-12	7.76236e-10	0
29	0	0	9.92304e-09	0	1.76956e-10	1.39637e-11	3.38414e-09	0	1.59526e-07	0	9e-08	0	1.91812e-10	1.23956e-06	3.44934e-10	3.20398e-10	2.88386e-12	5.56154e-12	2.62232e-11	2.62232e-11	2.81868e-10	1.91734e-08	3.12334e-10	2.32405e-10	1.28491e-07	2.49881e-09	1.18713e-12	0	3.37066e-06	2.70805e-12	2.8476e-08	9.74256e-12	8.51375e-10	0
30	0	0	9.92034e-09	0	1.79663e-10	1.50673e-11	3.95371e-09	0	1.59478e-07	0	9e-08	0	1.90886e-10	1.22422e-06	3.20582e-10	3.42144e-10	3.09257e-12	5.96273e-12	2.82187e-11	2.82187e-11	1.7517e-10	1.92339e-08	3.40655e-10	2.50281e-10	1.39948e-07	2.49878e-09	1.21932e-12	0	3.36736e-06	2.78136e-12	3.1685e-08	1.00584e-11	9.38937e-10	0
31	0	0	9.91734e-09	0	1.8266e-10	1.62831e-11	4.63098e-09	0	1.59427e-07	0	9e-08	0	1.89924e-10	1.20772e-06	2.94267e-10	3.65679e-10	3.3145e-12	6.389e-12	3.03506e-11	3.03506e-11	1.03764e-10	1.92558e-08	3.7124e-10	2.69165e-10	1.52169e-07	2.49875e-09	1.2541e-12	0	3.36377e-06	2.86044e-12	3.51736e-08	1.03725e-11	1.04127e-09	0
32	0	0	9.91401e-09	0	1.85988e-10	1.76169e-11	5.43398e-09	0	1.59372e-07	0	9e-08	0	1.88923e-10	1.18998e-06	2.66151e-10	3.90827e-10	3.55052e-12	6.84203e-12	3.26294e-11	3.26294e-11	5.83165e-11	1.92483e-08	4.04425e-10	2.88923e-10	1.65175e-07	2.49871e-09	1.29174e-12	0	3.35987e-06	2.94586e-12	3.89594e-08	1.06845e-11	1.16112e-09	0
33	0	0	9.9103e-09	0	1.89695e-10	1.90746e-11	6.38347e-09	0	1.59313e-07	0	9e-08	0	1.87881e-10	1.17096e-06	2.36548e-10	4.17264e-10	3.80132e-12	7.32316e-12	3.50639e-11	3.50639e-11	3.09366e-11	1.92191e-08	4.40393e-10	3.09593e-10	1.78982e-07	2.49867e-09	1.3325e-12	0	3.35562e-06	3.03821e-12	4.30601e-08	1.09945e-11	1.30167e-09	0
34	0	0	9.90617e-09	0	1.93832e-10	2.06626e-11	7.50332e-09	0	1.5925e-07	0	9e-08	0	1.86797e-10	1.1506e-06	2.05941e-10	4.44498e-10	4.06729e-12	7.83313e-12	3.76604e-11	3.76604e-11	1.54052e-11	1.91741e-08	4.79392e-10	3.31153e-10	1.93603e-07	2.49862e-09	1.37667e-12	0	3.35103e-06	3.13809e-12	4.74939e-08	1.13023e-11	1.46662e-09	0
35	0	0	9.90154e-09	0	1.98457e-10	2.23876e-11	8.82087e-09	0	1.59183e-07	0	9e-08	0	1.85672e-10	1.12884e-06	1.74985e-10	4.71872e-10	4.34844e-12	8.37197e-12	4.04219e-11	4.04219e-11	7.15669e-12	1.91176e-08	5.21692e-10	3.53562e-10	2.09042e-07	2.49858e-09	1.42454e-12	0	3.34605e-06	3.24615e-12	5.22786e-08	1.16079e-11	1.66025e-09	0
36	0	0	9.89636e-09	0	2.03636e-10	2.42568e-11	1.03674e-08	0	1.59112e-07	0	9e-08	0	1.84506e-10	1.10564e-06	1.44493e-10	4.98577e-10	4.64428e-12	8.93876e-12	4.33469e-11	4.33469e-11	3.08103e-12	1.90526e-08	5.67581e-10	3.76759e-10	2.25299e-07	2.49852e-09	1.47644e-12	0	3.34067e-06	3.36305e-12	5.74322e-08	1.19111e-11	1.8875e-09	0
37	0	0	9.89056e-09	0	2.09444e-10	2.62777e-11	1.21783e-08	0	1.59035e-07	0	9e-08	0	1.83303e-10	1.08093e-06	1.15382e-10	5.23704e-10	4.95379e-12	9.53155e-12	4.64288e-11	4.64288e-11	1.22017e-12	1.89808e-08	6.17362e-10	4.00652e-10	2.42361e-07	2.49847e-09	1.53268e-12	0	3.33486e-06	3.48949e-12	6.29719e-08	1.22119e-11	2.15408e-09	0
38	0	0	9.88404e-09	0	2.15964e-10	2.84577e-11	1.42941e-08	0	1.58954e-07	0	9e-08	0	1.82067e-10	1.05469e-06	8.8594e-11	5.46328e-10	5.27537e-12	1.01473e-11	4.96553e-11	4.96553e-11	4.4094e-13	1.89031e-08	6.7135e-10	4.25121e-10	2.60206e-07	2.49841e-09	1.59363e-12	0	3.3286e-06	3.6262e-12	6.89146e-08	1.25102e-11	2.46654e-09	0
39	0	0	9.87671e-09	0	2.23289e-10	3.08044e-11	1.67599e-08	0	1.58867e-07	0	9e-08	0	1.80805e-10	1.02689e-06	6.49845e-11	5.65618e-10	5.60693e-12	1.07819e-11	5.30088e-11	5.30088e-11	1.44124e-13	1.882e-08	7.29874e-10	4.49999e-10	2.78797e-07	2.49834e-09	1.65964e-12	0	3.32188e-06	3.77392e-12	7.52759e-08	1.28058e-11	2.83238e-09	0
40	0	0	9.86847e-09	0	2.31526e-10	3.33253e-11	1.96264e-08	0	1.58775e-07	0	9e-08	0	1.79525e-10	9.97489e-07	4.51956e-11	5.8096e-10	5.94598e-12	1.14306e-11	5.64674e-11	5.64674e-11	4.21984e-14	1.87316e-08	7.93262e-10	4.75085e-10	2.98079e-07	2.49827e-09	1.73109e-12	0	3.31465e-06	3.93345e-12	8.20701e-08	1.30987e-11	3.26015e-09	0
41	0	0	9.85921e-09	0	2.40791e-10	3.60281e-11	2.29499e-08	0	1.58678e-07	0	9e-08	0	1.78233e-10	9.66499e-07	2.9549e-11	5.92067e-10	6.28984e-12	1.2088e-11	6.00064e-11	6.00064e-11	1.09517e-14	1.8638e-08	8.61847e-10	5.00132e-10	3.17981e-07	2.49819e-09	1.80839e-12	0	3.30691e-06	4.10558e-12	8.93097e-08	1.33889e-11	3.7596e-09	0
42	0	0	9.84878e-09	0	2.51216e-10	3.89207e-11	2.67923e-08	0	1.58575e-07	0	9e-08	0	1.76939e-10	9.33928e-07	1.79851e-11	5.99029e-10	6.63586e-12	1.2749e-11	6.36005e-11	6.36005e-11	2.49059e-15	1.85392e-08	9.35959e-10	5.2485e-10	3.38408e-07	2.49811e-09	1.89194e-12	0	3.29864e-06	4.29115e-12	9.70049e-08	1.36763e-11	4.34173e-09	0
43	0	0	9.83705e-09	0	2.62946e-10	4.20124e-11	3.12209e-08	0	1.58467e-07	0	9e-08	0	1.75649e-10	8.99808e-07	1.0079e-11	6.02305e-10	6.98163e-12	1.34087e-11	6.7226e-11	6.7226e-11	4.9019e-16	1.84352e-08	1.01594e-09	5.48897e-10	3.5924e-07	2.49802e-09	1.98218e-12	0	3.2898e-06	4.49103e-12	1.05163e-07	1.39609e-11	5.01894e-09	0
44	0	0	9.82385e-09	0	2.76145e-10	4.53135e-11	3.63084e-08	0	1.58354e-07	0	9e-08	0	1.74369e-10	8.64193e-07	5.13622e-12	6.02613e-10	7.3252e-12	1.40632e-11	7.08628e-11	7.08628e-11	8.23994e-17	1.8326e-08	1.10212e-09	5.71903e-10	3.80334e-07	2.49792e-09	2.07957e-12	0	3.28039e-06	4.70609e-12	1.13787e-07	1.42426e-11	5.80511e-09	0
45	0	0	9.80901e-09	0	2.90991e-10	4.88359e-11	4.21318e-08	0	1.58235e-07	0	9e-08	0	1.73104e-10	8.27162e-07	2.34717e-12	6.00783e-10	7.66513e-12	1.47095e-11	7.44956e-11	7.44956e-11	1.16703e-17	1.82117e-08	1.19483e-09	5.93461e-10	4.01518e-07	2.49782e-09	2.18459e-12	0	3.27039e-06	4.93728e-12	1.22879e-07	1.45215e-11	6.71565e-09	0
46	0	0	9.79232e-09	0	3.07679e-10	5.25937e-11	4.87723e-08	0	1.58111e-07	0	9e-08	0	1.71856e-10	7.88821e-07	9.47048e-13	5.97593e-10	8.0005e-12	1.53458e-11	7.8114e-11	7.8114e-11	1.3734e-18	1.80924e-08	1.29442e-09	6.13142e-10	4.22594e-07	2.4977e-09	2.29775e-12	0	3.25978e-06	5.18556e-12	1.32431e-07	1.47974e-11	7.76764e-09	0
47	0	0	9.77358e-09	0	3.26425e-10	5.66022e-11	5.63134e-08	0	1.57982e-07	0	9e-08	0	1.70628e-10	7.49304e-07	3.31643e-13	5.93655e-10	8.33082e-12	1.59708e-11	8.17117e-11	8.17117e-11	1.32259e-19	1.79683e-08	1.40123e-09	6.30501e-10	4.43336e-07	2.49758e-09	2.41958e-12	0	3.24856e-06	5.45196e-12	1.42436e-07	1.50705e-11	8.97978e-09	0
48	0	0	9.75254e-09	0	3.4746e-10	6.08784e-11	6.48399e-08	0	1.57848e-07	0	9e-08	0	1.69419e-10	7.08774e-07	9.89126e-14	5.89375e-10	8.6559e-12	1.65842e-11	8.52855e-11	8.52855e-11	1.01592e-20	1.78393e-08	1.51558e-09	6.45089e-10	4.63493e-07	2.49745e-09	2.55067e-12	0	3.23673e-06	5.73756e-12	1.52876e-07	1.53406e-11	1.03724e-08	0
49	0	0	9.72896e-09	0	3.71036e-10	6.54401e-11	7.44353e-08	0	1.57708e-07	0	9e-08	0	1.6823e-10	6.6742e-07	2.46145e-14	5.8498e-10	8.97573e-12	1.71859e-11	8.88341e-11	8.88341e-11	6.29182e-22	1.77057e-08	1.63781e-09	6.56464e-10	4.82791e-07	2.49731e-09	2.69163e-12	0	3.22428e-06	6.04349e-12	1.6373e-07	1.56079e-11	1.19675e-08	0
50	0	0	9.70258e-09	0	3.97417e-10	7.03057e-11	8.51801e-08	0	1.57564e-07	0	9e-08	0	1.67061e-10	6.2546e-07	4.99865e-15	5.80571e-10	9.29036e-12	1.7776e-11	9.23572e-11	9.23572e-11	2.92421e-23	1.75676e-08	1.76823e-09	6.64204e-10	5.00937e-07	2.49716e-09	2.84312e-12	0	3.21122e-06	6.37096e-12	1.7497e-07	1.58722e-11	1.37885e-08	0
51	0	0	9.67312e-09	0	4.26885e-10	7.54939e-11	9.71483e-08	0	1.57415e-07	0	9e-08	0	1.65912e-10	5.83139e-07	8.08956e-16	5.7619e-10	9.59992e-12	1.83546e-11	9.58548e-11	9.58548e-11	1.03421e-24	1.7425e-08	1.90711e-09	6.67922e-10	5.17625e-07	2.49699e-09	3.00584e-12	0	3.19756e-06	6.72122e-12	1.8656e-07	1.61336e-11	1.58601e-08	0
52	0	0	9.64027e-09	0	4.5973e-10	8.10227e-11	1.10404e-07	0	1.57262e-07	0	9e-08	0	1.64781e-10	5.40722e-07	1.01741e-16	5.71846e-10	9.9045e-12	1.8922e-11	9.9327e-11	9.9327e-11	2.67712e-26	1.72781e-08	2.05466e-09	6.67284e-10	5.3254e-07	2.49682e-09	3.18052e-12	0	3.18331e-06	7.0956e-12	1.98458e-07	1.63921e-11	1.82083e-08	0
53	0	0	9.60375e-09	0	4.96252e-10	8.69095e-11	1.24998e-07	0	1.57104e-07	0	9e-08	0	1.6367e-10	4.98497e-07	9.68674e-18	5.67543e-10	1.02042e-11	1.94783e-11	1.02774e-10	1.02774e-10	5.12798e-28	1.71269e-08	2.21104e-09	6.62024e-10	5.45369e-07	2.49663e-09	3.36795e-12	0	3.1685e-06	7.49545e-12	2.10615e-07	1.66477e-11	2.08597e-08	0
54	0	0	9.56325e-09	0	5.36752e-10	9.31701e-11	1.40963e-07	0	1.56941e-07	0	9e-08	0	1.62577e-10	4.56761e-07	6.79986e-19	5.6328e-10	1.04992e-11	2.00238e-11	1.06197e-10	1.06197e-10	6.7149e-30	1.69717e-08	2.37631e-09	6.51977e-10	5.55806e-07	2.49643e-09	3.56894e-12	0	3.15316e-06	7.92219e-12	2.22976e-07	1.69003e-11	2.38413e-08	0
55	0	0	9.51847e-09	0	5.81527e-10	9.9818e-11	1.5831e-07	0	1.56774e-07	0	9e-08	0	1.61502e-10	4.15824e-07	3.44325e-20	5.59058e-10	1.07895e-11	2.05586e-11	1.09594e-10	1.09594e-10	1.92313e-31	1.68125e-08	2.55044e-09	6.37062e-10	5.6357e-07	2.49622e-09	3.78433e-12	0	3.13731e-06	8.37728e-12	2.3548e-07	1.715e-11	2.71802e-08	0
56	0	0	9.46914e-09	0	6.30864e-10	1.06864e-10	1.77021e-07	0	1.56603e-07	0	9e-08	0	1.60445e-10	3.7599e-07	1.47216e-21	5.54874e-10	1.10753e-11	2.1083e-11	1.12967e-10	1.12967e-10	4.73337e-33	1.66494e-08	2.73327e-09	6.17359e-10	5.68408e-07	2.49598e-09	4.01501e-12	0	3.12101e-06	8.86217e-12	2.4806e-07	1.73969e-11	3.09026e-08	0
57	0	0	9.41497e-09	0	6.85029e-10	1.14317e-10	1.97052e-07	0	1.56427e-07	0	9e-08	0	1.59406e-10	3.3756e-07	9.00127e-23	5.5073e-10	1.13566e-11	2.15971e-11	1.16317e-10	1.16317e-10	-8.56202e-35	1.64825e-08	2.92448e-09	5.93065e-10	5.70115e-07	2.49574e-09	4.26186e-12	0	3.10429e-06	9.37835e-12	2.60646e-07	1.76408e-11	3.50336e-08	0
58	0	0	9.35574e-09	0	7.44263e-10	1.2218e-10	2.18322e-07	0	1.56247e-07	0	9e-08	0	1.58384e-10	3.00813e-07	-1.42139e-23	5.46624e-10	1.16336e-11	2.2101e-11	1.19642e-10	1.19642e-10	6.9077e-35	1.63118e-08	3.12365e-09	5.64529e-10	5.68538e-07	2.49547e-09	4.5258e-12	0	3.08721e-06	9.92728e-12	2.73166e-07	1.78818e-11	3.95962e-08	0
59	0	0	9.29123e-09	0	8.08768e-10	1.30455e-10	2.40715e-07	0	1.56063e-07	0	9e-08	0	1.57379e-10	2.66004e-07	3.68394e-24	5.42556e-10	1.19064e-11	2.25951e-11	1.22943e-10	1.22943e-10	-1.09046e-35	1.61376e-08	3.3302e-09	5.32245e-10	5.63592e-07	2.49519e-09	4.80772e-12	0	3.06982e-06	1.05104e-11	2.85545e-07	1.812e-11	4.46107e-08	0
