Time	[EGF]	[HRG]	[A1]	[A1_2]	[A2]	[A2_2]	[A3]	[A3_2]	[DUSPmRNA]	[ERK_c]	[pERK_c]	[ppERK_c]	[F]	[c_FOS_c]	[pc_FOS_c]	[c_FOSmRNA]	[FmRNA]	[Kin]	[Kin_2]	[pMEK]	[MEK]	[DUSP_c]	[pDUSP_c]	[RSK_c]	[pRSK_c]	[RsD]	[RsT]	[CREB_n]	[pCREB_n]	[ERK_n]	[pERK_n]	[ppERK_n]	[Elk1_n]	[pElk1_n]	[FOSn]	[FOSn_2]	[Fn]	[DUSP_n]	[pDUSP_n]	[pDUSP_n_ERK_n]	[pDUSP_n_pERK_n]	[pDUSP_n_ppERK_n]	[DUSP_n_ERK_n]	[DUSP_n_pERK_n]	[DUSP_n_ppERK_n]	[PreDUSPmRNA]	[PreFOSmRNA]	[PreFmRNA]	[pRSK_n]
74	0	10	182.352	0	21.072	4.31503	12.9161	0.176532	1.848e-12	458.259	104.53	7.70216	1.77439e-73	3.02632e-17	9.43271e-21	2.96122e-13	1.74839e-71	81.0644	1.60136	36.8008	600.52	6.16172e-15	3.06467e-21	352.995	0.00452792	227.718	19.6853	999.936	0.0639294	1613.33	10.6195	0.640263	1509.98	0.0220571	1.42814e-16	2.04455e-20	2.24854e-74	4.41731e-16	1.31427e-22	8.52736e-22	-1.30525e-22	-6.29632e-26	1.18482e-15	5.02827e-17	2.78972e-20	2.16822e-08	1.31564e-10	3.99322e-68	0.00246094
75	0	10	182.352	0	21.0215	4.36556	12.9137	0.178884	2.58709e-12	454.751	107.511	8.23433	2.21812e-73	4.28278e-17	1.42778e-20	4.1542e-13	2.01156e-71	81.043	1.62277	37.6557	599.665	8.72766e-15	4.64215e-21	352.995	0.00484294	227.514	19.8892	999.931	0.0689898	1612.8	11.0724	0.692662	1509.98	0.0238878	2.04238e-16	3.13696e-20	2.91817e-74	6.32388e-16	4.32257e-22	6.66712e-22	2.06376e-22	1.33905e-25	1.69644e-15	7.50774e-17	4.32294e-20	2.99916e-08	1.81942e-10	4.2374e-68	0.00264832
76	0	10	182.352	0	20.9711	4.4159	12.9114	0.181235	3.60708e-12	451.203	110.505	8.79343	2.72693e-73	6.03123e-17	2.14748e-20	5.79996e-13	2.29087e-71	81.0216	1.64417	38.5166	598.805	1.23095e-14	6.98977e-21	352.994	0.00517417	227.312	20.0914	999.926	0.0743561	1612.25	11.5402	0.748667	1509.97	0.0258462	2.90601e-16	4.7843e-20	3.70417e-74	9.01294e-16	5.85579e-22	1.19099e-21	2.11605e-22	8.85524e-26	2.41805e-15	1.11527e-16	6.66047e-20	4.13262e-08	2.50458e-10	4.68324e-68	0.00284646
77	0	10	182.352	0	20.921	4.46606	12.909	0.183585	5.00935e-12	447.618	113.51	9.38026	3.30565e-73	8.45298e-17	3.21134e-20	8.06004e-13	2.61389e-71	81.0002	1.66557	39.3834	597.938	1.72892e-14	1.04726e-20	352.994	0.00552212	227.112	20.2919	999.92	0.0800408	1611.68	12.0234	0.808485	1509.97	0.0279399	4.11442e-16	7.25421e-20	4.61644e-74	1.27892e-15	5.02306e-22	3.05354e-21	-5.40823e-22	-2.9853e-25	3.43147e-15	1.64908e-16	1.02091e-19	5.67316e-08	3.43238e-10	5.92582e-68	0.00305578
78	0	10	182.352	0	20.871	4.51602	12.9067	0.185934	6.93e-12	443.996	116.523	9.99562	3.97224e-73	1.17919e-16	4.77607e-20	1.115e-12	3.06708e-71	80.9788	1.68695	40.2559	597.065	2.4185e-14	1.56153e-20	352.993	0.0058873	226.913	20.4908	999.914	0.0860565	1611.09	12.5224	0.872338	1509.97	0.0301767	5.79718e-16	1.09383e-19	5.66649e-74	1.80699e-15	1.3132e-21	2.84063e-21	4.04553e-22	2.37668e-25	4.84865e-15	2.42748e-16	1.55728e-19	7.75975e-08	4.68345e-10	9.07604e-68	0.00327667
79	0	10	182.352	0	20.8212	4.5658	12.9043	0.188283	9.55147e-12	440.339	119.541	10.6403	4.79018e-73	1.63755e-16	7.06171e-20	1.53566e-12	3.9649e-71	80.9574	1.70834	41.134	596.187	3.36991e-14	2.31607e-20	352.993	0.00627021	226.715	20.6881	999.908	0.092416	1610.48	13.0377	0.940457	1509.97	0.0325652	8.12996e-16	1.64024e-19	6.89053e-74	2.54261e-15	1.73208e-21	4.96023e-21	1.66336e-22	1.03036e-25	6.82274e-15	3.55666e-16	2.36286e-19	1.05767e-07	6.36366e-10	2.19409e-67	0.00350955
80	0	10	182.352	0	20.7716	4.6154	12.902	0.19063	1.31172e-11	436.648	122.564	11.3151	6.00425e-73	2.2641e-16	1.03855e-19	2.106e-12	6.73207e-71	80.936	1.72971	42.0176	595.304	4.67777e-14	3.41873e-20	352.992	0.00667138	226.52	20.8837	999.901	0.0991325	1609.85	13.5699	1.01309	1509.96	0.0351139	1.13496e-15	2.4464e-19	8.41257e-74	3.56335e-15	2.7335e-21	7.06262e-21	4.78703e-22	3.27472e-25	9.56183e-15	5.18874e-16	3.56822e-19	1.43673e-07	8.61133e-10	7.66803e-67	0.00375482
81	0	10	182.352	0	20.7222	4.66481	12.8996	0.192977	1.79511e-11	432.926	125.589	12.0207	8.64343e-73	3.117e-16	1.5193e-19	2.87614e-12	1.73107e-70	80.9147	1.75108	42.9066	594.415	6.46925e-14	5.02289e-20	352.992	0.00709131	226.326	21.0778	999.894	0.106219	1609.19	14.1195	1.09048	1509.96	0.0378323	1.5774e-15	3.62998e-19	1.07229e-73	4.97438e-15	4.01046e-21	1.07497e-20	5.62004e-22	3.89817e-25	1.3348e-14	7.53777e-16	5.36313e-19	1.94522e-07	1.16066e-09	3.02605e-66	0.00401289
82	0	10	182.352	0	20.673	4.71403	12.8973	0.195322	2.44832e-11	429.172	128.613	12.758	1.69604e-72	4.27335e-16	2.21122e-19	3.91202e-12	5.98643e-70	80.8933	1.77244	43.8008	593.52	8.91478e-14	7.34623e-20	352.991	0.00753051	226.133	21.2702	999.886	0.113689	1608.51	14.687	1.17291	1509.96	0.04073	2.18284e-15	5.35908e-19	1.58518e-73	6.91781e-15	5.9463e-21	1.58312e-20	9.6982e-22	7.09724e-25	1.85621e-14	1.09055e-15	8.02435e-19	2.6253e-07	1.55834e-09	1.22163e-65	0.0042842
83	0	10	182.352	0	20.6239	4.76307	12.895	0.197667	3.32821e-11	425.389	131.634	13.5277	4.77966e-72	5.83493e-16	3.20213e-19	5.30002e-12	2.28985e-69	80.8719	1.7938	44.7003	592.621	1.2242e-13	1.06966e-19	352.991	0.00798951	225.943	21.461	999.878	0.121557	1607.8	15.2729	1.26065	1509.96	0.0438174	3.00796e-15	7.87297e-19	3.19128e-73	9.58494e-15	8.7706e-21	2.3534e-20	1.3169e-21	1.0029e-24	2.57168e-14	1.57149e-15	1.19527e-18	3.53219e-07	2.08441e-09	4.85017e-65	0.00456914
84	0	10	182.352	0	20.5751	4.81193	12.8926	0.200011	4.50986e-11	421.578	134.651	14.3306	1.67771e-71	7.93574e-16	4.61464e-19	7.15296e-12	8.95831e-69	80.8506	1.81514	45.6047	591.716	1.67541e-13	1.55082e-19	352.99	0.00846882	225.753	21.6502	999.87	0.129835	1607.06	15.8779	1.354	1509.95	0.0471051	4.12799e-15	1.15112e-18	9.12387e-73	1.32326e-14	1.28975e-20	3.41758e-20	2.40587e-21	1.85905e-24	3.55004e-14	2.25581e-15	1.77284e-18	4.73811e-07	2.77792e-09	1.90724e-64	0.00486816
85	0	10	182.352	0	20.5264	4.8606	12.8903	0.202354	6.0921e-11	417.741	137.66	15.1674	6.36686e-71	1.07515e-15	6.61848e-19	9.61773e-12	3.495e-68	80.8293	1.83648	46.5142	590.807	2.28539e-13	2.23892e-19	352.99	0.00896894	225.566	21.8377	999.861	0.138539	1606.3	16.5025	1.45328	1509.95	0.0506045	5.64247e-15	1.67526e-18	3.20774e-72	1.82047e-14	1.88902e-20	5.06495e-20	2.96813e-21	2.49778e-24	4.88335e-14	3.22585e-15	2.61837e-18	6.33729e-07	3.68903e-09	7.39706e-64	0.00518167
86	0	10	182.352	0	20.4779	4.9091	12.8879	0.204696	8.20467e-11	413.879	140.66	16.0389	2.45619e-70	1.4512e-15	9.449e-19	1.28849e-11	1.34941e-67	80.8079	1.85782	47.4284	589.893	3.1075e-13	3.21934e-19	352.989	0.00949039	225.38	22.0237	999.852	0.147683	1605.51	17.1473	1.5588	1509.95	0.0543275	7.68259e-15	2.42708e-18	1.21387e-71	2.49598e-14	2.73733e-20	7.26727e-20	5.77078e-21	4.52829e-24	6.69438e-14	4.59632e-15	3.85164e-18	8.45232e-07	4.88207e-09	2.8282e-63	0.00551009
87	0	10	182.352	0	20.4296	4.95741	12.8856	0.207037	1.10175e-10	409.993	143.649	16.9457	9.4071e-70	1.95164e-15	1.34285e-18	1.72009e-11	5.12977e-67	80.7866	1.87915	48.3474	588.974	4.21223e-13	4.61036e-19	352.989	0.0100337	225.195	22.2081	999.843	0.157279	1604.69	17.813	1.67092	1509.94	0.0582867	1.04207e-14	3.50087e-18	4.64901e-71	3.41082e-14	4.02138e-20	1.07344e-19	6.24508e-21	6.17302e-24	9.14642e-14	6.52545e-15	5.64307e-18	1.12424e-06	6.43927e-09	1.06364e-62	0.00585386
88	0	10	182.352	0	20.3815	5.00554	12.8832	0.209378	1.47527e-10	406.085	146.624	17.8887	3.55544e-69	2.61537e-15	1.90017e-18	2.28836e-11	1.91976e-66	80.7653	1.90047	49.2709	588.05	5.69248e-13	6.57771e-19	352.988	0.0105993	225.013	22.391	999.833	0.167345	1603.84	18.5003	1.78998	1509.94	0.0624952	1.40826e-14	5.02813e-18	1.76747e-70	4.64593e-14	5.68654e-20	1.51969e-19	1.38393e-20	1.05355e-23	1.2456e-13	9.23273e-15	8.23633e-18	1.49137e-06	8.4654e-09	3.93709e-62	0.0062134
89	0	10	182.352	0	20.3335	5.0535	12.8809	0.211717	1.96997e-10	402.157	149.584	18.8684	1.32415e-68	3.4927e-15	2.67698e-18	3.03418e-11	7.07516e-66	80.744	1.92178	50.199	587.122	7.67036e-13	9.34761e-19	352.987	0.0111878	224.831	22.5722	999.822	0.177893	1602.96	19.2097	1.91637	1509.93	0.0669669	1.89628e-14	7.19169e-18	6.63272e-70	6.30849e-14	8.46411e-20	2.23201e-19	1.33067e-20	1.60436e-23	1.69093e-13	1.30184e-14	1.19757e-17	1.9733e-06	1.10937e-08	1.43535e-61	0.00658914
90	0	10	182.352	0	20.2858	5.10127	12.8786	0.214056	2.6235e-10	398.21	152.526	19.8857	4.84628e-68	4.64866e-15	3.75604e-18	4.00993e-11	2.56504e-65	80.7227	1.94309	51.1315	586.19	1.0306e-12	1.32379e-18	352.987	0.0117996	224.652	22.7519	999.811	0.18894	1602.04	19.942	2.05048	1509.93	0.0717163	2.54447e-14	1.02446e-17	2.44587e-69	8.53973e-14	1.18441e-19	3.15815e-19	2.71958e-20	2.40619e-23	2.28841e-13	1.82973e-14	1.73501e-17	2.60441e-06	1.4493e-08	5.1597e-61	0.00698151
91	0	10	182.352	0	20.2382	5.14886	12.8762	0.216393	3.48473e-10	394.245	155.447	20.9411	1.75058e-67	6.1669e-15	5.24821e-18	5.28263e-11	9.18107e-65	80.7014	1.96439	52.0682	585.253	1.38089e-12	1.86784e-18	352.986	0.0124353	224.474	22.93	999.8	0.2005	1601.09	20.6978	2.19271	1509.92	0.0767588	3.40255e-14	1.45358e-17	8.89812e-69	1.15258e-13	1.69661e-19	4.54245e-19	3.67185e-20	3.64778e-23	3.0877e-13	2.56338e-14	2.50463e-17	3.42899e-06	1.88768e-08	1.82885e-60	0.00739093
92	0	10	182.352	0	20.1907	5.19628	12.8739	0.21873	4.61695e-10	390.263	158.346	22.0353	6.24144e-67	8.15485e-15	7.30418e-18	6.9377e-11	3.2413e-64	80.6801	1.98568	53.0092	584.312	1.84524e-12	2.62635e-18	352.985	0.0130953	224.297	23.1065	999.787	0.212588	1600.11	21.4779	2.34352	1509.92	0.0821103	4.53484e-14	2.05453e-17	3.19568e-68	1.55109e-13	2.42196e-19	6.4386e-19	5.63712e-20	5.67254e-23	4.15395e-13	3.58009e-14	3.60317e-17	4.50395e-06	2.45145e-08	6.38918e-60	0.00781783
93	0	10	182.352	0	20.1435	5.24352	12.8716	0.221066	6.10194e-10	386.268	161.222	23.1689	2.19558e-66	1.075e-14	1.01261e-17	9.0838e-11	1.12864e-63	80.6588	2.00697	53.9542	583.367	2.45927e-12	3.68039e-18	352.984	0.0137801	224.122	23.2815	999.775	0.22522	1599.09	22.283	2.50334	1509.91	0.0877878	6.02429e-14	2.89307e-17	1.13276e-67	2.0815e-13	3.43358e-19	9.14567e-19	8.18786e-20	8.45871e-23	5.57246e-13	4.98492e-14	5.16605e-17	5.90225e-06	3.17449e-08	2.20152e-59	0.00826264
94	0	10	182.352	0	20.0964	5.29058	12.8692	0.223401	8.04522e-10	382.259	164.07	24.3427	7.62128e-66	1.4128e-14	1.3985e-17	1.18587e-10	3.8778e-63	80.6375	2.02825	54.9032	582.418	3.26926e-12	5.14043e-18	352.983	0.0144902	223.949	23.455	999.762	0.238411	1598.03	23.1139	2.67264	1509.91	0.0938088	7.97758e-14	4.05899e-17	3.96263e-67	2.78559e-13	4.85621e-19	1.29217e-18	1.20543e-19	1.2851e-22	7.45457e-13	6.92057e-14	7.38254e-17	7.71731e-06	4.09932e-08	7.48575e-59	0.00872579
95	0	10	182.352	0	20.0495	5.33747	12.8669	0.225735	1.05826e-09	378.238	166.891	25.557	2.61326e-65	1.85125e-14	1.92431e-17	1.54369e-10	1.31615e-62	80.6162	2.04952	55.856	581.465	4.33522e-12	7.15655e-18	352.983	0.0152261	223.777	23.6268	999.748	0.252177	1596.93	23.9713	2.85193	1509.9	0.100192	1.05315e-13	5.67456e-17	1.36934e-66	3.71786e-13	6.84304e-19	1.82072e-18	1.75892e-19	1.92683e-22	9.9453e-13	9.58024e-14	1.05162e-16	1.00685e-05	5.27921e-08	2.51466e-58	0.00920768
96	0	10	182.352	0	20.0028	5.38419	12.8646	0.228068	1.38885e-09	374.207	169.681	26.8127	8.8436e-65	2.41875e-14	2.63825e-17	2.00385e-10	4.40932e-62	80.595	2.07079	56.8127	580.508	5.73481e-12	9.93211e-18	352.982	0.0159883	223.606	23.7972	999.733	0.266535	1595.79	24.8559	3.04172	1509.89	0.106957	1.38612e-13	7.90568e-17	4.66979e-66	4.94915e-13	9.61302e-19	2.55629e-18	2.56437e-19	2.89282e-22	1.32331e-12	1.32249e-13	1.49334e-16	1.3108e-05	6.78068e-08	8.33935e-58	0.00970876
97	0	10	182.352	0	19.9563	5.43072	12.8622	0.230401	1.81867e-09	370.167	172.439	28.1101	2.95458e-64	3.1513e-14	3.60432e-17	2.59407e-10	1.45854e-61	80.5737	2.09204	57.773	579.548	7.56835e-12	1.37419e-17	352.981	0.0167772	223.437	23.966	999.719	0.2815	1594.61	25.7685	3.24254	1509.89	0.114124	1.81897e-13	1.09768e-16	1.572e-65	6.57142e-13	1.34603e-18	3.57809e-18	3.72215e-19	4.31578e-22	1.75623e-12	1.82064e-13	2.11413e-16	1.70295e-05	8.68668e-08	2.73106e-57	0.0102294
98	0	10	182.352	0	19.9099	5.47709	12.8599	0.232732	2.37636e-09	366.12	175.162	29.4498	9.74982e-64	4.09442e-14	4.90716e-17	3.34918e-10	4.76606e-61	80.5524	2.11329	58.737	578.584	9.96513e-12	1.89561e-17	352.98	0.0175933	223.27	24.1333	999.703	0.297088	1593.39	26.71	3.45497	1509.88	0.121714	2.38015e-13	1.51908e-16	5.22623e-65	8.70374e-13	1.879e-18	4.99249e-18	5.3868e-19	6.42236e-22	2.32491e-12	2.49973e-13	2.98408e-16	2.20794e-05	1.11004e-07	8.83662e-57	0.0107701
99	0	10	182.352	0	19.8637	5.52328	12.8576	0.235063	3.09851e-09	362.067	177.849	30.8325	3.17984e-63	5.30549e-14	6.65844e-17	4.31284e-10	1.53944e-60	80.5312	2.13454	59.7044	577.617	1.30915e-11	2.60725e-17	352.979	0.0184371	223.104	24.2991	999.687	0.313316	1592.13	27.6811	3.67957	1509.87	0.12975	3.10571e-13	2.0955e-16	1.71707e-64	1.15e-12	2.61508e-18	6.94491e-18	7.77042e-19	9.52063e-22	3.07015e-12	3.42319e-13	4.1998e-16	2.857e-05	1.41499e-07	2.82656e-56	0.0113312
100	0	10	182.352	0	19.8177	5.5693	12.8552	0.237393	4.03179e-09	358.009	180.498	32.2584	1.02551e-62	6.85674e-14	9.00499e-17	5.53967e-10	4.91741e-60	80.51	2.15578	60.6751	576.646	1.71611e-11	3.5758e-17	352.978	0.0193089	222.94	24.4633	999.67	0.3302	1590.81	28.6826	3.91696	1509.86	0.138255	4.04135e-13	2.88156e-16	5.57782e-64	1.51585e-12	3.62884e-18	9.6321e-18	1.11744e-18	1.40677e-21	4.04452e-12	4.67588e-13	5.89405e-16	3.68968e-05	1.79938e-07	8.94232e-56	0.0119131
