Time	[IL6]	[IFN]	[(IL6-gp80-gp130-JAK)2*-STAT1C-STAT3C]	[(IL6-gp80-gp130-JAK)2*-STAT1C]	[(IFN-R-JAK)2*-STAT3C]	[(IFN-R-JAK)2*-STAT3C*]	[STAT1C*-STAT3C*]	[STAT1N*-STAT3N*]	[PP2-STAT1N*-STAT3N*]	[PP1-STAT1C*-STAT3C*]	[gp80]	[IL6-gp80]	[gp130]	[JAK(IFN)]	[gp130-JAK]	[IL6-gp80-gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)2*]	[(IL6-gp80-gp130-JAK)2*-STAT3C]	[STAT3C]	[STAT3C*]	[(IL6-gp80-gp130-JAK)2*-STAT3C*]	[(STAT3C*)2]	[(IL6-gp80-gp130-JAK)2*-SOCS3]	[(IL6-gp80-gp130-JAK)2*-SHP2]	[STAT3C-STAT3C*]	[SOCS3]	[PP1]	[PP1-STAT3C*]	[PP1-(STAT3C*)2]	[mRNA-SOCS3C]	[Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2]	[SOS]	[SHP2*-Grb2]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Ras-GTP*]	[Raf*]	[(IL6-gp80-gp130-JAK)2*-SHP2*-Grb2-SOS-Ras-GTP]	[SHP2*-Grb2-SOS]	[Grb2-SOS]	[SHP2*]	[Phosp1]	[Raf*-Phosp1]	[MEK]	[MEK-Raf*]	[MEK-P]	[MEK-P-Raf*]	[MEK-PP]	[MEK-PP-Phosp2]	[Phosp2]	[MEK-P-Phosp2]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-P-MEK-PP]	[ERK-PP]	[Phosp3]	[ERK-PP-Phosp3]	[ERK-P-Phosp3]	[CEBPi]	[CEBP]	[CEBPn]	[R-JAK]	[IFN-R-JAK]	[(IFN-R-JAK)2]	[(IFN-R-JAK)2*]	[(IFN-R-JAK)2*-STAT1C]	[STAT1C]	[STAT1C*]	[(IFN-R-JAK)2*-STAT1C*]	[(STAT1C*)2]	[(IFN-R-JAK)2*-SHP2]	[PP1-STAT1C*]	[STAT1C-STAT1C*]	[mRNA-SOCS1C]	[SOCS1]	[(IFN-R-JAK)2*-SOCS1]	[PP1-(STAT1C*)2]	[(IFN-R-JAK)2*-STAT1C-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2-SOCS1]	[(IFN-R-JAK)2*-STAT1C-SHP2]	[R]	[SHP2]	[STAT3*]	[STAT1*]	[(IL6-gp80-gp130-JAK)2*-STAT1]	[(IL6-gp80-gp130-JAK)2*-STAT1*]	[JAK(IL-6)]	[(IFN-R-JAK)2*-STAT1C-STAT3C]	[(STAT1N*)2]	[PP2-STAT1N*]	[STAT1N*]	[STAT1N]	[mRNA-SOCS1N]	[PP2-(STAT1N*)2]	[STAT1N-STAT1N*]	[(STAT3N*)2]	[PP2]	[PP2-(STAT3N*)2]	[STAT3N*]	[PP2-STAT3N*]	[STAT3N]	[STAT3N-STAT3N*]	[mRNA-SOCS3N]
89	0	0.1	0	0	0.0010459	3.6415e-07	0.000433295	1.05934e-05	2.15575e-06	7.58553e-05	8	0	0.8	2.12415	7.38455	0	0	0	0	999.95	0.0343526	0	0.000118928	0	0	2.90404e-05	7.60749e-13	49.9666	0.00711347	2.07933e-05	9.53572e-12	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.01372	0.66282	0.0822882	0.00118859	0.00767815	999.83	0.124879	1.3248e-06	0.00157865	0.000521808	0.0259039	0.000107847	3.19058e-11	2.61685e-12	3.33587e-17	0.000276726	2.66361e-16	7.27836e-17	2.06868e-19	2.12415	99.9995	0.0423202	0.155306	0	0	4.61545	0.00692865	1.31871e-05	2.4666e-05	0.000124789	8.77093e-07	3.46178e-09	2.73285e-06	4.72213e-08	2.902e-06	60	5.89901e-07	1.37581e-05	2.67613e-06	1.30671e-07	9.99479e-09	1.06759e-09
90	0	0.1	0	0	0.00107066	3.8674e-07	0.000468202	1.15284e-05	2.3568e-06	8.23207e-05	8	0	0.8	2.12364	7.38455	0	0	0	0	999.948	0.0356	0	0.000128561	0	0	3.01784e-05	8.61111e-13	49.9653	0.00738908	2.2574e-05	1.0652e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.00949	0.665337	0.0829889	0.00121615	0.00785973	999.824	0.129354	1.40636e-06	0.00170514	0.000534799	0.0268961	0.000112133	3.55183e-11	2.95223e-12	3.88713e-17	0.000300201	3.11126e-16	8.55289e-17	2.4637e-19	2.12364	99.9995	0.0439121	0.161137	0	0	4.61545	0.00709327	1.42769e-05	2.72012e-05	0.000136971	9.75901e-07	3.80131e-09	2.97196e-06	5.15998e-08	3.15925e-06	60	6.45128e-07	1.51735e-05	2.96564e-06	1.45599e-07	1.09841e-08	1.17651e-09
91	0	0.1	0	0	0.00109562	4.10369e-07	0.000505347	1.25303e-05	2.57317e-06	8.92281e-05	8	0	0.8	2.12313	7.38456	0	0	0	0	999.946	0.0368738	0	0.000138817	0	0	3.13438e-05	9.7313e-13	49.964	0.00767104	2.44775e-05	1.18812e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.00532	0.667809	0.0836798	0.00124393	0.00804282	999.817	0.133919	1.49161e-06	0.00183967	0.000547907	0.0279104	0.000116528	3.94821e-11	3.32529e-12	4.52037e-17	0.000325267	3.62666e-16	1.00288e-16	2.92736e-19	2.12313	99.9995	0.0455412	0.167105	0	0	4.61544	0.00725926	1.54385e-05	2.9955e-05	0.000150145	1.08418e-06	4.16862e-09	3.22787e-06	5.63071e-08	3.43504e-06	60	7.04589e-07	1.67118e-05	3.28168e-06	1.61984e-07	1.20541e-08	1.2948e-09
92	0	0.1	0	0	0.00112079	4.35065e-07	0.000544832	1.36028e-05	2.80574e-06	9.65999e-05	8	0	0.8	2.12263	7.38457	0	0	0	0	999.944	0.038174	0	0.000149726	0	0	3.25366e-05	1.09797e-12	49.9626	0.00795937	2.651e-05	1.3233e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	9.00119	0.670235	0.084361	0.00127193	0.0082274	999.811	0.138575	1.58064e-06	0.00198258	0.000561132	0.0289468	0.000121032	4.38258e-11	3.73966e-12	5.24645e-17	0.000352003	4.21894e-16	1.17346e-16	3.47045e-19	2.12263	99.9994	0.0472077	0.173209	0	0	4.61543	0.00742662	1.66751e-05	3.29423e-05	0.000164375	1.20268e-06	4.56551e-09	3.50144e-06	6.13619e-08	3.73039e-06	60	7.68535e-07	1.83814e-05	3.62624e-06	1.79945e-07	1.32101e-08	1.42309e-09
93	0	0.1	0	0	0.00114616	4.6086e-07	0.000586764	1.47495e-05	3.05546e-06	0.000104459	8	0	0.8	2.12214	7.38457	0	0	0	0	999.942	0.0395006	0	0.000161317	0	0	3.3757e-05	1.23691e-12	49.9612	0.00825409	2.8678e-05	1.47177e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	8.99712	0.672619	0.0850325	0.00130015	0.00841345	999.804	0.143321	1.67357e-06	0.00213426	0.000574472	0.0300052	0.000125647	4.85798e-11	4.19925e-12	6.07746e-17	0.000380491	4.8983e-16	1.3702e-16	4.10522e-19	2.12214	99.9994	0.0489119	0.179452	0	0	4.61543	0.00759531	1.79902e-05	3.61791e-05	0.000179729	1.33218e-06	4.99388e-09	3.79358e-06	6.67833e-08	4.04635e-06	60	8.37224e-07	2.01915e-05	4.00141e-06	1.99607e-07	1.44573e-08	1.56208e-09
94	0	0.1	0	0	0.00117173	4.87782e-07	0.000631252	1.59742e-05	3.32327e-06	0.000112828	8	0	0.8	2.12165	7.38458	0	0	0	0	999.94	0.0408538	0	0.000173623	0	0	3.50052e-05	1.39132e-12	49.9598	0.00855522	3.09882e-05	1.63462e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	8.99309	0.674959	0.0856944	0.00132858	0.00860094	999.798	0.148157	1.77049e-06	0.00229509	0.000587924	0.0310857	0.000130374	5.37761e-11	4.70831e-12	7.02688e-17	0.000410813	5.67614e-16	1.59671e-16	4.84565e-19	2.12165	99.9994	0.0506543	0.185833	0	0	4.61542	0.00776533	1.93876e-05	3.9682e-05	0.000196275	1.47353e-06	5.45571e-09	4.10521e-06	7.25911e-08	4.38401e-06	59.9999	9.10926e-07	2.21515e-05	4.40939e-06	2.21104e-07	1.58013e-08	1.71248e-09
95	0	0.1	0	0	0.00119749	5.15862e-07	0.000678407	1.7281e-05	3.61016e-06	0.000121733	8	0	0.8	2.12117	7.38458	0	0	0	0	999.938	0.0422335	0	0.000186675	0	0	3.62814e-05	1.56268e-12	49.9584	0.00886277	3.34475e-05	1.81303e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	8.98911	0.677257	0.0863469	0.00135722	0.00878985	999.791	0.153084	1.8715e-06	0.00246545	0.000601488	0.0321882	0.000135214	5.94492e-11	5.27141e-12	8.10974e-17	0.000443054	6.56517e-16	1.85699e-16	5.70762e-19	2.12117	99.9994	0.0524349	0.192355	0	0	4.61542	0.00793664	2.08708e-05	4.34684e-05	0.000214088	1.6276e-06	5.95305e-09	4.43728e-06	7.88059e-08	4.74447e-06	59.9999	9.8992e-07	2.42716e-05	4.85254e-06	2.44576e-07	1.7248e-08	1.87505e-09
96	0	0.1	0	0	0.00122344	5.4513e-07	0.000728344	1.8674e-05	3.91717e-06	0.000131197	8	0	0.8	2.12069	7.38459	0	0	0	0	999.936	0.0436397	0	0.000200506	0	0	3.75858e-05	1.75261e-12	49.9569	0.00917677	3.60629e-05	2.00825e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	8.98518	0.679514	0.08699	0.00138606	0.00898017	999.784	0.1581	1.9767e-06	0.00264575	0.000615161	0.0333129	0.000140168	6.56353e-11	5.89346e-12	9.34267e-17	0.000477302	7.5795e-16	2.15553e-16	6.70908e-19	2.12069	99.9994	0.0542542	0.199018	0	0	4.61541	0.00810923	2.24435e-05	4.75567e-05	0.000233244	1.79534e-06	6.48807e-09	4.79075e-06	8.54487e-08	5.12891e-06	59.9999	1.07449e-06	2.65622e-05	5.33329e-06	2.70173e-07	1.88034e-08	2.05058e-09
97	0	0.1	0	0	0.00124958	5.75617e-07	0.000781179	2.01573e-05	4.24536e-06	0.000141247	8	0	0.8	2.12022	7.38459	0	0	0	0	999.934	0.0450725	0	0.000215149	0	0	3.89183e-05	1.96283e-12	49.9553	0.00949721	3.88417e-05	2.2216e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	8.9813	0.681731	0.0876239	0.00141512	0.00917188	999.777	0.163205	2.0862e-06	0.00283638	0.000628943	0.0344595	0.000145237	7.23729e-11	6.57975e-12	1.07442e-16	0.000513646	8.73487e-16	2.49735e-16	7.87042e-19	2.12022	99.9994	0.0561123	0.205824	0	0	4.61541	0.00828309	2.41096e-05	5.1966e-05	0.000253823	1.97774e-06	7.06302e-09	5.16662e-06	9.25412e-08	5.53851e-06	59.9999	1.16495e-06	2.90344e-05	5.85424e-06	2.98053e-07	2.04737e-08	2.23989e-09
98	0	0.1	0	0	0.00127591	6.07352e-07	0.00083703	2.17354e-05	4.59582e-06	0.000151908	8	0	0.8	2.11975	7.38459	0	0	0	0	999.932	0.0465319	0	0.000230639	0	0	4.02793e-05	2.19522e-12	49.9538	0.00982413	4.17914e-05	2.45449e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	8.97746	0.683909	0.0882486	0.00144437	0.00936494	999.769	0.1684	2.20008e-06	0.00303776	0.000642831	0.0356282	0.000150423	7.97029e-11	7.33595e-12	1.23348e-16	0.000552177	1.00487e-15	2.88805e-16	9.21465e-19	2.11975	99.9994	0.0580096	0.212772	0	0	4.61541	0.00845819	2.58731e-05	5.67162e-05	0.000275907	2.17583e-06	7.68023e-09	5.56593e-06	1.00106e-07	5.97451e-06	59.9999	1.26159e-06	3.16997e-05	6.41811e-06	3.28384e-07	2.22656e-08	2.44387e-09
99	0	0.1	0	0	0.00130242	6.40366e-07	0.00089602	2.34125e-05	4.9697e-06	0.000163207	8	0	0.8	2.11929	7.3846	0	0	0	0	999.93	0.0480178	0	0.000247009	0	0	4.16689e-05	2.45179e-12	49.9522	0.0101575	4.49195e-05	2.70843e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	8.97367	0.686047	0.0888643	0.00147382	0.00955935	999.762	0.173684	2.31846e-06	0.00325031	0.000656825	0.0368189	0.000155726	8.76684e-11	8.16818e-12	1.4137e-16	0.000592989	1.15403e-15	3.33384e-16	1.07677e-18	2.11929	99.9993	0.0599463	0.219864	0	0	4.6154	0.00863451	2.77378e-05	6.18283e-05	0.000299584	2.39072e-06	8.34214e-09	5.98971e-06	1.08166e-07	6.43816e-06	59.9999	1.36474e-06	3.45702e-05	7.02775e-06	3.61342e-07	2.41857e-08	2.66341e-09
100	0	0.1	0	0	0.00132912	6.7469e-07	0.000958271	2.51934e-05	5.36814e-06	0.000175172	8	0	0.8	2.11884	7.3846	0	0	0	0	999.928	0.0495303	0	0.000264298	0	0	4.30871e-05	2.73472e-12	49.9506	0.0104974	4.8234e-05	2.98501e-11	51.2198	0	0	0.219838	0	0	19000	0	0	67	0	0	0	0	0	33.7802	0	67	0	41667	0	0	0	0	0	67	0	35000	0	0	0	0	16667	0	0	40493	0	0	8.96992	0.688147	0.0894711	0.00150346	0.00975508	999.754	0.179056	2.44144e-06	0.00347446	0.000670921	0.0380315	0.000161148	9.63152e-11	9.08296e-12	1.6176e-16	0.000636176	1.32311e-15	3.84166e-16	1.25589e-18	2.11884	99.9993	0.0619227	0.227102	0	0	4.6154	0.00881204	2.9708e-05	6.73241e-05	0.000324943	2.62355e-06	9.0513e-09	6.43904e-06	1.16745e-07	6.93078e-06	59.9999	1.47474e-06	3.76585e-05	7.68617e-06	3.97114e-07	2.62411e-08	2.89946e-09
