Time	[BCK2]	[BUB2]	[BUD]	[C2]	[C2P]	[C5]	[C5P]	[CDC14]	[CDC14T]	[CDC15]	[CDC15i]	[CDC20]	[CDC20i]	[CDC6]	[CDC6P]	[CDC6T]	[CDH1]	[CDH1i]	[CKIT]	[CLB2]	[CLB2T]	[CLB5]	[CLB5T]	[CLN2]	[CLN3]	[ESP1]	[F2]	[F2P]	[F5]	[F5P]	[IE]	[IEP]	[LTE1]	[MAD2]	[MASS]	[MCM1]	[NET1]	[NET1P]	[NET1T]	[ORI]	[PDS1]	[PE]	[PPX]	[RENT]	[RENTP]	[SBF]	[SIC1]	[SIC1P]	[SIC1T]	[SPN]	[SWI5]	[SWI5P]	[TEM1GDP]	[TEM1GTP]
90	0.13025	0.2	2.29594	0.0205045	0.0648359	0.00464088	0.0152715	0.0675606	2.00001	0.661407	0.338593	0.4498	1.54463	0.00474539	0.0223286	0.127165	0.00784617	0.992153	0.241688	1.39511	1.58053	0.30915	0.32908	0.23021	0.114695	0.0209488	0.0220553	0.0780184	3.73371e-06	1.37029e-05	0.712482	0.287518	1	0.01	2.41204	0.989179	0.189073	0.667616	2.78914	23.5868	0.557572	0.979051	0.474875	1.51079	0.421669	0.00127226	0.00108365	0.00818637	0.114523	1.15575	0.664067	0.22548	0.0221664	0.977834
91	0.131257	0.2	2.2315	0.0224684	0.066533	0.00478627	0.0147345	0.0738521	2.00001	0.661628	0.338372	0.472921	1.52246	0.00500302	0.0224847	0.130703	0.00912644	0.990873	0.24883	1.36771	1.55991	0.284929	0.304467	0.204611	0.115326	0.025228	0.0238982	0.0793006	3.82843e-06	1.31586e-05	0.703189	0.296811	1	0.01	2.43069	0.988938	0.172509	0.690795	2.78946	23.9388	0.463557	0.974772	0.454384	1.49639	0.429767	0.00126502	0.00114726	0.00845701	0.118126	1.17658	0.679653	0.222349	0.0221664	0.977834
92	0.132272	0.2	2.16505	0.0248971	0.068282	0.00499445	0.0142252	0.0825177	2.00001	0.66168	0.33832	0.490039	1.50592	0.00531478	0.022515	0.134751	0.0109402	0.989059	0.256998	1.33604	1.53612	0.261715	0.280951	0.18191	0.115959	0.0310538	0.0262159	0.0806887	3.98133e-06	1.2669e-05	0.697372	0.302628	1	0.01	2.44948	0.988646	0.153672	0.718609	2.78978	24.2029	0.375309	0.968946	0.430242	1.47854	0.438951	0.00126514	0.00122089	0.00862713	0.122247	1.19601	0.696479	0.217002	0.0221664	0.977834
93	0.133295	0.2	2.09705	0.0280122	0.0700634	0.00529726	0.0137411	0.0950498	2.00001	0.661694	0.338306	0.5023	1.49391	0.00569959	0.0223781	0.13953	0.0136965	0.986303	0.266637	1.30083	1.51034	0.239754	0.258809	0.161781	0.116594	0.0391394	0.0292426	0.0821928	4.22131e-06	1.22376e-05	0.694951	0.305049	1	0.01	2.46842	0.988304	0.132325	0.752792	2.79008	24.3829	0.295128	0.960861	0.401776	1.45533	0.449628	0.00127229	0.00130744	0.00868591	0.127107	1.2141	0.715241	0.208811	0.0221664	0.977834
94	0.134325	0.2	2.02797	0.0322086	0.0718182	0.00575281	0.0132782	0.11392	2.00001	0.6617	0.3383	0.510516	1.48569	0.00619289	0.0220158	0.145411	0.0182714	0.981728	0.278494	1.26185	1.48306	0.219142	0.238189	0.143935	0.117231	0.0505392	0.033397	0.0837887	4.60205e-06	1.18698e-05	0.695853	0.304147	1	0.01	2.4875	0.987899	0.108836	0.795445	2.79037	24.4828	0.224919	0.949461	0.368328	1.42385	0.462242	0.0012872	0.00141233	0.00861302	0.133083	1.2309	0.736877	0.196905	0.0221664	0.977834
95	0.135364	0.2	1.95822	0.0381865	0.0733989	0.00646501	0.012828	0.142945	2.00001	0.661705	0.338295	0.515248	1.48072	0.0068593	0.0213524	0.153023	0.0266973	0.973302	0.293829	1.21745	1.45382	0.199845	0.219155	0.128117	0.117871	0.0666305	0.0394245	0.0853699	5.22208e-06	1.15728e-05	0.700094	0.299906	1	0.01	2.50673	0.987403	0.0846054	0.848987	2.79066	24.5059	0.166375	0.93337	0.329677	1.37975	0.477315	0.00131239	0.00154547	0.00838196	0.140806	1.24643	0.762554	0.180175	0.0221664	0.977834
96	0.13641	0.2	1.8882	0.0470906	0.0744983	0.0076071	0.0123779	0.186549	2.00001	0.661713	0.338287	0.516845	1.47865	0.00781261	0.0203473	0.163378	0.0438379	0.956162	0.31467	1.16361	1.4204	0.181707	0.20171	0.114104	0.118512	0.0887088	0.0485442	0.0866568	6.25257e-06	1.13562e-05	0.707914	0.292086	1	0.01	2.52611	0.986744	0.0622334	0.91524	2.79093	24.4524	0.120676	0.911291	0.286871	1.31808	0.495384	0.00135403	0.00172472	0.00799282	0.151291	1.26069	0.793216	0.157729	0.0221664	0.977834
97	0.137465	0.2	1.81819	0.0605055	0.0745739	0.00944518	0.0119215	0.246468	2.00001	0.661725	0.338275	0.51542	1.47931	0.00925735	0.01914	0.177918	0.0804563	0.919543	0.343899	1.0923	1.37688	0.164435	0.185821	0.101698	0.119155	0.117096	0.0624447	0.0870567	7.97345e-06	1.12343e-05	0.719997	0.280003	1	0.01	2.54564	0.985756	0.0443535	0.993307	2.7912	24.3172	0.0875985	0.882904	0.243079	1.23678	0.516755	0.0014264	0.00198431	0.00755067	0.165981	1.27363	0.82833	0.130138	0.0221664	0.977834
98	0.138528	0.2	1.74839	0.0802866	0.0727494	0.0124141	0.0114677	0.317927	2.00001	0.661739	0.338261	0.510764	1.48271	0.0116291	0.0181494	0.19841	0.154661	0.845338	0.385028	0.989719	1.31136	0.147531	0.171435	0.0907358	0.1198	0.150676	0.0831315	0.0854774	1.08713e-05	1.12232e-05	0.737806	0.262194	1	0.01	2.56532	0.984048	0.0318491	1.07753	2.79146	24.0853	0.0649837	0.849324	0.203011	1.14108	0.540996	0.00156274	0.00240241	0.00729773	0.186618	1.28503	0.864797	0.100514	0.0221664	0.977834
99	0.139599	0.2	1.67884	0.108631	0.067683	0.017412	0.0110101	0.390816	2.00001	0.661755	0.338245	0.502195	1.48906	0.0160394	0.0177991	0.227107	0.285343	0.714656	0.442438	0.837727	1.20728	0.130049	0.158499	0.0810902	0.120448	0.187789	0.113088	0.0801536	1.59784e-05	1.13031e-05	0.76388	0.23612	1	0.01	2.58516	0.980599	0.0238218	1.1587	2.79171	23.7269	0.0496975	0.812211	0.170481	1.04269	0.566502	0.00184482	0.00318253	0.0074123	0.215331	1.29439	0.898365	0.073074	0.0221664	0.977834
100	0.140678	0.2	1.60932	0.148283	0.0575729	0.0265743	0.0104132	0.455447	2.00001	0.661771	0.338229	0.4884	1.49831	0.0257141	0.0179902	0.267767	0.482663	0.517336	0.523227	0.622973	1.05286	0.109943	0.146967	0.0727035	0.121097	0.22732	0.155418	0.0686078	2.57822e-05	1.12826e-05	0.801498	0.198502	1	0.01	2.60515	0.97207	0.0188641	1.22853	2.79196	23.197	0.0390553	0.77268	0.14666	0.953723	0.590836	0.00251554	0.00492151	0.00769509	0.25546	1.30045	0.926593	0.0500795	0.0221664	0.977834
