Time	[TNFR_E]	[TNF_E]	[TNF:TNFR_E]	[TNFR]	[RIP]	[TRADD]	[TRAF2]	[FADD]	[TNF:TNFR:TRADD]	[TNFRC1]	[TNFRCint1]	[TNFRCint2]	[TNFRCint3]	[TNFRC2]	[FLIP]	[TNFRC2:FLIP]	[TNFRC2:pCasp8]	[TNFRC2:FLIP:FLIP]	[TNFRC2:pCasp8:pCasp8]	[TNFRC2:FLIP:pCasp8]	[TNFRC2:FLIP:pCasp8:RIP:TRAF2]	[IKK]	[IKKa]	[A20]	[NFkB]	[IkBa]	[IkBa:NFkB]	[PIkBa]	[NFkB_N]	[IkBa_N]	[IkBa:NFkB_N]	[A20_mRNA]	[IkBa_mRNA]	[XIAP_mRNA]	[FLIP_mRNA]	[BAR]	[XIAP]	[pCasp8]	[pCasp3]	[pCasp6]	[Casp8]	[Casp3]	[Casp6]	[BAR:Casp8]	[XIAP:Casp3]	[PARP]	[cPARP]
81	3.0272e-06	0.000199305	6.57791e-07	8.75e-05	0.0632984	0.0916852	0.103298	0.0967	7.49285e-06	1.53535e-06	3.91078e-08	7.70636e-10	5.00274e-12	4.51032e-12	0.0100147	4.16923e-14	2.39559e-12	4.81287e-15	4.51646e-13	1.73441e-13	1.23566e-15	0.199315	0.000685117	0.0326356	5.41266e-05	0.000316891	0.00469792	1.8677e-05	0.000665886	0.00131015	8.54965e-05	5.27194e-05	5.03376e-05	0.000208003	0.000131687	0.0899656	2.44803	1	0.25	0.02	1.09187e-12	2.76662e-15	1.66027e-17	1.62981e-12	1.34242e-13	0.520834	8.65121e-15
82	3.01956e-06	0.000199298	6.64602e-07	8.75e-05	0.0632984	0.0916849	0.103298	0.0967	7.61538e-06	1.58187e-06	4.08314e-08	8.15097e-10	5.31696e-12	4.84673e-12	0.0100147	4.48427e-14	2.58906e-12	5.24575e-15	4.89161e-13	1.8741e-13	1.35351e-15	0.199291	0.000708554	0.0326356	5.49612e-05	0.00031687	0.00469686	1.95473e-05	0.000666563	0.00131013	8.55149e-05	5.27199e-05	5.0338e-05	0.000208004	0.000131687	0.0899656	2.44803	1	0.25	0.02	1.18835e-12	3.01222e-15	1.83345e-17	1.79887e-12	1.48226e-13	0.520834	9.55368e-15
83	3.01195e-06	0.00019929	6.71384e-07	8.75e-05	0.0632983	0.0916845	0.103298	0.0967	7.73784e-06	1.6291e-06	4.26062e-08	8.61492e-10	5.64622e-12	5.2033e-12	0.0100148	4.81843e-14	2.79519e-12	5.7111e-15	5.29202e-13	2.02287e-13	1.48079e-15	0.199268	0.000732416	0.0326356	5.5821e-05	0.000316848	0.00469576	2.04441e-05	0.000667271	0.0013101	8.55344e-05	5.27203e-05	5.03383e-05	0.000208004	0.000131688	0.0899656	2.44803	1	0.25	0.02	1.29178e-12	3.27564e-15	2.02189e-17	1.98273e-12	1.63439e-13	0.520834	1.05356e-14
84	3.00435e-06	0.000199282	6.78137e-07	8.75e-05	0.0632983	0.0916842	0.103298	0.0967	7.86021e-06	1.67705e-06	4.4433e-08	9.09877e-10	5.99102e-12	5.58093e-12	0.0100148	5.1726e-14	3.0146e-12	6.2109e-15	5.71901e-13	2.1812e-13	1.6181e-15	0.199243	0.000756701	0.0326356	5.6706e-05	0.000316825	0.00469462	2.13679e-05	0.00066801	0.00131007	8.55549e-05	5.27208e-05	5.03387e-05	0.000208004	0.000131688	0.0899656	2.44803	1	0.25	0.02	1.40256e-12	3.55783e-15	2.22669e-17	2.18244e-12	1.79971e-13	0.520834	1.16029e-14
85	2.99677e-06	0.000199275	6.84861e-07	8.75e-05	0.0632982	0.0916838	0.103298	0.0967	7.98249e-06	1.72571e-06	4.63125e-08	9.60308e-10	6.35185e-12	5.98057e-12	0.0100148	5.54768e-14	3.24796e-12	6.74717e-15	6.17393e-13	2.34954e-13	1.76607e-15	0.199219	0.000781409	0.0326356	5.76166e-05	0.0003168	0.00469345	2.23189e-05	0.000668781	0.00131003	8.55766e-05	5.27213e-05	5.03391e-05	0.000208005	0.000131689	0.0899656	2.44803	1	0.25	0.02	1.5211e-12	3.85987e-15	2.449e-17	2.39912e-12	1.97913e-13	0.520834	1.27614e-14
86	2.98921e-06	0.000199267	6.91556e-07	8.75e-05	0.0632982	0.0916834	0.103298	0.0967	8.10467e-06	1.77508e-06	4.82454e-08	1.01285e-09	6.72922e-12	6.40318e-12	0.0100148	5.9446e-14	3.49593e-12	7.32206e-15	6.65817e-13	2.52839e-13	1.92539e-15	0.199193	0.000806539	0.0326356	5.85531e-05	0.000316775	0.00469224	2.32974e-05	0.000669586	0.00131	8.55995e-05	5.27219e-05	5.03396e-05	0.000208005	0.000131689	0.0899656	2.44803	1	0.25	0.02	1.6478e-12	4.18286e-15	2.69005e-17	2.63394e-12	2.17365e-13	0.520834	1.40176e-14
87	2.98168e-06	0.00019926	6.98222e-07	8.75e-05	0.0632981	0.0916831	0.103298	0.0967	8.22673e-06	1.82515e-06	5.02326e-08	1.06755e-09	7.12365e-12	6.84977e-12	0.0100148	6.36432e-14	3.75923e-12	7.93779e-15	7.17318e-13	2.71823e-13	2.09674e-15	0.199168	0.000832089	0.0326356	5.95158e-05	0.000316749	0.00469099	2.43037e-05	0.000670426	0.00130997	8.56236e-05	5.27224e-05	5.034e-05	0.000208006	0.00013169	0.0899656	2.44803	1	0.25	0.02	1.78311e-12	4.52796e-15	2.95112e-17	2.88813e-12	2.3843e-13	0.520834	1.53781e-14
88	2.97416e-06	0.000199252	7.04859e-07	8.75e-05	0.063298	0.0916827	0.103298	0.0967	8.34865e-06	1.87593e-06	5.22747e-08	1.12447e-09	7.53566e-12	7.32136e-12	0.0100148	6.80784e-14	4.03857e-12	8.59672e-15	7.72047e-13	2.91958e-13	2.28088e-15	0.199142	0.00085806	0.0326356	6.05048e-05	0.000316722	0.00468971	2.53382e-05	0.0006713	0.00130993	8.56491e-05	5.2723e-05	5.03405e-05	0.000208006	0.00013169	0.0899656	2.44803	1	0.25	0.02	1.92748e-12	4.89626e-15	3.23358e-17	3.16302e-12	2.61217e-13	0.520834	1.685e-14
89	2.96667e-06	0.000199244	7.11469e-07	8.75e-05	0.063298	0.0916823	0.103298	0.0967	8.47044e-06	1.92741e-06	5.43725e-08	1.18368e-09	7.96578e-12	7.819e-12	0.0100148	7.27617e-14	4.3347e-12	9.30126e-15	8.30156e-13	3.13299e-13	2.47856e-15	0.199116	0.000884451	0.0326356	6.15206e-05	0.000316693	0.00468838	2.64011e-05	0.000672211	0.00130989	8.56758e-05	5.27237e-05	5.0341e-05	0.000208007	0.000131691	0.0899656	2.44803	1	0.25	0.02	2.08137e-12	5.28902e-15	3.53885e-17	3.45996e-12	2.85841e-13	0.520834	1.84409e-14
90	2.95919e-06	0.000199237	7.18049e-07	8.75e-05	0.0632979	0.091682	0.103298	0.0967	8.59208e-06	1.97959e-06	5.65268e-08	1.24523e-09	8.41455e-12	8.34379e-12	0.0100148	7.77036e-14	4.64838e-12	1.00539e-14	8.91806e-13	3.35898e-13	2.69059e-15	0.199089	0.000911259	0.0326356	6.25632e-05	0.000316664	0.00468702	2.74928e-05	0.000673158	0.00130985	8.5704e-05	5.27244e-05	5.03416e-05	0.000208008	0.000131691	0.0899656	2.44803	1	0.25	0.02	2.24527e-12	5.70751e-15	3.86844e-17	3.78039e-12	3.12422e-13	0.520834	2.01585e-14
91	2.95174e-06	0.000199229	7.24601e-07	8.75e-05	0.0632979	0.0916816	0.103298	0.0967	8.71356e-06	2.03247e-06	5.87381e-08	1.30919e-09	8.88253e-12	8.89683e-12	0.0100148	8.29149e-14	4.98042e-12	1.08574e-14	9.57163e-13	3.59814e-13	2.91781e-15	0.199062	0.000938484	0.0326356	6.3633e-05	0.000316633	0.00468561	2.86134e-05	0.000674144	0.0013098	8.57335e-05	5.27251e-05	5.03421e-05	0.000208008	0.000131692	0.0899656	2.44803	1	0.25	0.02	2.41968e-12	6.15303e-15	4.22391e-17	4.12582e-12	3.41086e-13	0.520834	2.20111e-14
92	2.9443e-06	0.000199222	7.31125e-07	8.75e-05	0.0632978	0.0916812	0.103298	0.0967	8.83487e-06	2.08604e-06	6.10074e-08	1.37561e-09	9.37026e-12	9.47928e-12	0.0100148	8.84066e-14	5.33163e-12	1.17144e-14	1.02639e-12	3.85104e-13	3.1611e-15	0.199034	0.000966125	0.0326356	6.47301e-05	0.000316601	0.00468417	2.97634e-05	0.000675169	0.00130976	8.57646e-05	5.27258e-05	5.03427e-05	0.000208009	0.000131692	0.0899656	2.44803	1	0.25	0.02	2.60513e-12	6.62689e-15	4.60694e-17	4.49785e-12	3.71968e-13	0.520834	2.40072e-14
93	2.93689e-06	0.000199215	7.37621e-07	8.75e-05	0.0632978	0.0916808	0.103298	0.0967	8.95601e-06	2.14031e-06	6.33352e-08	1.44457e-09	9.87831e-12	1.00923e-11	0.0100148	9.41901e-14	5.70285e-12	1.26278e-14	1.09968e-12	4.11828e-13	3.42138e-15	0.199006	0.000994181	0.0326356	6.58549e-05	0.000316568	0.00468268	3.09429e-05	0.000676233	0.00130971	8.57972e-05	5.27266e-05	5.03434e-05	0.000208009	0.000131693	0.0899656	2.44803	1	0.25	0.02	2.80214e-12	7.13048e-15	5.01927e-17	4.89814e-12	4.05206e-13	0.520834	2.61561e-14
94	2.92949e-06	0.000199207	7.44088e-07	8.75e-05	0.0632977	0.0916804	0.103298	0.0967	9.07695e-06	2.19526e-06	6.57223e-08	1.51613e-09	1.04073e-11	1.07371e-11	0.0100148	1.00277e-13	6.09495e-12	1.36006e-14	1.17719e-12	4.40049e-13	3.6996e-15	0.198977	0.00102265	0.0326356	6.70075e-05	0.000316534	0.00468115	3.21522e-05	0.000677339	0.00130966	8.58314e-05	5.27274e-05	5.0344e-05	0.00020801	0.000131694	0.0899656	2.44803	1	0.25	0.02	3.01127e-12	7.66524e-15	5.46271e-17	5.32843e-12	4.40948e-13	0.520834	2.84671e-14
95	2.92212e-06	0.0001992	7.50528e-07	8.75e-05	0.0632976	0.09168	0.103298	0.0967	9.1977e-06	2.25091e-06	6.81695e-08	1.59034e-09	1.09577e-11	1.1415e-11	0.0100148	1.0668e-13	6.50883e-12	1.46359e-14	1.25913e-12	4.69829e-13	3.99677e-15	0.198948	0.00105153	0.0326356	6.81882e-05	0.000316498	0.00467958	3.33916e-05	0.000678487	0.0013096	8.58672e-05	5.27283e-05	5.03447e-05	0.000208011	0.000131695	0.0899656	2.44803	1	0.25	0.02	3.23311e-12	8.23263e-15	5.93917e-17	5.79055e-12	4.79345e-13	0.520834	3.09502e-14
96	2.91476e-06	0.000199192	7.5694e-07	8.75e-05	0.0632976	0.0916796	0.103298	0.0967	9.31825e-06	2.30724e-06	7.06774e-08	1.66728e-09	1.15301e-11	1.21272e-11	0.0100148	1.1341e-13	6.9454e-12	1.57368e-14	1.34567e-12	5.01234e-13	4.31391e-15	0.198919	0.00108082	0.0326356	6.93971e-05	0.000316461	0.00467797	3.46613e-05	0.000679677	0.00130955	8.59047e-05	5.27292e-05	5.03454e-05	0.000208012	0.000131695	0.0899656	2.44803	1	0.25	0.02	3.46823e-12	8.8342e-15	6.45066e-17	6.28641e-12	5.20559e-13	0.520834	3.36159e-14
97	2.90743e-06	0.000199185	7.63324e-07	8.75e-05	0.0632975	0.0916792	0.103298	0.0967	9.43858e-06	2.36426e-06	7.32467e-08	1.74702e-09	1.21253e-11	1.28749e-11	0.0100148	1.20481e-13	7.4056e-12	1.69068e-14	1.43702e-12	5.34332e-13	4.65212e-15	0.198889	0.00111052	0.0326356	7.06344e-05	0.000316423	0.00467631	3.59616e-05	0.000680911	0.00130949	8.5944e-05	5.27302e-05	5.03462e-05	0.000208013	0.000131696	0.0899656	2.44803	1	0.25	0.02	3.71726e-12	9.47159e-15	6.99929e-17	6.81802e-12	5.64758e-13	0.520834	3.64752e-14
98	2.90011e-06	0.000199178	7.6968e-07	8.75e-05	0.0632975	0.0916788	0.103298	0.0967	9.55869e-06	2.42195e-06	7.58782e-08	1.82961e-09	1.27436e-11	1.36596e-11	0.0100148	1.27905e-13	7.89043e-12	1.81493e-14	1.53338e-12	5.69191e-13	5.01253e-15	0.198859	0.00114063	0.0326356	7.19005e-05	0.000316384	0.00467461	3.72927e-05	0.00068219	0.00130943	8.59852e-05	5.27312e-05	5.0347e-05	0.000208014	0.000131697	0.0899656	2.44803	1	0.25	0.02	3.98082e-12	1.01464e-14	7.58724e-17	7.38748e-12	6.12118e-13	0.520834	3.95394e-14
99	2.89281e-06	0.00019917	7.76008e-07	8.75e-05	0.0632974	0.0916784	0.103297	0.0967	9.67858e-06	2.48032e-06	7.85726e-08	1.91513e-09	1.33859e-11	1.44827e-11	0.0100148	1.35695e-13	8.40086e-12	1.94679e-14	1.63496e-12	6.05884e-13	5.3963e-15	0.198829	0.00117114	0.0326356	7.31953e-05	0.000316343	0.00467286	3.86548e-05	0.000683515	0.00130936	8.60281e-05	5.27322e-05	5.03479e-05	0.000208014	0.000131698	0.0899656	2.44803	1	0.25	0.02	4.25956e-12	1.08604e-14	8.21679e-17	7.99695e-12	6.62822e-13	0.520834	4.28205e-14
100	2.88554e-06	0.000199163	7.82309e-07	8.75e-05	0.0632973	0.091678	0.103297	0.0967	9.79823e-06	2.53937e-06	8.13304e-08	2.00365e-09	1.40526e-11	1.53455e-11	0.0100148	1.43866e-13	8.93793e-12	2.08663e-14	1.74198e-12	6.44482e-13	5.80465e-15	0.198798	0.00120206	0.0326356	7.45192e-05	0.0003163	0.00467107	4.00481e-05	0.000684887	0.00130929	8.60731e-05	5.27333e-05	5.03488e-05	0.000208015	0.000131699	0.0899656	2.44803	1	0.25	0.02	4.55416e-12	1.16153e-14	8.89035e-17	8.64873e-12	7.17061e-13	0.520834	4.63309e-14
