Time	[gp80]	[IL6-gp80]	[IL6-gp80-gp130-JAK]	[gp130-JAK]	[(IL6-gp80-gp130-JAK)2]	[(IL6-gp80-gp130-JAK)_ast2]	[(IL6-gp80-gp130-JAK)ast2-JAK]	[SHP2]	[STAT3C]	[(IL6-gp80-gp130-JAK)ast2-STAT3C]	[STAT3Cast]	[(IL6-gp80-gp130-JAK)ast2-STAT3Cast]	[SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SOCS3]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast]	[SHP2ast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2]	[SHP2ast-Grb2]	[(IL6-gp80-gp130-JAK)ast2-SHP2-Grb2]	[SHP2ast-Grb2-SOS]	[PP1-STAT3Cast]	[PP1]	[STAT3C-STAT3Cast]	[STAT3N]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3-SHP2]	[STAT3Cast-STAT3Cast]	[STAT3Nast-STAT3Nast]	[STAT3Nast]	[PP2]	[PP2-STAT3Nast-STAT3Nast]	[STAT3N-STAT3Nast]	[Mrna-SOCS3N]	[Grb2]	[Ras-GDP]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[Raf]	[Raf-Ras-GTP]	[Rafast-Phosp1]	[Rafast]	[Phosp1]	[MEK]	[MEK-Rafast]	[MEK-P]	[MEK-P-Phosp2]	[Phosp2]	[MEK-PP]	[ERK]	[ERK-MEK-PP]	[ERK-P]	[ERK-PP]	[ERK-P-Phosp3]	[SOS]	[PP2-STAT3Nast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3]	[MEK-P-Rafast]	[(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GTP]	[gp130]	[MEK-PP-Phosp2]	[JAK]	[Mrna-SOCS3C]	[Ras-GTPast]	[(IL6-gp80-gp130-JAK)ast2-STAT3C-SHP2]	[ERK-P-MEK-PP]	[PP1-STAT3Cast-STAT3Cast]	[Grb2-SOS]	[Phosp3]	[ERK-PP-Phosp3]
81	8	4.27082	3.54067	1.46373	2.38798	0.0528673	0.000880661	99.8673	996.113	0.34497	2.0046	0.00096447	1.98372e-09	1.0696e-12	0.00335936	0.0103719	0.00198041	0.0119061	0.000519329	0.0184715	0.427118	49.4919	0.00262058	0.000176033	2.20046e-12	0.444891	0.0116352	0.0203266	59.9936	0.00244245	4.23592e-05	3.03422e-06	51.2094	18999.1	0.0804977	0.357724	66.7175	0.022687	0.00742001	0.00194531	66.9926	41655.3	0.250342	11.1319	0.292392	66.707	0.000598803	35000	0.000142475	5.72699e-05	3.12848e-14	0.00500327	0.223336	0.00399147	8.38759e-12	7.84552e-05	0.00469389	0.8	0.000566625	1.23818	2.6471e-08	0.39074	5.65562e-15	5.36404e-13	0.0810139	33.6725	16667	6.19254e-12
82	8	4.30691	3.54697	1.4358	2.3996	0.0539769	0.000899188	99.8622	995.967	0.352295	2.05713	0.00101271	2.26082e-09	1.2603e-12	0.00343208	0.0107759	0.00202463	0.01237	0.000539385	0.0192219	0.439635	49.4737	0.00274061	0.000196567	2.62282e-12	0.473247	0.0125164	0.0222935	59.9929	0.00264539	4.62202e-05	3.33283e-06	51.2091	18999.1	0.0836366	0.374459	66.7009	0.0237617	0.00786912	0.00206132	66.9921	41654.4	0.265344	11.9932	0.31556	66.6838	0.000693349	35000	0.000164996	6.65273e-05	4.23063e-14	0.00582799	0.22349	0.00440877	9.91511e-12	8.96341e-05	0.00488273	0.8	0.000657532	1.21263	2.96387e-08	0.415875	6.85868e-15	7.22012e-13	0.086706	33.6682	16667	8.41141e-12
83	8	4.34265	3.55287	1.40869	2.41063	0.0550847	0.000917685	99.857	995.819	0.359608	2.10967	0.00106212	2.57063e-09	1.48074e-12	0.00350474	0.0111883	0.00206884	0.0128437	0.000559853	0.019989	0.452171	49.4552	0.00286412	0.000218992	3.11653e-12	0.502636	0.0134409	0.0244026	59.9923	0.00285972	5.03276e-05	3.6537e-06	51.2087	18999	0.0868408	0.39166	66.6836	0.0248664	0.00833663	0.002182	66.9917	41653.5	0.280953	12.9052	0.340121	66.6591	0.000800867	35000	0.00019061	7.70877e-05	5.69234e-14	0.00677119	0.223647	0.00485935	1.16863e-11	0.000102173	0.00507569	0.8	0.000761099	1.18773	3.31144e-08	0.442175	8.29034e-15	9.67036e-13	0.0926381	33.6639	16667	1.13667e-11
84	8	4.37805	3.55839	1.38238	2.42108	0.0561905	0.000936147	99.8517	995.668	0.366906	2.16221	0.00111269	2.91627e-09	1.73487e-12	0.00357731	0.0116093	0.00211303	0.0133271	0.000580731	0.0207727	0.46472	49.4365	0.00299113	0.000243434	3.69197e-12	0.533061	0.0144098	0.0266603	59.9916	0.0030857	5.46889e-05	3.99791e-06	51.2084	18999	0.09011	0.409329	66.6656	0.0260012	0.00882289	0.00230743	66.9912	41652.5	0.297179	13.87	0.366129	66.633	0.000922866	35000	0.000219679	8.9107e-05	7.6216e-14	0.00784736	0.223808	0.00534494	1.37343e-11	0.000116207	0.00527275	0.8	0.000878819	1.16346	3.69207e-08	0.469673	9.98884e-15	1.28896e-12	0.0988112	33.6595	16667	1.52836e-11
85	8	4.41309	3.56354	1.35685	2.43097	0.057294	0.000954567	99.8463	995.514	0.374187	2.21474	0.00116439	3.3011e-09	2.0271e-12	0.00364978	0.0120389	0.00215719	0.0138202	0.000602019	0.021573	0.477277	49.4175	0.00312167	0.000270017	4.36078e-12	0.564519	0.0154236	0.0290728	59.9908	0.0033236	5.93115e-05	4.36654e-06	51.208	18998.9	0.0934441	0.427469	66.6469	0.0271662	0.00932821	0.0024377	66.9907	41651.4	0.314034	14.8896	0.39364	66.6053	0.001061	35000	0.000252595	0.000102757	1.01564e-13	0.00907245	0.223973	0.00586729	1.60961e-11	0.000131885	0.00547391	0.8	0.00101232	1.13981	4.10813e-08	0.498401	1.19979e-14	1.71002e-12	0.105226	33.6549	16667	2.04506e-11
86	8	4.44777	3.56833	1.33208	2.4403	0.0583947	0.000972941	99.8408	995.357	0.381448	2.26724	0.00121721	3.7287e-09	2.36227e-12	0.00372212	0.0124769	0.0022013	0.0143231	0.000623715	0.02239	0.489838	49.3983	0.00325575	0.000298874	5.136e-12	0.59701	0.0164832	0.0316467	59.99	0.00357366	6.42026e-05	4.7607e-06	51.2076	18998.9	0.096843	0.446083	66.6275	0.0283615	0.00985294	0.00257288	66.9901	41650.3	0.331529	15.966	0.422709	66.5761	0.00121707	35000	0.000289792	0.000118225	1.34715e-13	0.010464	0.224142	0.00642815	1.88129e-11	0.000149364	0.00567916	0.8	0.0011634	1.11677	4.56211e-08	0.528389	1.43674e-14	2.25828e-12	0.111884	33.6503	16667	2.72355e-11
87	8	4.48206	3.57277	1.30806	2.4491	0.0594924	0.000991263	99.8351	995.198	0.388688	2.3197	0.00127112	4.20291e-09	2.74578e-12	0.00379432	0.0129234	0.00224534	0.0148356	0.000645817	0.0232236	0.502397	49.3788	0.00339336	0.000330138	6.03214e-12	0.630532	0.0175892	0.0343881	59.9891	0.00383613	6.93693e-05	5.18152e-06	51.2072	18998.8	0.100306	0.465171	66.6075	0.0295872	0.0103974	0.00271306	66.9896	41649.1	0.349672	17.1015	0.453394	66.5453	0.00139306	35000	0.00033174	0.000135716	1.77887e-13	0.0120412	0.224314	0.00702931	2.19301e-11	0.000168816	0.0058885	0.8	0.00133401	1.09433	5.05659e-08	0.559671	1.71541e-14	2.96918e-12	0.118784	33.6456	16667	3.61053e-11
88	8	4.51596	3.57686	1.28476	2.45736	0.0605869	0.00100953	99.8294	995.035	0.395904	2.37211	0.00132612	4.72781e-09	3.18354e-12	0.00386635	0.0133784	0.00228931	0.0153579	0.000668325	0.0240737	0.514951	49.3591	0.00353453	0.000363947	7.06539e-12	0.665082	0.0187423	0.0373035	59.9882	0.00411124	7.48184e-05	5.63014e-06	51.2068	18998.8	0.103834	0.484735	66.5867	0.0308433	0.0109619	0.00285832	66.989	41647.8	0.368474	18.298	0.485751	66.5127	0.00159111	35000	0.000378953	0.000155455	2.33868e-13	0.0138251	0.224491	0.00767256	2.54979e-11	0.000190421	0.0061019	0.8	0.00152626	1.07248	5.59428e-08	0.592277	2.04224e-14	3.88704e-12	0.125927	33.6408	16667	4.76499e-11
89	8	4.54945	3.58063	1.26217	2.46511	0.0616777	0.00102773	99.8236	994.87	0.403095	2.42447	0.00138218	5.30776e-09	3.68206e-12	0.0039382	0.0138419	0.00233319	0.0158898	0.000691235	0.0249403	0.527497	49.3392	0.00367925	0.000400443	8.25372e-12	0.700656	0.0199433	0.0403992	59.9872	0.00439923	8.05566e-05	6.10772e-06	51.2064	18998.7	0.107425	0.504778	66.5652	0.0321299	0.0115467	0.00300872	66.9885	41646.5	0.387945	19.5578	0.519839	66.4784	0.00181356	35000	0.000431987	0.000177688	3.06127e-13	0.0158387	0.224671	0.0083597	2.95718e-11	0.000214376	0.00631937	0.8	0.00174247	1.05121	6.17799e-08	0.626241	2.42453e-14	5.06682e-12	0.133313	33.636	16667	6.26124e-11
90	8	4.58254	3.58407	1.24027	2.47235	0.0627648	0.00104587	99.8177	994.702	0.410258	2.47676	0.00143929	5.94739e-09	4.24853e-12	0.00400984	0.0143138	0.00237697	0.0164313	0.000714548	0.0258234	0.540029	49.319	0.00382752	0.000439771	9.61704e-12	0.73725	0.0211927	0.0436816	59.9862	0.00470032	8.65903e-05	6.61544e-06	51.206	18998.7	0.11108	0.5253	66.5429	0.0334469	0.0121521	0.00316433	66.9878	41645.1	0.408094	20.883	0.555715	66.4423	0.00206294	35000	0.000491451	0.00020268	3.99152e-13	0.0181071	0.224854	0.00909256	3.42127e-11	0.00024089	0.00654089	0.8	0.00198514	1.0305	6.81064e-08	0.661594	2.87053e-14	6.57877e-12	0.140942	33.631	16667	8.19228e-11
91	8	4.61522	3.5872	1.21904	2.4791	0.0638476	0.00106393	99.8116	994.532	0.417391	2.52897	0.00149742	6.65162e-09	4.89076e-12	0.00408126	0.0147942	0.00242064	0.0169825	0.00073826	0.026723	0.552546	49.2986	0.00397934	0.000482078	1.11774e-11	0.77486	0.0224914	0.0471568	59.9851	0.00501472	9.29258e-05	7.15447e-06	51.2056	18998.6	0.114799	0.546303	66.5199	0.0347945	0.0127785	0.00332524	66.9872	41643.7	0.428931	22.2759	0.593438	66.4043	0.00234201	35000	0.000558	0.000230721	5.182e-13	0.0206575	0.225042	0.00987294	3.94877e-11	0.000270186	0.00676644	0.8	0.00225701	1.01035	7.4953e-08	0.698368	3.38953e-14	8.5064e-12	0.148812	33.6259	16667	1.06747e-10
92	8	4.64746	3.59003	1.19846	2.48537	0.0649262	0.00108193	99.8055	994.358	0.424494	2.58109	0.00155655	7.42566e-09	5.61735e-12	0.00415244	0.0152829	0.0024642	0.0175432	0.000762369	0.0276389	0.565044	49.278	0.00413471	0.000527514	1.2959e-11	0.81348	0.0238398	0.0508312	59.984	0.00534265	9.95692e-05	7.72604e-06	51.2052	18998.5	0.118581	0.567788	66.4961	0.0361725	0.013426	0.0034915	66.9866	41642.2	0.450464	23.7387	0.633066	66.3644	0.00265375	35000	0.000632348	0.000262125	6.70206e-13	0.0235196	0.225233	0.0107027	4.54703e-11	0.000302503	0.00699602	0.8	0.002561	0.990746	8.23512e-08	0.736595	3.99196e-14	1.09571e-11	0.156923	33.6208	16667	1.38533e-10
93	8	4.67928	3.59256	1.17852	2.49117	0.0660001	0.00109984	99.7993	994.182	0.431563	2.63313	0.00161667	8.27504e-09	6.43768e-12	0.00422337	0.01578	0.00250762	0.0181134	0.000786874	0.0285711	0.57752	49.2572	0.00429361	0.000576232	1.49888e-11	0.853105	0.0252388	0.0547109	59.9827	0.00568432	0.000106527	8.33135e-06	51.2048	18998.5	0.122425	0.589756	66.4716	0.0375811	0.0140951	0.00366319	66.9859	41640.6	0.472701	25.2738	0.674659	66.3224	0.00300138	35000	0.000715263	0.000297234	8.63496e-13	0.0267256	0.225428	0.0115836	5.22407e-11	0.000338094	0.00722959	0.8	0.0029003	0.971675	9.03339e-08	0.776308	4.68957e-14	1.4061e-11	0.165274	33.6156	16667	1.79078e-10
94	8	4.71065	3.59481	1.15919	2.49652	0.0670691	0.00111767	99.7929	994.003	0.438598	2.68507	0.00167774	9.20561e-09	7.36187e-12	0.00429403	0.0162854	0.0025509	0.0186932	0.000811772	0.0295196	0.589971	49.2362	0.00445603	0.000628389	1.7296e-11	0.893727	0.026689	0.0588019	59.9814	0.00603994	0.000113804	8.97165e-06	51.2044	18998.4	0.126332	0.612208	66.4463	0.0390201	0.0147858	0.00384037	66.9852	41638.9	0.495651	26.8833	0.718275	66.2784	0.00338837	35000	0.000807578	0.000336416	1.1079e-12	0.0303106	0.225627	0.0125174	5.98868e-11	0.00037723	0.00746716	0.8	0.00327834	0.953126	9.89351e-08	0.817538	5.49547e-14	1.79729e-11	0.173864	33.6102	16667	2.30608e-10
95	8	4.74158	3.59678	1.14046	2.50142	0.068133	0.00113541	99.7865	993.821	0.445597	2.73691	0.00173977	1.02236e-08	8.40114e-12	0.0043644	0.0167991	0.00259403	0.0192823	0.000837061	0.0304842	0.602396	49.2149	0.00462196	0.000684142	1.99131e-11	0.935342	0.0281911	0.0631103	59.9801	0.00640971	0.000121406	9.64819e-06	51.204	18998.3	0.130301	0.635144	66.4202	0.0404896	0.0154986	0.0040231	66.9845	41637.1	0.519322	28.5696	0.763974	66.2323	0.00381847	35000	0.000910187	0.00038007	1.41667e-12	0.0343122	0.22583	0.0135061	6.85043e-11	0.000420196	0.0077087	0.8	0.00369881	0.93509	1.0819e-07	0.860318	6.42435e-14	2.28934e-11	0.182692	33.6048	16667	2.95854e-10
96	8	4.77206	3.59849	1.12232	2.50589	0.0691917	0.00115306	99.78	993.637	0.452558	2.78863	0.00180271	1.13354e-08	9.56755e-12	0.00443447	0.0173211	0.00263701	0.019881	0.000862738	0.031465	0.614791	49.1935	0.00479139	0.000743652	2.28753e-11	0.977941	0.0297458	0.0676419	59.9787	0.00679384	0.00012934	1.03622e-05	51.2035	18998.3	0.134331	0.658565	66.3934	0.0419894	0.0162335	0.00421144	66.9838	41635.3	0.543722	30.3351	0.811815	66.184	0.00429573	35000	0.00102406	0.000428625	1.80514e-12	0.0387714	0.226036	0.0145513	7.81974e-11	0.000467298	0.00795419	0.8	0.00416568	0.917555	1.18136e-07	0.904678	7.49254e-14	2.90602e-11	0.191756	33.5994	16667	3.78178e-10
97	8	4.80208	3.59993	1.10474	2.50995	0.0702448	0.00117061	99.7733	993.45	0.45948	2.84024	0.00186655	1.2548e-08	1.08742e-11	0.00450422	0.0178514	0.00267981	0.020489	0.000888802	0.0324619	0.627155	49.1718	0.00496429	0.00080708	2.62214e-11	1.02152	0.0313539	0.0724026	59.9772	0.00719253	0.000137611	1.11151e-05	51.2031	18998.2	0.138423	0.682472	66.3657	0.0435197	0.016991	0.00440545	66.983	41633.4	0.568858	32.1821	0.861857	66.1335	0.00482448	35000	0.00115022	0.000482546	2.29188e-12	0.0437322	0.226246	0.0156548	8.90793e-11	0.000518859	0.00820361	0.8	0.00468321	0.900509	1.28809e-07	0.950653	8.71828e-14	3.67608e-11	0.201055	33.5938	16667	4.81695e-10
98	8	4.83164	3.60113	1.08772	2.51359	0.0712922	0.00118807	99.7666	993.26	0.466361	2.89173	0.00193127	1.38686e-08	1.23351e-11	0.00457365	0.0183898	0.00272243	0.0211063	0.000915249	0.0334747	0.639485	49.1499	0.00514065	0.000874591	2.99934e-11	1.06606	0.0330161	0.077398	59.9756	0.00760601	0.000146223	1.1908e-05	51.2026	18998.1	0.142576	0.706864	66.3372	0.0450801	0.0177712	0.00460519	66.9822	41631.4	0.594737	34.113	0.914158	66.0806	0.00540939	34999.9	0.0012898	0.000542331	2.89997e-12	0.0492421	0.22646	0.0168184	1.01273e-10	0.000575218	0.00845695	0.8	0.00525597	0.883944	1.4025e-07	0.998272	1.01218e-13	4.63457e-11	0.210587	33.5881	16667	6.11429e-10
99	8	4.86074	3.60208	1.07122	2.51684	0.0723338	0.00120543	99.7598	993.068	0.473201	2.9431	0.00199685	1.53049e-08	1.39658e-11	0.00464273	0.0189364	0.00276487	0.0217329	0.000942077	0.0345034	0.65178	49.1279	0.00532044	0.000946349	3.42373e-11	1.11157	0.0347333	0.0826335	59.9739	0.00803447	0.000155183	1.27424e-05	51.2022	18998	0.146789	0.731743	66.3079	0.0466708	0.0185742	0.0048107	66.9814	41629.3	0.621366	36.1302	0.968779	66.0253	0.00605545	34999.9	0.00144399	0.000608517	3.65751e-12	0.0553525	0.226677	0.0180438	1.14911e-10	0.000636737	0.00871418	0.8	0.00588887	0.867846	1.52499e-07	1.04757	1.17255e-13	5.82387e-11	0.22035	33.5824	16666.9	7.73474e-10
100	8	4.88937	3.6028	1.05525	2.5197	0.0733692	0.00122268	99.7528	992.873	0.479997	2.99433	0.00206327	1.68648e-08	1.57829e-11	0.00471146	0.0194911	0.00280712	0.0223687	0.000969283	0.035548	0.664038	49.1056	0.00550364	0.00102252	3.90032e-11	1.15802	0.0365062	0.0881147	59.9722	0.00847813	0.000164496	1.36195e-05	51.2017	18997.9	0.151063	0.757107	66.2778	0.0482916	0.0194005	0.00502204	66.9806	41627.1	0.648751	38.2363	1.02578	65.9676	0.00676803	34999.9	0.00161407	0.000681678	4.59797e-12	0.0621183	0.226898	0.0193327	1.30138e-10	0.000703797	0.00897528	0.8	0.00658713	0.852207	1.65597e-07	1.09857	1.35542e-13	7.29512e-11	0.230342	33.5765	16666.9	9.75227e-10
