Time	[eIFNg]	[eIL12]	[eIL21]	[eIL23]	[eIL4]	[eTGFb]	[eIL2]	[eIL6]	[eIL17]	[eIL10]	[eIL18]	[anti-IL4]	[anti-IFNg]	[pIL4]	[IL18_pool]	[IL12_pool]	[IFNg_pool]	[IL21_pool]	[IL23_pool]	[IL17_pool]	[IL10_pool]	[IL6_pool]	[IL2_pool]	[TGFb_pool]	[IL4_pool]	[pIL10]	[IL6-IL6R]	[IL6R]	[IL6]	[TGFb-TGFbR]	[TGFbR]	[TGFb]	[IL2-IL2R]	[IL2R]	[IL2]	[IL4-IL4R]	[IL4R]	[IL4]	[IFNg-IFNgR]	[IFNgR]	[IL12-IL12R]	[IL12R]	[IL12]	[IL18-IL18R]	[IL18R]	[IL18]	[IL21]	[IL21-IL21R]	[IL21R]	[IL23R]	[IL23-IL23R]	[IL10R]	[IL10-IL10R]	[IRAK1]	[IRAK1-P]	[p50/p65 dimer]	[STAT4]	[STAT4-P]	[IFNg]	[JAK1]	[JAK1-P]	[STAT1]	[STAT1-P]	[p40/p19 dimer]	[IL17]	[IL10]	[RORgt]	[RORgt-ligand]	[STAT3-P]	[STAT3]	[STAT5-P]	[STAT5]	[FOXP3]	[SOCS1]	[SOCS1-JAKs]	[Tbet-P]	[Tbet]	[GATA3]	[GATA3-P]	[STAT6-P]	[STAT6]	[PPARg]	[L-PPARg]	[Ligand]	[acetylated FOXP3]	[p19]	[p40]	[p50]	[p65]	[IL17R]	[IL17-IL17R]	[pIFNg]	[pIL21]	[pIL17]
67	1.14044e-05	0	4.32938	0.646658	0.0734819	1.77283	0	1.77283	1.77001	1.41396	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.636381	0.363619	0	0.636381	0.363619	0	0	1	0	0.057885	0.942115	0.0307832	9.18684e-06	0.999991	0	1	0	0	1	0	0.991137	0.175389	0.824611	0.580782	0.419218	0.4288	0.571199	0.5	0.499385	0.419861	1	1.49479e-05	5.06728e-06	0.5	0.422396	1	0.0014545	0.733051	0.643944	0.353332	1	0.738554	0.894468	1	0.998769	1	1	1	7.46343e-20	1.40277e-06	1	1	0.089513	0.498477	1	0.0360886	0.0439114	1	0.234571	1	1	0.5	0.5	0.382809	0.617191	1	1	1
68	1.15722e-05	0	4.38278	0.648777	0.0746881	1.77833	0	1.77833	1.82637	1.43158	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.637193	0.362807	0	0.637193	0.362807	0	0	1	0	0.0590154	0.940985	0.0307649	9.40603e-06	0.999991	0	1	0	0	1	0	0.991173	0.177547	0.822453	0.580149	0.419851	0.425334	0.574666	0.5	0.499443	0.419547	1	1.47803e-05	4.96892e-06	0.5	0.422071	1	0.0014769	0.734302	0.645454	0.352931	1	0.741224	0.89601	1	0.998886	1	1	1	8.27333e-20	1.44886e-06	1	1	0.0893137	0.498567	1	0.0359658	0.0440342	1	0.233173	1	1	0.5	0.5	0.374701	0.625299	1	1	1
69	1.17336e-05	0	4.43568	0.650789	0.0758882	1.7837	0	1.7837	1.88316	1.44907	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.637981	0.362019	0	0.637981	0.362019	0	0	1	0	0.060138	0.939862	0.0307467	9.62002e-06	0.99999	0	1	0	0	1	0	0.991208	0.179677	0.820323	0.579551	0.420449	0.421953	0.578047	0.5	0.499496	0.419228	1	1.46122e-05	4.87029e-06	0.5	0.421741	1	0.00149931	0.735478	0.646864	0.352564	1	0.743803	0.897519	1	0.998992	1	1	1	9.15683e-20	1.49575e-06	1	1	0.0891223	0.49865	1	0.0358442	0.0441558	1	0.231836	1	1	0.5	0.5	0.366874	0.633126	1	1	1
70	1.18889e-05	0	4.48808	0.6527	0.0770824	1.78893	0	1.78893	1.94035	1.46643	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.638744	0.361256	0	0.638744	0.361256	0	0	1	0	0.0612527	0.938747	0.0307286	9.8287e-06	0.99999	0	1	0	0	1	0	0.991241	0.181782	0.818218	0.578988	0.421012	0.418654	0.581345	0.5	0.499544	0.418903	1	1.44441e-05	4.77172e-06	0.5	0.421407	1	0.00152172	0.736582	0.648181	0.352229	1	0.746294	0.898996	1	0.999088	1	1	1	1.01193e-19	1.54344e-06	1	1	0.0889384	0.498728	1	0.035724	0.044276	1	0.230557	1	1	0.5	0.5	0.359317	0.640683	1	1	1
71	1.20382e-05	0	4.53998	0.654513	0.0782706	1.79402	0	1.79402	1.99794	1.48367	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.639484	0.360516	0	0.639484	0.360516	0	0	1	0	0.0623596	0.93764	0.0307106	1.0032e-05	0.99999	0	1	0	0	1	0	0.991273	0.183861	0.816139	0.578458	0.421542	0.415435	0.584565	0.5	0.499587	0.418574	1	1.42762e-05	4.67352e-06	0.5	0.421069	1	0.00154412	0.737618	0.649412	0.351923	1	0.748703	0.900442	1	0.999175	1	1	1	1.11663e-19	1.59192e-06	1	1	0.088762	0.498799	1	0.0356053	0.0443947	1	0.229332	1	1	0.5	0.5	0.352019	0.647981	1	1	1
72	1.21817e-05	0	4.5914	0.656232	0.0794531	1.79899	0	1.79899	2.05589	1.50078	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.640202	0.359798	0	0.640202	0.359798	0	0	1	0	0.0634587	0.936541	0.0306929	1.02299e-05	0.99999	0	1	0	0	1	0	0.991305	0.185914	0.814086	0.57796	0.42204	0.412293	0.587707	0.5	0.499627	0.418243	1	1.4109e-05	4.57594e-06	0.5	0.420729	1	0.0015665	0.738587	0.650564	0.351645	1	0.751035	0.90186	1	0.999253	1	1	1	1.23038e-19	1.64118e-06	1	1	0.0885926	0.498866	1	0.0354881	0.0445119	1	0.228158	1	1	0.5	0.5	0.34497	0.65503	1	1	1
73	1.23195e-05	0	4.64234	0.657861	0.0806297	1.80383	0	1.80383	2.11419	1.51777	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.640898	0.359102	0	0.640898	0.359102	0	0	1	0	0.0645501	0.93545	0.0306755	1.04223e-05	0.99999	0	1	0	0	1	0	0.991335	0.18794	0.81206	0.577491	0.422509	0.409224	0.590776	0.5	0.499662	0.417908	1	1.39425e-05	4.47924e-06	0.5	0.420387	1	0.00158887	0.739495	0.651641	0.351393	1	0.753293	0.90325	1	0.999324	1	1	1	1.3538e-19	1.69122e-06	1	1	0.08843	0.498929	1	0.0353724	0.0446276	1	0.227031	1	1	0.5	0.5	0.33816	0.66184	1	1	1
74	1.24518e-05	0	4.69279	0.659403	0.0818006	1.80855	0	1.80855	2.17282	1.53464	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.641574	0.358426	0	0.641574	0.358426	0	0	1	0	0.0656337	0.934366	0.0306585	1.06093e-05	0.999989	0	1	0	0	1	0	0.991365	0.189942	0.810058	0.577051	0.422949	0.406225	0.593774	0.5	0.499694	0.417572	1	1.37771e-05	4.38362e-06	0.5	0.420043	1	0.00161121	0.740342	0.65265	0.351166	1	0.755482	0.904614	1	0.999389	1	1	1	1.48754e-19	1.74203e-06	1	1	0.088274	0.498987	1	0.0352584	0.0447416	1	0.225949	1	1	0.5	0.5	0.33158	0.668419	1	1	1
75	1.25788e-05	0	4.74278	0.660862	0.0829658	1.81315	0	1.81315	2.23178	1.55139	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.64223	0.35777	0	0.64223	0.35777	0	0	1	0	0.0667097	0.93329	0.0306417	1.07908e-05	0.999989	0	1	0	0	1	0	0.991393	0.191917	0.808083	0.576638	0.423362	0.403296	0.596704	0.5	0.499723	0.417234	1	1.3613e-05	4.28926e-06	0.5	0.419699	1	0.00163353	0.741133	0.653595	0.350962	1	0.757605	0.905953	1	0.999447	1	1	1	1.63226e-19	1.79361e-06	1	1	0.0881243	0.499041	1	0.035146	0.044854	1	0.224909	1	1	0.5	0.5	0.325221	0.674779	1	1	1
76	1.27006e-05	0	4.79229	0.662241	0.0841254	1.81763	0	1.81763	2.29103	1.56801	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.642866	0.357134	0	0.642866	0.357134	0	0	1	0	0.067778	0.932222	0.0306254	1.09669e-05	0.999989	0	1	0	0	1	0	0.991421	0.193867	0.806133	0.57625	0.42375	0.400432	0.599568	0.5	0.49975	0.416896	1	1.34504e-05	4.19632e-06	0.5	0.419355	1	0.00165581	0.741869	0.654481	0.350779	1	0.759666	0.907269	1	0.9995	1	1	1	1.78868e-19	1.84594e-06	1	1	0.0879806	0.499091	1	0.0350352	0.0449648	1	0.223907	1	1	0.5	0.5	0.319072	0.680927	1	1	1
77	1.28174e-05	0	4.84134	0.663543	0.0852793	1.822	0	1.822	2.35058	1.58452	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.643484	0.356516	0	0.643484	0.356516	0	0	1	0	0.0688388	0.931161	0.0306094	1.11375e-05	0.999989	0	1	0	0	1	0	0.991448	0.195793	0.804207	0.575887	0.424113	0.397632	0.602368	0.5	0.499774	0.416558	1	1.32894e-05	4.10493e-06	0.5	0.41901	1	0.00167805	0.742553	0.655313	0.350618	1	0.761669	0.908563	1	0.999547	1	1	1	1.95752e-19	1.89901e-06	1	1	0.0878427	0.499139	1	0.0349262	0.0450738	1	0.222943	1	1	0.5	0.5	0.313127	0.686873	1	1	1
78	1.29293e-05	0	4.88993	0.664773	0.0864277	1.82626	0	1.82626	2.4104	1.60091	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.644084	0.355916	0	0.644084	0.355916	0	0	1	0	0.0698921	0.930108	0.0305939	1.13028e-05	0.999989	0	1	0	0	1	0	0.991475	0.197693	0.802307	0.575547	0.424453	0.394894	0.605106	0.5	0.499795	0.41622	1	1.31302e-05	4.01522e-06	0.5	0.418667	1	0.00170025	0.743188	0.656094	0.350475	1	0.763617	0.909836	1	0.99959	1	1	1	2.13955e-19	1.95281e-06	1	1	0.0877105	0.499183	1	0.0348189	0.0451811	1	0.222013	1	1	0.5	0.5	0.307376	0.692624	1	1	1
79	1.30366e-05	0	4.93807	0.665932	0.0875705	1.83042	0	1.83042	2.47048	1.61718	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.644667	0.355333	0	0.644667	0.355333	0	0	1	0	0.0709378	0.929062	0.0305787	1.14628e-05	0.999988	0	1	0	0	1	0	0.991501	0.199568	0.800432	0.575229	0.424771	0.392215	0.607785	0.5	0.499815	0.415883	1	1.29729e-05	3.92727e-06	0.5	0.418324	1	0.0017224	0.743776	0.656828	0.350351	1	0.765512	0.911088	1	0.999629	1	1	1	2.33554e-19	2.00733e-06	1	1	0.0875835	0.499225	1	0.0347133	0.0452867	1	0.221115	1	1	0.5	0.5	0.301812	0.698188	1	1	1
80	1.31394e-05	0	4.98575	0.667024	0.0887079	1.83447	0	1.83447	2.53081	1.63334	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.645232	0.354767	0	0.645232	0.354767	0	0	1	0	0.0719762	0.928024	0.030564	1.16176e-05	0.999988	0	1	0	0	1	0	0.991526	0.201419	0.798581	0.574932	0.425068	0.389594	0.610406	0.5	0.499832	0.415547	1	1.28177e-05	3.84117e-06	0.5	0.417984	1	0.0017445	0.744319	0.657519	0.350244	1	0.767357	0.91232	1	0.999664	1	1	1	2.54632e-19	2.06256e-06	1	1	0.0874618	0.499264	1	0.0346094	0.0453906	1	0.220248	1	1	0.5	0.5	0.296426	0.703574	1	1	1
81	1.32378e-05	0	5.03298	0.668052	0.0898398	1.83842	0	1.83842	2.59138	1.64938	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.645782	0.354218	0	0.645782	0.354218	0	0	1	0	0.0730072	0.926993	0.0305497	1.17672e-05	0.999988	0	1	0	0	1	0	0.99155	0.203246	0.796754	0.574656	0.425344	0.387028	0.612972	0.5	0.499848	0.415213	1	1.26646e-05	3.75698e-06	0.5	0.417645	1	0.00176654	0.74482	0.658169	0.350153	1	0.769156	0.913535	1	0.999696	1	1	1	2.77271e-19	2.11848e-06	1	1	0.0873449	0.499302	1	0.0345073	0.0454927	1	0.21941	1	1	0.5	0.5	0.291211	0.708789	1	1	1
82	1.3332e-05	0	5.07977	0.669018	0.0909663	1.84227	0	1.84227	2.65218	1.6653	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.646316	0.353684	0	0.646316	0.353684	0	0	1	0	0.074031	0.925969	0.0305358	1.19117e-05	0.999988	0	1	0	0	1	0	0.991574	0.205048	0.794951	0.574398	0.425602	0.384517	0.615483	0.5	0.499863	0.41488	1	1.25137e-05	3.67474e-06	0.5	0.417308	1	0.00178851	0.74528	0.658782	0.350076	1	0.770911	0.914731	1	0.999725	1	1	1	3.0156e-19	2.17508e-06	1	1	0.0872327	0.499337	1	0.034407	0.045593	1	0.218599	1	1	0.5	0.5	0.28616	0.71384	1	1	1
83	1.34221e-05	0	5.12612	0.669925	0.0920875	1.84603	0	1.84603	2.71319	1.68111	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.646835	0.353165	0	0.646835	0.353165	0	0	1	0	0.0750475	0.924952	0.0305224	1.20512e-05	0.999988	0	1	0	0	1	0	0.991598	0.206827	0.793172	0.574158	0.425842	0.382057	0.617943	0.5	0.499876	0.41455	1	1.23651e-05	3.59449e-06	0.5	0.416973	1	0.00181042	0.745701	0.65936	0.350014	1	0.772623	0.91591	1	0.999751	1	1	1	3.27586e-19	2.23235e-06	1	1	0.087125	0.49937	1	0.0343083	0.0456917	1	0.217814	1	1	0.5	0.5	0.281267	0.718733	1	1	1
84	1.35083e-05	0	5.17203	0.670775	0.0932033	1.84969	0	1.84969	2.77441	1.69681	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.64734	0.35266	0	0.64734	0.35266	0	0	1	0	0.0760568	0.923943	0.0305093	1.21859e-05	0.999988	0	1	0	0	1	0	0.991621	0.208583	0.791417	0.573936	0.426064	0.379648	0.620352	0.5	0.499888	0.414222	1	1.22189e-05	3.51625e-06	0.5	0.416642	1	0.00183226	0.746086	0.659907	0.349965	1	0.774295	0.917073	1	0.999775	1	1	1	3.55442e-19	2.29026e-06	1	1	0.0870217	0.499401	1	0.0342114	0.0457886	1	0.217052	1	1	0.5	0.5	0.276525	0.723475	1	1	1
85	1.35908e-05	0	5.21752	0.671572	0.0943137	1.85326	0	1.85326	2.83583	1.7124	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.64783	0.35217	0	0.64783	0.35217	0	0	1	0	0.077059	0.922941	0.0304967	1.23157e-05	0.999988	0	1	0	0	1	0	0.991644	0.210315	0.789685	0.57373	0.42627	0.377288	0.622712	0.5	0.499898	0.413897	1	1.2075e-05	3.44003e-06	0.5	0.416313	1	0.00185403	0.746436	0.660423	0.349929	1	0.77593	0.91822	1	0.999796	1	1	1	3.85222e-19	2.34881e-06	1	1	0.0869225	0.499431	1	0.0341162	0.0458838	1	0.216314	1	1	0.5	0.5	0.271927	0.728073	1	1	1
86	1.36696e-05	0	5.26257	0.672317	0.0954189	1.85675	0	1.85675	2.89744	1.72788	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.648307	0.351693	0	0.648307	0.351693	0	0	1	0	0.0780542	0.921946	0.0304845	1.24409e-05	0.999988	0	1	0	0	1	0	0.991666	0.212025	0.787975	0.573539	0.426461	0.374976	0.625024	0.5	0.499908	0.413575	1	1.19336e-05	3.36585e-06	0.5	0.415987	1	0.00187571	0.746753	0.660913	0.349904	1	0.777528	0.919353	1	0.999816	1	1	1	4.17022e-19	2.40798e-06	1	1	0.0868272	0.499459	1	0.0340228	0.0459772	1	0.215597	1	1	0.5	0.5	0.267469	0.732531	1	1	1
87	1.37449e-05	0	5.3072	0.673014	0.0965189	1.86015	0	1.86015	2.95923	1.74325	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.64877	0.35123	0	0.64877	0.35123	0	0	1	0	0.0790424	0.920958	0.0304727	1.25615e-05	0.999987	0	1	0	0	1	0	0.991688	0.213711	0.786289	0.573363	0.426637	0.37271	0.62729	0.5	0.499917	0.413257	1	1.17946e-05	3.29369e-06	0.5	0.415665	1	0.00189731	0.747039	0.661377	0.34989	1	0.779093	0.92047	1	0.999833	1	1	1	4.50939e-19	2.46775e-06	1	1	0.0867357	0.499486	1	0.033931	0.046069	1	0.2149	1	1	0.5	0.5	0.263144	0.736856	1	1	1
88	1.38168e-05	0	5.35141	0.673663	0.0976136	1.86346	0	1.86346	3.0212	1.75851	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.649221	0.350779	0	0.649221	0.350779	0	0	1	0	0.0800237	0.919976	0.0304613	1.26776e-05	0.999987	0	1	0	0	1	0	0.991709	0.215376	0.784624	0.573201	0.426799	0.370488	0.629512	0.5	0.499925	0.412941	1	1.16581e-05	3.22354e-06	0.5	0.415347	1	0.00191883	0.747294	0.661817	0.349887	1	0.780625	0.921574	1	0.999849	1	1	1	4.87076e-19	2.5281e-06	1	1	0.0866479	0.499511	1	0.0338409	0.0461591	1	0.214223	1	1	0.5	0.5	0.258947	0.741052	1	1	1
89	1.38855e-05	0	5.39521	0.674267	0.0987032	1.8667	0	1.8667	3.08332	1.77366	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.649659	0.350341	0	0.649659	0.350341	0	0	1	0	0.0809981	0.919002	0.0304502	1.27893e-05	0.999987	0	1	0	0	1	0	0.99173	0.217018	0.782982	0.573053	0.426947	0.36831	0.63169	0.5	0.499932	0.412629	1	1.15241e-05	3.15538e-06	0.5	0.415032	1	0.00194025	0.747522	0.662236	0.349892	1	0.782126	0.922664	1	0.999864	1	1	1	5.25535e-19	2.58902e-06	1	1	0.0865635	0.499535	1	0.0337524	0.0462476	1	0.213563	1	1	0.5	0.5	0.254874	0.745126	1	1	1
90	1.3951e-05	0	5.4386	0.674829	0.0997876	1.86985	0	1.86985	3.14561	1.7887	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.650085	0.349915	0	0.650085	0.349915	0	0	1	0	0.0819658	0.918034	0.0304396	1.28968e-05	0.999987	0	1	0	0	1	0	0.99175	0.218639	0.781361	0.572917	0.427083	0.366175	0.633825	0.5	0.499938	0.412321	1	1.13925e-05	3.0892e-06	0.5	0.414721	1	0.00196159	0.747722	0.662634	0.349907	1	0.783597	0.92374	1	0.999877	1	1	1	5.66419e-19	2.65049e-06	1	1	0.0864825	0.499559	1	0.0336656	0.0463344	1	0.212921	1	1	0.5	0.5	0.250918	0.749082	1	1	1
91	1.40135e-05	0	5.48157	0.67535	0.100867	1.87293	0	1.87293	3.20805	1.80363	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.6505	0.3495	0	0.6505	0.3495	0	0	1	0	0.0829267	0.917073	0.0304293	1.30002e-05	0.999987	0	1	0	0	1	0	0.991771	0.220238	0.779762	0.572793	0.427207	0.36408	0.63592	0.5	0.499944	0.412017	1	1.12635e-05	3.02495e-06	0.5	0.414413	1	0.00198282	0.747897	0.663014	0.34993	1	0.785041	0.924804	1	0.999888	1	1	1	6.09836e-19	2.71249e-06	1	1	0.0864046	0.499581	1	0.0335804	0.0464196	1	0.212296	1	1	0.5	0.5	0.247075	0.752925	1	1	1
92	1.40732e-05	0	5.52414	0.675832	0.101941	1.87594	0	1.87594	3.27064	1.81846	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.650903	0.349097	0	0.650903	0.349097	0	0	1	0	0.0838809	0.916119	0.0304193	1.30995e-05	0.999987	0	1	0	0	1	0	0.99179	0.221816	0.778184	0.57268	0.42732	0.362025	0.637975	0.5	0.499949	0.411716	1	1.11369e-05	2.96262e-06	0.5	0.41411	1	0.00200396	0.748048	0.663377	0.349961	1	0.786458	0.925856	1	0.999899	1	1	1	6.55894e-19	2.775e-06	1	1	0.0863297	0.499602	1	0.0334968	0.0465032	1	0.211686	1	1	0.5	0.5	0.243341	0.756659	1	1	1
93	1.413e-05	0	5.56631	0.676277	0.10301	1.87887	0	1.87887	3.33336	1.83319	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.651296	0.348704	0	0.651296	0.348704	0	0	1	0	0.0848285	0.915171	0.0304097	1.31949e-05	0.999987	0	1	0	0	1	0	0.99181	0.223372	0.776628	0.572578	0.427422	0.360009	0.639991	0.5	0.499954	0.41142	1	1.10128e-05	2.90217e-06	0.5	0.413811	1	0.002025	0.748176	0.663723	0.35	1	0.78785	0.926896	1	0.999909	1	1	1	7.04702e-19	2.83801e-06	1	1	0.0862578	0.499623	1	0.0334148	0.0465852	1	0.211091	1	1	0.5	0.5	0.239712	0.760288	1	1	1
94	1.41841e-05	0	5.60809	0.676687	0.104074	1.88172	0	1.88172	3.39622	1.84781	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.651678	0.348322	0	0.651678	0.348322	0	0	1	0	0.0857696	0.91423	0.0304004	1.32865e-05	0.999987	0	1	0	0	1	0	0.991829	0.224909	0.775091	0.572486	0.427514	0.35803	0.64197	0.5	0.499959	0.411127	1	1.08911e-05	2.84355e-06	0.5	0.413516	1	0.00204593	0.748283	0.664055	0.350045	1	0.789217	0.927924	1	0.999917	1	1	1	7.56369e-19	2.9015e-06	1	1	0.0861887	0.499642	1	0.0333343	0.0466657	1	0.21051	1	1	0.5	0.5	0.236184	0.763816	1	1	1
95	1.42356e-05	0	5.64947	0.677063	0.105133	1.88451	0	1.88451	3.45921	1.86232	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.65205	0.34795	0	0.65205	0.34795	0	0	1	0	0.0867042	0.913296	0.0303915	1.33744e-05	0.999987	0	1	0	0	1	0	0.991848	0.226425	0.773575	0.572404	0.427596	0.356088	0.643912	0.5	0.499963	0.410839	1	1.07719e-05	2.78674e-06	0.5	0.413225	1	0.00206675	0.748369	0.664373	0.350096	1	0.790561	0.92894	1	0.999925	1	1	1	8.11006e-19	2.96544e-06	1	1	0.0861222	0.499661	1	0.0332554	0.0467446	1	0.209942	1	1	0.5	0.5	0.232752	0.767248	1	1	1
96	1.42845e-05	0	5.69046	0.677408	0.106187	1.88723	0	1.88723	3.52233	1.87673	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.652411	0.347588	0	0.652411	0.347588	0	0	1	0	0.0876323	0.912368	0.0303829	1.34587e-05	0.999986	0	1	0	0	1	0	0.991867	0.227921	0.772079	0.572331	0.427669	0.354182	0.645818	0.5	0.499966	0.410555	1	1.0655e-05	2.73168e-06	0.5	0.412939	1	0.00208746	0.748436	0.664679	0.350154	1	0.791882	0.929946	1	0.999932	1	1	1	8.68726e-19	3.02983e-06	1	1	0.0860583	0.499679	1	0.0331779	0.0468221	1	0.209387	1	1	0.5	0.5	0.229413	0.770587	1	1	1
97	1.43311e-05	0	5.73106	0.677722	0.107236	1.88989	0	1.88989	3.58556	1.89104	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.652764	0.347236	0	0.652764	0.347236	0	0	1	0	0.0885541	0.911446	0.0303746	1.35396e-05	0.999986	0	1	0	0	1	0	0.991885	0.229397	0.770603	0.572267	0.427733	0.352311	0.647689	0.5	0.499969	0.410275	1	1.05406e-05	2.67833e-06	0.5	0.412656	1	0.00210806	0.748485	0.664972	0.350217	1	0.793183	0.93094	1	0.999939	1	1	1	9.29642e-19	3.09463e-06	1	1	0.0859969	0.499697	1	0.0331019	0.0468981	1	0.208844	1	1	0.5	0.5	0.226164	0.773836	1	1	1
98	1.43754e-05	0	5.77128	0.678006	0.10828	1.89248	0	1.89248	3.64891	1.90525	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.653106	0.346893	0	0.653106	0.346893	0	0	1	0	0.0894695	0.91053	0.0303665	1.36171e-05	0.999986	0	1	0	0	1	0	0.991903	0.230853	0.769147	0.572211	0.427789	0.350473	0.649527	0.5	0.499972	0.409999	1	1.04285e-05	2.62666e-06	0.5	0.412378	1	0.00212855	0.748516	0.665255	0.350285	1	0.794462	0.931924	1	0.999945	1	1	1	9.93867e-19	3.15984e-06	1	1	0.0859378	0.499714	1	0.0330273	0.0469727	1	0.208313	1	1	0.5	0.5	0.223001	0.776999	1	1	1
99	1.44173e-05	0	5.81112	0.678264	0.109319	1.89501	0	1.89501	3.71237	1.91935	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.65344	0.34656	0	0.65344	0.34656	0	0	1	0	0.0903786	0.909621	0.0303588	1.36912e-05	0.999986	0	1	0	0	1	0	0.991921	0.232291	0.767709	0.572163	0.427837	0.348668	0.651332	0.5	0.499975	0.409727	1	1.03187e-05	2.57661e-06	0.5	0.412105	1	0.00214892	0.748531	0.665528	0.350357	1	0.795723	0.932898	1	0.99995	1	1	1	1.06152e-18	3.22544e-06	1	1	0.0858809	0.49973	1	0.0329542	0.0470458	1	0.207793	1	1	0.5	0.5	0.219921	0.780078	1	1	1
100	1.44572e-05	0	5.85059	0.678495	0.110353	1.89748	0	1.89748	3.77594	1.93335	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0.653765	0.346235	0	0.653765	0.346235	0	0	1	0	0.0912816	0.908718	0.0303513	1.37623e-05	0.999986	0	1	0	0	1	0	0.991938	0.233709	0.766291	0.572122	0.427878	0.346896	0.653104	0.5	0.499977	0.40946	1	1.02111e-05	2.52814e-06	0.5	0.411835	1	0.00216917	0.748531	0.665791	0.350435	1	0.796964	0.933861	1	0.999955	1	1	1	1.13271e-18	3.2914e-06	1	1	0.0858262	0.499746	1	0.0328825	0.0471175	1	0.207283	1	1	0.5	0.5	0.216922	0.783078	1	1	1
