Time	[EGF]	[EGFR]	[EGF-EGFR]	[EGF-EGFR2]	[pEGF-EGFR2]	[cbl]	[Shc]	[pEGF-EGFR2-Shc]	[SHP]	[pEGF-EGFR2-SHP2]	[pEGF-EGFR2-pShc]	[pShc]	[pShc-SHP2]	[Grb2]	[pEGF-EGFR2-pShc-Grb2]	[pEGF-EGFR2-pShc-Grb2-SHP2]	[SOS]	[pEGF-EGFR2-pShc-Grb2-SOS]	[pEGF-EGFR2-pShc-Grb2-SOS-cbl]	[Grb2-SOS]	[pEGF-EGFR2-Grb2]	[pEGF-EGFR2-Grb2-SHP2]	[pEGF-EGFR2-Grb2-SOS]	[pEGF-EGFR2-Grb2-SOS-cbl]	[Ras-GDP]	[pEGF-EGFR2-pShc-Grb2-SOS-Ras-GDP]	[Ras-GTP]	[pEGF-EGFR2-Grb2-SOS-Ras-GDP]	[Ras-GAP]	[Ras-GTP-Ras-GAP]	[pEGF-EGFR2-Ras-GAP]	[pEGF-EGFR2-Ras-GAP-Ras-GTP]	[pEGF-EGFR2-Ras-GAP-SHP2]	[Raf1]	[Raf1-Ras-GTP]	[Raf1active]	[MEK]	[Raf1active-MEK]	[pMEK]	[Raf1active-pMEK]	[ppMEK]	[ERK]	[ppMEK-ERK]	[pERK]	[ppMEK-pERK]	[ppERK]	[Pase]	[Raf1active-Pase]	[Pase2]	[ppMEK-Pase2]	[pMEK-Pase2]	[Pase3]	[pERK-Pase3]	[ppERK-Pase3]	[ppERK-pEGF-EGFR2-pShc-Grb2-SOS]	[pSOS]	[ppERK-pEGF-EGFR2-Grb2-SOS]	[ProEGFR]	[pEGF-EGFR2-pShc-Grb2-SOS-cbl-EPn]	[EPn]	[pEGF-EGFR2-Grb2-SOS-cbl-EPn]	[pEGF-EGFR2-cbl]	[pEGF-EGFR2-cbl-EPn]	[PI3K]	[pEGF-EGFR2-PI3K]	[pEGF-EGFR2-pPI3K]	[pPI3K]	[TP4]	[TP4-pPI3K]	[TP4-PI3K]	[PIP2]	[pPI3K-PIP2]	[PIP3]	[Akt]	[Aktm]	[PDK1]	[Aktm-PDK1]	[pAktm-PDK1]	[pAktm]	[pAkt]	[pAkt-Takt]	[Akt-Takt]	[Takt]	[pAktm-Takt]	[Aktm-Takt]	[pAktm-PDK1-Takt]	[Aktm-PDK1-Takt]	[pAkt_total]	[pRaf1active]	[STAT3c]	[pEGF-EGFR2-STAT3c]	[pSTAT3c]	[pEGF-EGFR2-pSTAT3c]	[PP1]	[pSTAT3c-PP1]	[pSTAT3c-pSTAT3c-PP1]	[pSTAT3c-pSTAT3c]	[STAT3c-pSTAT3c]	[pSTAT3n-pSTAT3n]	[pSTAT3n]	[PP2]	[pSTAT3n-pSTAT3n-PP2]	[STAT3n-pSTAT3n]	[STAT3n]	[pSTAT3n-PP2]	[pEGF-EGFR2-STAT3c-cbl]	[pEGF-EGFR2-STAT3c-cbl-EPn]	[pEGF-EGFR2-PI3K-cbl]	[pEGF-EGFR2-PI3K-cbl-EPn]
26	1.45191e-07	0.413708	0.00157911	2.09724e-05	1.76265e-06	0.799716	0.996572	0.000141797	0.0995908	1.39093e-06	9.30049e-06	0.000530168	0.000401706	0.738838	1.82578e-05	5.03788e-06	0.0388659	2.39754e-05	1.01755e-05	0.258523	3.66792e-06	1.01056e-06	2.92266e-06	1.3229e-06	0.145363	0.00212515	0.00108913	0.000262672	0.0999644	3.55195e-05	7.96721e-08	2.84702e-11	8.87573e-09	0.497998	0.00112486	2.85364e-05	0.679153	2.18288e-05	0.000818175	3.06645e-08	3.37552e-07	0.399998	2.49801e-08	1.65118e-06	2.71642e-13	3.19045e-12	0.499173	0.000826954	0.0199937	9.18217e-08	6.19996e-06	0.00199998	1.57205e-08	3.26547e-14	4.40554e-16	3.76943e-17	5.38387e-17	0.878095	0.000162734	0.499732	2.1885e-05	2.47973e-06	5.51007e-05	0.199589	1.47501e-07	0.000402925	1.31528e-07	0.199997	4.57716e-08	3.23184e-06	0.499999	5.78084e-08	8.51082e-08	0.0997433	2.20563e-08	0.0999996	2.02647e-09	1.59583e-07	1.53272e-08	9.84851e-08	8.84251e-08	0.000256022	0.0997436	1.45831e-08	9.93192e-09	1.52924e-07	1.17016e-07	1.13812e-07	1.49271e-12	0.999949	7.77635e-07	7.49063e-06	1.51618e-10	0.499983	1.74217e-05	8.46405e-09	4.35538e-09	7.15573e-09	6.15171e-11	3.82341e-11	0.6	1.27598e-10	2.10054e-12	3.87499e-12	7.06591e-11	1.08757e-06	2.41479e-05	2.03268e-07	4.50527e-06
27	1.39339e-07	0.418088	0.00153156	1.97937e-05	1.65117e-06	0.799705	0.996607	0.000132531	0.0996136	1.29459e-06	8.6862e-06	0.000499551	0.00037936	0.736444	1.73579e-05	4.78826e-06	0.0364707	2.41204e-05	1.05592e-05	0.260888	3.50542e-06	9.65606e-07	2.92954e-06	1.36787e-06	0.145279	0.00214389	0.00111832	0.000263814	0.0999634	3.64821e-05	7.38725e-08	2.71067e-11	8.22517e-09	0.497934	0.00115899	2.94248e-05	0.679075	2.25259e-05	0.000894696	3.46741e-08	4.02636e-07	0.399998	2.98159e-08	2.07911e-06	4.09549e-13	5.07676e-12	0.499145	0.000854989	0.019993	1.10729e-07	6.84211e-06	0.00199998	2.00536e-08	5.29977e-14	7.18001e-16	6.48064e-17	8.74159e-17	0.873716	0.000171747	0.499721	2.29809e-05	2.48624e-06	5.57085e-05	0.199584	1.38457e-07	0.000407607	1.23897e-07	0.199997	4.31647e-08	3.34997e-06	0.499999	5.44549e-08	8.02184e-08	0.0997336	2.07893e-08	0.0999996	1.91141e-09	1.57438e-07	1.522e-08	1.03906e-07	9.37277e-08	0.000265713	0.0997339	1.45312e-08	1.06518e-08	1.51298e-07	1.24503e-07	1.19126e-07	1.62297e-12	0.999949	7.28338e-07	7.53775e-06	1.42276e-10	0.499982	1.76216e-05	8.92176e-09	4.53422e-09	7.24449e-09	6.57941e-11	4.22658e-11	0.6	1.38516e-10	2.32346e-12	4.48345e-12	7.94244e-11	1.09042e-06	2.44163e-05	2.03863e-07	4.55627e-06
28	1.33866e-07	0.422445	0.00148679	1.87161e-05	1.55046e-06	0.799693	0.996641	0.00012418	0.0996353	1.20807e-06	8.1341e-06	0.000470667	0.000358007	0.734232	1.65313e-05	4.55906e-06	0.0342578	2.42491e-05	1.09421e-05	0.263072	3.35507e-06	9.24022e-07	2.93487e-06	1.41265e-06	0.145201	0.00216055	0.00114541	0.000264753	0.0999625	3.73759e-05	6.86479e-08	2.58003e-11	7.63901e-09	0.497875	0.00119075	3.02521e-05	0.678995	2.31752e-05	0.000973502	3.88887e-08	4.75462e-07	0.399997	3.52298e-08	2.58672e-06	6.03807e-13	7.88469e-12	0.499119	0.00088115	0.0199924	1.32078e-07	7.50749e-06	0.00199997	2.52515e-08	8.38403e-14	1.1399e-15	1.08337e-16	1.38286e-16	0.869358	0.000180805	0.49971	2.40781e-05	2.49276e-06	5.62733e-05	0.199579	1.30289e-07	0.000411998	1.16692e-07	0.199996	4.06846e-08	3.46658e-06	0.499999	5.12884e-08	7.55969e-08	0.0997239	1.95911e-08	0.0999996	1.80258e-09	1.54917e-07	1.50653e-08	1.09116e-07	9.88487e-08	0.000275393	0.0997242	1.44285e-08	1.1367e-08	1.49257e-07	1.31891e-07	1.24181e-07	1.75119e-12	0.999948	6.8381e-07	7.58172e-06	1.33774e-10	0.499982	1.78054e-05	9.37571e-09	4.71052e-09	7.32663e-09	7.01521e-11	4.65328e-11	0.6	1.49754e-10	2.5562e-12	5.15099e-12	8.88181e-11	1.09329e-06	2.46656e-05	2.0446e-07	4.60377e-06
29	1.28739e-07	0.426781	0.00144457	1.77287e-05	1.45922e-06	0.799682	0.996673	0.000116633	0.0996559	1.13017e-06	7.63648e-06	0.000443496	0.000337701	0.732188	1.57706e-05	4.34819e-06	0.0322124	2.43631e-05	1.13241e-05	0.265092	3.21572e-06	8.85487e-07	2.93879e-06	1.45723e-06	0.14513	0.00217534	0.00117052	0.00026551	0.0999617	3.82044e-05	6.3938e-08	2.45566e-11	7.1106e-09	0.497819	0.00122025	3.10211e-05	0.678913	2.37787e-05	0.00105443	4.32932e-08	5.56324e-07	0.399997	4.12439e-08	3.18305e-06	8.72165e-13	1.19764e-11	0.499094	0.000905509	0.0199916	1.55979e-07	8.19454e-06	0.00199997	3.14214e-08	1.29558e-13	1.76679e-15	1.7651e-16	2.13605e-16	0.865022	0.000189901	0.499699	2.51761e-05	2.49927e-06	5.67992e-05	0.199575	1.22891e-07	0.000416125	1.09909e-07	0.199996	3.83346e-08	3.58175e-06	0.499999	4.83071e-08	7.1242e-08	0.0997142	1.84612e-08	0.0999996	1.69997e-09	1.52075e-07	1.48691e-08	1.14099e-07	1.0377e-07	0.000285062	0.0997145	1.42808e-08	1.20751e-08	1.46857e-07	1.39159e-07	1.28968e-07	1.87649e-12	0.999948	6.43482e-07	7.62277e-06	1.26026e-10	0.499982	1.79746e-05	9.82542e-09	4.88421e-09	7.40281e-09	7.45859e-11	5.10377e-11	0.6	1.61294e-10	2.79839e-12	5.87969e-12	9.88522e-11	1.09615e-06	2.48977e-05	2.05056e-07	4.64812e-06
30	1.23928e-07	0.431095	0.00140468	1.68216e-05	1.37635e-06	0.79967	0.996704	0.000109795	0.0996755	1.05988e-06	7.18668e-06	0.000417996	0.000318466	0.730298	1.50692e-05	4.1538e-06	0.0303209	2.44636e-05	1.17053e-05	0.266959	3.0863e-06	8.49707e-07	2.94145e-06	1.50162e-06	0.145065	0.00218844	0.00119375	0.000266104	0.099961	3.89709e-05	5.96879e-08	2.33782e-11	6.63382e-09	0.497768	0.0012476	3.17345e-05	0.678829	2.43384e-05	0.00113731	4.78723e-08	6.45482e-07	0.399996	4.78776e-08	3.87743e-06	1.23635e-12	1.78236e-11	0.499072	0.000928143	0.0199909	1.82533e-07	8.90176e-06	0.00199996	3.8675e-08	1.9594e-13	2.67874e-15	2.80857e-16	3.22801e-16	0.860708	0.00019903	0.499688	2.62742e-05	2.50571e-06	5.72898e-05	0.199571	1.16175e-07	0.000420013	1.03539e-07	0.199996	3.61156e-08	3.69555e-06	0.499999	4.55069e-08	6.71483e-08	0.0997046	1.73985e-08	0.0999996	1.60346e-09	1.48966e-07	1.46372e-08	1.18843e-07	1.08475e-07	0.000294719	0.0997049	1.4094e-08	1.2774e-08	1.44155e-07	1.46293e-07	1.3348e-07	1.99809e-12	0.999947	6.06859e-07	7.66113e-06	1.18956e-10	0.499982	1.81306e-05	1.02705e-08	5.05522e-09	7.47359e-09	7.90898e-11	5.57828e-11	0.6	1.73121e-10	3.04965e-12	6.67153e-12	1.09538e-10	1.09899e-06	2.51142e-05	2.05646e-07	4.6896e-06
31	1.19405e-07	0.435388	0.00136694	1.59865e-05	1.30087e-06	0.799659	0.996732	0.000103582	0.0996939	9.9628e-07	6.77894e-06	0.00039411	0.000300308	0.728549	1.44211e-05	3.97422e-06	0.0285711	2.45517e-05	1.20857e-05	0.268686	2.96587e-06	8.1642e-07	2.94295e-06	1.54582e-06	0.145006	0.00220001	0.00121519	0.000266554	0.0999603	3.96787e-05	5.58475e-08	2.22657e-11	6.2031e-09	0.497721	0.00127291	3.23951e-05	0.678742	2.48566e-05	0.00122202	5.26109e-08	7.43158e-07	0.399995	5.51478e-08	4.67948e-06	1.72258e-12	2.60307e-11	0.499051	0.000949135	0.0199902	2.11827e-07	9.62769e-06	0.00199995	4.71277e-08	2.90509e-13	3.97982e-15	4.37253e-16	4.78083e-16	0.856415	0.000208185	0.499677	2.7372e-05	2.51206e-06	5.77484e-05	0.199567	1.10059e-07	0.000423683	9.75684e-08	0.199996	3.40263e-08	3.80808e-06	0.499999	4.28822e-08	6.33079e-08	0.0996949	1.64012e-08	0.0999996	1.5129e-09	1.45638e-07	1.43748e-08	1.23337e-07	1.12953e-07	0.000304365	0.0996952	1.38733e-08	1.34619e-08	1.412e-07	1.53279e-07	1.37711e-07	2.11535e-12	0.999947	5.73512e-07	7.69698e-06	1.12492e-10	0.499982	1.82748e-05	1.07105e-08	5.22348e-09	7.53945e-09	8.36587e-11	6.07698e-11	0.6	1.85217e-10	3.3096e-12	7.52837e-12	1.20884e-10	1.10178e-06	2.53166e-05	2.0623e-07	4.72849e-06
32	1.15148e-07	0.43966	0.00133118	1.52159e-05	1.23194e-06	0.799648	0.996758	9.79223e-05	0.0997112	9.38598e-07	6.40828e-06	0.000371774	0.000283213	0.72693	1.38209e-05	3.80798e-06	0.0269517	2.46284e-05	1.24652e-05	0.270284	2.85357e-06	7.85388e-07	2.94342e-06	1.58982e-06	0.144951	0.00221021	0.00123496	0.000266875	0.0999596	4.03312e-05	5.23718e-08	2.12181e-11	5.81342e-09	0.497677	0.0012963	3.30056e-05	0.678655	2.53353e-05	0.00130839	5.74939e-08	8.49541e-07	0.399994	6.30689e-08	5.59898e-06	2.36208e-12	3.73612e-11	0.499031	0.000968566	0.0199894	2.43938e-07	1.03709e-05	0.00199994	5.68982e-08	4.22899e-13	5.80313e-15	6.67151e-16	6.95008e-16	0.852144	0.000217364	0.499666	2.8469e-05	2.51831e-06	5.81777e-05	0.199564	1.04476e-07	0.000427155	9.19817e-08	0.199996	3.20638e-08	3.91939e-06	0.499999	4.04261e-08	5.97115e-08	0.0996853	1.5467e-08	0.0999996	1.42808e-09	1.42136e-07	1.40869e-08	1.27574e-07	1.17193e-07	0.000314	0.0996856	1.36238e-08	1.41372e-08	1.38038e-07	1.60104e-07	1.41661e-07	2.22769e-12	0.999947	5.43066e-07	7.7305e-06	1.06571e-10	0.499982	1.84081e-05	1.11452e-08	5.38894e-09	7.60084e-09	8.82874e-11	6.60005e-11	0.6	1.97567e-10	3.57785e-12	8.45194e-12	1.32902e-10	1.10453e-06	2.5506e-05	2.06806e-07	4.76501e-06
33	1.11135e-07	0.44391	0.00129724	1.45032e-05	1.16884e-06	0.799636	0.996783	9.27526e-05	0.0997275	8.86144e-07	6.0704e-06	0.000350912	0.000267158	0.725432	1.32638e-05	3.65374e-06	0.0254527	2.46948e-05	1.28437e-05	0.271763	2.74864e-06	7.56401e-07	2.94293e-06	1.63363e-06	0.144902	0.00221916	0.00125314	0.000267079	0.099959	4.09317e-05	4.92207e-08	2.02334e-11	5.46027e-09	0.497636	0.00131786	3.35689e-05	0.678565	2.57768e-05	0.0013963	6.25068e-08	9.64787e-07	0.399993	7.16527e-08	6.64593e-06	3.1916e-12	5.27666e-11	0.499013	0.000986521	0.0199886	2.78929e-07	1.11302e-05	0.00199993	6.8108e-08	6.05266e-13	8.31637e-15	9.99092e-16	9.93113e-16	0.847894	0.000226561	0.499655	2.95649e-05	2.52442e-06	5.85804e-05	0.19956	9.93663e-08	0.000430446	8.67614e-08	0.199996	3.0224e-08	4.02958e-06	0.499999	3.8131e-08	5.63481e-08	0.0996756	1.4593e-08	0.0999996	1.34875e-09	1.38498e-07	1.37779e-08	1.3155e-07	1.21191e-07	0.000323623	0.0996759	1.33501e-08	1.47987e-08	1.34711e-07	1.6676e-07	1.45328e-07	2.33467e-12	0.999946	5.15197e-07	7.76185e-06	1.01138e-10	0.499981	1.85316e-05	1.15742e-08	5.55155e-09	7.65814e-09	9.29708e-11	7.14763e-11	0.6	2.10154e-10	3.854e-12	9.44385e-12	1.45598e-10	1.10723e-06	2.56837e-05	2.0737e-07	4.79936e-06
34	1.07347e-07	0.448139	0.00126499	1.38428e-05	1.11091e-06	0.799625	0.996806	8.80182e-05	0.0997428	8.38318e-07	5.76155e-06	0.00033145	0.000252109	0.724045	1.27458e-05	3.51033e-06	0.0240645	2.47515e-05	1.32214e-05	0.273132	2.65041e-06	7.29269e-07	2.94158e-06	1.67724e-06	0.144857	0.00222697	0.00126984	0.000267179	0.0999585	4.14832e-05	4.63582e-08	1.93089e-11	5.13962e-09	0.497599	0.0013377	3.40876e-05	0.678475	2.61831e-05	0.00148562	6.76356e-08	1.08902e-06	0.399992	8.09085e-08	7.83041e-06	4.25394e-12	7.34183e-11	0.498997	0.00100308	0.0199878	3.16855e-07	1.19042e-05	0.00199992	8.08809e-08	8.52745e-13	1.1728e-14	1.47047e-15	1.3966e-15	0.843665	0.000235772	0.499644	3.06593e-05	2.53039e-06	5.89586e-05	0.199557	9.46775e-08	0.000433571	8.1889e-08	0.199996	2.85023e-08	4.1387e-06	0.499999	3.59888e-08	5.32063e-08	0.099666	1.37765e-08	0.0999996	1.27465e-09	1.3476e-07	1.34519e-08	1.35263e-07	1.2494e-07	0.000333235	0.0996663	1.30564e-08	1.54452e-08	1.31255e-07	1.73239e-07	1.48715e-07	2.43593e-12	0.999946	4.89621e-07	7.79116e-06	9.61411e-11	0.499981	1.86461e-05	1.19973e-08	5.71129e-09	7.71171e-09	9.77039e-11	7.71983e-11	0.6	2.22963e-10	4.13766e-12	1.05056e-11	1.5898e-10	1.10986e-06	2.58505e-05	2.07924e-07	4.83173e-06
35	1.03767e-07	0.452346	0.00123431	1.32296e-05	1.05761e-06	0.799614	0.996827	8.36716e-05	0.0997571	7.94599e-07	5.47848e-06	0.000313307	0.000238024	0.72276	1.22629e-05	3.37671e-06	0.0227786	2.47994e-05	1.3598e-05	0.274401	2.55825e-06	7.03823e-07	2.93944e-06	1.72065e-06	0.144816	0.00223375	0.00128515	0.000267185	0.099958	4.19889e-05	4.37526e-08	1.84415e-11	4.84789e-09	0.497565	0.00135594	3.45645e-05	0.678383	2.65565e-05	0.00157623	7.28666e-08	1.22234e-06	0.399991	9.08435e-08	9.16264e-06	5.59843e-12	1.00742e-10	0.498982	0.00101833	0.019987	3.57758e-07	1.26918e-05	0.0019999	9.53425e-08	1.18396e-12	1.62941e-14	2.12959e-15	1.93509e-15	0.839457	0.000244993	0.499633	3.17518e-05	2.5362e-06	5.93143e-05	0.199554	9.03644e-08	0.000436543	7.73453e-08	0.199996	2.68932e-08	4.24683e-06	0.499999	3.3991e-08	5.02742e-08	0.0996564	1.30144e-08	0.0999996	1.20551e-09	1.30953e-07	1.31126e-08	1.38711e-07	1.28439e-07	0.000342836	0.0996567	1.27468e-08	1.60759e-08	1.27705e-07	1.79538e-07	1.51824e-07	2.5312e-12	0.999946	4.66092e-07	7.81857e-06	9.1536e-11	0.499981	1.87524e-05	1.24143e-08	5.86812e-09	7.76184e-09	1.02482e-10	8.31674e-11	0.6	2.35979e-10	4.42844e-12	1.16386e-11	1.73056e-10	1.11242e-06	2.60075e-05	2.08465e-07	4.86228e-06
36	1.00378e-07	0.456533	0.00120508	1.2659e-05	1.00845e-06	0.799603	0.996846	7.9671e-05	0.0997704	7.54533e-07	5.21838e-06	0.000296405	0.000224861	0.721569	1.18119e-05	3.25195e-06	0.0215871	2.48391e-05	1.39737e-05	0.275576	2.47165e-06	6.79913e-07	2.93658e-06	1.76387e-06	0.144779	0.00223958	0.00129915	0.000267107	0.0999575	4.24515e-05	4.13757e-08	1.76279e-11	4.58192e-09	0.497533	0.00137266	3.50021e-05	0.67829	2.68988e-05	0.00166803	7.81873e-08	1.3648e-06	0.399989	1.01463e-07	1.06529e-05	7.2814e-12	1.36454e-10	0.498968	0.00103234	0.0199861	4.01672e-07	1.34918e-05	0.00199989	1.11619e-07	1.62157e-12	2.23253e-14	3.03813e-15	2.64442e-15	0.83527	0.000254222	0.499622	3.28423e-05	2.54186e-06	5.96494e-05	0.199551	8.63873e-08	0.000439374	7.31112e-08	0.199996	2.5391e-08	4.35403e-06	0.499999	3.21293e-08	4.75397e-08	0.0996468	1.23036e-08	0.0999996	1.14103e-09	1.27105e-07	1.27634e-08	1.41897e-07	1.31688e-07	0.000352425	0.0996471	1.24246e-08	1.66901e-08	1.2409e-07	1.8565e-07	1.5466e-07	2.62029e-12	0.999946	4.44394e-07	7.8442e-06	8.7283e-11	0.499981	1.88511e-05	1.2825e-08	6.02201e-09	7.8088e-09	1.073e-10	8.93842e-11	0.6	2.49185e-10	4.72594e-12	1.28441e-11	1.8783e-10	1.11491e-06	2.61553e-05	2.08993e-07	4.89115e-06
37	9.71676e-08	0.460699	0.0011772	1.21271e-05	9.63001e-07	0.799591	0.996864	7.59801e-05	0.0997829	7.17722e-07	4.97878e-06	0.000280666	0.000212571	0.720465	1.13899e-05	3.13523e-06	0.0204829	2.48713e-05	1.43484e-05	0.276664	2.3901e-06	6.57405e-07	2.93306e-06	1.80688e-06	0.144746	0.00224455	0.00131193	0.000266951	0.0999571	4.2874e-05	3.92025e-08	1.68647e-11	4.33889e-09	0.497504	0.00138796	3.54028e-05	0.678195	2.7212e-05	0.0017609	8.35853e-08	1.51645e-06	0.399987	1.1277e-07	1.23114e-05	9.36669e-12	1.82602e-10	0.498955	0.0010452	0.0199852	4.4862e-07	1.43033e-05	0.00199987	1.29839e-07	2.19285e-12	3.01945e-14	4.27378e-15	3.56748e-15	0.831104	0.000263455	0.499611	3.39303e-05	2.54734e-06	5.99653e-05	0.199548	8.27115e-08	0.000442076	6.91676e-08	0.199996	2.399e-08	4.46037e-06	0.499999	3.03953e-08	4.49909e-08	0.0996372	1.16411e-08	0.0999996	1.08095e-09	1.23241e-07	1.24073e-08	1.44823e-07	1.34688e-07	0.000362003	0.0996375	1.2093e-08	1.72873e-08	1.20437e-07	1.91575e-07	1.5723e-07	2.70308e-12	0.999945	4.24337e-07	7.86815e-06	8.33469e-11	0.499981	1.89429e-05	1.32291e-08	6.17295e-09	7.85285e-09	1.12154e-10	9.58491e-11	0.6	2.62568e-10	5.02978e-12	1.41232e-11	2.03308e-10	1.11733e-06	2.62947e-05	2.09507e-07	4.91848e-06
38	9.41223e-08	0.464844	0.00115059	1.16304e-05	9.20885e-07	0.79958	0.996881	7.25671e-05	0.0997945	6.83819e-07	4.75753e-06	0.000266015	0.000201106	0.719442	1.09941e-05	3.02581e-06	0.0194593	2.48964e-05	1.4722e-05	0.277673	2.31318e-06	6.36179e-07	2.92895e-06	1.8497e-06	0.144716	0.00224872	0.00132357	0.000266727	0.0999567	4.32588e-05	3.72112e-08	1.61485e-11	4.11633e-09	0.497478	0.00140194	3.57689e-05	0.6781	2.74979e-05	0.00185474	8.90493e-08	1.67731e-06	0.399986	1.24765e-07	1.41484e-05	1.1926e-11	2.41606e-10	0.498943	0.00105697	0.0199844	4.98616e-07	1.51251e-05	0.00199985	1.5013e-07	2.93032e-12	4.03453e-14	5.93343e-15	4.75511e-15	0.826959	0.000272689	0.499601	3.50157e-05	2.55265e-06	6.02636e-05	0.199545	7.93066e-08	0.000444657	6.54958e-08	0.199995	2.26841e-08	4.5659e-06	0.499999	2.87808e-08	4.26161e-08	0.0996277	1.10237e-08	0.0999996	1.02499e-09	1.19381e-07	1.20468e-08	1.47493e-07	1.37441e-07	0.00037157	0.0996279	1.17548e-08	1.78671e-08	1.16768e-07	1.97311e-07	1.59539e-07	2.77951e-12	0.999945	4.05755e-07	7.89053e-06	7.96966e-11	0.499981	1.90283e-05	1.36266e-08	6.32093e-09	7.89419e-09	1.1704e-10	1.02562e-10	0.6	2.76113e-10	5.33958e-12	1.54771e-11	2.19494e-10	1.11967e-06	2.64262e-05	2.10008e-07	4.94438e-06
39	9.12305e-08	0.468969	0.00112516	1.11658e-05	8.81777e-07	0.799569	0.996896	6.94039e-05	0.0998054	6.5252e-07	4.55275e-06	0.000252377	0.000190417	0.718494	1.06223e-05	2.92305e-06	0.0185103	2.49151e-05	1.50945e-05	0.278608	2.24051e-06	6.16129e-07	2.92429e-06	1.89232e-06	0.144689	0.00225216	0.00133414	0.000266439	0.0999564	4.36084e-05	3.53824e-08	1.5476e-11	3.91206e-09	0.497454	0.00141468	3.61028e-05	0.678004	2.77584e-05	0.00194947	9.45687e-08	1.84736e-06	0.399984	1.37449e-07	1.61743e-05	1.50393e-11	3.16304e-10	0.498932	0.00106772	0.0199835	5.51667e-07	1.59563e-05	0.00199983	1.72621e-07	3.87243e-12	5.33e-14	8.13665e-15	6.26701e-15	0.822835	0.000281922	0.49959	3.60982e-05	2.55779e-06	6.05455e-05	0.199543	7.61457e-08	0.000447127	6.20779e-08	0.199995	2.14676e-08	4.67067e-06	0.499999	2.7278e-08	4.04038e-08	0.0996181	1.04487e-08	0.0999996	9.72878e-10	1.15544e-07	1.16843e-08	1.49912e-07	1.39951e-07	0.000381125	0.0996184	1.14126e-08	1.84292e-08	1.13104e-07	2.02857e-07	1.61596e-07	2.84959e-12	0.999945	3.88503e-07	7.91144e-06	7.63044e-11	0.499981	1.91078e-05	1.40173e-08	6.46593e-09	7.93303e-09	1.21952e-10	1.09524e-10	0.6	2.89805e-10	5.65495e-12	1.69066e-11	2.36391e-10	1.12194e-06	2.65506e-05	2.10494e-07	4.96895e-06
40	8.84817e-08	0.473073	0.00110083	1.07304e-05	8.45385e-07	0.799558	0.996909	6.64659e-05	0.0998155	6.23559e-07	4.36278e-06	0.000239683	0.000180457	0.717614	1.02724e-05	2.82636e-06	0.0176301	2.49278e-05	1.5466e-05	0.279475	2.17175e-06	5.97159e-07	2.91913e-06	1.93474e-06	0.144665	0.00225492	0.00134372	0.000266095	0.099956	4.39253e-05	3.36989e-08	1.4844e-11	3.72415e-09	0.497432	0.00142626	3.64066e-05	0.677907	2.7995e-05	0.00204501	1.00133e-07	2.02658e-06	0.399981	1.50819e-07	1.83992e-05	1.87953e-11	4.09995e-10	0.498922	0.00107751	0.0199826	6.07773e-07	1.67962e-05	0.0019998	1.97438e-07	5.06424e-12	6.96689e-14	1.10296e-14	8.17274e-15	0.818731	0.000291151	0.499579	3.71776e-05	2.56276e-06	6.08123e-05	0.19954	7.32054e-08	0.000449494	5.88966e-08	0.199995	2.03348e-08	4.77475e-06	0.499999	2.58791e-08	3.83432e-08	0.0996086	9.91307e-09	0.0999996	9.2436e-10	1.11747e-07	1.13218e-08	1.52086e-07	1.42224e-07	0.000390669	0.0996088	1.10685e-08	1.89735e-08	1.09462e-07	2.08216e-07	1.63408e-07	2.91337e-12	0.999945	3.72452e-07	7.93095e-06	7.31457e-11	0.499981	1.91818e-05	1.44012e-08	6.60797e-09	7.96954e-09	1.26887e-10	1.16733e-10	0.6	3.0363e-10	5.97552e-12	1.84126e-11	2.54003e-10	1.12413e-06	2.66683e-05	2.10967e-07	4.99229e-06
41	8.58662e-08	0.477156	0.00107753	1.03218e-05	8.11454e-07	0.799547	0.996922	6.37315e-05	0.0998249	5.967e-07	4.18618e-06	0.000227866	0.000171179	0.716798	9.94259e-06	2.73523e-06	0.0168138	2.49348e-05	1.58364e-05	0.280279	2.10657e-06	5.79183e-07	2.9135e-06	1.97695e-06	0.144644	0.00225707	0.00135237	0.000265698	0.0999558	4.42115e-05	3.21459e-08	1.42497e-11	3.5509e-09	0.497412	0.00143676	3.66821e-05	0.67781	2.82094e-05	0.00214126	1.05734e-07	2.21492e-06	0.399979	1.64871e-07	2.08331e-05	2.32915e-11	5.26488e-10	0.498914	0.00108643	0.0199817	6.66923e-07	1.76438e-05	0.00199978	2.24709e-07	6.55815e-12	9.01589e-14	1.47894e-14	1.05526e-14	0.814647	0.000300374	0.499569	3.82538e-05	2.56755e-06	6.10648e-05	0.199538	7.04647e-08	0.000451763	5.59354e-08	0.199995	1.928e-08	4.87817e-06	0.499999	2.45771e-08	3.64239e-08	0.099599	9.41423e-09	0.0999996	8.79188e-10	1.08002e-07	1.09612e-08	1.54023e-07	1.44265e-07	0.000400202	0.0995993	1.07244e-08	1.95001e-08	1.05858e-07	2.13388e-07	1.64984e-07	2.97094e-12	0.999944	3.57489e-07	7.94914e-06	7.01989e-11	0.499981	1.92508e-05	1.47781e-08	6.74703e-09	8.00388e-09	1.31841e-10	1.2419e-10	0.6	3.17576e-10	6.30093e-12	1.99958e-11	2.7233e-10	1.12624e-06	2.67797e-05	2.11426e-07	5.01448e-06
