Time	[NatP]	[MisP]	[Ub]	[E1]	[E2]	[E3]	[E3_MisP]	[DUB]	[Proteasome]	[ROS]	[E1_Ub]	[E2_Ub]	[E3_MisP_Ub]	[E3_MisP_Ub2]	[E3_MisP_Ub3]	[E3_MisP_Ub4]	[E3_MisP_Ub5]	[E3_MisP_Ub6]	[E3_MisP_Ub7]	[E3_MisP_Ub8]	[MisP_Ub4_Proteasome]	[MisP_Ub5_Proteasome]	[MisP_Ub6_Proteasome]	[MisP_Ub7_Proteasome]	[MisP_Ub8_Proteasome]	[E3_MisP_Ub_DUB]	[E3_MisP_Ub2_DUB]	[E3_MisP_Ub3_DUB]	[E3_MisP_Ub4_DUB]	[E3_MisP_Ub5_DUB]	[E3_MisP_Ub6_DUB]	[E3_MisP_Ub7_DUB]	[E3_MisP_Ub8_DUB]	[AggP1]	[AggP2]	[AggP3]	[AggP4]	[AggP5]	[SeqAggP]	[AggP_Proteasome]	[ATP]	[ADP]	[AMP]	[UCHL1]	[UCHL1_Proteasome]	[UCHL1_damaged_Proteasome]	[Lysosome]	[UCHL1_damaged]	[Lamp2a]	[Lamp2a_UCHL1_damaged]	[Ub_UCHL1]	[SUB]	[SUB_misfolded]	[E3SUB]	[E3SUB_SUB_misfolded]	[E3SUB_SUB_misfolded_Ub]	[E3SUB_SUB_misfolded_Ub2]	[E3SUB_SUB_misfolded_Ub3]	[E3SUB_SUB_misfolded_Ub4]	[E3SUB_SUB_misfolded_Ub5]	[E3SUB_SUB_misfolded_Ub6]	[E3SUB_SUB_misfolded_Ub7]	[E3SUB_SUB_misfolded_Ub8]	[E3SUB_SUB_misfolded_Ub_UCHL1]	[E3SUB_SUB_misfolded_Ub2_UCHL1]	[E3SUB_SUB_misfolded_Ub3_UCHL1]	[E3SUB_SUB_misfolded_Ub4_UCHL1]	[E3SUB_SUB_misfolded_Ub5_UCHL1]	[E3SUB_SUB_misfolded_Ub6_UCHL1]	[E3SUB_SUB_misfolded_Ub7_UCHL1]	[E3SUB_SUB_misfolded_Ub8_UCHL1]	[SUB_misfolded_Ub4_Proteasome]	[SUB_misfolded_Ub5_Proteasome]	[SUB_misfolded_Ub6_Proteasome]	[SUB_misfolded_Ub7_Proteasome]	[SUB_misfolded_Ub8_Proteasome]	[asyn]	[asyn_Proteasome]	[asyn_Lamp2a]	[asyn_dam]	[Parkin]	[Parkin_asyn_dam]	[Parkin_asyn_dam_Ub]	[Parkin_asyn_dam_Ub2]	[Parkin_asyn_dam_Ub3]	[Parkin_asyn_dam_Ub4]	[Parkin_asyn_dam_Ub5]	[Parkin_asyn_dam_Ub6]	[Parkin_asyn_dam_Ub7]	[Parkin_asyn_dam_Ub8]	[Parkin_asyn_dam_Ub_DUB]	[Parkin_asyn_dam_Ub2_DUB]	[Parkin_asyn_dam_Ub3_DUB]	[Parkin_asyn_dam_Ub4_DUB]	[Parkin_asyn_dam_Ub5_DUB]	[Parkin_asyn_dam_Ub6_DUB]	[Parkin_asyn_dam_Ub7_DUB]	[Parkin_asyn_dam_Ub8_DUB]	[asyn_dam_Ub4_Proteasome]	[asyn_dam_Ub5_Proteasome]	[asyn_dam_Ub6_Proteasome]	[asyn_dam_Ub7_Proteasome]	[asyn_dam_Ub8_Proteasome]	[AggA1]	[AggA2]	[AggA3]	[AggA4]	[AggA5]	[AggD1]	[AggD2]	[AggD3]	[AggD4]	[AggD5]	[AggU1]	[AggU2]	[AggU3]	[AggU4]	[AggU5]	[AggS1]	[AggS2]	[AggS3]	[AggS4]	[AggS5]	[Source]	[Sink]	[aggasyn]	[aggasyndam]	[aggParkin]	[aggUb]	[aggE3]	[aggDUB]	[aggMisP]	[aggUchl1]	[aggUchl1dam]	[aggSUB]	[upregUb]
71	6000.45	81.0278	1432.4	106.781	25.7067	293.096	2.44726	160.02	1512.19	10	793.219	974.293	0.244724	0.244723	0.244722	0.24453	0.244339	0.244149	0.243958	304.766	0.110957	0.734015	1.42154	9.37632	343.7	100.001	100.001	100.001	100.001	100.001	100.001	100	99.9759	2.26518e-07	6.44864e-14	1.22557e-20	1.7478e-27	1.99452e-34	-1.54701e-19	4.26221e-07	10000	1000	1000	5786.86	5.09381	6.70454e-07	1200	0.0383121	198.359	0.00276451	497.864	812.683	2.07833	157.276	0.169846	0.016985	0.0169854	0.0169858	0.0169731	0.0169604	0.0169476	0.0169349	22.2156	20.0006	20.0358	25.0006	25.0358	30.0007	30.0712	40.0007	40.0745	0.0111028	0.0112894	0.0470219	3.27802	21.6195	2999.64	0.390901	1.6379	0.00312541	4799.92	0.00153944	0.000153944	0.000153943	0.000153943	0.000153823	0.000153703	0.000153583	0.000153464	0.0786923	3.343e-07	3.33787e-07	3.33273e-07	3.32503e-07	3.31734e-07	3.31332e-07	5.42902e-07	9.16301e-05	6.30619e-05	6.29368e-05	6.29794e-05	0.000126614	0.0185773	0.00159626	8.49883e-08	3.01677e-12	8.03145e-17	1.71057e-21	-1.07283e-06	-5.77595e-10	-2.07339e-13	-5.58241e-17	-1.20244e-20	-6.75311e-06	-2.3586e-08	-5.48304e-11	-9.55287e-14	-1.331e-16	1.62669e-10	1.85178e-18	1.283e-26	6.3873e-35	2.48382e-43	1	1	-1.27358e-23	-1.51126e-23	-3.30584e-28	-3.18882e-23	-4.78522e-24	-3.45319e-24	-3.82046e-24	-9.93694e-25	-1.08276e-18	-1.10002e-24	5.04895e-07
72	6000.46	81.047	1432.35	106.779	25.7063	293.033	2.44731	160.02	1512.28	10	793.221	974.294	0.24473	0.244729	0.244727	0.244536	0.244345	0.244154	0.243963	304.829	0.112162	0.731089	1.4152	9.36918	343.658	100.001	100.001	100.001	100.001	100.001	100.001	100	99.9757	2.2976e-07	6.63347e-14	1.27857e-20	1.84924e-27	2.14023e-34	-1.82213e-19	4.38318e-07	10000	1000	1000	5786.88	5.0466	6.86994e-07	1200	0.0388146	198.337	0.00284086	497.838	812.65	2.07739	157.281	0.16977	0.0169774	0.0169777	0.0169781	0.0169653	0.0169525	0.0169397	0.016927	22.2075	20.0006	20.0363	25.0006	25.0363	30.0007	30.0722	40.0007	40.0756	0.0111569	0.0113479	0.047351	3.2593	21.6398	2999.63	0.394685	1.66005	0.00312541	4799.92	0.00153944	0.000153943	0.000153943	0.000153942	0.000153823	0.000153703	0.000153583	0.000153464	0.0795866	3.39227e-07	3.38714e-07	3.382e-07	3.37426e-07	3.36653e-07	3.36269e-07	5.57047e-07	9.41537e-05	6.38021e-05	6.3677e-05	6.37287e-05	0.000129909	0.0190473	0.00161873	8.73984e-08	3.14601e-12	8.49348e-17	1.83445e-21	-1.08839e-06	-5.94468e-10	-2.16492e-13	-5.9134e-17	-1.29222e-20	-6.93712e-06	-2.4901e-08	-5.94929e-11	-1.06526e-13	-1.52538e-16	1.63787e-10	1.88568e-18	1.32182e-26	6.65786e-35	2.61931e-43	1	1	-1.52393e-23	-1.64766e-23	-3.99422e-28	-3.81019e-23	-5.71764e-24	-4.12583e-24	-4.56474e-24	-1.18727e-24	-1.27532e-18	-1.31426e-24	5.12354e-07
73	6000.46	81.0663	1432.31	106.777	25.706	292.972	2.44737	160.021	1512.38	10	793.223	974.294	0.244736	0.244734	0.244733	0.244542	0.244351	0.24416	0.243969	304.89	0.113358	0.728181	1.40891	9.36208	343.618	100.001	100.001	100.001	100.001	100.001	100.001	100	99.9754	2.33002e-07	6.82097e-14	1.33308e-20	1.95506e-27	2.29436e-34	-2.1412e-19	4.50584e-07	10000	1000	1000	5786.9	4.99987	7.03672e-07	1200	0.0393162	198.315	0.00291819	497.813	812.618	2.07651	157.286	0.1697	0.0169703	0.0169706	0.0169709	0.016958	0.0169452	0.0169324	0.0169196	22.1994	20.0006	20.0368	25.0006	25.0368	30.0007	30.0732	40.0007	40.0768	0.0112106	0.011406	0.0476747	3.2407	21.6599	2999.63	0.398431	1.68218	0.0031254	4799.92	0.00153943	0.000153943	0.000153943	0.000153942	0.000153822	0.000153702	0.000153583	0.000153463	0.080474	3.44154e-07	3.4364e-07	3.43126e-07	3.42348e-07	3.41572e-07	3.41207e-07	5.71445e-07	9.67054e-05	6.45374e-05	6.44123e-05	6.44735e-05	0.000133257	0.0195208	0.0016412	8.98423e-08	3.27889e-12	8.97517e-17	1.96541e-21	-1.10394e-06	-6.11584e-10	-2.2591e-13	-6.2589e-17	-1.38727e-20	-7.12339e-06	-2.6269e-08	-6.44772e-11	-1.18607e-13	-1.74477e-16	1.64905e-10	1.9198e-18	1.36133e-26	6.93643e-35	2.76045e-43	1	1	-1.81862e-23	-1.79417e-23	-4.81278e-28	-4.54117e-23	-6.8145e-24	-4.91705e-24	-5.44025e-24	-1.41498e-24	-1.49863e-18	-1.56626e-24	5.19824e-07
74	6000.47	81.0854	1432.26	106.777	25.7058	292.91	2.44744	160.021	1512.48	10	793.223	974.294	0.244742	0.244741	0.244739	0.244548	0.244357	0.244166	0.243975	304.952	0.114546	0.725293	1.40265	9.35502	343.578	100.001	100.001	100.001	100.001	100.001	100.001	100	99.9752	2.36247e-07	7.01114e-14	1.38914e-20	2.06539e-27	2.45729e-34	-2.5106e-19	4.63019e-07	10000	1000	1000	5786.92	4.95361	7.20488e-07	1200	0.0398168	198.293	0.00299651	497.788	812.585	2.07569	157.291	0.169634	0.0169637	0.0169639	0.0169642	0.0169513	0.0169384	0.0169255	0.0169127	22.1912	20.0006	20.0373	25.0006	25.0373	30.0007	30.0742	40.0007	40.0779	0.011264	0.0114637	0.0479933	3.22224	21.6798	2999.62	0.402141	1.70428	0.0031254	4799.92	0.00153943	0.000153943	0.000153942	0.000153942	0.000153822	0.000153702	0.000153582	0.000153463	0.0813547	3.49081e-07	3.48567e-07	3.48053e-07	3.47271e-07	3.46491e-07	3.46146e-07	5.86098e-07	9.92852e-05	6.52679e-05	6.51427e-05	6.52138e-05	0.000136658	0.0199978	0.00166368	9.23198e-08	3.41546e-12	9.47705e-17	2.10374e-21	-1.11949e-06	-6.28942e-10	-2.35597e-13	-6.61931e-17	-1.48784e-20	-7.31191e-06	-2.76914e-08	-6.98004e-11	-1.31859e-13	-1.99199e-16	1.6602e-10	1.95414e-18	1.40153e-26	7.22317e-35	2.9074e-43	1	1	-2.16489e-23	-1.95139e-23	-5.78453e-28	-5.39963e-23	-8.10268e-24	-5.84623e-24	-6.46843e-24	-1.68239e-24	-1.75717e-18	-1.8622e-24	5.27305e-07
75	6000.48	81.1045	1432.21	106.776	25.7057	292.85	2.4475	160.021	1512.57	10	793.224	974.294	0.244749	0.244747	0.244746	0.244554	0.244363	0.244172	0.243981	305.013	0.115725	0.722423	1.39644	9.348	343.539	100.001	100.001	100.001	100.001	100.001	100.001	100	99.975	2.39493e-07	7.20399e-14	1.44677e-20	2.18035e-27	2.6294e-34	-2.93727e-19	4.75623e-07	10000	1000	1000	5786.94	4.9078	7.3744e-07	1200	0.0403165	198.271	0.0030758	497.764	812.553	2.07492	157.296	0.169573	0.0169575	0.0169577	0.0169579	0.016945	0.0169321	0.0169192	0.0169063	22.183	20.0006	20.0378	25.0006	25.0378	30.0008	30.0752	40.0007	40.079	0.0113169	0.0115211	0.0483067	3.2039	21.6995	2999.62	0.405814	1.72635	0.00312539	4799.92	0.00153943	0.000153942	0.000153942	0.000153941	0.000153822	0.000153702	0.000153582	0.000153463	0.0822287	3.54007e-07	3.53494e-07	3.5298e-07	3.52194e-07	3.5141e-07	3.51085e-07	6.01009e-07	0.000101893	6.59937e-05	6.58684e-05	6.59498e-05	0.000140113	0.0204782	0.00168615	9.4831e-08	3.55577e-12	9.99969e-17	2.24975e-21	-1.13504e-06	-6.46543e-10	-2.45557e-13	-6.99506e-17	-1.59416e-20	-7.50268e-06	-2.91694e-08	-7.54802e-11	-1.46378e-13	-2.27009e-16	1.67135e-10	1.98869e-18	1.44243e-26	7.5182e-35	3.06033e-43	1	1	-2.57065e-23	-2.11991e-23	-6.93462e-28	-6.40512e-23	-9.61146e-24	-6.93447e-24	-7.67264e-24	-1.99558e-24	-2.0558e-18	-2.20879e-24	5.34796e-07
76	6000.48	81.1236	1432.16	106.777	25.7057	292.789	2.44757	160.021	1512.66	10	793.223	974.294	0.244755	0.244754	0.244752	0.244561	0.24437	0.244179	0.243988	305.073	0.116896	0.719572	1.39027	9.34102	343.501	100.001	100.001	100.001	100.001	100.001	100.001	100	99.9747	2.4274e-07	7.39951e-14	1.50598e-20	2.30008e-27	2.81106e-34	-3.42901e-19	4.88397e-07	10000	1000	1000	5786.96	4.86245	7.54524e-07	1200	0.0408151	198.248	0.00315607	497.741	812.521	2.0742	157.301	0.169516	0.0169518	0.0169519	0.0169521	0.0169391	0.0169262	0.0169132	0.0169003	22.1748	20.0006	20.0383	25.0006	25.0383	30.0008	30.0762	40.0008	40.0801	0.0113694	0.011578	0.0486151	3.18569	21.7191	2999.61	0.409451	1.7484	0.00312539	4799.91	0.00153943	0.000153942	0.000153942	0.000153941	0.000153821	0.000153702	0.000153582	0.000153462	0.0830961	3.58934e-07	3.58421e-07	3.57906e-07	3.57117e-07	3.56329e-07	3.56026e-07	6.1618e-07	0.000104528	6.67146e-05	6.65894e-05	6.66813e-05	0.000143621	0.0209619	0.00170862	9.73759e-08	3.69987e-12	1.05437e-16	2.40375e-21	-1.15059e-06	-6.64387e-10	-2.55794e-13	-7.38659e-17	-1.70648e-20	-7.69568e-06	-3.07044e-08	-8.15352e-11	-1.62264e-13	-2.5824e-16	1.68248e-10	2.02347e-18	1.48404e-26	7.82169e-35	3.21941e-43	1	1	-3.04491e-23	-2.3004e-23	-8.2919e-28	-7.57985e-23	-1.13742e-23	-8.2058e-24	-9.07949e-24	-2.36147e-24	-2.39997e-18	-2.61368e-24	5.42297e-07
77	6000.49	81.1425	1432.1	106.778	25.7057	292.73	2.44764	160.021	1512.75	10	793.222	974.294	0.244762	0.244761	0.244759	0.244568	0.244377	0.244186	0.243995	305.133	0.118059	0.71674	1.38414	9.33409	343.464	100.001	100.001	100.001	100.001	100.001	100.001	100	99.9745	2.45989e-07	7.59771e-14	1.56681e-20	2.4247e-27	3.00267e-34	-3.99498e-19	5.0134e-07	10000	1000	1000	5786.98	4.81755	7.7174e-07	1200	0.0413128	198.226	0.00323731	497.717	812.488	2.07352	157.306	0.169463	0.0169464	0.0169465	0.0169467	0.0169337	0.0169207	0.0169077	0.0168947	22.1666	20.0006	20.0388	25.0006	25.0388	30.0008	30.0772	40.0008	40.0813	0.0114216	0.0116346	0.0489184	3.16761	21.7384	2999.61	0.413052	1.77043	0.00312538	4799.91	0.00153942	0.000153942	0.000153941	0.000153941	0.000153821	0.000153701	0.000153582	0.000153462	0.0839568	3.63861e-07	3.63347e-07	3.62833e-07	3.6204e-07	3.61249e-07	3.60968e-07	6.31615e-07	0.000107191	6.74309e-05	6.73056e-05	6.74085e-05	0.000147182	0.0214489	0.00173109	9.99544e-08	3.84781e-12	1.11095e-16	2.56608e-21	-1.16615e-06	-6.82473e-10	-2.66311e-13	-7.79432e-17	-1.82503e-20	-7.89091e-06	-3.22978e-08	-8.79843e-11	-1.79625e-13	-2.93263e-16	1.69361e-10	2.05846e-18	1.52635e-26	8.13377e-35	3.38481e-43	1	1	-3.59855e-23	-2.49351e-23	-9.89211e-28	-8.95069e-23	-1.34312e-23	-9.68929e-24	-1.07211e-23	-2.78842e-24	-2.79608e-18	-3.08612e-24	5.49809e-07
78	6000.49	81.1614	1432.05	106.78	25.7059	292.67	2.44771	160.021	1512.84	10	793.22	974.294	0.24477	0.244768	0.244767	0.244575	0.244384	0.244193	0.244002	305.192	0.119213	0.713926	1.37805	9.32719	343.427	100.001	100.001	100.001	100.001	100.001	100.001	100	99.9743	2.49239e-07	7.7986e-14	1.62927e-20	2.55436e-27	3.20464e-34	-4.6449e-19	5.14452e-07	10000	1000	1000	5787	4.7731	7.89086e-07	1200	0.0418095	198.204	0.00331953	497.694	812.456	2.07288	157.312	0.169413	0.0169414	0.0169415	0.0169416	0.0169286	0.0169155	0.0169025	0.0168895	22.1584	20.0006	20.0393	25.0006	25.0393	30.0008	30.0782	40.0008	40.0824	0.0114734	0.0116908	0.0492167	3.14966	21.7576	2999.6	0.416618	1.79243	0.00312538	4799.91	0.00153942	0.000153942	0.000153941	0.000153941	0.000153821	0.000153701	0.000153581	0.000153462	0.084811	3.68788e-07	3.68274e-07	3.6776e-07	3.66963e-07	3.66168e-07	3.65911e-07	6.47316e-07	0.000109881	6.81425e-05	6.80171e-05	6.81314e-05	0.000150797	0.0219391	0.00175356	1.02567e-07	3.99964e-12	1.16978e-16	2.73706e-21	-1.1817e-06	-7.00802e-10	-2.77112e-13	-8.2187e-17	-1.95008e-20	-8.08836e-06	-3.3951e-08	-9.48473e-11	-1.98576e-13	-3.32474e-16	1.70472e-10	2.09367e-18	1.56938e-26	8.4546e-35	3.55672e-43	1	1	-4.24312e-23	-2.69995e-23	-1.17729e-27	-1.05461e-22	-1.58252e-23	-1.14157e-23	-1.26317e-23	-3.28531e-24	-3.25096e-18	-3.63594e-24	5.57332e-07
79	6000.5	81.1802	1431.99	106.782	25.7061	292.612	2.44779	160.022	1512.93	10	793.218	974.294	0.244777	0.244776	0.244774	0.244582	0.244391	0.2442	0.244009	305.251	0.120359	0.711131	1.37201	9.32034	343.392	100.001	100.001	100.001	100.001	100.001	100.001	100	99.974	2.52491e-07	8.00217e-14	1.69338e-20	2.68918e-27	3.41739e-34	-5.38971e-19	5.27733e-07	10000	1000	1000	5787.02	4.72909	8.06559e-07	1200	0.0423053	198.182	0.00340272	497.672	812.423	2.07228	157.317	0.169367	0.0169367	0.0169368	0.0169369	0.0169238	0.0169107	0.0168977	0.0168847	22.1503	20.0007	20.0398	25.0006	25.0398	30.0008	30.0792	40.0008	40.0835	0.0115248	0.0117466	0.0495102	3.13183	21.7766	2999.6	0.420149	1.81441	0.00312538	4799.91	0.00153942	0.000153941	0.000153941	0.00015394	0.000153821	0.000153701	0.000153581	0.000153461	0.0856587	3.73714e-07	3.73201e-07	3.72686e-07	3.71886e-07	3.71087e-07	3.70855e-07	6.63285e-07	0.000112597	6.88494e-05	6.8724e-05	6.885e-05	0.000154466	0.0224324	0.00177603	1.05213e-07	4.15541e-12	1.23092e-16	2.91703e-21	-1.19725e-06	-7.19373e-10	-2.88202e-13	-8.66017e-17	-2.08189e-20	-8.28802e-06	-3.56653e-08	-1.02145e-10	-2.19237e-13	-3.76304e-16	1.71582e-10	2.1291e-18	1.61313e-26	8.78432e-35	3.73533e-43	1	1	-4.99173e-23	-2.92043e-23	-1.39777e-27	-1.23986e-22	-1.86048e-23	-1.34202e-23	-1.48499e-23	-3.86221e-24	-3.77225e-18	-4.27426e-24	5.64865e-07
80	6000.51	81.199	1431.93	106.785	25.7064	292.554	2.44786	160.022	1513.02	10	793.215	974.294	0.244785	0.244783	0.244782	0.24459	0.244399	0.244208	0.244016	305.309	0.121498	0.708353	1.366	9.31353	343.357	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9738	2.55744e-07	8.20842e-14	1.75917e-20	2.8293e-27	3.64135e-34	-6.2421e-19	5.41183e-07	10000	1000	1000	5787.04	4.68552	8.24158e-07	1200	0.0428001	198.16	0.00348687	497.649	812.391	2.07171	157.322	0.169323	0.0169324	0.0169324	0.0169324	0.0169193	0.0169063	0.0168932	0.0168801	22.1421	20.0007	20.0403	25.0007	25.0403	30.0008	30.0802	40.0008	40.0846	0.0115758	0.0118021	0.0497987	3.11412	21.7954	2999.59	0.423645	1.83636	0.00312537	4799.91	0.00153942	0.000153941	0.000153941	0.00015394	0.00015382	0.000153701	0.000153581	0.000153461	0.0864999	3.78641e-07	3.78128e-07	3.77613e-07	3.76808e-07	3.76006e-07	3.758e-07	6.79526e-07	0.000115341	6.95516e-05	6.94262e-05	6.95644e-05	0.000158189	0.0229288	0.0017985	1.07892e-07	4.31518e-12	1.29443e-16	3.10635e-21	-1.2128e-06	-7.38187e-10	-2.99583e-13	-9.11919e-17	-2.22074e-20	-8.48988e-06	-3.74421e-08	-1.09898e-10	-2.41738e-13	-4.25233e-16	1.72691e-10	2.16475e-18	1.6576e-26	9.12309e-35	3.9208e-43	1	1	-5.8601e-23	-3.15572e-23	-1.65591e-27	-1.45468e-22	-2.18282e-23	-1.57445e-23	-1.74223e-23	-4.53119e-24	-4.36883e-18	-5.01444e-24	5.72408e-07
81	6000.51	81.2177	1431.87	106.788	25.7068	292.496	2.44794	160.022	1513.1	10	793.212	974.293	0.244793	0.244791	0.244789	0.244598	0.244406	0.244215	0.244024	305.367	0.122628	0.705594	1.36003	9.30676	343.323	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9736	2.58999e-07	8.41737e-14	1.82666e-20	2.97487e-27	3.87696e-34	-7.21574e-19	5.54803e-07	10000	1000	1000	5787.06	4.64239	8.41881e-07	1200	0.0432939	198.138	0.00357199	497.626	812.359	2.07117	157.327	0.169283	0.0169283	0.0169283	0.0169283	0.0169152	0.0169021	0.016889	0.0168759	22.1339	20.0007	20.0408	25.0007	25.0408	30.0008	30.0812	40.0008	40.0857	0.0116265	0.0118572	0.0500825	3.09654	21.814	2999.59	0.427107	1.85829	0.00312537	4799.91	0.00153942	0.000153941	0.000153941	0.00015394	0.00015382	0.0001537	0.000153581	0.000153461	0.0873347	3.83568e-07	3.83054e-07	3.8254e-07	3.81731e-07	3.80925e-07	3.80746e-07	6.96041e-07	0.000118111	7.02493e-05	7.01239e-05	7.02745e-05	0.000161967	0.0234281	0.00182097	1.10605e-07	4.47898e-12	1.36036e-16	3.30537e-21	-1.22835e-06	-7.57243e-10	-3.1126e-13	-9.59621e-17	-2.36689e-20	-8.69393e-06	-3.92829e-08	-1.18129e-10	-2.66214e-13	-4.79774e-16	1.738e-10	2.20062e-18	1.7028e-26	9.47105e-35	4.11334e-43	1	1	-6.86515e-23	-3.4066e-23	-1.95744e-27	-1.70326e-22	-2.55581e-23	-1.84339e-23	-2.03987e-23	-5.30526e-24	-5.05027e-18	-5.87086e-24	5.79962e-07
82	6000.52	81.2363	1431.8	106.792	25.7072	292.439	2.44802	160.022	1513.19	10	793.208	974.293	0.244801	0.244799	0.244797	0.244606	0.244414	0.244223	0.244032	305.424	0.12375	0.702853	1.3541	9.30003	343.29	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9734	2.62255e-07	8.629e-14	1.89588e-20	3.12602e-27	4.12467e-34	-8.32574e-19	5.68591e-07	10000	1000	1000	5787.07	4.59968	8.59726e-07	1200	0.0437868	198.116	0.00365808	497.604	812.326	2.07067	157.332	0.169245	0.0169245	0.0169244	0.0169244	0.0169113	0.0168981	0.016885	0.0168719	22.1258	20.0007	20.0413	25.0007	25.0413	30.0008	30.0822	40.0008	40.0869	0.0116768	0.011912	0.0503615	3.07908	21.8325	2999.58	0.430534	1.88019	0.00312536	4799.91	0.00153941	0.000153941	0.00015394	0.00015394	0.00015382	0.0001537	0.00015358	0.000153461	0.0881632	3.88495e-07	3.87981e-07	3.87466e-07	3.86654e-07	3.85844e-07	3.85693e-07	7.12833e-07	0.000120907	7.09424e-05	7.0817e-05	7.09805e-05	0.000165798	0.0239303	0.00184344	1.13352e-07	4.64688e-12	1.42877e-16	3.51447e-21	-1.2439e-06	-7.76542e-10	-3.23237e-13	-1.00917e-16	-2.52064e-20	-8.90017e-06	-4.11889e-08	-1.2686e-10	-2.92812e-13	-5.40481e-16	1.74907e-10	2.23671e-18	1.74873e-26	9.82835e-35	4.31313e-43	1	1	-8.02576e-23	-3.67389e-23	-2.30872e-27	-1.99025e-22	-2.98644e-23	-2.15388e-23	-2.38349e-23	-6.19891e-24	-5.82715e-18	-6.85956e-24	5.87527e-07
83	6000.53	81.2548	1431.73	106.796	25.7077	292.382	2.44811	160.022	1513.27	10	793.204	974.292	0.244809	0.244807	0.244806	0.244614	0.244423	0.244231	0.24404	305.481	0.124865	0.70013	1.34822	9.29335	343.258	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9731	2.65513e-07	8.84333e-14	1.96684e-20	3.2829e-27	4.38494e-34	-9.58945e-19	5.82549e-07	10000	1000	1000	5787.09	4.5574	8.77692e-07	1200	0.0442787	198.094	0.00374512	497.582	812.294	2.07019	157.337	0.169209	0.0169209	0.0169208	0.0169208	0.0169076	0.0168945	0.0168813	0.0168682	22.1176	20.0007	20.0418	25.0007	25.0418	30.0009	30.0832	40.0008	40.088	0.0117268	0.0119664	0.0506359	3.06174	21.8507	2999.58	0.433928	1.90207	0.00312536	4799.91	0.00153941	0.000153941	0.00015394	0.00015394	0.00015382	0.0001537	0.00015358	0.00015346	0.0889853	3.93421e-07	3.92908e-07	3.92393e-07	3.91577e-07	3.90763e-07	3.90642e-07	7.29904e-07	0.00012373	7.1631e-05	7.15055e-05	7.16824e-05	0.000169684	0.0244354	0.00186591	1.16133e-07	4.81893e-12	1.49974e-16	3.73401e-21	-1.25944e-06	-7.96083e-10	-3.35516e-13	-1.06061e-16	-2.68228e-20	-9.10859e-06	-4.31618e-08	-1.36115e-10	-3.21683e-13	-6.07965e-16	1.76014e-10	2.27302e-18	1.79541e-26	1.01952e-34	4.52036e-43	1	1	-9.36417e-23	-3.95842e-23	-2.71744e-27	-2.32115e-22	-3.48294e-23	-2.51184e-23	-2.77967e-23	-7.22922e-24	-6.7116e-18	-7.99941e-24	5.95102e-07
84	6000.53	81.2732	1431.67	106.8	25.7083	292.326	2.44819	160.023	1513.35	10	793.2	974.292	0.244817	0.244816	0.244814	0.244622	0.244431	0.244239	0.244048	305.537	0.125971	0.697424	1.34237	9.2867	343.226	100.001	100.001	100.001	100.001	100.001	100.001	100.001	99.9729	2.68773e-07	9.06035e-14	2.03957e-20	3.44565e-27	4.65826e-34	-1.10258e-18	5.96676e-07	10000	1000	1000	5787.11	4.51554	8.95776e-07	1200	0.0447697	198.072	0.00383313	497.559	812.262	2.06973	157.342	0.169176	0.0169175	0.0169174	0.0169174	0.0169042	0.016891	0.0168778	0.0168647	22.1095	20.0007	20.0423	25.0007	25.0423	30.0009	30.0842	40.0009	40.0891	0.0117764	0.0120205	0.0509056	3.04453	21.8688	2999.57	0.437289	1.92392	0.00312535	4799.91	0.00153941	0.00015394	0.00015394	0.00015394	0.00015382	0.0001537	0.00015358	0.00015346	0.0898012	3.98348e-07	3.97834e-07	3.9732e-07	3.965e-07	3.95682e-07	3.95592e-07	7.47256e-07	0.000126578	7.2315e-05	7.21895e-05	7.23802e-05	0.000173624	0.0249433	0.00188838	1.18947e-07	4.99516e-12	1.57331e-16	3.96439e-21	-1.27499e-06	-8.15867e-10	-3.48103e-13	-1.114e-16	-2.8521e-20	-9.31918e-06	-4.52028e-08	-1.45917e-10	-3.52991e-13	-6.82884e-16	1.7712e-10	2.30955e-18	1.84282e-26	1.05716e-34	4.73524e-43	1	1	-1.09048e-22	-4.26109e-23	-3.19208e-27	-2.70199e-22	-4.05438e-23	-2.92381e-23	-3.23563e-23	-8.415e-24	-7.7169e-18	-9.31121e-24	6.02687e-07
