Time	[TGF_RII]	[TGFbeta_TGF_RII]	[TGF_RI]	[Rec_active]	[Smad2_c]	[SARA]	[Smad2_SARA]	[pSmad2_c]	[Smad4_c]	[pSmad2_Smad4_c]	[Smad7_c]	[Smad7_Smurf2_c]	[Rec_Smad7]	[Smurf2_c]	[SnoN_c]	[Smad3_c]	[pSmad3_c]	[Smad3_SARA]	[pSmad3_Smad4_c]	[Ski_c]	[Smad3_Ski_c]	[Smurf1_c]	[Smad7_Smurf1_c]	[pSmad2_Smad4_Ski_n]	[Smad2_Ski_c]	[pSmad2_SnoN_n]	[pSmad3_SnoN_n]	[Arkadia_c]	[Smad4_n]	[pSmad2_Smad4_n]	[SnoN_n]	[pSmad2_Smad4_SnoN_n]	[Smurf2_n]	[pSmad2_n]	[Smad2_n]	[Smad7_n]	[Smad7_Smurf2_n]	[Smad4_SnoN_n]	[Smad3_n]	[pSmad3_Smad4_n]	[Smad4_Smad2_n]	[pSmad3_n]	[pSmad3_Smad4_SnoN_n]	[Ski_n]	[Smad4_Ski_n]	[Smurf1_n]	[Smad7_Smurf1_n]	[pSmad3_Smad4_Ski_n]	[Smad4_Smad3_n]	[freePromoters]	[inactivePromoters]	[geneProduct]	[Arkadia_n]
68	0.0412105	0.00290927	0.381622	8.79332e-05	0.0460132	0.00200057	0.000756411	0.00301602	0.0773668	0.00330743	0.00313879	1.62016e-05	2.23712e-05	0.00114635	9.17737e-05	0.0793146	0.00362199	0.00147949	0.00489552	9.15991e-05	9.02076e-06	9.6573e-05	9.1096e-06	6.07211e-08	4.51742e-06	3.0785e-20	4.3883e-20	0.000189223	0.0711134	0.0111576	4.41104e-05	6.07223e-08	0.00766219	0.00733942	0.154643	0.000168323	3.09893e-06	5.33601e-05	0.127946	0.0154777	0.00473477	0.00877497	6.07303e-08	4.26917e-05	4.58991e-05	0.00459571	1.84269e-06	6.07285e-08	0.00670271	0.0957308	4.92207e-07	0.00426866	0.000182562
69	0.0413964	0.00296131	0.383473	9.02086e-05	0.0456705	0.00207841	0.00077297	0.00308374	0.076709	0.00348105	0.00333996	1.64677e-05	2.46437e-05	0.00115639	9.24861e-05	0.077199	0.00368613	0.00148971	0.00512283	9.22893e-05	8.84679e-06	9.75949e-05	9.36071e-06	6.08608e-08	4.48857e-06	3.4026e-20	4.7863e-20	0.000189627	0.0702818	0.0119037	4.45431e-05	6.08622e-08	0.00770505	0.00750501	0.157994	0.000178224	3.29009e-06	5.3664e-05	0.129516	0.0164263	0.00516559	0.00893278	6.08707e-08	4.30966e-05	4.61083e-05	0.00465378	1.97107e-06	6.08688e-08	0.00729138	0.0954174	4.93128e-07	0.00458206	0.000183215
70	0.0415778	0.00301273	0.385272	9.23325e-05	0.0454051	0.00215887	0.000790775	0.00314803	0.0760571	0.00365208	0.00355095	1.68088e-05	2.71179e-05	0.00116672	9.32198e-05	0.0752552	0.00374424	0.00150073	0.00534021	9.29963e-05	8.67668e-06	9.86213e-05	9.65671e-06	6.09664e-08	4.46283e-06	3.74465e-20	5.1925e-20	0.000190015	0.0694649	0.012662	4.49831e-05	6.09679e-08	0.00774944	0.00766258	0.161264	0.000188808	3.49695e-06	5.39463e-05	0.130981	0.0173746	0.00561866	0.00907652	6.0977e-08	4.35079e-05	4.62997e-05	0.00471188	2.11007e-06	6.09749e-08	0.00790591	0.0950976	4.93784e-07	0.00490187	0.000183845
71	0.0417547	0.00306354	0.387022	9.42863e-05	0.0452215	0.0022417	0.000809934	0.00320862	0.0754164	0.00381952	0.00377132	1.72292e-05	2.98023e-05	0.00117734	9.39726e-05	0.0734925	0.00379616	0.00151272	0.00554597	9.37178e-05	8.51149e-06	9.96513e-05	1.00005e-05	6.10406e-08	4.44065e-06	4.10305e-20	5.60313e-20	0.00019039	0.0686701	0.0134297	4.54293e-05	6.10423e-08	0.0077955	0.00781147	0.164441	0.000200077	3.72005e-06	5.42087e-05	0.132336	0.0183176	0.00609353	0.00920576	6.10519e-08	4.39244e-05	4.64749e-05	0.00477	2.26006e-06	6.10496e-08	0.00854488	0.0947728	4.942e-07	0.00522667	0.00018445
72	0.0419275	0.00311372	0.388723	9.60523e-05	0.0451239	0.00232658	0.000830562	0.00326525	0.0747921	0.00398237	0.00400057	1.77326e-05	3.2704e-05	0.00118824	9.47421e-05	0.0719182	0.0038418	0.00152586	0.00573866	9.44512e-05	8.35224e-06	0.000100684	1.03947e-05	6.10865e-08	4.42246e-06	4.47567e-20	6.01411e-20	0.00019075	0.0679045	0.0142038	4.58803e-05	6.10883e-08	0.00784338	0.00795103	0.167514	0.000212027	3.95983e-06	5.44531e-05	0.133578	0.0192502	0.00658959	0.00932022	6.10985e-08	4.43448e-05	4.66357e-05	0.00482815	2.42136e-06	6.1096e-08	0.00920669	0.0944445	4.94401e-07	0.00555503	0.000185033
73	0.0420961	0.00316326	0.390376	9.76149e-05	0.0451159	0.0024132	0.000852775	0.00331769	0.0741891	0.0041397	0.00423809	1.8323e-05	3.58282e-05	0.00119942	9.55256e-05	0.0705372	0.00388112	0.00154033	0.00591699	9.51937e-05	8.19992e-06	0.000101718	1.08421e-05	6.11072e-08	4.4087e-06	4.85985e-20	6.42113e-20	0.000191096	0.0671749	0.0149811	4.63347e-05	6.11092e-08	0.00789317	0.00808066	0.170475	0.000224649	4.21667e-06	5.46814e-05	0.134705	0.0201679	0.0071061	0.00941971	6.11199e-08	4.47676e-05	4.67838e-05	0.00488632	2.59422e-06	6.11172e-08	0.0098895	0.094114	4.94415e-07	0.00588546	0.000185594
74	0.0422607	0.00321215	0.391984	9.89602e-05	0.0452008	0.00250116	0.000876694	0.00336571	0.0736122	0.00429059	0.0044832	1.90041e-05	3.91783e-05	0.00121087	9.632e-05	0.0693526	0.00391414	0.00155631	0.00607995	9.59425e-05	8.0555e-06	0.000102753	1.13454e-05	6.11062e-08	4.39981e-06	5.25237e-20	6.81975e-20	0.00019143	0.0664875	0.0157586	4.67909e-05	6.11084e-08	0.00794496	0.00819975	0.173312	0.000237926	4.49086e-06	5.48958e-05	0.135716	0.0210662	0.00764217	0.00950418	6.11195e-08	4.51911e-05	4.69213e-05	0.0049445	2.77882e-06	6.11166e-08	0.0105913	0.093783	4.94269e-07	0.00621649	0.000186134
75	0.0424214	0.00326038	0.393547	0.000100077	0.0453811	0.00259008	0.000902439	0.00340907	0.0730657	0.00443419	0.00473516	1.97794e-05	4.27554e-05	0.00122256	9.71225e-05	0.0683656	0.00394088	0.00157402	0.00622672	9.66945e-05	7.91988e-06	0.000103788	1.19073e-05	6.1087e-08	4.39622e-06	5.64948e-20	7.2054e-20	0.000191751	0.0658481	0.016533	4.72473e-05	6.10893e-08	0.0079988	0.00830772	0.176015	0.00025184	4.78258e-06	5.50984e-05	0.136608	0.0219409	0.00819677	0.00957365	6.1101e-08	4.56139e-05	4.70501e-05	0.00500267	2.97527e-06	6.10978e-08	0.01131	0.0934529	4.93994e-07	0.00654662	0.000186653
76	0.0425784	0.00330794	0.395067	0.000100957	0.045659	0.00267954	0.000930134	0.00344758	0.0725536	0.00456969	0.00499316	2.06529e-05	4.65585e-05	0.0012345	9.79298e-05	0.0675761	0.00396143	0.00159364	0.00635674	9.74466e-05	7.79391e-06	0.000104821	1.25305e-05	6.10532e-08	4.39833e-06	6.04689e-20	7.57352e-20	0.00019206	0.0652619	0.0173012	4.77023e-05	6.10558e-08	0.00805472	0.00840403	0.178575	0.000266364	5.09191e-06	5.52916e-05	0.137383	0.0227884	0.00876875	0.00962819	6.10679e-08	4.60342e-05	4.71725e-05	0.00506083	3.1836e-06	6.10645e-08	0.0120433	0.0931251	4.93619e-07	0.00687442	0.000187153
77	0.0427317	0.00335483	0.396544	0.000101593	0.0460363	0.00276909	0.000959901	0.00348103	0.0720794	0.00469636	0.00525634	2.16283e-05	5.05838e-05	0.00124665	9.87388e-05	0.0669824	0.00397587	0.00161538	0.00646963	9.8196e-05	7.67836e-06	0.000105851	1.32177e-05	6.10087e-08	4.40655e-06	6.43979e-20	7.91953e-20	0.000192358	0.0647335	0.01806	4.81541e-05	6.10115e-08	0.00811273	0.00848816	0.180982	0.000281467	5.41886e-06	5.54778e-05	0.13804	0.0236053	0.00935684	0.00966796	6.1024e-08	4.64504e-05	4.72906e-05	0.00511896	3.40376e-06	6.10203e-08	0.0127889	0.092801	4.93176e-07	0.00719848	0.000187635
78	0.0428815	0.00340103	0.39798	0.000101984	0.0465139	0.00285831	0.000991862	0.00350924	0.0716465	0.00481349	0.00552381	2.27097e-05	5.48254e-05	0.00125899	9.95462e-05	0.0665819	0.0039843	0.00163942	0.00656522	9.89394e-05	7.57394e-06	0.000106877	1.39719e-05	6.09572e-08	4.42126e-06	6.82301e-20	8.23898e-20	0.000192644	0.064267	0.0188065	4.86012e-05	6.09601e-08	0.00817283	0.00855963	0.183225	0.000297113	5.76328e-06	5.56595e-05	0.13858	0.0243885	0.00995963	0.00969312	6.09729e-08	4.68608e-05	4.74065e-05	0.00517704	3.63563e-06	6.09691e-08	0.0135443	0.092482	4.92695e-07	0.00751746	0.000188098
79	0.0430278	0.00344654	0.399376	0.000102128	0.0470925	0.00294672	0.00102613	0.00353207	0.0712577	0.00492046	0.00579462	2.39012e-05	5.92749e-05	0.00127151	0.000100349	0.0663712	0.00398683	0.00166597	0.00664351	9.96739e-05	7.48129e-06	0.000107899	1.47959e-05	6.09023e-08	4.44282e-06	7.19101e-20	8.52762e-20	0.00019292	0.063866	0.0195374	4.90417e-05	6.09055e-08	0.00823498	0.00861802	0.185297	0.000313261	6.12495e-06	5.5839e-05	0.139004	0.0251355	0.0105756	0.00970389	6.09186e-08	4.72637e-05	4.75225e-05	0.00523505	3.87898e-06	6.09145e-08	0.014307	0.0921694	4.92206e-07	0.00783009	0.000188544
80	0.0431707	0.00349136	0.400733	0.00010203	0.0477721	0.00303391	0.00106282	0.00354935	0.0709154	0.00501671	0.00606784	2.52073e-05	6.39214e-05	0.00128418	0.000101143	0.0663464	0.00398359	0.0016952	0.00670463	0.000100396	7.40096e-06	0.000108915	1.56928e-05	6.08479e-08	4.47158e-06	7.53809e-20	8.78142e-20	0.000193185	0.0635335	0.0202499	4.9474e-05	6.08513e-08	0.00829917	0.00866294	0.187188	0.000329865	6.50353e-06	5.6019e-05	0.139312	0.0258438	0.0112032	0.00970049	6.08647e-08	4.76574e-05	4.76408e-05	0.00529296	4.13351e-06	6.08603e-08	0.0150746	0.0918643	4.9174e-07	0.00813518	0.000188974
81	0.0433104	0.00353547	0.402052	0.000101696	0.048552	0.00311943	0.00110204	0.00356099	0.0706219	0.00510173	0.00634248	2.66325e-05	6.87518e-05	0.00129697	0.000101927	0.0665028	0.00397471	0.00172728	0.00674885	0.000101104	7.33344e-06	0.000109924	1.66658e-05	6.07976e-08	4.50783e-06	7.85848e-20	8.99674e-20	0.000193441	0.0632721	0.020941	4.98965e-05	6.08012e-08	0.00836532	0.00869409	0.18889	0.000346878	6.89857e-06	5.62018e-05	0.139505	0.0265115	0.0118407	0.00968321	6.08148e-08	4.80405e-05	4.77635e-05	0.00535076	4.39886e-06	6.08102e-08	0.0158446	0.0915679	4.91326e-07	0.0084316	0.000189387
82	0.0434469	0.00357889	0.403334	0.000101133	0.0494308	0.00320286	0.00114387	0.00356691	0.0703789	0.00517509	0.00661759	2.81814e-05	7.37512e-05	0.00130988	0.000102696	0.0668354	0.00396031	0.00176237	0.00677655	0.000101795	7.27914e-06	0.000110925	1.77179e-05	6.07549e-08	4.55186e-06	8.14657e-20	9.17038e-20	0.000193687	0.0630839	0.0216079	5.03076e-05	6.07588e-08	0.0084334	0.00871124	0.190395	0.000364245	7.30952e-06	5.639e-05	0.139585	0.0271369	0.0124863	0.00965232	6.07726e-08	4.84114e-05	4.78928e-05	0.00540842	4.67455e-06	6.07677e-08	0.0166145	0.0912812	4.90992e-07	0.00871834	0.000189785
83	0.0435803	0.0036216	0.40458	0.000100354	0.0504064	0.00328383	0.0011884	0.00356705	0.0701878	0.00523643	0.00689219	2.98592e-05	7.89027e-05	0.00132286	0.000103449	0.0673387	0.00394057	0.00180063	0.00678818	0.000102466	7.23841e-06	0.000111917	1.88525e-05	6.07234e-08	4.60389e-06	8.39705e-20	9.29971e-20	0.000193923	0.0629704	0.0222479	5.07059e-05	6.07275e-08	0.00850334	0.00871424	0.191697	0.000381913	7.73571e-06	5.6586e-05	0.139554	0.0277187	0.0131382	0.00960818	6.07414e-08	4.87687e-05	4.80308e-05	0.0054659	4.96005e-06	6.07363e-08	0.0173818	0.0910051	4.90766e-07	0.00899444	0.000190167
84	0.0437107	0.0036636	0.405792	9.93704e-05	0.0514758	0.00336196	0.00123568	0.00356142	0.0700499	0.00528548	0.00716534	3.16707e-05	8.41878e-05	0.0013359	0.000104182	0.0680069	0.00391564	0.00184216	0.00678428	0.000103114	7.21152e-06	0.000112899	2.00727e-05	6.07064e-08	4.66412e-06	8.60515e-20	9.38278e-20	0.000194151	0.0629328	0.0228585	5.10898e-05	6.07107e-08	0.00857506	0.00870307	0.192789	0.000399822	8.17641e-06	5.67922e-05	0.139412	0.0282557	0.0137944	0.00955116	6.07246e-08	4.9111e-05	4.81796e-05	0.0055232	5.25475e-06	6.07192e-08	0.0181442	0.0907405	4.90675e-07	0.00925905	0.000190536
85	0.0438382	0.0037049	0.406969	9.81986e-05	0.0526349	0.00343695	0.00128577	0.00355005	0.0699659	0.00532202	0.0074361	3.36212e-05	8.95872e-05	0.00134898	0.000104892	0.0688337	0.00388571	0.00188708	0.00676546	0.000103738	7.19865e-06	0.000113871	2.1382e-05	6.0707e-08	4.73268e-06	8.76679e-20	9.41834e-20	0.00019437	0.0629719	0.0234372	5.14581e-05	6.07116e-08	0.00864851	0.00867779	0.193667	0.000417914	8.63075e-06	5.70109e-05	0.139162	0.028747	0.014453	0.0094817	6.07255e-08	4.94371e-05	4.83412e-05	0.00558027	5.55798e-06	6.07198e-08	0.0188992	0.0904881	4.90743e-07	0.0095114	0.000190891
86	0.0439628	0.00374549	0.408114	9.68546e-05	0.0538789	0.0035085	0.00133867	0.00353304	0.0699362	0.00534595	0.00770355	3.57156e-05	9.50803e-05	0.00136209	0.000105578	0.0698122	0.003851	0.00193548	0.00673236	0.000104335	7.19995e-06	0.000114831	2.27833e-05	6.07283e-08	4.80964e-06	8.87879e-20	9.40597e-20	0.000194581	0.0630881	0.0239818	5.18096e-05	6.07331e-08	0.00872361	0.0086386	0.194328	0.000436127	9.09783e-06	5.72443e-05	0.138807	0.029192	0.0151121	0.0094003	6.0747e-08	4.97459e-05	4.85173e-05	0.00563708	5.86899e-06	6.07411e-08	0.0196447	0.0902487	4.90995e-07	0.0097508	0.000191232
87	0.0440846	0.00378538	0.409226	9.5356e-05	0.0552017	0.0035764	0.00139438	0.00351052	0.0699611	0.00535726	0.00796682	3.79591e-05	0.000100646	0.00137519	0.000106237	0.070935	0.00381174	0.0019874	0.00668568	0.000104904	7.21544e-06	0.000115779	2.42799e-05	6.07732e-08	4.89503e-06	8.93902e-20	9.34613e-20	0.000194784	0.0632813	0.0244903	5.21431e-05	6.07782e-08	0.00880029	0.00858581	0.19477	0.0004544	9.57662e-06	5.74945e-05	0.138349	0.0295903	0.0157695	0.00930752	6.0792e-08	5.00364e-05	4.87098e-05	0.00569362	6.187e-06	6.07859e-08	0.0203785	0.0900229	4.91454e-07	0.00997664	0.000191561
88	0.0442037	0.00382457	0.410307	9.37212e-05	0.0565964	0.00364046	0.00145287	0.00348268	0.0700405	0.00535604	0.00822505	4.03567e-05	0.000106264	0.00138827	0.000106868	0.0721943	0.00376819	0.00204289	0.00662618	0.000105443	7.24511e-06	0.000116714	2.58748e-05	6.08443e-08	4.98878e-06	8.9465e-20	9.24011e-20	0.00019498	0.063551	0.0249609	5.24578e-05	6.08496e-08	0.00887847	0.0085199	0.194992	0.000472669	1.00661e-05	5.77637e-05	0.137793	0.0299415	0.0164233	0.00920399	6.08632e-08	5.03078e-05	4.89203e-05	0.00574986	6.51115e-06	6.08569e-08	0.0210983	0.0898111	4.92139e-07	0.0101884	0.000191877
89	0.0443201	0.00386307	0.411358	9.19688e-05	0.0580549	0.00370055	0.00151406	0.00344978	0.0701738	0.00534246	0.00847742	4.2913e-05	0.000111911	0.00140132	0.000107467	0.0735812	0.00372065	0.00210193	0.00655462	0.00010595	7.28884e-06	0.000117635	2.75706e-05	6.09442e-08	5.09075e-06	8.90144e-20	9.09007e-20	0.000195168	0.0638963	0.0253918	5.27528e-05	6.09497e-08	0.00895809	0.00844143	0.194997	0.000490874	1.0565e-05	5.80536e-05	0.137142	0.0302458	0.0170714	0.00909043	6.09632e-08	5.05593e-05	4.91504e-05	0.00580576	6.84056e-06	6.09566e-08	0.0218023	0.0896139	4.93071e-07	0.0103856	0.000192181
90	0.044434	0.00390087	0.412379	9.01175e-05	0.0595683	0.00375661	0.00157785	0.00341209	0.0703605	0.00531683	0.00872317	4.56325e-05	0.000117569	0.00141432	0.000108034	0.0750866	0.00366942	0.00216452	0.00647184	0.000106426	7.34645e-06	0.000118542	2.93699e-05	6.10752e-08	5.20073e-06	8.80526e-20	8.89897e-20	0.000195349	0.0643161	0.0257818	5.30275e-05	6.1081e-08	0.00903906	0.00835111	0.194786	0.000508951	1.10722e-05	5.83659e-05	0.136401	0.0305033	0.0177118	0.00896761	6.10942e-08	5.07903e-05	4.94014e-05	0.00586129	7.17429e-06	6.10874e-08	0.0224884	0.0894316	4.94268e-07	0.0105679	0.000192474
91	0.0445453	0.00393798	0.413372	8.81857e-05	0.0611268	0.00380864	0.00164411	0.00336996	0.0705993	0.00527955	0.00896156	4.85194e-05	0.000123216	0.00142725	0.000108568	0.0767006	0.00361486	0.00223058	0.00637868	0.000106868	7.41768e-06	0.000119434	3.12748e-05	6.12393e-08	5.31841e-06	8.66054e-20	8.67048e-20	0.000195523	0.0648086	0.0261299	5.32812e-05	6.12453e-08	0.0091213	0.00824977	0.194366	0.000526841	1.15865e-05	5.87023e-05	0.135577	0.0307144	0.0183424	0.00883637	6.12584e-08	5.10005e-05	4.96746e-05	0.00591644	7.51138e-06	6.12513e-08	0.023155	0.0892645	4.95744e-07	0.010735	0.000192756
92	0.0446542	0.00397441	0.414336	8.61914e-05	0.0627198	0.00385666	0.00171267	0.00332378	0.0708889	0.0052311	0.0091919	5.15771e-05	0.000128834	0.00144011	0.000109066	0.0784126	0.00355733	0.00230002	0.00627604	0.000107275	7.50215e-06	0.000120311	3.32873e-05	6.14385e-08	5.4434e-06	8.47093e-20	8.40885e-20	0.000195691	0.0653717	0.0264351	5.35136e-05	6.14447e-08	0.00920474	0.00813833	0.193743	0.000544483	1.21064e-05	5.90641e-05	0.134674	0.0308797	0.0189614	0.00869761	6.14575e-08	5.11896e-05	4.9971e-05	0.00597117	7.85085e-06	6.14502e-08	0.0238003	0.0891128	4.97515e-07	0.0108867	0.000193028
93	0.0447606	0.00401018	0.415274	8.41516e-05	0.0643363	0.00390078	0.00178333	0.00327395	0.0712278	0.0051721	0.00941355	5.48087e-05	0.000134403	0.00145287	0.000109528	0.0802115	0.00349721	0.00237273	0.0061648	0.000107649	7.59943e-06	0.000121171	3.54087e-05	6.16744e-08	5.57522e-06	8.24096e-20	8.11882e-20	0.000195852	0.0660031	0.0266971	5.37245e-05	6.16808e-08	0.00928929	0.00801781	0.192925	0.00056182	1.26307e-05	5.94526e-05	0.1337	0.031	0.0195669	0.00855229	6.16933e-08	5.13575e-05	5.02915e-05	0.00602546	8.1917e-06	6.16858e-08	0.0244227	0.0889768	4.99593e-07	0.0110227	0.000193289
94	0.0448648	0.00404527	0.416185	8.20825e-05	0.0659647	0.00394115	0.00185587	0.00322091	0.071614	0.00510322	0.00962593	5.82165e-05	0.000139908	0.00146553	0.000109954	0.0820859	0.0034349	0.00244856	0.00604592	0.000107987	7.70901e-06	0.000122016	3.76399e-05	6.19484e-08	5.7133e-06	7.97583e-20	7.80541e-20	0.000196008	0.0666999	0.0269157	5.39137e-05	6.1955e-08	0.00937486	0.00788928	0.191923	0.000578797	1.3158e-05	5.98687e-05	0.132661	0.0310762	0.0201569	0.00840138	6.19672e-08	5.15043e-05	5.06368e-05	0.00607929	8.53291e-06	6.19595e-08	0.0250208	0.0888563	5.01987e-07	0.0111432	0.000193541
95	0.0449666	0.00407971	0.41707	7.9999e-05	0.0675936	0.00397795	0.00193001	0.00316513	0.0720454	0.00502522	0.00982849	6.18023e-05	0.000145332	0.00147806	0.000110342	0.0840238	0.0033708	0.00252733	0.00592031	0.000108291	7.83027e-06	0.000122844	3.99814e-05	6.22616e-08	5.85701e-06	7.68125e-20	7.47376e-20	0.000196157	0.0674589	0.0270908	5.40814e-05	6.22684e-08	0.00946135	0.00775386	0.190748	0.000595359	1.36869e-05	6.03132e-05	0.131566	0.0311095	0.0207299	0.00824588	6.22803e-08	5.16301e-05	5.10075e-05	0.00613262	8.87346e-06	6.22724e-08	0.0255933	0.0887515	5.04707e-07	0.011248	0.000193783
96	0.0450662	0.00411351	0.41793	7.79148e-05	0.0692117	0.00401139	0.0020055	0.00310706	0.0725196	0.00493894	0.0100208	6.55667e-05	0.000150662	0.00149047	0.000110692	0.0860135	0.00330532	0.00260885	0.00578894	0.000108561	7.96253e-06	0.000123655	4.24329e-05	6.2615e-08	6.00561e-06	7.36316e-20	7.129e-20	0.000196301	0.0682765	0.0272231	5.42278e-05	6.2622e-08	0.00954865	0.00761271	0.189413	0.000611455	1.42158e-05	6.07867e-05	0.130423	0.0311013	0.0212841	0.0080868	6.26335e-08	5.17354e-05	5.14037e-05	0.00618545	9.21234e-06	6.26255e-08	0.026139	0.0886623	5.07757e-07	0.0113372	0.000194016
97	0.0451636	0.00414666	0.418766	7.58424e-05	0.0708077	0.00404173	0.00208202	0.00304718	0.0730339	0.00484524	0.0102023	6.95097e-05	0.000155885	0.00150274	0.000111004	0.0880427	0.00323886	0.00269288	0.00565274	0.000108796	8.10504e-06	0.000124449	4.49937e-05	6.30092e-08	6.15835e-06	7.02753e-20	6.7761e-20	0.00019644	0.0691489	0.0273131	5.43532e-05	6.30164e-08	0.00963667	0.00746696	0.187931	0.000627038	1.47434e-05	6.12894e-05	0.129238	0.031053	0.021818	0.00792514	6.30275e-08	5.18206e-05	5.18257e-05	0.00623775	9.54852e-06	6.30194e-08	0.0266569	0.0885885	5.11143e-07	0.011411	0.00019424
98	0.0452589	0.00417919	0.419579	7.37926e-05	0.0723712	0.00406923	0.00215928	0.00298593	0.0735857	0.00474505	0.0103727	7.36301e-05	0.000160989	0.00151486	0.000111279	0.0900997	0.0031718	0.00277919	0.00551265	0.000108997	8.25697e-06	0.000125226	4.76623e-05	6.34446e-08	6.31438e-06	6.68017e-20	6.41971e-20	0.000196573	0.0700721	0.0273618	5.44582e-05	6.34519e-08	0.00972528	0.00731775	0.186317	0.000642063	1.52682e-05	6.18216e-05	0.128021	0.0309663	0.0223302	0.00776185	6.34627e-08	5.18865e-05	5.22732e-05	0.0062895	9.88102e-06	6.34544e-08	0.0271461	0.08853	5.14865e-07	0.0114695	0.000194456
99	0.0453521	0.0042111	0.420368	7.17753e-05	0.0738926	0.00409417	0.00223695	0.00292376	0.074172	0.00463928	0.0105317	7.79258e-05	0.000165965	0.00152681	0.000111515	0.0921729	0.00310451	0.00286752	0.00536958	0.000109165	8.41746e-06	0.000125985	5.04366e-05	6.39214e-08	6.47283e-06	6.32655e-20	6.06411e-20	0.000196702	0.0710416	0.0273705	5.45433e-05	6.39288e-08	0.00981436	0.00716615	0.184586	0.000656488	1.57886e-05	6.23831e-05	0.12678	0.0308429	0.0228194	0.00759787	6.39392e-08	5.19337e-05	5.27461e-05	0.00634068	1.02089e-05	6.39308e-08	0.0276058	0.0884863	5.18923e-07	0.0115132	0.000194664
100	0.0454433	0.0042424	0.421135	6.97986e-05	0.0753629	0.00411682	0.00231472	0.00286109	0.0747898	0.00452889	0.0106791	8.23935e-05	0.000170805	0.00153858	0.000111714	0.0942512	0.00303736	0.00295762	0.00522441	0.000109302	8.58559e-06	0.000126728	5.33139e-05	6.44392e-08	6.63281e-06	5.97166e-20	5.71307e-20	0.000196825	0.0720529	0.0273405	5.46094e-05	6.44468e-08	0.00990378	0.00701321	0.182753	0.000670275	1.63031e-05	6.29735e-05	0.125521	0.0306849	0.0232845	0.00743407	6.44569e-08	5.19632e-05	5.32438e-05	0.00639128	1.05311e-05	6.44484e-08	0.0280354	0.0884573	5.23315e-07	0.0115422	0.000194864
