Time	[E3]	[PI3K_LY]	[E3H]	[E2]	[E23H]	[E23HP]	[Shc]	[E23HP_Shc]	[E23HP_ShcP]	[GS]	[E23HP_ShGS]	[E2_Per]	[PTEN_bpV]	[RasGDP]	[PI3Ka_PIP3]	[Raf]	[E23H_C]	[MEK]	[MEKP]	[PP2A]	[MEKP_PP2A]	[MEK_PP2A]	[Akt_PIP3_PP2A]	[MEKPP_PP2A]	[ERK]	[ERKP]	[E3H_C]	[PI3K]	[E23HP_PI3K]	[Akt_PIP3]	[PI3Ka]	[PI2]	[Akt_PI_P_PP2A]	[PTEN]	[PIP3]	[PTEN_PIP3]	[PTEN_PI]	[PTENP]	[PTENP_PTEN]	[Akt_PI_P]	[Akt]	[E23HP_PI3Ka]	[PTEN_PTEN]	[PI3Ka_PI]	[MEKPP]	[Akt_PI_PP]	[Akt_PI_PP_PP2A]	[Per]	[ShGS]	[E2Per]	[ERKPP]	[Rafa]	[RasGTP]	[ShcP]	[HRG]
79	0.485474	0	2.36299	25.2116	5.95771	25.962	0.00225795	0.000304228	5.05757e-05	99.9993	0.000551149	-4.86104e-27	0	120	2.04349	100	2.65684	7.94286	0.286198	0.474553	0.0779282	0.0809897	3.97696	0.0691852	2.37492	3.1959	2.36318	145.289	37.3465	0.000801722	12.4489	180.563	2.65135	17.4759	0.00277748	4.0875	17.0323	7.81496	0.897329	0.000807102	5.77285	0.828695	0.897329	2.04347	1.54284	84.9282	2.66903	-3.87237e-24	9.99749e-05	-1.40894e-25	4.42918	1.6204e-05	1.9969e-05	99.9967	2920.49
80	0.485344	0	2.36236	25.2102	5.95579	25.9516	0.00225886	0.000304226	5.05663e-05	99.9993	0.000551045	-4.85949e-27	0	120	2.04303	100	2.65578	7.99088	0.282741	0.474872	0.0761743	0.079172	3.97908	0.0674728	2.45647	3.2185	2.36254	145.305	37.3356	0.000802154	12.4452	180.576	2.65277	17.4835	0.00277565	4.08659	17.0285	7.81191	0.897369	0.000807537	5.77977	0.828453	0.897369	2.04302	1.50356	84.9163	2.67046	-3.87116e-24	9.99749e-05	-1.42112e-25	4.32503	1.62061e-05	1.9969e-05	99.9967	2920.49
81	0.485214	0	2.36172	25.2088	5.95386	25.9412	0.00225976	0.000304223	5.05569e-05	99.9993	0.000550941	-4.85797e-27	0	120	2.04258	100	2.65472	8.03782	0.279274	0.475185	0.0744572	0.0773922	3.98116	0.0658007	2.53984	3.23924	2.36191	145.32	37.3247	0.000802576	12.4416	180.588	2.65415	17.4912	0.00277381	4.08567	17.0247	7.80885	0.897409	0.000807963	5.78664	0.82821	0.897409	2.04256	1.46526	84.9046	2.67185	-3.86996e-24	9.99749e-05	-1.43314e-25	4.22092	1.62082e-05	1.9969e-05	99.9967	2920.49
82	0.485084	0	2.36109	25.2075	5.95194	25.9308	0.00226067	0.000304221	5.05476e-05	99.9993	0.000550837	-4.85645e-27	0	120	2.04212	100	2.65366	8.0837	0.275798	0.475492	0.0727762	0.0756497	3.98319	0.064168	2.62501	3.25804	2.36128	145.336	37.3138	0.00080299	12.4379	180.601	2.65551	17.4988	0.00277198	4.08475	17.0209	7.80579	0.89745	0.000808379	5.79345	0.827968	0.897449	2.0421	1.42791	84.893	2.67321	-3.86877e-24	9.99749e-05	-1.44502e-25	4.11695	1.62103e-05	1.9969e-05	99.9967	2920.49
83	0.484954	0	2.36046	25.2061	5.95002	25.9204	0.00226157	0.000304219	5.05382e-05	99.9993	0.000550733	-4.85496e-27	0	120	2.04166	100	2.6526	8.12854	0.272317	0.475793	0.0711308	0.0739438	3.98518	0.062574	2.71195	3.27482	2.36065	145.352	37.3028	0.000803394	12.4343	180.613	2.65683	17.5064	0.00277015	4.08384	17.017	7.80273	0.89749	0.000808786	5.80021	0.827726	0.89749	2.04165	1.39149	84.8816	2.67455	-3.8676e-24	9.99749e-05	-1.45674e-25	4.01323	1.62123e-05	1.9969e-05	99.9967	2920.48
84	0.484825	0	2.35983	25.2047	5.9481	25.9101	0.00226248	0.000304216	5.05289e-05	99.9993	0.000550629	-4.85348e-27	0	120	2.0412	100	2.65154	8.17238	0.268832	0.476088	0.0695201	0.0722738	3.98712	0.0610176	2.80063	3.28952	2.36001	145.368	37.2919	0.00080379	12.4306	180.626	2.65813	17.5141	0.00276832	4.08292	17.0132	7.79968	0.89753	0.000809184	5.8069	0.827484	0.89753	2.04119	1.35598	84.8704	2.67585	-3.86644e-24	9.99749e-05	-1.46832e-25	3.90984	1.62143e-05	1.9969e-05	99.9967	2920.48
85	0.484695	0	2.3592	25.2033	5.94618	25.8997	0.00226339	0.000304214	5.05195e-05	99.9993	0.000550525	-4.85201e-27	0	120	2.04075	100	2.65049	8.21522	0.265348	0.476377	0.0679437	0.0706392	3.98903	0.0594983	2.89102	3.30208	2.35938	145.383	37.281	0.000804176	12.427	180.638	2.65939	17.5217	0.00276649	4.082	17.0094	7.79662	0.89757	0.000809574	5.81355	0.827241	0.89757	2.04073	1.32135	84.8593	2.67712	-3.8653e-24	9.99749e-05	-1.47974e-25	3.8069	1.62163e-05	1.9969e-05	99.9967	2920.48
86	0.484565	0	2.35856	25.2019	5.94426	25.8893	0.00226429	0.000304211	5.05102e-05	99.9993	0.000550421	-4.85056e-27	0	120	2.04029	100	2.64943	8.25709	0.261864	0.47666	0.0664008	0.0690391	3.99088	0.0580151	2.98307	3.31243	2.35875	145.399	37.2701	0.000804555	12.4234	180.65	2.66063	17.5294	0.00276465	4.08108	17.0055	7.79357	0.89761	0.000809954	5.82013	0.826999	0.89761	2.04027	1.28759	84.8484	2.67837	-3.86418e-24	9.99749e-05	-1.49103e-25	3.70449	1.62182e-05	1.9969e-05	99.9967	2920.48
87	0.484435	0	2.35793	25.2005	5.94234	25.8789	0.0022652	0.000304209	5.05009e-05	99.9993	0.000550318	-4.84913e-27	0	120	2.03983	100	2.64837	8.29801	0.258385	0.476937	0.0648909	0.067473	3.9927	0.0565673	3.07674	3.32054	2.35812	145.415	37.2592	0.000804924	12.4197	180.662	2.66184	17.537	0.00276282	4.08015	17.0017	7.79051	0.89765	0.000810327	5.82667	0.826757	0.89765	2.03981	1.25467	84.8376	2.67959	-3.86306e-24	9.99749e-05	-1.50217e-25	3.60272	1.62202e-05	1.9969e-05	99.9967	2920.48
88	0.484306	0	2.3573	25.1991	5.94042	25.8686	0.00226611	0.000304207	5.04915e-05	99.9993	0.000550214	-4.84771e-27	0	120	2.03937	100	2.64732	8.338	0.254911	0.477209	0.0634133	0.0659403	3.99448	0.0551541	3.17197	3.32634	2.35749	145.43	37.2483	0.000805286	12.4161	180.675	2.66303	17.5447	0.00276099	4.07923	16.9979	7.78746	0.89769	0.00081069	5.83315	0.826516	0.89769	2.03935	1.22258	84.827	2.68078	-3.86196e-24	9.99748e-05	-1.51316e-25	3.50169	1.62221e-05	1.9969e-05	99.9967	2920.48
89	0.484176	0	2.35667	25.1977	5.9385	25.8582	0.00226701	0.000304204	5.04822e-05	99.9993	0.00055011	-4.84631e-27	0	120	2.03891	100	2.64626	8.37708	0.251444	0.477475	0.0619675	0.0644404	3.99622	0.0537747	3.26871	3.3298	2.35686	145.446	37.2374	0.000805639	12.4125	180.687	2.66418	17.5523	0.00275917	4.07831	16.994	7.78441	0.89773	0.000811046	5.83958	0.826274	0.89773	2.03889	1.19129	84.8165	2.68194	-3.86088e-24	9.99748e-05	-1.52402e-25	3.40148	1.62239e-05	1.9969e-05	99.9967	2920.48
90	0.484047	0	2.35604	25.1963	5.93658	25.8479	0.00226792	0.000304202	5.04729e-05	99.9994	0.000550007	-4.84492e-27	0	120	2.03845	100	2.64521	8.41528	0.247987	0.477736	0.0605527	0.0629726	3.99791	0.0524285	3.36691	3.3309	2.35623	145.462	37.2265	0.000805985	12.4088	180.699	2.66531	17.56	0.00275734	4.07738	16.9902	7.78136	0.897771	0.000811394	5.84596	0.826032	0.89777	2.03843	1.16078	84.8061	2.68308	-3.85981e-24	9.99748e-05	-1.53474e-25	3.30219	1.62258e-05	1.9969e-05	99.9967	2920.48
91	0.483917	0	2.35541	25.1949	5.93467	25.8375	0.00226883	0.0003042	5.04636e-05	99.9994	0.000549903	-4.84354e-27	0	120	2.03799	100	2.64415	8.4526	0.244542	0.477991	0.0591685	0.0615363	3.99958	0.0511146	3.46648	3.3296	2.3556	145.477	37.2156	0.000806323	12.4052	180.711	2.66642	17.5677	0.00275551	4.07646	16.9863	7.77832	0.897811	0.000811734	5.85229	0.82579	0.89781	2.03797	1.13104	84.7959	2.68419	-3.85875e-24	9.99748e-05	-1.54533e-25	3.20392	1.62276e-05	1.9969e-05	99.9967	2920.48
92	0.483788	0	2.35478	25.1935	5.93275	25.8272	0.00226974	0.000304197	5.04543e-05	99.9994	0.0005498	-4.84218e-27	0	120	2.03753	100	2.6431	8.48907	0.241109	0.478242	0.0578142	0.060131	4.0012	0.0498324	3.56737	3.32589	2.35497	145.493	37.2047	0.000806653	12.4016	180.723	2.6675	17.5753	0.00275368	4.07553	16.9825	7.77527	0.897851	0.000812066	5.85857	0.825549	0.89785	2.03751	1.10205	84.7858	2.68528	-3.85771e-24	9.99748e-05	-1.55578e-25	3.10674	1.62294e-05	1.9969e-05	99.9967	2920.48
93	0.483658	0	2.35415	25.1921	5.93084	25.8168	0.00227065	0.000304195	5.04449e-05	99.9994	0.000549696	-4.84084e-27	0	120	2.03707	100	2.64204	8.5247	0.237691	0.478487	0.0564894	0.058756	4.00278	0.0485811	3.6695	3.31975	2.35434	145.509	37.1938	0.000806975	12.398	180.735	2.66856	17.583	0.00275186	4.07461	16.9786	7.77222	0.897891	0.000812391	5.8648	0.825307	0.89789	2.03705	1.07378	84.7759	2.68635	-3.85668e-24	9.99748e-05	-1.5661e-25	3.01074	1.62312e-05	1.9969e-05	99.9967	2920.48
94	0.483529	0	2.35352	25.1908	5.92892	25.8065	0.00227156	0.000304193	5.04356e-05	99.9994	0.000549593	-4.8395e-27	0	120	2.0366	100	2.64099	8.55952	0.234288	0.478727	0.0551933	0.0574108	4.00433	0.0473601	3.77279	3.3112	2.35371	145.524	37.183	0.000807291	12.3943	180.747	2.66959	17.5907	0.00275003	4.07368	16.9747	7.76918	0.897931	0.000812709	5.87099	0.825066	0.89793	2.03659	1.04623	84.7661	2.68738	-3.85566e-24	9.99748e-05	-1.57628e-25	2.91601	1.62329e-05	1.9969e-05	99.9967	2920.48
95	0.483399	0	2.35289	25.1894	5.92701	25.7962	0.00227247	0.00030419	5.04263e-05	99.9994	0.00054949	-4.83818e-27	0	120	2.03614	100	2.63994	8.59354	0.230903	0.478963	0.0539254	0.0560948	4.00585	0.0461686	3.87716	3.30023	2.35308	145.54	37.1721	0.000807599	12.3907	180.758	2.6706	17.5983	0.00274821	4.07275	16.9709	7.76614	0.897971	0.000813019	5.87713	0.824824	0.89797	2.03613	1.01937	84.7564	2.6884	-3.85466e-24	9.99748e-05	-1.58634e-25	2.82262	1.62347e-05	1.9969e-05	99.9967	2920.48
96	0.48327	0	2.35226	25.188	5.9251	25.7858	0.00227337	0.000304188	5.04171e-05	99.9994	0.000549386	-4.83688e-27	0	120	2.03568	100	2.63889	8.62678	0.227537	0.479194	0.0526852	0.0548074	4.00733	0.0450061	3.98251	3.28686	2.35245	145.556	37.1612	0.0008079	12.3871	180.77	2.67159	17.606	0.00274638	4.07183	16.967	7.7631	0.89801	0.000813322	5.88323	0.824583	0.89801	2.03566	0.993189	84.7468	2.68939	-3.85366e-24	9.99748e-05	-1.59627e-25	2.73063	1.62364e-05	1.9969e-05	99.9967	2920.48
97	0.483141	0	2.35163	25.1866	5.92318	25.7755	0.00227428	0.000304186	5.04078e-05	99.9994	0.000549283	-4.83559e-27	0	120	2.03522	100	2.63784	8.65925	0.22419	0.47942	0.0514722	0.053548	4.00878	0.0438719	4.08877	3.27111	2.35182	145.571	37.1503	0.000808195	12.3835	180.782	2.67255	17.6137	0.00274456	4.0709	16.9631	7.76006	0.89805	0.000813619	5.88929	0.824342	0.89805	2.0352	0.967667	84.7374	2.69036	-3.85269e-24	9.99748e-05	-1.60607e-25	2.64012	1.62381e-05	1.9969e-05	99.9967	2920.48
98	0.483012	0	2.351	25.1852	5.92127	25.7652	0.00227519	0.000304183	5.03985e-05	99.9994	0.00054918	-4.83431e-27	0	120	2.03475	100	2.63678	8.69098	0.220865	0.479641	0.0502858	0.0523162	4.01019	0.0427653	4.19583	3.25302	2.35119	145.587	37.1395	0.000808482	12.3798	180.794	2.67349	17.6214	0.00274274	4.06997	16.9593	7.75703	0.89809	0.000813908	5.8953	0.824101	0.89809	2.03474	0.94279	84.7281	2.69131	-3.85172e-24	9.99747e-05	-1.61575e-25	2.55116	1.62397e-05	1.9969e-05	99.9967	2920.48
99	0.482882	0	2.35037	25.1838	5.91936	25.7549	0.0022761	0.000304181	5.03892e-05	99.9994	0.000549077	-4.83304e-27	0	120	2.03429	100	2.63573	8.72197	0.217561	0.479858	0.0491254	0.0511113	4.01157	0.0416857	4.30359	3.23261	2.35056	145.603	37.1286	0.000808763	12.3762	180.806	2.67441	17.629	0.00274092	4.06904	16.9554	7.75399	0.89813	0.000814191	5.90126	0.82386	0.89813	2.03427	0.918542	84.7189	2.69224	-3.85076e-24	9.99747e-05	-1.62531e-25	2.46379	1.62414e-05	1.9969e-05	99.9967	2920.48
100	0.482753	0	2.34974	25.1824	5.91745	25.7446	0.00227701	0.000304179	5.03799e-05	99.9994	0.000548974	-4.83179e-27	0	120	2.03383	100	2.63468	8.75226	0.214281	0.480071	0.0479907	0.0499329	4.01292	0.0406324	4.41196	3.20995	2.34993	145.618	37.1177	0.000809038	12.3726	180.817	2.67531	17.6367	0.0027391	4.06811	16.9515	7.75096	0.89817	0.000814468	5.90719	0.823619	0.89817	2.03381	0.894907	84.7098	2.69314	-3.84982e-24	9.99747e-05	-1.63474e-25	2.37808	1.6243e-05	1.9969e-05	99.9967	2920.48
