Time	[iron_in_Plasma]	[iron_in_Bone Marrow]	[iron_in_RBC]	[iron_in_Spleen]	[iron_in_Liver]	[iron_in_Muscle]	[iron_in_Duodenum]	[iron_in_Integument]	[iron_in_Intestine]	[iron_ions_Outside]	[iron_in_Heart]	[iron_in_Lungs]	[iron_in_Kidneys]	[iron_in_Testes]	[iron_in_Stomach]	[iron_in_Fat]	[iron_in_Brain]
10	0.317917	3.49814	61.843	0.567836	8.2047	4.21819	0.036626	6.95121	0.950292	10.4564	0.640272	0.687207	0.953712	0.231205	0.12183	0.151824	0.169632
11	0.313275	3.4439	61.7693	0.566521	7.91903	4.0511	0.0351138	7.00684	0.904651	11.1351	0.633824	0.654548	0.90709	0.227065	0.116151	0.147134	0.16932
12	0.308936	3.3937	61.646	0.564839	7.65918	3.90172	0.0339635	7.05506	0.869277	11.8	0.627271	0.626355	0.867162	0.22306	0.111775	0.142809	0.168888
13	0.304862	3.34685	61.4798	0.562837	7.42252	3.7679	0.0330607	7.09651	0.841311	12.4542	0.620659	0.601926	0.832821	0.219193	0.108326	0.13882	0.168353
14	0.301021	3.30287	61.2765	0.560558	7.20667	3.64777	0.0323293	7.13176	0.818725	13.1	0.614023	0.580672	0.803149	0.215464	0.105544	0.135136	0.167727
15	0.297385	3.26141	61.0411	0.558039	7.00948	3.53966	0.0317181	7.16132	0.800074	13.739	0.607394	0.562098	0.777383	0.211872	0.103243	0.131731	0.167023
16	0.293931	3.22215	60.7779	0.555313	6.82903	3.44213	0.0311927	7.18565	0.784326	14.3723	0.600796	0.545789	0.754887	0.208415	0.101296	0.12858	0.166252
17	0.290637	3.18484	60.4907	0.552408	6.66357	3.35389	0.0307294	7.20517	0.770741	15.0007	0.594249	0.531396	0.735134	0.205091	0.0996085	0.125659	0.165423
18	0.287486	3.14926	60.1829	0.549351	6.51154	3.27382	0.0303124	7.22024	0.758786	15.6248	0.587769	0.518627	0.717685	0.201894	0.0981168	0.122949	0.164543
19	0.284461	3.11521	59.8572	0.546162	6.37155	3.20094	0.0299305	7.23121	0.748076	16.2448	0.581368	0.507235	0.702173	0.198822	0.0967738	0.12043	0.163621
20	0.28155	3.08252	59.5163	0.542862	6.24233	3.13439	0.0295757	7.23839	0.738327	16.8612	0.575056	0.497012	0.688294	0.195868	0.0955454	0.118084	0.162661
21	0.27874	3.05104	59.1625	0.539467	6.12277	3.07341	0.0292425	7.24207	0.729334	17.474	0.56884	0.487784	0.675793	0.193028	0.0944072	0.115895	0.16167
22	0.276021	3.02066	58.7976	0.535993	6.01185	3.01734	0.028927	7.24249	0.720942	18.0834	0.562726	0.479403	0.664457	0.190297	0.0933409	0.113849	0.160653
23	0.273385	2.99125	58.4234	0.532453	5.90867	2.96558	0.0286259	7.2399	0.713037	18.6895	0.556716	0.471745	0.654109	0.18767	0.0923331	0.111932	0.159614
24	0.270821	2.96272	58.0415	0.528858	5.81243	2.91764	0.0283371	7.23451	0.705532	19.2924	0.550814	0.464706	0.6446	0.185141	0.0913734	0.110133	0.158556
25	0.268325	2.93499	57.653	0.525218	5.7224	2.87306	0.0280589	7.22651	0.69836	19.8919	0.545021	0.458196	0.635805	0.182706	0.0904542	0.10844	0.157482
26	0.265889	2.90798	57.2593	0.521543	5.63794	2.83144	0.0277898	7.21611	0.69147	20.4883	0.539336	0.452141	0.627619	0.180358	0.0895693	0.106844	0.156396
27	0.263509	2.88161	56.8613	0.51784	5.55847	2.79246	0.0275287	7.20345	0.68482	21.0814	0.53376	0.446477	0.619955	0.178095	0.088714	0.105335	0.155301
28	0.261179	2.85585	56.4599	0.514115	5.48348	2.75579	0.0272747	7.1887	0.67838	21.6712	0.528291	0.44115	0.612739	0.17591	0.0878845	0.103906	0.154197
29	0.258896	2.83062	56.0559	0.510376	5.41252	2.72118	0.0270271	7.17199	0.672122	22.2579	0.522927	0.436115	0.605909	0.173799	0.0870777	0.102549	0.153088
30	0.256655	2.8059	55.6501	0.506627	5.34516	2.6884	0.0267852	7.15348	0.666026	22.8412	0.517667	0.431334	0.599411	0.171759	0.0862911	0.101258	0.151974
31	0.254453	2.78163	55.2429	0.502872	5.28106	2.65723	0.0265485	7.13326	0.660074	23.4213	0.512507	0.426773	0.593203	0.169784	0.0855225	0.100025	0.150859
32	0.252288	2.75779	54.835	0.499117	5.21987	2.62751	0.0263166	7.11147	0.654252	23.9981	0.507446	0.422404	0.587246	0.167872	0.0847703	0.0988471	0.149741
33	0.250157	2.73434	54.4267	0.495365	5.16132	2.59907	0.026089	7.08821	0.648547	24.5716	0.502481	0.418203	0.58151	0.166018	0.0840329	0.0977178	0.148624
34	0.248057	2.71126	54.0186	0.491617	5.10514	2.57177	0.0258654	7.06358	0.642949	25.1417	0.497609	0.414151	0.575966	0.164218	0.0833091	0.0966333	0.147508
35	0.245988	2.68851	53.611	0.487879	5.05111	2.54549	0.0256455	7.03766	0.63745	25.7085	0.492827	0.410229	0.570592	0.162471	0.0825978	0.0955894	0.146393
36	0.243946	2.66609	53.2042	0.484151	4.99901	2.52014	0.025429	7.01056	0.632041	26.272	0.488132	0.406423	0.565369	0.160771	0.081898	0.0945826	0.145281
37	0.24193	2.64397	52.7984	0.480436	4.94866	2.4956	0.0252158	6.98235	0.626716	26.8321	0.483521	0.40272	0.56028	0.159118	0.0812089	0.0936095	0.144173
38	0.23994	2.62214	52.394	0.476735	4.89991	2.4718	0.0250055	6.9531	0.621469	27.3888	0.478992	0.399109	0.555311	0.157507	0.0805298	0.0926673	0.143068
39	0.237973	2.60057	51.991	0.473051	4.85259	2.44867	0.0247981	6.92289	0.616296	27.942	0.474541	0.39558	0.55045	0.155936	0.0798601	0.0917533	0.141968
40	0.236029	2.57926	51.5898	0.469385	4.80659	2.42615	0.0245934	6.89178	0.611191	28.4919	0.470166	0.392127	0.545686	0.154404	0.0791992	0.0908653	0.140872
41	0.234106	2.55819	51.1904	0.465737	4.7618	2.40417	0.0243911	6.85985	0.606151	29.0383	0.465863	0.388741	0.541011	0.152907	0.0785466	0.090001	0.139782
42	0.232204	2.53736	50.793	0.462109	4.7181	2.3827	0.0241913	6.82713	0.601173	29.5814	0.461631	0.385417	0.536418	0.151444	0.0779019	0.0891585	0.138697
43	0.230322	2.51675	50.3977	0.458502	4.67541	2.36168	0.0239937	6.79371	0.596253	30.1209	0.457467	0.38215	0.531899	0.150012	0.0772648	0.0883362	0.137618
44	0.22846	2.49636	50.0047	0.454916	4.63364	2.34107	0.0237984	6.75961	0.591388	30.657	0.453367	0.378935	0.527448	0.14861	0.0766348	0.0875323	0.136546
45	0.226615	2.47617	49.6139	0.451353	4.59273	2.32086	0.0236051	6.7249	0.586577	31.1897	0.449331	0.375768	0.523061	0.147237	0.0760116	0.0867457	0.135479
46	0.224789	2.45619	49.2255	0.447811	4.55259	2.30099	0.0234138	6.68963	0.581818	31.7189	0.445355	0.372646	0.518734	0.14589	0.0753951	0.0859749	0.134419
47	0.22298	2.43639	48.8395	0.444294	4.51319	2.28146	0.0232245	6.65383	0.577107	32.2446	0.441438	0.369566	0.514463	0.144568	0.0747849	0.0852189	0.133366
48	0.221188	2.41679	48.4561	0.440799	4.47446	2.26222	0.0230371	6.61754	0.572444	32.7669	0.437577	0.366525	0.510244	0.14327	0.0741808	0.0844766	0.13232
49	0.219413	2.39737	48.0751	0.437329	4.43637	2.24328	0.0228515	6.58082	0.567827	33.2856	0.43377	0.363521	0.506075	0.141995	0.0735827	0.0837471	0.131281
50	0.217654	2.37813	47.6968	0.433882	4.39886	2.2246	0.0226676	6.54368	0.563254	33.801	0.430016	0.360553	0.501954	0.140741	0.0729903	0.0830296	0.130248
51	0.21591	2.35907	47.321	0.43046	4.36191	2.20617	0.0224855	6.50618	0.558725	34.3128	0.426312	0.357618	0.497877	0.139508	0.0724035	0.0823233	0.129223
52	0.214182	2.34017	46.9479	0.427062	4.32547	2.18797	0.0223051	6.46834	0.554238	34.8212	0.422657	0.354715	0.493844	0.138294	0.0718221	0.0816276	0.128205
53	0.212469	2.32144	46.5774	0.423688	4.28952	2.17	0.0221262	6.4302	0.549791	35.3261	0.41905	0.351843	0.489852	0.137098	0.071246	0.0809418	0.127194
54	0.210771	2.30288	46.2096	0.42034	4.25404	2.15225	0.021949	6.39177	0.545385	35.8276	0.415488	0.349	0.4859	0.13592	0.0706752	0.0802655	0.12619
55	0.209088	2.28448	45.8445	0.417016	4.219	2.13469	0.0217734	6.3531	0.541019	36.3256	0.41197	0.346185	0.481986	0.134759	0.0701094	0.079598	0.125194
56	0.207419	2.26623	45.482	0.413716	4.18437	2.11733	0.0215993	6.31421	0.536691	36.8201	0.408496	0.343397	0.47811	0.133613	0.0695486	0.0789391	0.124205
57	0.205764	2.24814	45.1222	0.410441	4.15015	2.10015	0.0214267	6.27513	0.5324	37.3112	0.405062	0.340637	0.474271	0.132484	0.0689926	0.0782882	0.123223
58	0.204123	2.2302	44.7651	0.407191	4.1163	2.08315	0.0212556	6.23587	0.528146	37.7989	0.40167	0.337902	0.470466	0.131368	0.0684415	0.077645	0.122249
59	0.202495	2.21242	44.4107	0.403966	4.08283	2.06632	0.0210859	6.19647	0.523929	38.2831	0.398316	0.335192	0.466696	0.130267	0.067895	0.0770091	0.121282
60	0.200882	2.19478	44.0589	0.400765	4.0497	2.04966	0.0209177	6.15694	0.519748	38.764	0.395	0.332506	0.46296	0.12918	0.0673532	0.0763804	0.120322
61	0.199281	2.17729	43.7099	0.397588	4.01692	2.03316	0.0207509	6.1173	0.515602	39.2414	0.391721	0.329845	0.459257	0.128105	0.066816	0.0757584	0.119369
62	0.197694	2.15994	43.3635	0.394436	3.98446	2.01682	0.0205854	6.07757	0.511491	39.7154	0.388478	0.327207	0.455586	0.127044	0.0662833	0.075143	0.118424
63	0.19612	2.14274	43.0197	0.391309	3.95232	2.00062	0.0204214	6.03778	0.507414	40.186	0.38527	0.324592	0.451947	0.125994	0.065755	0.0745339	0.117486
64	0.194558	2.12568	42.6786	0.388205	3.9205	1.98458	0.0202587	5.99793	0.503371	40.6532	0.382096	0.321999	0.448338	0.124956	0.0652311	0.073931	0.116555
65	0.19301	2.10876	42.3401	0.385125	3.88897	1.96868	0.0200973	5.95805	0.499361	41.1171	0.378955	0.319429	0.444761	0.12393	0.0647115	0.073334	0.115631
66	0.191474	2.09197	42.0043	0.38207	3.85773	1.95292	0.0199373	5.91815	0.495384	41.5776	0.375846	0.31688	0.441214	0.122914	0.0641961	0.0727427	0.114714
67	0.18995	2.07532	41.671	0.379038	3.82679	1.9373	0.0197786	5.87825	0.49144	42.0347	0.372769	0.314353	0.437696	0.121909	0.063685	0.0721571	0.113805
68	0.188439	2.05881	41.3404	0.376029	3.79612	1.92182	0.0196212	5.83835	0.487528	42.4886	0.369723	0.311847	0.434208	0.120915	0.0631781	0.071577	0.112902
69	0.18694	2.04243	41.0123	0.373045	3.76572	1.90647	0.019465	5.79848	0.483648	42.9391	0.366707	0.309362	0.430748	0.119931	0.0626753	0.0710022	0.112007
70	0.185453	2.02618	40.6868	0.370083	3.73559	1.89125	0.0193102	5.75865	0.479799	43.3863	0.363721	0.306897	0.427318	0.118956	0.0621766	0.0704326	0.111118
71	0.183978	2.01007	40.3638	0.367145	3.70572	1.87616	0.0191565	5.71886	0.475982	43.8302	0.360763	0.304453	0.423915	0.117991	0.0616819	0.0698681	0.110236
72	0.182515	1.99408	40.0434	0.36423	3.67612	1.8612	0.0190041	5.67914	0.472195	44.2709	0.357834	0.302029	0.42054	0.117036	0.0611912	0.0693086	0.109362
73	0.181064	1.97822	39.7254	0.361338	3.64676	1.84636	0.018853	5.63948	0.468439	44.7083	0.354933	0.299625	0.417193	0.116089	0.0607045	0.068754	0.108494
74	0.179624	1.96249	39.41	0.358469	3.61765	1.83165	0.0187031	5.5999	0.464713	45.1424	0.352059	0.29724	0.413873	0.115152	0.0602217	0.0682043	0.107633
75	0.178196	1.94689	39.0971	0.355622	3.58879	1.81706	0.0185543	5.56041	0.461018	45.5733	0.349211	0.294874	0.41058	0.114223	0.0597427	0.0676592	0.106778
76	0.176779	1.93141	38.7866	0.352798	3.56018	1.80258	0.0184068	5.52102	0.457352	46.001	0.34639	0.292528	0.407313	0.113303	0.0592677	0.0671189	0.105931
77	0.175374	1.91606	38.4786	0.349996	3.5318	1.78823	0.0182604	5.48174	0.453715	46.4256	0.343594	0.290201	0.404073	0.112391	0.0587964	0.0665831	0.10509
78	0.17398	1.90082	38.1729	0.347216	3.50365	1.77399	0.0181152	5.44257	0.450107	46.8469	0.340824	0.287893	0.400859	0.111487	0.0583289	0.0660519	0.104255
79	0.172597	1.88571	37.8698	0.344458	3.47574	1.75988	0.0179712	5.40353	0.446529	47.2651	0.338079	0.285603	0.397671	0.110592	0.0578652	0.0655251	0.103428
80	0.171225	1.87072	37.569	0.341722	3.44806	1.74587	0.0178284	5.36461	0.442979	47.6801	0.335358	0.283332	0.394509	0.109704	0.0574052	0.0650027	0.102606
81	0.169864	1.85585	37.2705	0.339007	3.42061	1.73198	0.0176866	5.32583	0.439458	48.092	0.332661	0.281079	0.391372	0.108825	0.0569488	0.0644846	0.101792
82	0.168514	1.8411	36.9745	0.336314	3.39338	1.7182	0.017546	5.28719	0.435964	48.5008	0.329988	0.278844	0.38826	0.107953	0.0564961	0.0639708	0.100983
83	0.167174	1.82647	36.6808	0.333643	3.36637	1.70453	0.0174066	5.24871	0.432499	48.9065	0.327339	0.276627	0.385173	0.107088	0.056047	0.0634613	0.100181
84	0.165846	1.81195	36.3894	0.330992	3.33958	1.69098	0.0172682	5.21037	0.429061	49.3091	0.324712	0.274427	0.382111	0.106231	0.0556015	0.0629559	0.0993857
85	0.164528	1.79755	36.1003	0.328362	3.31301	1.67753	0.017131	5.1722	0.425651	49.7087	0.322108	0.272245	0.379073	0.105382	0.0551596	0.0624547	0.0985964
86	0.16322	1.78326	35.8135	0.325754	3.28665	1.66419	0.0169948	5.13419	0.422267	50.1053	0.319527	0.270081	0.37606	0.104539	0.0547212	0.0619576	0.0978133
87	0.161923	1.76909	35.529	0.323166	3.26051	1.65096	0.0168597	5.09635	0.418911	50.4988	0.316968	0.267934	0.37307	0.103704	0.0542863	0.0614644	0.0970364
88	0.160636	1.75503	35.2467	0.320598	3.23458	1.63783	0.0167257	5.05869	0.415582	50.8893	0.31443	0.265804	0.370105	0.102875	0.0538548	0.0609753	0.0962657
89	0.159359	1.74108	34.9667	0.318051	3.20885	1.62481	0.0165928	5.0212	0.412279	51.2768	0.311914	0.263692	0.367163	0.102054	0.0534268	0.0604902	0.095501
90	0.158093	1.72725	34.6889	0.315524	3.18333	1.61189	0.0164609	4.9839	0.409002	51.6614	0.309419	0.261596	0.364245	0.10124	0.0530022	0.060009	0.0947424
91	0.156837	1.71352	34.4133	0.313017	3.15802	1.59908	0.0163301	4.94678	0.405752	52.043	0.306946	0.259517	0.36135	0.100432	0.0525809	0.0595316	0.0939898
92	0.15559	1.6999	34.1399	0.31053	3.13291	1.58636	0.0162003	4.90985	0.402527	52.4218	0.304493	0.257454	0.358478	0.099631	0.0521631	0.0590581	0.0932432
93	0.154354	1.68639	33.8686	0.308063	3.108	1.57375	0.0160716	4.87311	0.399328	52.7975	0.30206	0.255408	0.355629	0.0988366	0.0517485	0.0585885	0.0925025
94	0.153127	1.67299	33.5995	0.305615	3.08329	1.56125	0.0159439	4.83656	0.396155	53.1705	0.299648	0.253378	0.352802	0.0980487	0.0513373	0.0581226	0.0917676
95	0.15191	1.6597	33.3325	0.303187	3.05878	1.54884	0.0158172	4.80021	0.393006	53.5405	0.297256	0.251364	0.349998	0.0972674	0.0509293	0.0576604	0.0910386
96	0.150703	1.64651	33.0677	0.300778	3.03447	1.53653	0.0156915	4.76406	0.389883	53.9077	0.294883	0.249366	0.347217	0.0964924	0.0505246	0.0572019	0.0903154
97	0.149505	1.63342	32.805	0.298388	3.01035	1.52431	0.0155668	4.72811	0.386785	54.272	0.292531	0.247385	0.344458	0.0957238	0.0501231	0.0567471	0.0895979
98	0.148317	1.62044	32.5443	0.296017	2.98642	1.5122	0.0154431	4.69237	0.383711	54.6336	0.290197	0.245419	0.34172	0.0949615	0.0497247	0.056296	0.088886
99	0.147139	1.60757	32.2857	0.293665	2.96268	1.50018	0.0153203	4.65683	0.380662	54.9923	0.287883	0.243468	0.339004	0.0942054	0.0493296	0.0558485	0.0881799
100	0.14597	1.59479	32.0292	0.291332	2.93913	1.48826	0.0151986	4.6215	0.377637	55.3483	0.285588	0.241533	0.33631	0.0934554	0.0489376	0.0554045	0.0874793
